Orthogroup	Chordata_Vertebrata_Danio_rerio	Chordata_Amphioxiformes_Branchiostoma_lanceolatum
OG0000009	Danio_rerio_tr_F1REM3_F1REM3_DANRE tr|F1REM3|F1REM3_DANRE Metalloendopeptidase OS=Danio rerio OX=7955 GN=bmp1a PE=4 SV=2, Danio_rerio_tr_Q2ABP1_Q2ABP1_DANRE tr|Q2ABP1|Q2ABP1_DANRE Metalloendopeptidase OS=Danio rerio OX=7955 GN=bmp1a PE=2 SV=1, Danio_rerio_tr_Q2ABP0_Q2ABP0_DANRE tr|Q2ABP0|Q2ABP0_DANRE Metalloendopeptidase OS=Danio rerio OX=7955 GN=bmp1b PE=2 SV=1, Danio_rerio_sp_O57460_TLL1_DANRE sp|O57460|TLL1_DANRE Dorsal-ventral patterning tolloid-like protein 1 OS=Danio rerio OX=7955 GN=tll1 PE=2 SV=1, Danio_rerio_tr_B3DJN6_B3DJN6_DANRE tr|B3DJN6|B3DJN6_DANRE Metalloendopeptidase OS=Danio rerio OX=7955 GN=tll1 PE=2 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9Z479_A0A8J9Z479_BRALA tr|A0A8J9Z479|A0A8J9Z479_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=TLL2 PE=4 SV=1
OG0000009	Danio_rerio_tr_X1WD58_X1WD58_DANRE tr|X1WD58|X1WD58_DANRE Procollagen C-endopeptidase enhancer 2 OS=Danio rerio OX=7955 GN=pcolce2a PE=4 SV=2, Danio_rerio_tr_Q7SY25_Q7SY25_DANRE tr|Q7SY25|Q7SY25_DANRE Procollagen C-endopeptidase enhancer 2 precursor OS=Danio rerio OX=7955 GN=zgc_63590 PE=2 SV=1, Danio_rerio_tr_B3DJG2_B3DJG2_DANRE tr|B3DJG2|B3DJG2_DANRE Procollagen C-endopeptidase enhancer b OS=Danio rerio OX=7955 GN=LOC794872 PE=2 SV=1, Danio_rerio_tr_Q1ECX8_Q1ECX8_DANRE tr|Q1ECX8|Q1ECX8_DANRE Procollagen C-endopeptidase enhancer a OS=Danio rerio OX=7955 GN=si_ch211-237l4.5 PE=2 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0ERV5_A0A8K0ERV5_BRALA tr|A0A8K0ERV5|A0A8K0ERV5_BRALA PCOLCE protein OS=Branchiostoma lanceolatum OX=7740 GN=PCOLCE PE=4 SV=1
OG0000010	Danio_rerio_tr_A0A0R4IJ40_A0A0R4IJ40_DANRE tr|A0A0R4IJ40|A0A0R4IJ40_DANRE Agrin OS=Danio rerio OX=7955 GN=hm_gc12 PE=1 SV=1, Danio_rerio_tr_B3GQ72_B3GQ72_DANRE tr|B3GQ72|B3GQ72_DANRE Agrin OS=Danio rerio OX=7955 GN=wu_fb57e07 PE=1 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9WHV7_A0A8J9WHV7_BRALA tr|A0A8J9WHV7|A0A8J9WHV7_BRALA AGRN protein OS=Branchiostoma lanceolatum OX=7740 GN=AGRN PE=4 SV=1
OG0000010	Danio_rerio_tr_A7MBP8_A7MBP8_DANRE tr|A7MBP8|A7MBP8_DANRE Follistatin b isoform 2 precursor OS=Danio rerio OX=7955 GN=fst2 PE=2 SV=1, Danio_rerio_tr_Q2PMI4_Q2PMI4_DANRE tr|Q2PMI4|Q2PMI4_DANRE Follistatin 2 OS=Danio rerio OX=7955 GN=fst2 PE=2 SV=1, Danio_rerio_sp_Q9YHV4_FSTA_DANRE sp|Q9YHV4|FSTA_DANRE Follistatin-A OS=Danio rerio OX=7955 GN=fsta PE=2 SV=2, Danio_rerio_tr_A4IG14_A4IG14_DANRE tr|A4IG14|A4IG14_DANRE Follistatin-like 3 _secreted glycoprotein_ OS=Danio rerio OX=7955 GN=zgc_114170 PE=2 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZKZ8_A0A8J9ZKZ8_BRALA tr|A0A8J9ZKZ8|A0A8J9ZKZ8_BRALA FST protein OS=Branchiostoma lanceolatum OX=7740 GN=FST PE=4 SV=1
OG0000011	Danio_rerio_tr_Q90ZN6_Q90ZN6_DANRE tr|Q90ZN6|Q90ZN6_DANRE Hepatocyte growth factor-like 1 OS=Danio rerio OX=7955 GN=hgfl1 PE=2 SV=1, Danio_rerio_tr_Q5RGG3_Q5RGG3_DANRE tr|Q5RGG3|Q5RGG3_DANRE Hepatocyte growth factor OS=Danio rerio OX=7955 GN=hgf1 PE=3 SV=1, Danio_rerio_tr_F1REK1_F1REK1_DANRE tr|F1REK1|F1REK1_DANRE Hepatocyte growth factor OS=Danio rerio OX=7955 GN=hgf1 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EIV6_A0A8K0EIV6_BRALA tr|A0A8K0EIV6|A0A8K0EIV6_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=LPA PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A429_A0A8K0A429_BRALA tr|A0A8K0A429|A0A8K0A429_BRALA LPA protein OS=Branchiostoma lanceolatum OX=7740 GN=LPA PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A0S9_A0A8K0A0S9_BRALA tr|A0A8K0A0S9|A0A8K0A0S9_BRALA LPA protein OS=Branchiostoma lanceolatum OX=7740 GN=LPA PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EZH1_A0A8K0EZH1_BRALA tr|A0A8K0EZH1|A0A8K0EZH1_BRALA PLG protein OS=Branchiostoma lanceolatum OX=7740 GN=PLG PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZJ81_A0A8J9ZJ81_BRALA tr|A0A8J9ZJ81|A0A8J9ZJ81_BRALA LPA protein OS=Branchiostoma lanceolatum OX=7740 GN=LPA PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ELP4_A0A8K0ELP4_BRALA tr|A0A8K0ELP4|A0A8K0ELP4_BRALA LPA protein OS=Branchiostoma lanceolatum OX=7740 GN=LPA PE=4 SV=1
OG0000011	Danio_rerio_tr_E7FAN5_E7FAN5_DANRE tr|E7FAN5|E7FAN5_DANRE Prothrombin OS=Danio rerio OX=7955 GN=wu_fb57c10 PE=1 SV=1, Danio_rerio_tr_Q7SXH8_Q7SXH8_DANRE tr|Q7SXH8|Q7SXH8_DANRE Prothrombin OS=Danio rerio OX=7955 GN=zgc_66319 PE=1 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EJ36_A0A8K0EJ36_BRALA tr|A0A8K0EJ36|A0A8K0EJ36_BRALA NOTCH2 protein OS=Branchiostoma lanceolatum OX=7740 GN=NOTCH2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0F3Z6_A0A8K0F3Z6_BRALA tr|A0A8K0F3Z6|A0A8K0F3Z6_BRALA F2 protein OS=Branchiostoma lanceolatum OX=7740 GN=F2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z1A1_A0A8J9Z1A1_BRALA tr|A0A8J9Z1A1|A0A8J9Z1A1_BRALA NOTCH2 protein OS=Branchiostoma lanceolatum OX=7740 GN=NOTCH2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z194_A0A8J9Z194_BRALA tr|A0A8J9Z194|A0A8J9Z194_BRALA NOTCH2 protein OS=Branchiostoma lanceolatum OX=7740 GN=NOTCH2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z0V4_A0A8J9Z0V4_BRALA tr|A0A8J9Z0V4|A0A8J9Z0V4_BRALA NOTCH2 protein OS=Branchiostoma lanceolatum OX=7740 GN=NOTCH2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z0J2_A0A8J9Z0J2_BRALA tr|A0A8J9Z0J2|A0A8J9Z0J2_BRALA NOTCH2 protein OS=Branchiostoma lanceolatum OX=7740 GN=NOTCH2 PE=4 SV=1
OG0000011	Danio_rerio_tr_F1QW52_F1QW52_DANRE tr|F1QW52|F1QW52_DANRE Hyaluronan-binding protein 2 OS=Danio rerio OX=7955 GN=fd56a04 PE=1 SV=2, Danio_rerio_tr_D3GE88_D3GE88_DANRE tr|D3GE88|D3GE88_DANRE Plasminogen activator_ urokinase a OS=Danio rerio OX=7955 GN=si_dkey-252g6.1 PE=2 SV=1, Danio_rerio_tr_G8CXX6_G8CXX6_DANRE tr|G8CXX6|G8CXX6_DANRE Plasminogen activator_ urokinase b OS=Danio rerio OX=7955 GN=wu_fk07g01 PE=2 SV=1, Danio_rerio_tr_F1QB78_F1QB78_DANRE tr|F1QB78|F1QB78_DANRE Plasminogen activator OS=Danio rerio OX=7955 GN=plat PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9YNQ9_A0A8J9YNQ9_BRALA tr|A0A8J9YNQ9|A0A8J9YNQ9_BRALA PRSS12 protein OS=Branchiostoma lanceolatum OX=7740 GN=PRSS12 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EBQ5_A0A8K0EBQ5_BRALA tr|A0A8K0EBQ5|A0A8K0EBQ5_BRALA PLAT protein OS=Branchiostoma lanceolatum OX=7740 GN=PLAT PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EG39_A0A8K0EG39_BRALA tr|A0A8K0EG39|A0A8K0EG39_BRALA PLAT protein OS=Branchiostoma lanceolatum OX=7740 GN=PLAT PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z574_A0A8J9Z574_BRALA tr|A0A8J9Z574|A0A8J9Z574_BRALA PLAT protein OS=Branchiostoma lanceolatum OX=7740 GN=PLAT PE=4 SV=1
OG0000011	Danio_rerio_tr_F1Q890_F1Q890_DANRE tr|F1Q890|F1Q890_DANRE Plasminogen OS=Danio rerio OX=7955 GN=wu_fb70e09 PE=1 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9Z1S5_A0A8J9Z1S5_BRALA tr|A0A8J9Z1S5|A0A8J9Z1S5_BRALA PLG protein OS=Branchiostoma lanceolatum OX=7740 GN=PLG PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z1S3_A0A8J9Z1S3_BRALA tr|A0A8J9Z1S3|A0A8J9Z1S3_BRALA PLG protein OS=Branchiostoma lanceolatum OX=7740 GN=PLG PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EAJ0_A0A8K0EAJ0_BRALA tr|A0A8K0EAJ0|A0A8K0EAJ0_BRALA PLG protein OS=Branchiostoma lanceolatum OX=7740 GN=PLG PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EEI9_A0A8K0EEI9_BRALA tr|A0A8K0EEI9|A0A8K0EEI9_BRALA PLG protein OS=Branchiostoma lanceolatum OX=7740 GN=PLG PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EBF6_A0A8K0EBF6_BRALA tr|A0A8K0EBF6|A0A8K0EBF6_BRALA PLG protein OS=Branchiostoma lanceolatum OX=7740 GN=PLG PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EEZ8_A0A8K0EEZ8_BRALA tr|A0A8K0EEZ8|A0A8K0EEZ8_BRALA PLG protein OS=Branchiostoma lanceolatum OX=7740 GN=PLG PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EN04_A0A8K0EN04_BRALA tr|A0A8K0EN04|A0A8K0EN04_BRALA PLG protein OS=Branchiostoma lanceolatum OX=7740 GN=PLG PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ECK2_A0A8K0ECK2_BRALA tr|A0A8K0ECK2|A0A8K0ECK2_BRALA LPA protein OS=Branchiostoma lanceolatum OX=7740 GN=LPA PE=4 SV=1
OG0000011	Danio_rerio_sp_Q7SXB3_P3IP1_DANRE sp|Q7SXB3|P3IP1_DANRE Phosphoinositide-3-kinase-interacting protein 1 OS=Danio rerio OX=7955 GN=pik3ip1 PE=2 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0F2U2_A0A8K0F2U2_BRALA tr|A0A8K0F2U2|A0A8K0F2U2_BRALA Hypp5003 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp5003 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZCE2_A0A8J9ZCE2_BRALA tr|A0A8J9ZCE2|A0A8J9ZCE2_BRALA PLG protein OS=Branchiostoma lanceolatum OX=7740 GN=PLG PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZCV6_A0A8J9ZCV6_BRALA tr|A0A8J9ZCV6|A0A8J9ZCV6_BRALA LPA protein OS=Branchiostoma lanceolatum OX=7740 GN=LPA PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YXA0_A0A8J9YXA0_BRALA tr|A0A8J9YXA0|A0A8J9YXA0_BRALA PLG protein OS=Branchiostoma lanceolatum OX=7740 GN=PLG PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z0S0_A0A8J9Z0S0_BRALA tr|A0A8J9Z0S0|A0A8J9Z0S0_BRALA PLG protein OS=Branchiostoma lanceolatum OX=7740 GN=PLG PE=4 SV=1
OG0000012	Danio_rerio_tr_X1WBL9_X1WBL9_DANRE tr|X1WBL9|X1WBL9_DANRE Mucin 5.1_ oligomeric mucus/gel-forming OS=Danio rerio OX=7955 GN=muc5.1 PE=1 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9Z5T7_A0A8J9Z5T7_BRALA tr|A0A8J9Z5T7|A0A8J9Z5T7_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z4Y6_A0A8J9Z4Y6_BRALA tr|A0A8J9Z4Y6|A0A8J9Z4Y6_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1
OG0000012	Danio_rerio_tr_E7F9Z1_E7F9Z1_DANRE tr|E7F9Z1|E7F9Z1_DANRE von Willebrand factor OS=Danio rerio OX=7955 GN=VWF PE=1 SV=3	Branchiostoma_lanceolatum_tr_A0A8J9ZUE9_A0A8J9ZUE9_BRALA tr|A0A8J9ZUE9|A0A8J9ZUE9_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YQR3_A0A8J9YQR3_BRALA tr|A0A8J9YQR3|A0A8J9YQR3_BRALA OTOGL protein OS=Branchiostoma lanceolatum OX=7740 GN=OTOGL PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9W725_A0A8J9W725_BRALA tr|A0A8J9W725|A0A8J9W725_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZNE2_A0A8J9ZNE2_BRALA tr|A0A8J9ZNE2|A0A8J9ZNE2_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EMK2_A0A8K0EMK2_BRALA tr|A0A8K0EMK2|A0A8K0EMK2_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZPZ7_A0A8J9ZPZ7_BRALA tr|A0A8J9ZPZ7|A0A8J9ZPZ7_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EQ40_A0A8K0EQ40_BRALA tr|A0A8K0EQ40|A0A8K0EQ40_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EKL5_A0A8K0EKL5_BRALA tr|A0A8K0EKL5|A0A8K0EKL5_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EWU1_A0A8K0EWU1_BRALA tr|A0A8K0EWU1|A0A8K0EWU1_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0F200_A0A8K0F200_BRALA tr|A0A8K0F200|A0A8K0F200_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A9H9_A0A8K0A9H9_BRALA tr|A0A8K0A9H9|A0A8K0A9H9_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AAI2_A0A8K0AAI2_BRALA tr|A0A8K0AAI2|A0A8K0AAI2_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0F2I4_A0A8K0F2I4_BRALA tr|A0A8K0F2I4|A0A8K0F2I4_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ABI0_A0A8K0ABI0_BRALA tr|A0A8K0ABI0|A0A8K0ABI0_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AD81_A0A8K0AD81_BRALA tr|A0A8K0AD81|A0A8K0AD81_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AFM5_A0A8K0AFM5_BRALA tr|A0A8K0AFM5|A0A8K0AFM5_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ABT2_A0A8K0ABT2_BRALA tr|A0A8K0ABT2|A0A8K0ABT2_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ACB7_A0A8K0ACB7_BRALA tr|A0A8K0ACB7|A0A8K0ACB7_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EZ32_A0A8K0EZ32_BRALA tr|A0A8K0EZ32|A0A8K0EZ32_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1
OG0000012	Danio_rerio_tr_A0A8M3ASW3_A0A8M3ASW3_DANRE tr|A0A8M3ASW3|A0A8M3ASW3_DANRE Alpha-tectorin isoform X1 OS=Danio rerio OX=7955 GN=tecta PE=1 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0A5M6_A0A8K0A5M6_BRALA tr|A0A8K0A5M6|A0A8K0A5M6_BRALA FCGBP protein OS=Branchiostoma lanceolatum OX=7740 GN=FCGBP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AB06_A0A8K0AB06_BRALA tr|A0A8K0AB06|A0A8K0AB06_BRALA FCGBP protein OS=Branchiostoma lanceolatum OX=7740 GN=FCGBP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0F017_A0A8K0F017_BRALA tr|A0A8K0F017|A0A8K0F017_BRALA FCGBP protein OS=Branchiostoma lanceolatum OX=7740 GN=FCGBP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EWY2_A0A8K0EWY2_BRALA tr|A0A8K0EWY2|A0A8K0EWY2_BRALA FCGBP protein OS=Branchiostoma lanceolatum OX=7740 GN=FCGBP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0F0K2_A0A8K0F0K2_BRALA tr|A0A8K0F0K2|A0A8K0F0K2_BRALA FCGBP protein OS=Branchiostoma lanceolatum OX=7740 GN=FCGBP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EUQ4_A0A8K0EUQ4_BRALA tr|A0A8K0EUQ4|A0A8K0EUQ4_BRALA FCGBP protein OS=Branchiostoma lanceolatum OX=7740 GN=FCGBP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A813_A0A8K0A813_BRALA tr|A0A8K0A813|A0A8K0A813_BRALA FCGBP protein OS=Branchiostoma lanceolatum OX=7740 GN=FCGBP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A7J6_A0A8K0A7J6_BRALA tr|A0A8K0A7J6|A0A8K0A7J6_BRALA FCGBP protein OS=Branchiostoma lanceolatum OX=7740 GN=FCGBP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A6H1_A0A8K0A6H1_BRALA tr|A0A8K0A6H1|A0A8K0A6H1_BRALA FCGBP protein OS=Branchiostoma lanceolatum OX=7740 GN=FCGBP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A622_A0A8K0A622_BRALA tr|A0A8K0A622|A0A8K0A622_BRALA FCGBP protein OS=Branchiostoma lanceolatum OX=7740 GN=FCGBP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A582_A0A8K0A582_BRALA tr|A0A8K0A582|A0A8K0A582_BRALA FCGBP protein OS=Branchiostoma lanceolatum OX=7740 GN=FCGBP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EYT3_A0A8K0EYT3_BRALA tr|A0A8K0EYT3|A0A8K0EYT3_BRALA FCGBP protein OS=Branchiostoma lanceolatum OX=7740 GN=FCGBP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EIX4_A0A8K0EIX4_BRALA tr|A0A8K0EIX4|A0A8K0EIX4_BRALA FCGBP protein OS=Branchiostoma lanceolatum OX=7740 GN=FCGBP PE=4 SV=1
OG0000012	Danio_rerio_tr_A6H8K2_A6H8K2_DANRE tr|A6H8K2|A6H8K2_DANRE BMP-binding endothelial regulator protein precursor OS=Danio rerio OX=7955 GN=cvl2 PE=2 SV=1, Danio_rerio_tr_Q5D734_Q5D734_DANRE tr|Q5D734|Q5D734_DANRE Crossveinless 2 OS=Danio rerio OX=7955 GN=cvl2 PE=1 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EG51_A0A8K0EG51_BRALA tr|A0A8K0EG51|A0A8K0EG51_BRALA BMPER protein OS=Branchiostoma lanceolatum OX=7740 GN=BMPER PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EE77_A0A8K0EE77_BRALA tr|A0A8K0EE77|A0A8K0EE77_BRALA BMPER protein OS=Branchiostoma lanceolatum OX=7740 GN=BMPER PE=4 SV=1
OG0000012	Danio_rerio_tr_F1Q752_F1Q752_DANRE tr|F1Q752|F1Q752_DANRE Kielin/chordin-like protein OS=Danio rerio OX=7955 GN=si_dkey-266m15.6 PE=4 SV=3	Branchiostoma_lanceolatum_tr_A0A8K0EH44_A0A8K0EH44_BRALA tr|A0A8K0EH44|A0A8K0EH44_BRALA KCP protein OS=Branchiostoma lanceolatum OX=7740 GN=KCP PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EF69_A0A8K0EF69_BRALA tr|A0A8K0EF69|A0A8K0EF69_BRALA KCP protein OS=Branchiostoma lanceolatum OX=7740 GN=KCP PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EJ61_A0A8K0EJ61_BRALA tr|A0A8K0EJ61|A0A8K0EJ61_BRALA KCP protein OS=Branchiostoma lanceolatum OX=7740 GN=KCP PE=3 SV=1
OG0000013	Danio_rerio_tr_A5WVL3_A5WVL3_DANRE tr|A5WVL3|A5WVL3_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=zgc_77293 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZZS8_A0A8J9ZZS8_BRALA tr|A0A8J9ZZS8|A0A8J9ZZS8_BRALA Protein Wnt OS=Branchiostoma lanceolatum OX=7740 GN=WNT16 PE=3 SV=1
OG0000013	Danio_rerio_tr_F1R205_F1R205_DANRE tr|F1R205|F1R205_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=wnt6b PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9Z8N2_A0A8J9Z8N2_BRALA tr|A0A8J9Z8N2|A0A8J9Z8N2_BRALA Protein Wnt OS=Branchiostoma lanceolatum OX=7740 GN=WNT6 PE=3 SV=1
OG0000013	Danio_rerio_tr_B3DI55_B3DI55_DANRE tr|B3DI55|B3DI55_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=wnt1 PE=2 SV=1, Danio_rerio_sp_P24257_WNT1_DANRE sp|P24257|WNT1_DANRE Protein Wnt-1 OS=Danio rerio OX=7955 GN=wnt1 PE=2 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9Z8I0_A0A8J9Z8I0_BRALA tr|A0A8J9Z8I0|A0A8J9Z8I0_BRALA Protein Wnt OS=Branchiostoma lanceolatum OX=7740 GN=WNT1 PE=3 SV=1
OG0000013	Danio_rerio_tr_B0LK22_B0LK22_DANRE tr|B0LK22|B0LK22_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=wnt3 PE=2 SV=1, Danio_rerio_tr_Q6IYD9_Q6IYD9_DANRE tr|Q6IYD9|Q6IYD9_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=Zwnt[a] PE=2 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EFT5_A0A8K0EFT5_BRALA tr|A0A8K0EFT5|A0A8K0EFT5_BRALA Protein Wnt OS=Branchiostoma lanceolatum OX=7740 GN=WNT3 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EF39_A0A8K0EF39_BRALA tr|A0A8K0EF39|A0A8K0EF39_BRALA Protein Wnt OS=Branchiostoma lanceolatum OX=7740 GN=WNT3 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EHR2_A0A8K0EHR2_BRALA tr|A0A8K0EHR2|A0A8K0EHR2_BRALA Protein Wnt OS=Branchiostoma lanceolatum OX=7740 GN=WNT3 PE=3 SV=1
OG0000013	Danio_rerio_tr_Q9IAU3_Q9IAU3_DANRE tr|Q9IAU3|Q9IAU3_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=wnt4b PE=2 SV=1, Danio_rerio_tr_Q1RLW9_Q1RLW9_DANRE tr|Q1RLW9|Q1RLW9_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=wnt4a PE=2 SV=1, Danio_rerio_sp_P47793_WNT4A_DANRE sp|P47793|WNT4A_DANRE Protein Wnt-4a OS=Danio rerio OX=7955 GN=wnt4a PE=2 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9YPB1_A0A8J9YPB1_BRALA tr|A0A8J9YPB1|A0A8J9YPB1_BRALA Protein Wnt OS=Branchiostoma lanceolatum OX=7740 GN=WNT4 PE=3 SV=1
OG0000013	Danio_rerio_sp_Q92050_WNT5B_DANRE sp|Q92050|WNT5B_DANRE Protein Wnt-5b OS=Danio rerio OX=7955 GN=wnt5b PE=2 SV=1, Danio_rerio_tr_B3DI33_B3DI33_DANRE tr|B3DI33|B3DI33_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=wnt5b PE=2 SV=1, Danio_rerio_tr_A1BPR0_A1BPR0_DANRE tr|A1BPR0|A1BPR0_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=wnt5a PE=2 SV=1	Branchiostoma_lanceolatum_tr_C3S7X8_C3S7X8_BRALA tr|C3S7X8|C3S7X8_BRALA Protein Wnt OS=Branchiostoma lanceolatum OX=7740 GN=WNT5A PE=2 SV=1
