Orthogroup	Cnidaria_Scyphozoa_Aurelia_aurita	Chordata_Vertebrata_Homo_sapiens
OG0000095	Aurelia_aurita_Seg458.1 Seg458.1 transcript_id=Seg458.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg458.1_GoldUCD_D3Y31 partial=true	Homo_sapiens_sp_Q9H3U7_SMOC2_HUMAN sp|Q9H3U7|SMOC2_HUMAN SPARC-related modular calcium-binding protein 2 OS=Homo sapiens OX=9606 GN=SMOC2 PE=1 SV=2, Homo_sapiens_sp_Q9H4F8_SMOC1_HUMAN sp|Q9H4F8|SMOC1_HUMAN SPARC-related modular calcium-binding protein 1 OS=Homo sapiens OX=9606 GN=SMOC1 PE=1 SV=1
OG0000102	Aurelia_aurita_Seg2029.3 Seg2029.3 transcript_id=Seg2029.3_GoldUCD_mRNA.D3Y31 product=Fibulin-2 protein_id=Seg2029.3_GoldUCD_D3Y31 partial=true	Homo_sapiens_sp_Q9UBX5_FBLN5_HUMAN sp|Q9UBX5|FBLN5_HUMAN Fibulin-5 OS=Homo sapiens OX=9606 GN=FBLN5 PE=1 SV=1, Homo_sapiens_sp_O95967_FBLN4_HUMAN sp|O95967|FBLN4_HUMAN EGF-containing fibulin-like extracellular matrix protein 2 OS=Homo sapiens OX=9606 GN=EFEMP2 PE=1 SV=3, Homo_sapiens_sp_Q12805_FBLN3_HUMAN sp|Q12805|FBLN3_HUMAN EGF-containing fibulin-like extracellular matrix protein 1 OS=Homo sapiens OX=9606 GN=EFEMP1 PE=1 SV=2
OG0000112	Aurelia_aurita_Seg2117.5 Seg2117.5 transcript_id=Seg2117.5_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg2117.5_GoldUCD_D3Y31, Aurelia_aurita_Seg8226.2 Seg8226.2 transcript_id=Seg8226.2_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg8226.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg190.4 Seg190.4 transcript_id=Seg190.4_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg190.4_GoldUCD_D3Y31, Aurelia_aurita_Seg416.5 Seg416.5 transcript_id=Seg416.5_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg416.5_GoldUCD_D3Y31, Aurelia_aurita_Seg9350.1 Seg9350.1 transcript_id=Seg9350.1_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg9350.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1225.9 Seg1225.9 transcript_id=Seg1225.9_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg1225.9_GoldUCD_D3Y31	Homo_sapiens_sp_Q8WWQ2_HPSE2_HUMAN sp|Q8WWQ2|HPSE2_HUMAN Inactive heparanase-2 OS=Homo sapiens OX=9606 GN=HPSE2 PE=1 SV=3
OG0000114	Aurelia_aurita_Seg1430.6 Seg1430.6 transcript_id=Seg1430.6_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1430.6_GoldUCD_D3Y31 partial=true	Homo_sapiens_sp_P51610_HCFC1_HUMAN sp|P51610|HCFC1_HUMAN Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2
OG0000120	Aurelia_aurita_Seg1734.12 Seg1734.12 transcript_id=Seg1734.12_GoldUCD_mRNA.D3Y31 product=Syndecan protein_id=Seg1734.12_GoldUCD_D3Y31	Homo_sapiens_sp_P31431_SDC4_HUMAN sp|P31431|SDC4_HUMAN Syndecan-4 OS=Homo sapiens OX=9606 GN=SDC4 PE=1 SV=2, Homo_sapiens_sp_P34741_SDC2_HUMAN sp|P34741|SDC2_HUMAN Syndecan-2 OS=Homo sapiens OX=9606 GN=SDC2 PE=1 SV=2, Homo_sapiens_sp_P18827_SDC1_HUMAN sp|P18827|SDC1_HUMAN Syndecan-1 OS=Homo sapiens OX=9606 GN=SDC1 PE=1 SV=3, Homo_sapiens_sp_O75056_SDC3_HUMAN sp|O75056|SDC3_HUMAN Syndecan-3 OS=Homo sapiens OX=9606 GN=SDC3 PE=1 SV=2
OG0000122	Aurelia_aurita_Seg4060.1 Seg4060.1 transcript_id=Seg4060.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg4060.1_GoldUCD_D3Y31 partial=true	Homo_sapiens_sp_P08253_MMP2_HUMAN sp|P08253|MMP2_HUMAN 72 kDa type IV collagenase OS=Homo sapiens OX=9606 GN=MMP2 PE=1 SV=2, Homo_sapiens_sp_P14780_MMP9_HUMAN sp|P14780|MMP9_HUMAN Matrix metalloproteinase-9 OS=Homo sapiens OX=9606 GN=MMP9 PE=1 SV=3
OG0000123	Aurelia_aurita_Seg4383.1 Seg4383.1 transcript_id=Seg4383.1_GoldUCD_mRNA.D3Y31 product=Fibulin-1 protein_id=Seg4383.1_GoldUCD_D3Y31 partial=true	Homo_sapiens_sp_P98095_FBLN2_HUMAN sp|P98095|FBLN2_HUMAN Fibulin-2 OS=Homo sapiens OX=9606 GN=FBLN2 PE=1 SV=2
OG0000157	Aurelia_aurita_Seg1660.6 Seg1660.6 transcript_id=Seg1660.6_GoldUCD_mRNA.D3Y31 product="FRAS1-related extracellular matrix protein 1" protein_id=Seg1660.6_GoldUCD_D3Y31 partial=true	Homo_sapiens_sp_Q86XX4_FRAS1_HUMAN sp|Q86XX4|FRAS1_HUMAN Extracellular matrix organizing protein FRAS1 OS=Homo sapiens OX=9606 GN=FRAS1 PE=1 SV=2, Homo_sapiens_sp_Q5H8C1_FREM1_HUMAN sp|Q5H8C1|FREM1_HUMAN FRAS1-related extracellular matrix protein 1 OS=Homo sapiens OX=9606 GN=FREM1 PE=1 SV=3
OG0000171	Aurelia_aurita_Seg1937.6 Seg1937.6 transcript_id=Seg1937.6_GoldUCD_mRNA.D3Y31 product=Peptide-N protein_id=Seg1937.6_GoldUCD_D3Y31, Aurelia_aurita_Seg5238.1 Seg5238.1 transcript_id=Seg5238.1_GoldUCD_mRNA.D3Y31 product=Peptide-N protein_id=Seg5238.1_GoldUCD_D3Y31 partial=true	Homo_sapiens_sp_Q96IV0_NGLY1_HUMAN sp|Q96IV0|NGLY1_HUMAN Peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase OS=Homo sapiens OX=9606 GN=NGLY1 PE=1 SV=1
OG0000178	Aurelia_aurita_Seg5686.2 Seg5686.2 transcript_id=Seg5686.2_GoldUCD_mRNA.D3Y31 product="Kyphoscoliosis peptidase" protein_id=Seg5686.2_GoldUCD_D3Y31	Homo_sapiens_sp_Q8NBH2_KY_HUMAN sp|Q8NBH2|KY_HUMAN Kyphoscoliosis peptidase OS=Homo sapiens OX=9606 GN=KY PE=1 SV=3
OG0000182	Aurelia_aurita_Seg3076.2 Seg3076.2 transcript_id=Seg3076.2_GoldUCD_mRNA.D3Y31 product="von Willebrand factor A domain-containing protein 3A" protein_id=Seg3076.2_GoldUCD_D3Y31	Homo_sapiens_sp_A6NCI4_VWA3A_HUMAN sp|A6NCI4|VWA3A_HUMAN von Willebrand factor A domain-containing protein 3A OS=Homo sapiens OX=9606 GN=VWA3A PE=2 SV=3
OG0000214	Aurelia_aurita_Seg298.30 Seg298.30 transcript_id=Seg298.30_GoldUCD_mRNA.D3Y31 product="Integrator complex subunit 14" protein_id=Seg298.30_GoldUCD_D3Y31	Homo_sapiens_sp_Q96SY0_INT14_HUMAN sp|Q96SY0|INT14_HUMAN Integrator complex subunit 14 OS=Homo sapiens OX=9606 GN=INTS14 PE=1 SV=2
OG0000235	Aurelia_aurita_Seg684.8 Seg684.8 transcript_id=Seg684.8_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg684.8_GoldUCD_D3Y31	Homo_sapiens_sp_Q96A83_COQA1_HUMAN sp|Q96A83|COQA1_HUMAN Collagen alpha-1_XXVI_ chain OS=Homo sapiens OX=9606 GN=COL26A1 PE=1 SV=1, Homo_sapiens_sp_Q96A84_EMID1_HUMAN sp|Q96A84|EMID1_HUMAN EMI domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EMID1 PE=2 SV=1
OG0000236	Aurelia_aurita_Seg895.8 Seg895.8 transcript_id=Seg895.8_GoldUCD_mRNA.D3Y31 product="Vascular endothelial growth factor A-A" protein_id=Seg895.8_GoldUCD_D3Y31	Homo_sapiens_sp_P04085_PDGFA_HUMAN sp|P04085|PDGFA_HUMAN Platelet-derived growth factor subunit A OS=Homo sapiens OX=9606 GN=PDGFA PE=1 SV=1, Homo_sapiens_sp_P01127_PDGFB_HUMAN sp|P01127|PDGFB_HUMAN Platelet-derived growth factor subunit B OS=Homo sapiens OX=9606 GN=PDGFB PE=1 SV=1
OG0000268	Aurelia_aurita_Seg1143.1 Seg1143.1 transcript_id=Seg1143.1_GoldUCD_mRNA.D3Y31 product="Ras-related C3 botulinum toxin substrate 1" protein_id=Seg1143.1_GoldUCD_D3Y31 partial=true	Homo_sapiens_sp_Q8IUI8_CRLF3_HUMAN sp|Q8IUI8|CRLF3_HUMAN Cytokine receptor-like factor 3 OS=Homo sapiens OX=9606 GN=CRLF3 PE=1 SV=2
OG0000344	Aurelia_aurita_Seg3106.3 Seg3106.3 transcript_id=Seg3106.3_GoldUCD_mRNA.D3Y31 product="Follistatin-related protein 1" protein_id=Seg3106.3_GoldUCD_D3Y31	Homo_sapiens_sp_Q12841_FSTL1_HUMAN sp|Q12841|FSTL1_HUMAN Follistatin-related protein 1 OS=Homo sapiens OX=9606 GN=FSTL1 PE=1 SV=1
