Orthogroup	Cnidaria_Anthozoa_Exaiptasia_diaphana	Chordata_Amphioxiformes_Branchiostoma_floridae
OG0000034	Exaiptasia_diaphana_XP_028517202.1 XP_028517202.1 multiple epidermal growth factor-like domains protein 8 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7N9S7_A0A9J7N9S7_BRAFL tr|A0A9J7N9S7|A0A9J7N9S7_BRAFL LOW QUALITY PROTEIN_ multiple epidermal growth factor-like domains protein 8 OS=Branchiostoma floridae OX=7739 GN=LOC118428886 PE=4 SV=1
OG0000035	Exaiptasia_diaphana_XP_028519683.1 XP_028519683.1 uncharacterized protein LOC110254617 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7L715_A0A9J7L715_BRAFL tr|A0A9J7L715|A0A9J7L715_BRAFL Uncharacterized protein LOC118416254 OS=Branchiostoma floridae OX=7739 GN=LOC118416254 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7ME74_A0A9J7ME74_BRAFL tr|A0A9J7ME74|A0A9J7ME74_BRAFL Uncharacterized protein LOC118431952 OS=Branchiostoma floridae OX=7739 GN=LOC118431952 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7ND73_A0A9J7ND73_BRAFL tr|A0A9J7ND73|A0A9J7ND73_BRAFL Fibropellin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118431538 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MF96_A0A9J7MF96_BRAFL tr|A0A9J7MF96|A0A9J7MF96_BRAFL Mucin-5AC-like OS=Branchiostoma floridae OX=7739 GN=LOC118432596 PE=4 SV=1
OG0000035	Exaiptasia_diaphana_XP_028513714.1 XP_028513714.1 uncharacterized protein LOC114574143 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513708.1 XP_028513708.1 uncharacterized protein LOC110235174 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020917631.1 XP_020917631.1 uncharacterized protein LOC110254916_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513073.1 XP_028513073.1 uncharacterized protein LOC110232869 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896419.2 XP_020896419.2 neuropilin-2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911995.1 XP_020911995.1 uncharacterized protein LOC110249754 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519145.1 XP_028519145.1 uncharacterized protein LOC110252934 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515738.1 XP_028515738.1 uncharacterized protein LOC110241921 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020917186.2 XP_020917186.2 coagulation factor VIII-like_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518231.1 XP_028518231.1 uncharacterized protein LOC110249867 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7LUX6_A0A9J7LUX6_BRAFL tr|A0A9J7LUX6|A0A9J7LUX6_BRAFL Mucin-5AC-like OS=Branchiostoma floridae OX=7739 GN=LOC118424273 PE=4 SV=1
OG0000036	Exaiptasia_diaphana_XP_020892218.1 XP_020892218.1 multiple epidermal growth factor-like domains protein 6 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7MXF2_A0A9J7MXF2_BRAFL tr|A0A9J7MXF2|A0A9J7MXF2_BRAFL Uncharacterized protein LOC118419728 OS=Branchiostoma floridae OX=7739 GN=LOC118419728 PE=3 SV=1
OG0000036	Exaiptasia_diaphana_XP_028517635.1 XP_028517635.1 uncharacterized protein LOC110248802 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517640.1 XP_028517640.1 uncharacterized protein LOC110248802 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892203.2 XP_020892203.2 uncharacterized protein LOC110231525 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7M5D6_A0A9J7M5D6_BRAFL tr|A0A9J7M5D6|A0A9J7M5D6_BRAFL Uncharacterized protein LOC118428591 OS=Branchiostoma floridae OX=7739 GN=LOC118428591 PE=4 SV=1
OG0000037	Exaiptasia_diaphana_XP_020907691.1 XP_020907691.1 transforming growth factor-beta-induced protein ig-h3 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7LY64_A0A9J7LY64_BRAFL tr|A0A9J7LY64|A0A9J7LY64_BRAFL Transforming growth factor-beta-induced protein ig-h3-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118425693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LWY5_A0A9J7LWY5_BRAFL tr|A0A9J7LWY5|A0A9J7LWY5_BRAFL Transforming growth factor-beta-induced protein ig-h3-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118425693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LYK4_A0A9J7LYK4_BRAFL tr|A0A9J7LYK4|A0A9J7LYK4_BRAFL Transforming growth factor-beta-induced protein ig-h3-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118425693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M002_A0A9J7M002_BRAFL tr|A0A9J7M002|A0A9J7M002_BRAFL Transforming growth factor-beta-induced protein ig-h3-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118425693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N1Q0_A0A9J7N1Q0_BRAFL tr|A0A9J7N1Q0|A0A9J7N1Q0_BRAFL Uncharacterized protein LOC118422851 OS=Branchiostoma floridae OX=7739 GN=LOC118422851 PE=4 SV=1
OG0000037	Exaiptasia_diaphana_XP_020909293.1 XP_020909293.1 transforming growth factor-beta-induced protein ig-h3 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7NAA2_A0A9J7NAA2_BRAFL tr|A0A9J7NAA2|A0A9J7NAA2_BRAFL Transforming growth factor-beta-induced protein ig-h3-like OS=Branchiostoma floridae OX=7739 GN=LOC118429215 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M7P1_A0A9J7M7P1_BRAFL tr|A0A9J7M7P1|A0A9J7M7P1_BRAFL Transforming growth factor-beta-induced protein ig-h3-like OS=Branchiostoma floridae OX=7739 GN=LOC118429388 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M8W8_A0A9J7M8W8_BRAFL tr|A0A9J7M8W8|A0A9J7M8W8_BRAFL Transforming growth factor-beta-induced protein ig-h3-like OS=Branchiostoma floridae OX=7739 GN=LOC118429871 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MAW4_A0A9J7MAW4_BRAFL tr|A0A9J7MAW4|A0A9J7MAW4_BRAFL Transforming growth factor-beta-induced protein ig-h3-like OS=Branchiostoma floridae OX=7739 GN=LOC118429466 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N8Y4_A0A9J7N8Y4_BRAFL tr|A0A9J7N8Y4|A0A9J7N8Y4_BRAFL Transforming growth factor-beta-induced protein ig-h3-like OS=Branchiostoma floridae OX=7739 GN=LOC118429216 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M695_A0A9J7M695_BRAFL tr|A0A9J7M695|A0A9J7M695_BRAFL Uncharacterized protein SYNPCC7002_A0175-like OS=Branchiostoma floridae OX=7739 GN=LOC118429217 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M927_A0A9J7M927_BRAFL tr|A0A9J7M927|A0A9J7M927_BRAFL Uncharacterized protein sll1735-like OS=Branchiostoma floridae OX=7739 GN=LOC118429387 PE=4 SV=1, Branchiostoma_floridae_tr_C3ZJM5_C3ZJM5_BRAFL tr|C3ZJM5|C3ZJM5_BRAFL Transforming growth factor-beta-induced protein ig-h3-like OS=Branchiostoma floridae OX=7739 GN=LOC118411594 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KUR0_A0A9J7KUR0_BRAFL tr|A0A9J7KUR0|A0A9J7KUR0_BRAFL Periostin-like OS=Branchiostoma floridae OX=7739 GN=LOC118411593 PE=4 SV=1
OG0000038	Exaiptasia_diaphana_XP_028517223.1 XP_028517223.1 collagen alpha-1_XXV_ chain isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517222.1 XP_028517222.1 collagen alpha-1_XXV_ chain isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517220.1 XP_028517220.1 ectodysplasin-A isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517221.1 XP_028517221.1 ectodysplasin-A isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908768.1 XP_020908768.1 uncharacterized protein LOC110246748 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908885.1 XP_020908885.1 uncharacterized protein LOC110246841 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517224.1 XP_028517224.1 uncharacterized protein LOC110246841 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517225.1 XP_028517225.1 uncharacterized protein LOC110246747 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7M4S4_A0A9J7M4S4_BRAFL tr|A0A9J7M4S4|A0A9J7M4S4_BRAFL Tumor necrosis factor ligand superfamily member 10-like OS=Branchiostoma floridae OX=7739 GN=LOC118428317 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7M8R5_A0A9J7M8R5_BRAFL tr|A0A9J7M8R5|A0A9J7M8R5_BRAFL Tumor necrosis factor ligand superfamily member 10-like OS=Branchiostoma floridae OX=7739 GN=LOC118429733 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7M7P2_A0A9J7M7P2_BRAFL tr|A0A9J7M7P2|A0A9J7M7P2_BRAFL Tumor necrosis factor ligand superfamily member 10-like OS=Branchiostoma floridae OX=7739 GN=LOC118429732 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7M427_A0A9J7M427_BRAFL tr|A0A9J7M427|A0A9J7M427_BRAFL Tumor necrosis factor ligand superfamily member 10-like OS=Branchiostoma floridae OX=7739 GN=LOC118427975 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7M027_A0A9J7M027_BRAFL tr|A0A9J7M027|A0A9J7M027_BRAFL Tumor necrosis factor ligand superfamily member 10-like OS=Branchiostoma floridae OX=7739 GN=LOC118426825 PE=3 SV=1, Branchiostoma_floridae_tr_C3ZDQ4_C3ZDQ4_BRAFL tr|C3ZDQ4|C3ZDQ4_BRAFL Tumor necrosis factor ligand superfamily member 10-like OS=Branchiostoma floridae OX=7739 GN=LOC118427973 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LFN1_A0A9J7LFN1_BRAFL tr|A0A9J7LFN1|A0A9J7LFN1_BRAFL Tumor necrosis factor ligand superfamily member 10-like OS=Branchiostoma floridae OX=7739 GN=LOC118419669 PE=3 SV=1
OG0000039	Exaiptasia_diaphana_XP_020916877.1 XP_020916877.1 uncharacterized protein LOC110254246 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517831.1 XP_028517831.1 uncharacterized protein LOC114576037 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916874.1 XP_020916874.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110254244 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898243.1 XP_020898243.1 uncharacterized protein LOC110237013 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7HL44_A0A9J7HL44_BRAFL tr|A0A9J7HL44|A0A9J7HL44_BRAFL Uncharacterized protein LOC118405866 OS=Branchiostoma floridae OX=7739 GN=LOC118405866 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HRT0_A0A9J7HRT0_BRAFL tr|A0A9J7HRT0|A0A9J7HRT0_BRAFL Uncharacterized protein LOC118406387 OS=Branchiostoma floridae OX=7739 GN=LOC118406387 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MPR7_A0A9J7MPR7_BRAFL tr|A0A9J7MPR7|A0A9J7MPR7_BRAFL Uncharacterized protein LOC118415485 OS=Branchiostoma floridae OX=7739 GN=LOC118415485 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L518_A0A9J7L518_BRAFL tr|A0A9J7L518|A0A9J7L518_BRAFL Uncharacterized protein LOC118415516 OS=Branchiostoma floridae OX=7739 GN=LOC118415516 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HPA9_A0A9J7HPA9_BRAFL tr|A0A9J7HPA9|A0A9J7HPA9_BRAFL Uncharacterized protein LOC118407020 OS=Branchiostoma floridae OX=7739 GN=LOC118407020 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KYZ7_A0A9J7KYZ7_BRAFL tr|A0A9J7KYZ7|A0A9J7KYZ7_BRAFL LOW QUALITY PROTEIN_ uncharacterized protein LOC118413673 OS=Branchiostoma floridae OX=7739 GN=LOC118413673 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HQ66_A0A9J7HQ66_BRAFL tr|A0A9J7HQ66|A0A9J7HQ66_BRAFL Uncharacterized protein LOC118407508 OS=Branchiostoma floridae OX=7739 GN=LOC118407508 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M8Q2_A0A9J7M8Q2_BRAFL tr|A0A9J7M8Q2|A0A9J7M8Q2_BRAFL Uncharacterized protein LOC118430248 OS=Branchiostoma floridae OX=7739 GN=LOC118430248 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LMI9_A0A9J7LMI9_BRAFL tr|A0A9J7LMI9|A0A9J7LMI9_BRAFL LOW QUALITY PROTEIN_ uncharacterized protein LOC118422217 OS=Branchiostoma floridae OX=7739 GN=LOC118422217 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M949_A0A9J7M949_BRAFL tr|A0A9J7M949|A0A9J7M949_BRAFL Uncharacterized protein LOC118430249 OS=Branchiostoma floridae OX=7739 GN=LOC118430249 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7ND81_A0A9J7ND81_BRAFL tr|A0A9J7ND81|A0A9J7ND81_BRAFL Uncharacterized protein LOC118431582 OS=Branchiostoma floridae OX=7739 GN=LOC118431582 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7HKY1_A0A9J7HKY1_BRAFL tr|A0A9J7HKY1|A0A9J7HKY1_BRAFL Uncharacterized protein LOC118404968 OS=Branchiostoma floridae OX=7739 GN=LOC118404968 PE=4 SV=1
OG0000039	Exaiptasia_diaphana_XP_020892078.1 XP_020892078.1 SCO-spondin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512564.1 XP_028512564.1 SCO-spondin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513284.1 XP_028513284.1 uncharacterized protein LOC110233688 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894661.1 XP_020894661.1 uncharacterized protein LOC110233688 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893949.1 XP_020893949.1 uncharacterized protein LOC110233047 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916603.1 XP_020916603.1 neurogenic locus notch homolog protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910130.1 XP_020910130.1 integumentary mucin A.1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517642.1 XP_028517642.1 integumentary mucin A.1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517643.1 XP_028517643.1 integumentary mucin C.1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517002.1 XP_028517002.1 agglutinin-like protein ARB_02240 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7M4N8_A0A9J7M4N8_BRAFL tr|A0A9J7M4N8|A0A9J7M4N8_BRAFL Ectin-like OS=Branchiostoma floridae OX=7739 GN=LOC118428447 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LYI6_A0A9J7LYI6_BRAFL tr|A0A9J7LYI6|A0A9J7LYI6_BRAFL Neurogenic locus notch homolog protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118426218 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N363_A0A9J7N363_BRAFL tr|A0A9J7N363|A0A9J7N363_BRAFL Fibrillin-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118426209 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N242_A0A9J7N242_BRAFL tr|A0A9J7N242|A0A9J7N242_BRAFL Signal peptide_ CUB and EGF-like domain-containing protein 3 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118425479 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LX91_A0A9J7LX91_BRAFL tr|A0A9J7LX91|A0A9J7LX91_BRAFL Signal peptide_ CUB and EGF-like domain-containing protein 2 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118425479 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N584_A0A9J7N584_BRAFL tr|A0A9J7N584|A0A9J7N584_BRAFL Signal peptide_ CUB and EGF-like domain-containing protein 1 isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118425479 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M0Z2_A0A9J7M0Z2_BRAFL tr|A0A9J7M0Z2|A0A9J7M0Z2_BRAFL Mucin-like protein OS=Branchiostoma floridae OX=7739 GN=LOC118427056 PE=4 SV=1
OG0000040	Exaiptasia_diaphana_XP_020903908.1 XP_020903908.1 uncharacterized protein LOC110242294 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903909.1 XP_020903909.1 uncharacterized protein LOC110242294 isoform X2 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7L1E1_A0A9J7L1E1_BRAFL tr|A0A9J7L1E1|A0A9J7L1E1_BRAFL Kazal-type serine protease inhibitor domain-containing protein 1-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118414154 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L057_A0A9J7L057_BRAFL tr|A0A9J7L057|A0A9J7L057_BRAFL Uncharacterized protein LOC118413580 OS=Branchiostoma floridae OX=7739 GN=LOC118413580 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L2C5_A0A9J7L2C5_BRAFL tr|A0A9J7L2C5|A0A9J7L2C5_BRAFL Insulin-like growth factor-binding protein-like 1 OS=Branchiostoma floridae OX=7739 GN=LOC118414160 PE=4 SV=1
OG0000041	Exaiptasia_diaphana_XP_020905592.1 XP_020905592.1 von Willebrand factor A domain-containing protein 5A [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513909.1 XP_028513909.1 uncharacterized protein LOC110235739 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7MYP6_A0A9J7MYP6_BRAFL tr|A0A9J7MYP6|A0A9J7MYP6_BRAFL LOW QUALITY PROTEIN_ von Willebrand factor A domain-containing protein 5A-like OS=Branchiostoma floridae OX=7739 GN=LOC118420707 PE=4 SV=1
OG0000041	Exaiptasia_diaphana_XP_020903341.1 XP_020903341.1 von Willebrand factor A domain-containing protein 5B1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903342.1 XP_020903342.1 von Willebrand factor A domain-containing protein 5B1 isoform X2 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7MAS6_A0A9J7MAS6_BRAFL tr|A0A9J7MAS6|A0A9J7MAS6_BRAFL von Willebrand factor A domain-containing protein 5B1-like OS=Branchiostoma floridae OX=7739 GN=LOC118430868 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MD33_A0A9J7MD33_BRAFL tr|A0A9J7MD33|A0A9J7MD33_BRAFL von Willebrand factor A domain-containing protein 5B1-like OS=Branchiostoma floridae OX=7739 GN=LOC118430871 PE=4 SV=1
OG0000041	Exaiptasia_diaphana_XP_020912183.1 XP_020912183.1 protein mono-ADP-ribosyltransferase PARP4 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912184.1 XP_020912184.1 protein mono-ADP-ribosyltransferase PARP4 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912185.1 XP_020912185.1 protein mono-ADP-ribosyltransferase PARP4 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518262.1 XP_028518262.1 protein mono-ADP-ribosyltransferase PARP4 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912186.1 XP_020912186.1 protein mono-ADP-ribosyltransferase PARP4 isoform X5 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7KGX4_A0A9J7KGX4_BRAFL tr|A0A9J7KGX4|A0A9J7KGX4_BRAFL Poly [ADP-ribose] polymerase OS=Branchiostoma floridae OX=7739 GN=LOC118404511 PE=3 SV=1
OG0000044	Exaiptasia_diaphana_XP_028519449.1 XP_028519449.1 protein-glutamine gamma-glutamyltransferase K [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916544.1 XP_020916544.1 protein-glutamine gamma-glutamyltransferase K [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916593.1 XP_020916593.1 protein-glutamine gamma-glutamyltransferase K [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7L9G5_A0A9J7L9G5_BRAFL tr|A0A9J7L9G5|A0A9J7L9G5_BRAFL Protein-glutamine gamma-glutamyltransferase K-like OS=Branchiostoma floridae OX=7739 GN=LOC118417251 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MRY4_A0A9J7MRY4_BRAFL tr|A0A9J7MRY4|A0A9J7MRY4_BRAFL Protein-glutamine gamma-glutamyltransferase K-like OS=Branchiostoma floridae OX=7739 GN=LOC118417254 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MTK8_A0A9J7MTK8_BRAFL tr|A0A9J7MTK8|A0A9J7MTK8_BRAFL Protein-glutamine gamma-glutamyltransferase K-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118417248 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MTX8_A0A9J7MTX8_BRAFL tr|A0A9J7MTX8|A0A9J7MTX8_BRAFL Protein-glutamine gamma-glutamyltransferase K-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118417248 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L9E0_A0A9J7L9E0_BRAFL tr|A0A9J7L9E0|A0A9J7L9E0_BRAFL Protein-glutamine gamma-glutamyltransferase K-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118417248 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MSV2_A0A9J7MSV2_BRAFL tr|A0A9J7MSV2|A0A9J7MSV2_BRAFL Protein-glutamine gamma-glutamyltransferase K-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118417248 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L9B2_A0A9J7L9B2_BRAFL tr|A0A9J7L9B2|A0A9J7L9B2_BRAFL Protein-glutamine gamma-glutamyltransferase K-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118417248 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LAM6_A0A9J7LAM6_BRAFL tr|A0A9J7LAM6|A0A9J7LAM6_BRAFL Protein-glutamine gamma-glutamyltransferase K-like isoform X7 OS=Branchiostoma floridae OX=7739 GN=LOC118417248 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LBQ6_A0A9J7LBQ6_BRAFL tr|A0A9J7LBQ6|A0A9J7LBQ6_BRAFL Protein-glutamine gamma-glutamyltransferase K-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118417248 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7M282_A0A9J7M282_BRAFL tr|A0A9J7M282|A0A9J7M282_BRAFL Protein-glutamine gamma-glutamyltransferase K-like OS=Branchiostoma floridae OX=7739 GN=LOC118426465 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LAF0_A0A9J7LAF0_BRAFL tr|A0A9J7LAF0|A0A9J7LAF0_BRAFL Protein-glutamine gamma-glutamyltransferase K-like OS=Branchiostoma floridae OX=7739 GN=LOC118417498 PE=3 SV=1, Branchiostoma_floridae_tr_C3ZMK7_C3ZMK7_BRAFL tr|C3ZMK7|C3ZMK7_BRAFL Coagulation factor XIII A chain-like OS=Branchiostoma floridae OX=7739 GN=LOC118414239 PE=3 SV=1
OG0000046	Exaiptasia_diaphana_XP_028513534.1 XP_028513534.1 uncharacterized protein LOC114574618 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7MIY1_A0A9J7MIY1_BRAFL tr|A0A9J7MIY1|A0A9J7MIY1_BRAFL Angiopoietin-4-like OS=Branchiostoma floridae OX=7739 GN=LOC118411130 PE=4 SV=1
OG0000047	Exaiptasia_diaphana_XP_020915822.1 XP_020915822.1 ferric-chelate reductase 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915824.1 XP_020915824.1 ferric-chelate reductase 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915825.1 XP_020915825.1 ferric-chelate reductase 1 isoform X3 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7M1C4_A0A9J7M1C4_BRAFL tr|A0A9J7M1C4|A0A9J7M1C4_BRAFL Ferric-chelate reductase 1 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118427246 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N7E6_A0A9J7N7E6_BRAFL tr|A0A9J7N7E6|A0A9J7N7E6_BRAFL Ferric-chelate reductase 1 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118427246 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M1U8_A0A9J7M1U8_BRAFL tr|A0A9J7M1U8|A0A9J7M1U8_BRAFL Ferric-chelate reductase 1 OS=Branchiostoma floridae OX=7739 GN=LOC118427245 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7NCS1_A0A9J7NCS1_BRAFL tr|A0A9J7NCS1|A0A9J7NCS1_BRAFL Ferric-chelate reductase 1 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118431394 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MCP1_A0A9J7MCP1_BRAFL tr|A0A9J7MCP1|A0A9J7MCP1_BRAFL Ferric-chelate reductase 1-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118431394 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MC15_A0A9J7MC15_BRAFL tr|A0A9J7MC15|A0A9J7MC15_BRAFL Ferric-chelate reductase 1 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118431394 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7ME13_A0A9J7ME13_BRAFL tr|A0A9J7ME13|A0A9J7ME13_BRAFL Ferric-chelate reductase 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118432081 PE=3 SV=1
OG0000049	Exaiptasia_diaphana_XP_028518799.1 XP_028518799.1 plexin-A1 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7L9M9_A0A9J7L9M9_BRAFL tr|A0A9J7L9M9|A0A9J7L9M9_BRAFL Plexin-A4-like OS=Branchiostoma floridae OX=7739 GN=LOC118416498 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MQ74_A0A9J7MQ74_BRAFL tr|A0A9J7MQ74|A0A9J7MQ74_BRAFL Plexin-A1-like OS=Branchiostoma floridae OX=7739 GN=LOC118415111 PE=3 SV=1
