Orthogroup	Cnidaria_Anthozoa_Exaiptasia_diaphana	Placozoa_Trichoplacidae_Tricoplax_adhaerens
OG0000009	Exaiptasia_diaphana_XP_020905815.1 XP_020905815.1 tolloid-like protein 2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905817.2 XP_020905817.2 tolloid-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905818.2 XP_020905818.2 protein shisa-5-like_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905821.1 XP_020905821.1 tolloid-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905820.1 XP_020905820.1 tolloid-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518116.1 XP_028518116.1 cubilin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911687.2 XP_020911687.2 cubilin-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902050.1 XP_020902050.1 tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914019.1 XP_020914019.1 tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905197.1 XP_020905197.1 tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913976.1 XP_020913976.1 cubilin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913978.1 XP_020913978.1 dorsal-ventral patterning tolloid-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913979.1 XP_020913979.1 dorsal-ventral patterning tolloid-like protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909071.1 XP_020909071.1 tolloid-like protein 1 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RPJ0_B3RPJ0_TRIAD tr_B3RPJ0_B3RPJ0_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_53560 PE=4 SV=1, Tricoplax_adhaerens_tr_B3RPJ1_B3RPJ1_TRIAD tr_B3RPJ1_B3RPJ1_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_53561 PE=4 SV=1
OG0000010	Exaiptasia_diaphana_XP_020914581.2 XP_020914581.2 basement membrane-specific heparan sulfate proteoglycan core protein [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RZZ3_B3RZZ3_TRIAD tr_B3RZZ3_B3RZZ3_TRIAD Uncharacterized protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_26220 PE=4 SV=1
OG0000010	Exaiptasia_diaphana_XP_020899237.1 XP_020899237.1 roundabout homolog 1 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514562.1 XP_028514562.1 roundabout homolog 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899232.1 XP_020899232.1 roundabout homolog 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899235.1 XP_020899235.1 roundabout homolog 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899236.1 XP_020899236.1 roundabout homolog 1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899238.1 XP_020899238.1 roundabout homolog 1 isoform X5 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RTM7_B3RTM7_TRIAD tr_B3RTM7_B3RTM7_TRIAD Predicted protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_55980 PE=4 SV=1
OG0000010	Exaiptasia_diaphana_XP_028519293.1 XP_028519293.1 hemicentin-2-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519300.1 XP_028519300.1 hemicentin-1 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S5W2_B3S5W2_TRIAD tr_B3S5W2_B3S5W2_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_59528 PE=4 SV=1, Tricoplax_adhaerens_tr_B3S5W5_B3S5W5_TRIAD tr_B3S5W5_B3S5W5_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_59531 PE=4 SV=1
OG0000010	Exaiptasia_diaphana_XP_028517264.1 XP_028517264.1 neural cell adhesion molecule 2 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3SCT4_B3SCT4_TRIAD tr_B3SCT4_B3SCT4_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_62089 PE=4 SV=1
OG0000010	Exaiptasia_diaphana_XP_020894828.2 XP_020894828.2 protein eyes shut homolog [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518930.1 XP_028518930.1 basement membrane-specific heparan sulfate proteoglycan core protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518186.1 XP_028518186.1 pikachurin [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S003_B3S003_TRIAD tr_B3S003_B3S003_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_57635 PE=4 SV=1
OG0000011	Exaiptasia_diaphana_XP_020895286.2 XP_020895286.2 uncharacterized protein LOC110234259_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513122.1 XP_028513122.1 tyrosine-protein kinase transmembrane receptor Ror2-like isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894038.2 XP_020894038.2 tyrosine-protein kinase transmembrane receptor Ror2-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513123.1 XP_028513123.1 tyrosine-protein kinase transmembrane receptor Ror2-like isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516046.1 XP_028516046.1 tyrosine-protein kinase transmembrane receptor ROR2 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516044.1 XP_028516044.1 uncharacterized protein LOC110242972 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516045.1 XP_028516045.1 uncharacterized protein LOC110242972 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516043.1 XP_028516043.1 uncharacterized protein LOC110242972 isoform X1 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RL69_B3RL69_TRIAD tr_B3RL69_B3RL69_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_51898 PE=4 SV=1, Tricoplax_adhaerens_tr_B3S8L1_B3S8L1_TRIAD tr_B3S8L1_B3S8L1_TRIAD Kringle domain-containing protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_31001 PE=4 SV=1, Tricoplax_adhaerens_tr_B3S8S0_B3S8S0_TRIAD tr_B3S8S0_B3S8S0_TRIAD Kringle domain-containing protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_8692 PE=4 SV=1, Tricoplax_adhaerens_tr_B3S9I4_B3S9I4_TRIAD tr_B3S9I4_B3S9I4_TRIAD Kringle domain-containing protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_9323 PE=4 SV=1, Tricoplax_adhaerens_tr_B3S9I9_B3S9I9_TRIAD tr_B3S9I9_B3S9I9_TRIAD Kringle domain-containing protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_9202 PE=4 SV=1, Tricoplax_adhaerens_tr_B3S5U6_B3S5U6_TRIAD tr_B3S5U6_B3S5U6_TRIAD Kringle domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_29648 PE=4 SV=1, Tricoplax_adhaerens_tr_B3RL75_B3RL75_TRIAD tr_B3RL75_B3RL75_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_51904 PE=4 SV=1, Tricoplax_adhaerens_tr_B3RL82_B3RL82_TRIAD tr_B3RL82_B3RL82_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_51914 PE=4 SV=1, Tricoplax_adhaerens_tr_B3RL76_B3RL76_TRIAD tr_B3RL76_B3RL76_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_51905 PE=4 SV=1, Tricoplax_adhaerens_tr_B3RL85_B3RL85_TRIAD tr_B3RL85_B3RL85_TRIAD Predicted protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_51917 PE=4 SV=1, Tricoplax_adhaerens_tr_B3S501_B3S501_TRIAD tr_B3S501_B3S501_TRIAD Kringle domain-containing protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_29248 PE=4 SV=1, Tricoplax_adhaerens_tr_B3SE75_B3SE75_TRIAD tr_B3SE75_B3SE75_TRIAD Kringle domain-containing protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_8320 PE=4 SV=1
OG0000012	Exaiptasia_diaphana_XP_020903410.2 XP_020903410.2 von Willebrand factor-like [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RQT5_B3RQT5_TRIAD tr_B3RQT5_B3RQT5_TRIAD Uncharacterized protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_21952 PE=4 SV=1
OG0000012	Exaiptasia_diaphana_XP_020913063.1 XP_020913063.1 kielin_chordin-like protein [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RRG7_B3RRG7_TRIAD tr_B3RRG7_B3RRG7_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_54231 PE=4 SV=1
OG0000013	Exaiptasia_diaphana_XP_028514332.1 XP_028514332.1 protein Wnt-8a isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898355.1 XP_020898355.1 protein Wnt-8b [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898335.1 XP_020898335.1 protein Wnt-8b isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898370.1 XP_020898370.1 protein Wnt-8b_ partial [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S743_B3S743_TRIAD tr_B3S743_B3S743_TRIAD Protein Wnt _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_30370 PE=3 SV=1, Tricoplax_adhaerens_tr_B3RIQ5_B3RIQ5_TRIAD tr_B3RIQ5_B3RIQ5_TRIAD Protein Wnt OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_52489 PE=3 SV=1
OG0000014	Exaiptasia_diaphana_XP_028519306.1 XP_028519306.1 LOW QUALITY PROTEIN_ thrombospondin type-1 domain-containing protein 4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903155.1 XP_020903155.1 A disintegrin and metalloproteinase with thrombospondin motifs 7 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515635.1 XP_028515635.1 A disintegrin and metalloproteinase with thrombospondin motifs 12 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914481.1 XP_020914481.1 A disintegrin and metalloproteinase with thrombospondin motifs 19 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906187.1 XP_020906187.1 ADAMTS-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517311.1 XP_028517311.1 A disintegrin and metalloproteinase with thrombospondin motifs 9 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916248.1 XP_020916248.1 A disintegrin and metalloproteinase with thrombospondin motifs 6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906831.1 XP_020906831.1 A disintegrin and metalloproteinase with thrombospondin motifs 16 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906830.1 XP_020906830.1 A disintegrin and metalloproteinase with thrombospondin motifs 16 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903669.1 XP_020903669.1 A disintegrin and metalloproteinase with thrombospondin motifs 7 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899199.1 XP_020899199.1 A disintegrin and metalloproteinase with thrombospondin motifs 18 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515757.1 XP_028515757.1 A disintegrin and metalloproteinase with thrombospondin motifs 6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908001.1 XP_020908001.1 A disintegrin and metalloproteinase with thrombospondin motifs 18 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908093.1 XP_020908093.1 A disintegrin and metalloproteinase with thrombospondin motifs 18 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903567.1 XP_020903567.1 A disintegrin and metalloproteinase with thrombospondin motifs 6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515755.1 XP_028515755.1 A disintegrin and metalloproteinase with thrombospondin motifs 18-like_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514068.1 XP_028514068.1 A disintegrin and metalloproteinase with thrombospondin motifs 10 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514067.1 XP_028514067.1 A disintegrin and metalloproteinase with thrombospondin motifs 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512951.1 XP_028512951.1 A disintegrin and metalloproteinase with thrombospondin motifs 18 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916890.2 XP_020916890.2 mucin-2-like_ partial [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RJG1_B3RJG1_TRIAD tr_B3RJG1_B3RJG1_TRIAD Peptidase M12B domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_52613 PE=4 SV=1
OG0000015	Exaiptasia_diaphana_XP_028517878.1 XP_028517878.1 fibrillin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908628.1 XP_020908628.1 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898716.1 XP_020898716.1 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915359.2 XP_020915359.2 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915360.1 XP_020915360.1 uncharacterized protein LOC110252848 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RRK6_B3RRK6_TRIAD tr_B3RRK6_B3RRK6_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_54276 PE=4 SV=1
OG0000017	Exaiptasia_diaphana_XP_020902588.1 XP_020902588.1 serpin B6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913182.1 XP_020913182.1 leukocyte elastase inhibitor-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902591.1 XP_020902591.1 leukocyte elastase inhibitor A-like [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S279_B3S279_TRIAD tr_B3S279_B3S279_TRIAD SERPIN domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_63332 PE=3 SV=1
OG0000018	Exaiptasia_diaphana_XP_028518136.1 XP_028518136.1 uncharacterized protein LOC110249554_ partial [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RKU5_B3RKU5_TRIAD tr_B3RKU5_B3RKU5_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_51770 PE=4 SV=1
OG0000018	Exaiptasia_diaphana_XP_020907184.1 XP_020907184.1 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3SCU9_B3SCU9_TRIAD tr_B3SCU9_B3SCU9_TRIAD Sortilin-related receptor OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_62104 PE=3 SV=1
OG0000018	Exaiptasia_diaphana_XP_020911819.1 XP_020911819.1 uncharacterized protein LOC110249585 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911818.1 XP_020911818.1 uncharacterized protein LOC110249585 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911820.1 XP_020911820.1 uncharacterized protein LOC110249585 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907893.1 XP_020907893.1 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916250.1 XP_020916250.1 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RS21_B3RS21_TRIAD tr_B3RS21_B3RS21_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_54447 PE=3 SV=1
OG0000019	Exaiptasia_diaphana_XP_020906144.1 XP_020906144.1 growth_differentiation factor 8 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S1T4_B3S1T4_TRIAD tr_B3S1T4_B3S1T4_TRIAD TGF_BETA_2 domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_57877 PE=3 SV=1
OG0000019	Exaiptasia_diaphana_XP_020905685.1 XP_020905685.1 bone morphogenetic protein 4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905684.1 XP_020905684.1 bone morphogenetic protein 4 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S0I2_B3S0I2_TRIAD tr_B3S0I2_B3S0I2_TRIAD TGF_BETA_2 domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_57057 PE=3 SV=1
OG0000021	Exaiptasia_diaphana_XP_020901946.1 XP_020901946.1 hemicentin-1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901927.1 XP_020901927.1 low-density lipoprotein receptor-related protein 2-like isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901926.1 XP_020901926.1 low-density lipoprotein receptor-related protein 2-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515277.1 XP_028515277.1 low-density lipoprotein receptor-related protein 2-like isoform X1 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S0C6_B3S0C6_TRIAD tr_B3S0C6_B3S0C6_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_57765 PE=4 SV=1
OG0000021	Exaiptasia_diaphana_XP_020911424.1 XP_020911424.1 low-density lipoprotein receptor-related protein 4 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911423.1 XP_020911423.1 very low-density lipoprotein receptor isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518014.1 XP_028518014.1 low-density lipoprotein receptor-related protein 4 isoform X3 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S2H0_B3S2H0_TRIAD tr_B3S2H0_B3S2H0_TRIAD Uncharacterized protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_27379 PE=4 SV=1
OG0000022	Exaiptasia_diaphana_XP_020904987.1 XP_020904987.1 annexin A5 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S0N9_B3S0N9_TRIAD tr_B3S0N9_B3S0N9_TRIAD Annexin OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_57118 PE=3 SV=1
OG0000022	Exaiptasia_diaphana_XP_020902679.1 XP_020902679.1 annexin A5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902678.1 XP_020902678.1 annexin A5 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S9E5_B3S9E5_TRIAD tr_B3S9E5_B3S9E5_TRIAD Annexin OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_38333 PE=3 SV=1
OG0000023	Exaiptasia_diaphana_XP_028514247.1 XP_028514247.1 zinc metalloproteinase-disintegrin-like BjussuMP-1 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3SAV4_B3SAV4_TRIAD tr_B3SAV4_B3SAV4_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_64349 PE=4 SV=1, Tricoplax_adhaerens_tr_B3SAV3_B3SAV3_TRIAD tr_B3SAV3_B3SAV3_TRIAD Uncharacterized protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_32380 PE=4 SV=1, Tricoplax_adhaerens_tr_B3SAV2_B3SAV2_TRIAD tr_B3SAV2_B3SAV2_TRIAD Uncharacterized protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_32362 PE=4 SV=1, Tricoplax_adhaerens_tr_B3SAV6_B3SAV6_TRIAD tr_B3SAV6_B3SAV6_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_32445 PE=4 SV=1, Tricoplax_adhaerens_tr_B3SAV5_B3SAV5_TRIAD tr_B3SAV5_B3SAV5_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_61393 PE=4 SV=1, Tricoplax_adhaerens_tr_B3SAW2_B3SAW2_TRIAD tr_B3SAW2_B3SAW2_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_32386 PE=4 SV=1, Tricoplax_adhaerens_tr_B3RIV5_B3RIV5_TRIAD tr_B3RIV5_B3RIV5_TRIAD Uncharacterized protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_1282 PE=4 SV=1
OG0000024	Exaiptasia_diaphana_XP_028519592.1 XP_028519592.1 zonadhesin-like_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903926.1 XP_020903926.1 equistatin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512983.1 XP_028512983.1 uncharacterized protein LOC110232652 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512982.1 XP_028512982.1 cell death abnormality protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515408.1 XP_028515408.1 uncharacterized protein LOC110240827 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896594.1 XP_020896594.1 equistatin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515409.1 XP_028515409.1 thyroglobulin_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515410.1 XP_028515410.1 thyroglobulin-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902304.1 XP_020902304.1 thyroglobulin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908611.1 XP_020908611.1 WAP_ Kazal_ immunoglobulin_ Kunitz and NTR domain-containing protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517142.1 XP_028517142.1 uncharacterized protein LOC110246567 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902306.1 XP_020902306.1 uncharacterized protein LOC110240830 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909087.1 XP_020909087.1 SPARC-related modular calcium-binding protein 2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901650.1 XP_020901650.1 mucin-2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897812.1 XP_020897812.1 nidogen-2-like_ partial [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3SAJ2_B3SAJ2_TRIAD tr_B3SAJ2_B3SAJ2_TRIAD Predicted protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_61279 PE=4 SV=1
OG0000028	Exaiptasia_diaphana_XP_028518629.1 XP_028518629.1 collagen alpha-5_IV_ chain [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913453.1 XP_020913453.1 collagen alpha-2_IV_ chain [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S7P7_B3S7P7_TRIAD tr_B3S7P7_B3S7P7_TRIAD Collagen IV NC1 domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_30529 PE=4 SV=1, Tricoplax_adhaerens_tr_B3S7P5_B3S7P5_TRIAD tr_B3S7P5_B3S7P5_TRIAD Collagen IV NC1 domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_60245 PE=4 SV=1
OG0000029	Exaiptasia_diaphana_XP_028517803.1 XP_028517803.1 contactin-associated protein-like 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911021.1 XP_020911021.1 contactin-associated protein-like 5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911022.1 XP_020911022.1 contactin-associated protein-like 5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519738.1 XP_028519738.1 contactin-associated protein-like 5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513207.1 XP_028513207.1 contactin-associated protein-like 4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894377.1 XP_020894377.1 contactin-associated protein-like 4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894378.1 XP_020894378.1 contactin-associated protein-like 4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893090.1 XP_020893090.1 EGF and laminin G domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908663.1 XP_020908663.1 neuronal cell adhesion molecule_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901326.2 XP_020901326.2 uncharacterized protein LOC110239917 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898281.2 XP_020898281.2 contactin-associated protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904668.2 XP_020904668.2 contactin-associated protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901514.1 XP_020901514.1 contactin-associated protein-like 2 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892120.1 XP_020892120.1 fibrillin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512646.1 XP_028512646.1 fibrillin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904109.2 XP_020904109.2 contactin-associated protein-like 2 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RLL8_B3RLL8_TRIAD tr_B3RLL8_B3RLL8_TRIAD Predicted protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_52048 PE=4 SV=1, Tricoplax_adhaerens_tr_B3S1M6_B3S1M6_TRIAD tr_B3S1M6_B3S1M6_TRIAD Predicted protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_58343 PE=4 SV=1, Tricoplax_adhaerens_tr_B3S8K5_B3S8K5_TRIAD tr_B3S8K5_B3S8K5_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_60571 PE=4 SV=1, Tricoplax_adhaerens_tr_B3S8J9_B3S8J9_TRIAD tr_B3S8J9_B3S8J9_TRIAD LAM_G_DOMAIN domain-containing protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_5406 PE=4 SV=1, Tricoplax_adhaerens_tr_B3S945_B3S945_TRIAD tr_B3S945_B3S945_TRIAD LAM_G_DOMAIN domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_31364 PE=4 SV=1
OG0000030	Exaiptasia_diaphana_XP_028518433.1 XP_028518433.1 disintegrin and metalloproteinase domain-containing protein 17 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S467_B3S467_TRIAD tr_B3S467_B3S467_TRIAD Peptidase M12B domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_58971 PE=4 SV=1
