Orthogroup	Insecta_Diptera_Drosophila_melanogaster	Chordata_Vertebrata_Homo_sapiens
OG0000014	Drosophila_melanogaster_tr_A0A0B4KHK4_A0A0B4KHK4_DROME tr|A0A0B4KHK4|A0A0B4KHK4_DROME ADAM metallopeptidase with thrombospondin type 1 motif A_ isoform C OS=Drosophila melanogaster OX=7227 GN=AdamTS-A PE=4 SV=1, Drosophila_melanogaster_tr_Q7KSH7_Q7KSH7_DROME tr|Q7KSH7|Q7KSH7_DROME ADAM metallopeptidase with thrombospondin type 1 motif A_ isoform E OS=Drosophila melanogaster OX=7227 GN=AdamTS-A PE=4 SV=1, Drosophila_melanogaster_tr_Q8SXB0_Q8SXB0_DROME tr|Q8SXB0|Q8SXB0_DROME ADAM metallopeptidase with thrombospondin type 1 motif A_ isoform B OS=Drosophila melanogaster OX=7227 GN=AdamTS-A PE=2 SV=1	Homo_sapiens_sp_Q9P2N4_ATS9_HUMAN sp|Q9P2N4|ATS9_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 9 OS=Homo sapiens OX=9606 GN=ADAMTS9 PE=1 SV=4
OG0000016	Drosophila_melanogaster_sp_Q8MPP3_D2MP_DROME sp|Q8MPP3|D2MP_DROME Matrix metalloproteinase-2 OS=Drosophila melanogaster OX=7227 GN=Mmp2 PE=2 SV=1	Homo_sapiens_sp_P39900_MMP12_HUMAN sp|P39900|MMP12_HUMAN Macrophage metalloelastase OS=Homo sapiens OX=9606 GN=MMP12 PE=1 SV=1, Homo_sapiens_sp_P09238_MMP10_HUMAN sp|P09238|MMP10_HUMAN Stromelysin-2 OS=Homo sapiens OX=9606 GN=MMP10 PE=1 SV=1, Homo_sapiens_sp_P22894_MMP8_HUMAN sp|P22894|MMP8_HUMAN Neutrophil collagenase OS=Homo sapiens OX=9606 GN=MMP8 PE=1 SV=1, Homo_sapiens_sp_P03956_MMP1_HUMAN sp|P03956|MMP1_HUMAN Interstitial collagenase OS=Homo sapiens OX=9606 GN=MMP1 PE=1 SV=3, Homo_sapiens_sp_P45452_MMP13_HUMAN sp|P45452|MMP13_HUMAN Collagenase 3 OS=Homo sapiens OX=9606 GN=MMP13 PE=1 SV=1, Homo_sapiens_sp_P09237_MMP7_HUMAN sp|P09237|MMP7_HUMAN Matrilysin OS=Homo sapiens OX=9606 GN=MMP7 PE=1 SV=1, Homo_sapiens_sp_P24347_MMP11_HUMAN sp|P24347|MMP11_HUMAN Stromelysin-3 OS=Homo sapiens OX=9606 GN=MMP11 PE=1 SV=3, Homo_sapiens_sp_P50281_MMP14_HUMAN sp|P50281|MMP14_HUMAN Matrix metalloproteinase-14 OS=Homo sapiens OX=9606 GN=MMP14 PE=1 SV=3, Homo_sapiens_sp_Q9Y5R2_MMP24_HUMAN sp|Q9Y5R2|MMP24_HUMAN Matrix metalloproteinase-24 OS=Homo sapiens OX=9606 GN=MMP24 PE=2 SV=1, Homo_sapiens_sp_P51512_MMP16_HUMAN sp|P51512|MMP16_HUMAN Matrix metalloproteinase-16 OS=Homo sapiens OX=9606 GN=MMP16 PE=1 SV=2, Homo_sapiens_sp_P51511_MMP15_HUMAN sp|P51511|MMP15_HUMAN Matrix metalloproteinase-15 OS=Homo sapiens OX=9606 GN=MMP15 PE=1 SV=1, Homo_sapiens_sp_Q9NPA2_MMP25_HUMAN sp|Q9NPA2|MMP25_HUMAN Matrix metalloproteinase-25 OS=Homo sapiens OX=9606 GN=MMP25 PE=1 SV=1
OG0000017	Drosophila_melanogaster_tr_Q8MPN6_Q8MPN6_DROME tr|Q8MPN6|Q8MPN6_DROME Serpin 4 OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q8MPN8_Q8MPN8_DROME tr|Q8MPN8|Q8MPN8_DROME Serpin 4 OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q8MPN7_Q8MPN7_DROME tr|Q8MPN7|Q8MPN7_DROME GH08104p OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q8MPN5_Q8MPN5_DROME tr|Q8MPN5|Q8MPN5_DROME Serpin 4 OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q9U1I5_Q9U1I5_DROME tr|Q9U1I5|Q9U1I5_DROME Serine protease inhibitor _Serpin-4_ OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=2 SV=1, Drosophila_melanogaster_tr_Q7K8Y3_Q7K8Y3_DROME tr|Q7K8Y3|Q7K8Y3_DROME IP16419p OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q7K8Y5_Q7K8Y5_DROME tr|Q7K8Y5|Q7K8Y5_DROME Serpin 4 OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q8MM39_Q8MM39_DROME tr|Q8MM39|Q8MM39_DROME RE31022p OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q8MM49_Q8MM49_DROME tr|Q8MM49|Q8MM49_DROME Serpin 4 OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q8T0M5_Q8T0M5_DROME tr|Q8T0M5|Q8T0M5_DROME GH21896p OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=2 SV=1, Drosophila_melanogaster_tr_Q7JV69_Q7JV69_DROME tr|Q7JV69|Q7JV69_DROME SD11922p OS=Drosophila melanogaster OX=7227 GN=Spn55B PE=1 SV=1, Drosophila_melanogaster_tr_A1Z6R4_A1Z6R4_DROME tr|A1Z6R4|A1Z6R4_DROME Serpin 42Dc_ isoform A OS=Drosophila melanogaster OX=7227 GN=Spn42Dc PE=1 SV=1, Drosophila_melanogaster_tr_Q8T3Z2_Q8T3Z2_DROME tr|Q8T3Z2|Q8T3Z2_DROME AT24862p OS=Drosophila melanogaster OX=7227 GN=Spn42Dc PE=2 SV=1, Drosophila_melanogaster_tr_Q8SZF4_Q8SZF4_DROME tr|Q8SZF4|Q8SZF4_DROME RE02548p OS=Drosophila melanogaster OX=7227 GN=Spn42De PE=2 SV=1, Drosophila_melanogaster_tr_A0A0B4K6Q4_A0A0B4K6Q4_DROME tr|A0A0B4K6Q4|A0A0B4K6Q4_DROME Serpin 42De_ isoform B OS=Drosophila melanogaster OX=7227 GN=Spn42De PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U3_Q6V6U3_DROME tr|Q6V6U3|Q6V6U3_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U5_Q6V6U5_DROME tr|Q6V6U5|Q6V6U5_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U7_Q6V6U7_DROME tr|Q6V6U7|Q6V6U7_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6V0_Q6V6V0_DROME tr|Q6V6V0|Q6V6V0_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U8_Q6V6U8_DROME tr|Q6V6U8|Q6V6U8_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U4_Q6V6U4_DROME tr|Q6V6U4|Q6V6U4_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U2_Q6V6U2_DROME tr|Q6V6U2|Q6V6U2_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U1_Q6V6U1_DROME tr|Q6V6U1|Q6V6U1_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U9_Q6V6U9_DROME tr|Q6V6U9|Q6V6U9_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U6_Q6V6U6_DROME tr|Q6V6U6|Q6V6U6_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q7JWX3_Q7JWX3_DROME tr|Q7JWX3|Q7JWX3_DROME GH10112p OS=Drosophila melanogaster OX=7227 GN=nec PE=1 SV=1, Drosophila_melanogaster_tr_Q9U5W7_Q9U5W7_DROME tr|Q9U5W7|Q9U5W7_DROME Serpin_ putative OS=Drosophila melanogaster OX=7227 GN=nec PE=2 SV=1, Drosophila_melanogaster_tr_Q7KA66_Q7KA66_DROME tr|Q7KA66|Q7KA66_DROME Serpin 43Aa OS=Drosophila melanogaster OX=7227 GN=Spn43Aa PE=1 SV=1, Drosophila_melanogaster_tr_Q8MQZ7_Q8MQZ7_DROME tr|Q8MQZ7|Q8MQZ7_DROME LP08647p _Fragment_ OS=Drosophila melanogaster OX=7227 GN=Spn43Aa PE=2 SV=1, Drosophila_melanogaster_tr_Q0E8V6_Q0E8V6_DROME tr|Q0E8V6|Q0E8V6_DROME Serpin 28Da OS=Drosophila melanogaster OX=7227 GN=Spn28Da PE=3 SV=1, Drosophila_melanogaster_tr_X2JAJ8_X2JAJ8_DROME tr|X2JAJ8|X2JAJ8_DROME Serpin 38F_ isoform B OS=Drosophila melanogaster OX=7227 GN=Spn38F PE=3 SV=1, Drosophila_melanogaster_tr_Q8MSJ3_Q8MSJ3_DROME tr|Q8MSJ3|Q8MSJ3_DROME GH09216p OS=Drosophila melanogaster OX=7227 GN=Spn38F PE=2 SV=1, Drosophila_melanogaster_tr_Q9VII7_Q9VII7_DROME tr|Q9VII7|Q9VII7_DROME Serpin 38F_ isoform A OS=Drosophila melanogaster OX=7227 GN=Spn38F PE=3 SV=3, Drosophila_melanogaster_tr_Q9U1I6_Q9U1I6_DROME tr|Q9U1I6|Q9U1I6_DROME Serine protease inhibitor _Serpin-3_ OS=Drosophila melanogaster OX=7227 GN=Spn38F PE=2 SV=1, Drosophila_melanogaster_tr_Q9VLQ7_Q9VLQ7_DROME tr|Q9VLQ7|Q9VLQ7_DROME Serpin 28F OS=Drosophila melanogaster OX=7227 GN=Spn28F PE=3 SV=2, Drosophila_melanogaster_tr_Q8MSJ4_Q8MSJ4_DROME tr|Q8MSJ4|Q8MSJ4_DROME GH08778p OS=Drosophila melanogaster OX=7227 GN=Spn28F PE=2 SV=1, Drosophila_melanogaster_tr_Q9U1I7_Q9U1I7_DROME tr|Q9U1I7|Q9U1I7_DROME Serine protease inhibitor _Serpin-2_ OS=Drosophila melanogaster OX=7227 GN=Spn28F PE=2 SV=1, Drosophila_melanogaster_tr_Q9VLZ8_Q9VLZ8_DROME tr|Q9VLZ8|Q9VLZ8_DROME Serpin 28B_ isoform A OS=Drosophila melanogaster OX=7227 GN=Spn28B PE=3 SV=2, Drosophila_melanogaster_sp_Q7YTY6_SP42D_DROME sp|Q7YTY6|SP42D_DROME Serine protease inhibitor 42Dd OS=Drosophila melanogaster OX=7227 GN=Spn42Dd PE=2 SV=1	Homo_sapiens_sp_P05121_PAI1_HUMAN sp|P05121|PAI1_HUMAN Plasminogen activator inhibitor 1 OS=Homo sapiens OX=9606 GN=SERPINE1 PE=1 SV=1, Homo_sapiens_sp_P07093_GDN_HUMAN sp|P07093|GDN_HUMAN Glia-derived nexin OS=Homo sapiens OX=9606 GN=SERPINE2 PE=1 SV=1, Homo_sapiens_sp_P01008_ANT3_HUMAN sp|P01008|ANT3_HUMAN Antithrombin-III OS=Homo sapiens OX=9606 GN=SERPINC1 PE=1 SV=1, Homo_sapiens_sp_P30740_ILEU_HUMAN sp|P30740|ILEU_HUMAN Leukocyte elastase inhibitor OS=Homo sapiens OX=9606 GN=SERPINB1 PE=1 SV=1, Homo_sapiens_sp_P35237_SPB6_HUMAN sp|P35237|SPB6_HUMAN Serpin B6 OS=Homo sapiens OX=9606 GN=SERPINB6 PE=1 SV=3, Homo_sapiens_sp_P50453_SPB9_HUMAN sp|P50453|SPB9_HUMAN Serpin B9 OS=Homo sapiens OX=9606 GN=SERPINB9 PE=1 SV=1, Homo_sapiens_sp_P50452_SPB8_HUMAN sp|P50452|SPB8_HUMAN Serpin B8 OS=Homo sapiens OX=9606 GN=SERPINB8 PE=1 SV=2, Homo_sapiens_sp_P36952_SPB5_HUMAN sp|P36952|SPB5_HUMAN Serpin B5 OS=Homo sapiens OX=9606 GN=SERPINB5 PE=1 SV=2, Homo_sapiens_sp_P48595_SPB10_HUMAN sp|P48595|SPB10_HUMAN Serpin B10 OS=Homo sapiens OX=9606 GN=SERPINB10 PE=1 SV=1, Homo_sapiens_sp_Q96P63_SPB12_HUMAN sp|Q96P63|SPB12_HUMAN Serpin B12 OS=Homo sapiens OX=9606 GN=SERPINB12 PE=1 SV=1, Homo_sapiens_sp_P48594_SPB4_HUMAN sp|P48594|SPB4_HUMAN Serpin B4 OS=Homo sapiens OX=9606 GN=SERPINB4 PE=1 SV=2, Homo_sapiens_sp_P29508_SPB3_HUMAN sp|P29508|SPB3_HUMAN Serpin B3 OS=Homo sapiens OX=9606 GN=SERPINB3 PE=1 SV=2, Homo_sapiens_sp_O75635_SPB7_HUMAN sp|O75635|SPB7_HUMAN Serpin B7 OS=Homo sapiens OX=9606 GN=SERPINB7 PE=1 SV=1
OG0000017	Drosophila_melanogaster_sp_Q9V3N1_SP27A_DROME sp|Q9V3N1|SP27A_DROME Serine protease inhibitor 27A OS=Drosophila melanogaster OX=7227 GN=Spn27A PE=1 SV=1, Drosophila_melanogaster_sp_Q0E8C8_SP77B_DROME sp|Q0E8C8|SP77B_DROME Serine protease inhibitor 77Ba OS=Drosophila melanogaster OX=7227 GN=Spn77Ba PE=2 SV=1	Homo_sapiens_sp_Q9UK55_ZPI_HUMAN sp|Q9UK55|ZPI_HUMAN Protein Z-dependent protease inhibitor OS=Homo sapiens OX=9606 GN=SERPINA10 PE=1 SV=1, Homo_sapiens_sp_P01009_A1AT_HUMAN sp|P01009|A1AT_HUMAN Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3, Homo_sapiens_sp_Q86U17_SPA11_HUMAN sp|Q86U17|SPA11_HUMAN Serpin A11 OS=Homo sapiens OX=9606 GN=SERPINA11 PE=2 SV=2, Homo_sapiens_sp_Q86WD7_SPA9_HUMAN sp|Q86WD7|SPA9_HUMAN Serpin A9 OS=Homo sapiens OX=9606 GN=SERPINA9 PE=1 SV=3, Homo_sapiens_sp_P05543_THBG_HUMAN sp|P05543|THBG_HUMAN Thyroxine-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA7 PE=1 SV=2, Homo_sapiens_sp_P29622_KAIN_HUMAN sp|P29622|KAIN_HUMAN Kallistatin OS=Homo sapiens OX=9606 GN=SERPINA4 PE=1 SV=3, Homo_sapiens_sp_P05154_IPSP_HUMAN sp|P05154|IPSP_HUMAN Plasma serine protease inhibitor OS=Homo sapiens OX=9606 GN=SERPINA5 PE=1 SV=3, Homo_sapiens_sp_P01011_AACT_HUMAN sp|P01011|AACT_HUMAN Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2, Homo_sapiens_sp_P08185_CBG_HUMAN sp|P08185|CBG_HUMAN Corticosteroid-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA6 PE=1 SV=1, Homo_sapiens_sp_Q8IW75_SPA12_HUMAN sp|Q8IW75|SPA12_HUMAN Serpin A12 OS=Homo sapiens OX=9606 GN=SERPINA12 PE=1 SV=1, Homo_sapiens_sp_P05546_HEP2_HUMAN sp|P05546|HEP2_HUMAN Heparin cofactor 2 OS=Homo sapiens OX=9606 GN=SERPIND1 PE=1 SV=3, Homo_sapiens_sp_P05155_IC1_HUMAN sp|P05155|IC1_HUMAN Plasma protease C1 inhibitor OS=Homo sapiens OX=9606 GN=SERPING1 PE=1 SV=2, Homo_sapiens_sp_P08697_A2AP_HUMAN sp|P08697|A2AP_HUMAN Alpha-2-antiplasmin OS=Homo sapiens OX=9606 GN=SERPINF2 PE=1 SV=3
OG0000019	Drosophila_melanogaster_tr_Q9XZ62_Q9XZ62_DROME tr|Q9XZ62|Q9XZ62_DROME Myoglianin OS=Drosophila melanogaster OX=7227 GN=myo PE=2 SV=1, Drosophila_melanogaster_tr_Q9V4F4_Q9V4F4_DROME tr|Q9V4F4|Q9V4F4_DROME LD29161p OS=Drosophila melanogaster OX=7227 GN=myo PE=2 SV=1	Homo_sapiens_sp_O14793_GDF8_HUMAN sp|O14793|GDF8_HUMAN Growth/differentiation factor 8 OS=Homo sapiens OX=9606 GN=MSTN PE=1 SV=1, Homo_sapiens_sp_O95390_GDF11_HUMAN sp|O95390|GDF11_HUMAN Growth/differentiation factor 11 OS=Homo sapiens OX=9606 GN=GDF11 PE=1 SV=1
OG0000019	Drosophila_melanogaster_sp_O61643_INHB_DROME sp|O61643|INHB_DROME Inhibin beta chain OS=Drosophila melanogaster OX=7227 GN=Actbeta PE=1 SV=2	Homo_sapiens_sp_P55103_INHBC_HUMAN sp|P55103|INHBC_HUMAN Inhibin beta C chain OS=Homo sapiens OX=9606 GN=INHBC PE=2 SV=1, Homo_sapiens_sp_P58166_INHBE_HUMAN sp|P58166|INHBE_HUMAN Inhibin beta E chain OS=Homo sapiens OX=9606 GN=INHBE PE=1 SV=1, Homo_sapiens_sp_P08476_INHBA_HUMAN sp|P08476|INHBA_HUMAN Inhibin beta A chain OS=Homo sapiens OX=9606 GN=INHBA PE=1 SV=2
OG0000021	Drosophila_melanogaster_sp_A1Z877_NDG_DROME sp|A1Z877|NDG_DROME Nidogen OS=Drosophila melanogaster OX=7227 GN=Ndg PE=1 SV=1	Homo_sapiens_sp_Q14112_NID2_HUMAN sp|Q14112|NID2_HUMAN Nidogen-2 OS=Homo sapiens OX=9606 GN=NID2 PE=1 SV=3, Homo_sapiens_sp_P14543_NID1_HUMAN sp|P14543|NID1_HUMAN Nidogen-1 OS=Homo sapiens OX=9606 GN=NID1 PE=1 SV=3
OG0000022	Drosophila_melanogaster_sp_Q9VXG4_ANX11_DROME sp|Q9VXG4|ANX11_DROME Annexin B11 OS=Drosophila melanogaster OX=7227 GN=AnxB11 PE=2 SV=2, Drosophila_melanogaster_tr_A0A0B4KH34_A0A0B4KH34_DROME tr|A0A0B4KH34|A0A0B4KH34_DROME Annexin OS=Drosophila melanogaster OX=7227 GN=AnxB9 PE=1 SV=1, Drosophila_melanogaster_sp_P22464_ANXB9_DROME sp|P22464|ANXB9_DROME Annexin B9 OS=Drosophila melanogaster OX=7227 GN=AnxB9 PE=1 SV=2, Drosophila_melanogaster_sp_P22465_ANX10_DROME sp|P22465|ANX10_DROME Annexin B10 OS=Drosophila melanogaster OX=7227 GN=AnxB10 PE=2 SV=3	Homo_sapiens_sp_P08758_ANXA5_HUMAN sp|P08758|ANXA5_HUMAN Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2, Homo_sapiens_sp_P08133_ANXA6_HUMAN sp|P08133|ANXA6_HUMAN Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3, Homo_sapiens_sp_P07355_ANXA2_HUMAN sp|P07355|ANXA2_HUMAN Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2, Homo_sapiens_sp_P04083_ANXA1_HUMAN sp|P04083|ANXA1_HUMAN Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2, Homo_sapiens_sp_P09525_ANXA4_HUMAN sp|P09525|ANXA4_HUMAN Annexin A4 OS=Homo sapiens OX=9606 GN=ANXA4 PE=1 SV=4, Homo_sapiens_sp_P50995_ANX11_HUMAN sp|P50995|ANX11_HUMAN Annexin A11 OS=Homo sapiens OX=9606 GN=ANXA11 PE=1 SV=1, Homo_sapiens_sp_P12429_ANXA3_HUMAN sp|P12429|ANXA3_HUMAN Annexin A3 OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=3, Homo_sapiens_sp_Q9UJ72_ANX10_HUMAN sp|Q9UJ72|ANX10_HUMAN Annexin A10 OS=Homo sapiens OX=9606 GN=ANXA10 PE=1 SV=3
OG0000023	Drosophila_melanogaster_tr_B7Z0Y2_B7Z0Y2_DROME tr|B7Z0Y2|B7Z0Y2_DROME Mind-meld_ isoform D OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=1, Drosophila_melanogaster_tr_Q9VXL1_Q9VXL1_DROME tr|Q9VXL1|Q9VXL1_DROME Mind-meld_ isoform F OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=6, Drosophila_melanogaster_tr_X2JE21_X2JE21_DROME tr|X2JE21|X2JE21_DROME Mind-meld_ isoform J OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=1, Drosophila_melanogaster_tr_M9PER2_M9PER2_DROME tr|M9PER2|M9PER2_DROME Mind-meld_ isoform H OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=1, Drosophila_melanogaster_tr_M9PH86_M9PH86_DROME tr|M9PH86|M9PH86_DROME Mind-meld_ isoform I OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=1, Drosophila_melanogaster_tr_M9NDY9_M9NDY9_DROME tr|M9NDY9|M9NDY9_DROME Mind-meld_ isoform G OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=1, Drosophila_melanogaster_tr_M9NH46_M9NH46_DROME tr|M9NH46|M9NH46_DROME Mind-meld_ isoform E OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=1, Drosophila_melanogaster_tr_Q7KUY7_Q7KUY7_DROME tr|Q7KUY7|Q7KUY7_DROME Mind-meld_ isoform B OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=2, Drosophila_melanogaster_tr_Q9GZ15_Q9GZ15_DROME tr|Q9GZ15|Q9GZ15_DROME MIND-MELD _Fragment_ OS=Drosophila melanogaster OX=7227 GN=mmd PE=2 SV=1	Homo_sapiens_sp_P78325_ADAM8_HUMAN sp|P78325|ADAM8_HUMAN Disintegrin and metalloproteinase domain-containing protein 8 OS=Homo sapiens OX=9606 GN=ADAM8 PE=1 SV=2, Homo_sapiens_sp_Q9H2U9_ADAM7_HUMAN sp|Q9H2U9|ADAM7_HUMAN Disintegrin and metalloproteinase domain-containing protein 7 OS=Homo sapiens OX=9606 GN=ADAM7 PE=1 SV=3, Homo_sapiens_sp_O15204_ADEC1_HUMAN sp|O15204|ADEC1_HUMAN ADAM DEC1 OS=Homo sapiens OX=9606 GN=ADAMDEC1 PE=1 SV=2, Homo_sapiens_sp_Q9UKJ8_ADA21_HUMAN sp|Q9UKJ8|ADA21_HUMAN Disintegrin and metalloproteinase domain-containing protein 21 OS=Homo sapiens OX=9606 GN=ADAM21 PE=1 SV=2, Homo_sapiens_sp_Q9UKF2_ADA30_HUMAN sp|Q9UKF2|ADA30_HUMAN Disintegrin and metalloproteinase domain-containing protein 30 OS=Homo sapiens OX=9606 GN=ADAM30 PE=1 SV=2, Homo_sapiens_sp_Q13443_ADAM9_HUMAN sp|Q13443|ADAM9_HUMAN Disintegrin and metalloproteinase domain-containing protein 9 OS=Homo sapiens OX=9606 GN=ADAM9 PE=1 SV=1, Homo_sapiens_sp_O43184_ADA12_HUMAN sp|O43184|ADA12_HUMAN Disintegrin and metalloproteinase domain-containing protein 12 OS=Homo sapiens OX=9606 GN=ADAM12 PE=1 SV=3, Homo_sapiens_sp_Q13444_ADA15_HUMAN sp|Q13444|ADA15_HUMAN Disintegrin and metalloproteinase domain-containing protein 15 OS=Homo sapiens OX=9606 GN=ADAM15 PE=1 SV=4, Homo_sapiens_sp_O75077_ADA23_HUMAN sp|O75077|ADA23_HUMAN Disintegrin and metalloproteinase domain-containing protein 23 OS=Homo sapiens OX=9606 GN=ADAM23 PE=1 SV=1, Homo_sapiens_sp_Q9P0K1_ADA22_HUMAN sp|Q9P0K1|ADA22_HUMAN Disintegrin and metalloproteinase domain-containing protein 22 OS=Homo sapiens OX=9606 GN=ADAM22 PE=1 SV=1
OG0000024	Drosophila_melanogaster_tr_A0A0B4KH80_A0A0B4KH80_DROME tr|A0A0B4KH80|A0A0B4KH80_DROME Carrier of wingless_ isoform E OS=Drosophila melanogaster OX=7227 GN=Cow PE=4 SV=1, Drosophila_melanogaster_sp_Q9VCR3_COW_DROME sp|Q9VCR3|COW_DROME Proteoglycan Cow OS=Drosophila melanogaster OX=7227 GN=Cow PE=1 SV=3	Homo_sapiens_sp_Q9BQ16_TICN3_HUMAN sp|Q9BQ16|TICN3_HUMAN Testican-3 OS=Homo sapiens OX=9606 GN=SPOCK3 PE=1 SV=2, Homo_sapiens_sp_Q08629_TICN1_HUMAN sp|Q08629|TICN1_HUMAN Testican-1 OS=Homo sapiens OX=9606 GN=SPOCK1 PE=1 SV=1
OG0000028	Drosophila_melanogaster_tr_O18407_O18407_DROME tr|O18407|O18407_DROME Collagen type IV alpha 2 OS=Drosophila melanogaster OX=7227 GN=vkg PE=2 SV=1, Drosophila_melanogaster_tr_Q9VMV5_Q9VMV5_DROME tr|Q9VMV5|Q9VMV5_DROME Viking_ isoform A OS=Drosophila melanogaster OX=7227 GN=vkg PE=1 SV=1	Homo_sapiens_sp_P02462_CO4A1_HUMAN sp|P02462|CO4A1_HUMAN Collagen alpha-1_IV_ chain OS=Homo sapiens OX=9606 GN=COL4A1 PE=1 SV=4, Homo_sapiens_sp_P29400_CO4A5_HUMAN sp|P29400|CO4A5_HUMAN Collagen alpha-5_IV_ chain OS=Homo sapiens OX=9606 GN=COL4A5 PE=1 SV=2, Homo_sapiens_sp_Q01955_CO4A3_HUMAN sp|Q01955|CO4A3_HUMAN Collagen alpha-3_IV_ chain OS=Homo sapiens OX=9606 GN=COL4A3 PE=1 SV=3
OG0000028	Drosophila_melanogaster_sp_P08120_CO4A1_DROME sp|P08120|CO4A1_DROME Collagen alpha-1_IV_ chain OS=Drosophila melanogaster OX=7227 GN=Col4a1 PE=1 SV=3	Homo_sapiens_sp_P08572_CO4A2_HUMAN sp|P08572|CO4A2_HUMAN Collagen alpha-2_IV_ chain OS=Homo sapiens OX=9606 GN=COL4A2 PE=1 SV=4, Homo_sapiens_sp_Q14031_CO4A6_HUMAN sp|Q14031|CO4A6_HUMAN Collagen alpha-6_IV_ chain OS=Homo sapiens OX=9606 GN=COL4A6 PE=1 SV=3, Homo_sapiens_sp_P53420_CO4A4_HUMAN sp|P53420|CO4A4_HUMAN Collagen alpha-4_IV_ chain OS=Homo sapiens OX=9606 GN=COL4A4 PE=1 SV=3
OG0000030	Drosophila_melanogaster_sp_Q9VAC5_ADA17_DROME sp|Q9VAC5|ADA17_DROME ADAM 17-like protease OS=Drosophila melanogaster OX=7227 GN=Tace PE=2 SV=2	Homo_sapiens_sp_P78536_ADA17_HUMAN sp|P78536|ADA17_HUMAN Disintegrin and metalloproteinase domain-containing protein 17 OS=Homo sapiens OX=9606 GN=ADAM17 PE=1 SV=1
