Orthogroup	Insecta_Diptera_Drosophila_melanogaster	Chordata_Vertebrata_Danio_rerio
OG0000013	Drosophila_melanogaster_tr_Q9VM25_Q9VM25_DROME tr|Q9VM25|Q9VM25_DROME Protein Wnt OS=Drosophila melanogaster OX=7227 GN=Wnt10 PE=3 SV=4	Danio_rerio_sp_Q801F7_WN10B_DANRE sp|Q801F7|WN10B_DANRE Protein Wnt-10b OS=Danio rerio OX=7955 GN=wnt10b PE=2 SV=1, Danio_rerio_tr_B0V1G8_B0V1G8_DANRE tr|B0V1G8|B0V1G8_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=WNT-10A PE=3 SV=1, Danio_rerio_sp_P43446_WN10A_DANRE sp|P43446|WN10A_DANRE Protein Wnt-10a OS=Danio rerio OX=7955 GN=wnt10a PE=1 SV=1
OG0000013	Drosophila_melanogaster_tr_D2NUH8_D2NUH8_DROME tr|D2NUH8|D2NUH8_DROME Protein Wnt OS=Drosophila melanogaster OX=7227 GN=Wnt4 PE=2 SV=1, Drosophila_melanogaster_sp_P40589_WNT4_DROME sp|P40589|WNT4_DROME Protein Wnt-4 OS=Drosophila melanogaster OX=7227 GN=Wnt4 PE=2 SV=2	Danio_rerio_tr_B6V3E2_B6V3E2_DANRE tr|B6V3E2|B6V3E2_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=wnt9b PE=2 SV=1, Danio_rerio_tr_B6V3E1_B6V3E1_DANRE tr|B6V3E1|B6V3E1_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=zgc_153617 PE=2 SV=1, Danio_rerio_tr_Q0P406_Q0P406_DANRE tr|Q0P406|Q0P406_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=zgc_153617 PE=2 SV=1
OG0000014	Drosophila_melanogaster_tr_E1JHP3_E1JHP3_DROME tr|E1JHP3|E1JHP3_DROME No long nerve cord_ isoform D OS=Drosophila melanogaster OX=7227 GN=nolo PE=1 SV=1, Drosophila_melanogaster_tr_Q0E8N3_Q0E8N3_DROME tr|Q0E8N3|Q0E8N3_DROME No long nerve cord_ isoform C OS=Drosophila melanogaster OX=7227 GN=nolo PE=1 SV=1, Drosophila_melanogaster_tr_X2JAM1_X2JAM1_DROME tr|X2JAM1|X2JAM1_DROME No long nerve cord_ isoform G OS=Drosophila melanogaster OX=7227 GN=nolo PE=1 SV=1, Drosophila_melanogaster_tr_Q8MRW9_Q8MRW9_DROME tr|Q8MRW9|Q8MRW9_DROME SD16815p OS=Drosophila melanogaster OX=7227 GN=nolo PE=2 SV=1, Drosophila_melanogaster_tr_Q9V9Q7_Q9V9Q7_DROME tr|Q9V9Q7|Q9V9Q7_DROME No long nerve cord_ isoform A OS=Drosophila melanogaster OX=7227 GN=nolo PE=1 SV=2, Drosophila_melanogaster_tr_X2JEX4_X2JEX4_DROME tr|X2JEX4|X2JEX4_DROME No long nerve cord_ isoform F OS=Drosophila melanogaster OX=7227 GN=nolo PE=1 SV=1, Drosophila_melanogaster_tr_Q9V9Q9_Q9V9Q9_DROME tr|Q9V9Q9|Q9V9Q9_DROME GH19218p OS=Drosophila melanogaster OX=7227 GN=nolo PE=1 SV=2	Danio_rerio_tr_E7FBX1_E7FBX1_DANRE tr|E7FBX1|E7FBX1_DANRE ADAMTS-like 3 OS=Danio rerio OX=7955 GN=adamtsl3 PE=4 SV=3
OG0000014	Drosophila_melanogaster_sp_Q868Z9_PPN_DROME sp|Q868Z9|PPN_DROME Papilin OS=Drosophila melanogaster OX=7227 GN=Ppn PE=1 SV=2	Danio_rerio_tr_Q503V4_Q503V4_DANRE tr|Q503V4|Q503V4_DANRE Papilin b_ proteoglycan-like sulfated glycoprotein OS=Danio rerio OX=7955 GN=wu_fi31b03 PE=2 SV=1
OG0000014	Drosophila_melanogaster_tr_A0A0B4KHK4_A0A0B4KHK4_DROME tr|A0A0B4KHK4|A0A0B4KHK4_DROME ADAM metallopeptidase with thrombospondin type 1 motif A_ isoform C OS=Drosophila melanogaster OX=7227 GN=AdamTS-A PE=4 SV=1, Drosophila_melanogaster_tr_Q7KSH7_Q7KSH7_DROME tr|Q7KSH7|Q7KSH7_DROME ADAM metallopeptidase with thrombospondin type 1 motif A_ isoform E OS=Drosophila melanogaster OX=7227 GN=AdamTS-A PE=4 SV=1, Drosophila_melanogaster_tr_Q8SXB0_Q8SXB0_DROME tr|Q8SXB0|Q8SXB0_DROME ADAM metallopeptidase with thrombospondin type 1 motif A_ isoform B OS=Drosophila melanogaster OX=7227 GN=AdamTS-A PE=2 SV=1	Danio_rerio_tr_G3G3K0_G3G3K0_DANRE tr|G3G3K0|G3G3K0_DANRE A disintegrin and metalloproteinase with thrombospondin motifs 9 OS=Danio rerio OX=7955 GN=adamts9 PE=2 SV=1
OG0000016	Drosophila_melanogaster_sp_Q8MPP3_D2MP_DROME sp|Q8MPP3|D2MP_DROME Matrix metalloproteinase-2 OS=Drosophila melanogaster OX=7227 GN=Mmp2 PE=2 SV=1	Danio_rerio_tr_F1QCX8_F1QCX8_DANRE tr|F1QCX8|F1QCX8_DANRE Matrix metallopeptidase 13a OS=Danio rerio OX=7955 GN=cb1034 PE=3 SV=2, Danio_rerio_tr_E7F3C3_E7F3C3_DANRE tr|E7F3C3|E7F3C3_DANRE Matrilysin-like OS=Danio rerio OX=7955 GN=mmp20b PE=3 SV=2, Danio_rerio_tr_A0A8M9Q3Z2_A0A8M9Q3Z2_DANRE tr|A0A8M9Q3Z2|A0A8M9Q3Z2_DANRE Matrix metallopeptidase 11a OS=Danio rerio OX=7955 GN=mmp11a PE=3 SV=1, Danio_rerio_tr_Q7T2J2_Q7T2J2_DANRE tr|Q7T2J2|Q7T2J2_DANRE Matrix metalloproteinase 14 _Membrane-inserted_ alpha OS=Danio rerio OX=7955 GN=wu_fb72b09 PE=2 SV=1, Danio_rerio_tr_Q7T2J1_Q7T2J1_DANRE tr|Q7T2J1|Q7T2J1_DANRE Matrix metalloproteinase-14 precursor OS=Danio rerio OX=7955 GN=MT-MMPbeta PE=2 SV=1, Danio_rerio_tr_B0R0I1_B0R0I1_DANRE tr|B0R0I1|B0R0I1_DANRE Matrix metallopeptidase 14b _membrane-inserted_ OS=Danio rerio OX=7955 GN=MT-MMPbeta PE=1 SV=1, Danio_rerio_tr_E9QIX9_E9QIX9_DANRE tr|E9QIX9|E9QIX9_DANRE Matrix metallopeptidase 24 OS=Danio rerio OX=7955 GN=mmp24 PE=3 SV=1, Danio_rerio_tr_F1R8N4_F1R8N4_DANRE tr|F1R8N4|F1R8N4_DANRE Matrix metallopeptidase 16b _membrane-inserted_ OS=Danio rerio OX=7955 GN=mmp16b PE=3 SV=1, Danio_rerio_tr_E7FFQ4_E7FFQ4_DANRE tr|E7FFQ4|E7FFQ4_DANRE Matrix metallopeptidase 15a OS=Danio rerio OX=7955 GN=mmp15a PE=3 SV=1, Danio_rerio_tr_A0A0R4IB00_A0A0R4IB00_DANRE tr|A0A0R4IB00|A0A0R4IB00_DANRE Matrix metallopeptidase 17b OS=Danio rerio OX=7955 GN=mmp17b PE=3 SV=1
OG0000017	Drosophila_melanogaster_tr_Q8MPN6_Q8MPN6_DROME tr|Q8MPN6|Q8MPN6_DROME Serpin 4 OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q8MPN8_Q8MPN8_DROME tr|Q8MPN8|Q8MPN8_DROME Serpin 4 OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q8MPN7_Q8MPN7_DROME tr|Q8MPN7|Q8MPN7_DROME GH08104p OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q8MPN5_Q8MPN5_DROME tr|Q8MPN5|Q8MPN5_DROME Serpin 4 OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q9U1I5_Q9U1I5_DROME tr|Q9U1I5|Q9U1I5_DROME Serine protease inhibitor _Serpin-4_ OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=2 SV=1, Drosophila_melanogaster_tr_Q7K8Y3_Q7K8Y3_DROME tr|Q7K8Y3|Q7K8Y3_DROME IP16419p OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q7K8Y5_Q7K8Y5_DROME tr|Q7K8Y5|Q7K8Y5_DROME Serpin 4 OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q8MM39_Q8MM39_DROME tr|Q8MM39|Q8MM39_DROME RE31022p OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q8MM49_Q8MM49_DROME tr|Q8MM49|Q8MM49_DROME Serpin 4 OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q8T0M5_Q8T0M5_DROME tr|Q8T0M5|Q8T0M5_DROME GH21896p OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=2 SV=1, Drosophila_melanogaster_tr_Q7JV69_Q7JV69_DROME tr|Q7JV69|Q7JV69_DROME SD11922p OS=Drosophila melanogaster OX=7227 GN=Spn55B PE=1 SV=1, Drosophila_melanogaster_tr_A1Z6R4_A1Z6R4_DROME tr|A1Z6R4|A1Z6R4_DROME Serpin 42Dc_ isoform A OS=Drosophila melanogaster OX=7227 GN=Spn42Dc PE=1 SV=1, Drosophila_melanogaster_tr_Q8T3Z2_Q8T3Z2_DROME tr|Q8T3Z2|Q8T3Z2_DROME AT24862p OS=Drosophila melanogaster OX=7227 GN=Spn42Dc PE=2 SV=1, Drosophila_melanogaster_tr_Q8SZF4_Q8SZF4_DROME tr|Q8SZF4|Q8SZF4_DROME RE02548p OS=Drosophila melanogaster OX=7227 GN=Spn42De PE=2 SV=1, Drosophila_melanogaster_tr_A0A0B4K6Q4_A0A0B4K6Q4_DROME tr|A0A0B4K6Q4|A0A0B4K6Q4_DROME Serpin 42De_ isoform B OS=Drosophila melanogaster OX=7227 GN=Spn42De PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U3_Q6V6U3_DROME tr|Q6V6U3|Q6V6U3_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U5_Q6V6U5_DROME tr|Q6V6U5|Q6V6U5_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U7_Q6V6U7_DROME tr|Q6V6U7|Q6V6U7_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6V0_Q6V6V0_DROME tr|Q6V6V0|Q6V6V0_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U8_Q6V6U8_DROME tr|Q6V6U8|Q6V6U8_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U4_Q6V6U4_DROME tr|Q6V6U4|Q6V6U4_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U2_Q6V6U2_DROME tr|Q6V6U2|Q6V6U2_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U1_Q6V6U1_DROME tr|Q6V6U1|Q6V6U1_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U9_Q6V6U9_DROME tr|Q6V6U9|Q6V6U9_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U6_Q6V6U6_DROME tr|Q6V6U6|Q6V6U6_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q7JWX3_Q7JWX3_DROME tr|Q7JWX3|Q7JWX3_DROME GH10112p OS=Drosophila melanogaster OX=7227 GN=nec PE=1 SV=1, Drosophila_melanogaster_tr_Q9U5W7_Q9U5W7_DROME tr|Q9U5W7|Q9U5W7_DROME Serpin_ putative OS=Drosophila melanogaster OX=7227 GN=nec PE=2 SV=1, Drosophila_melanogaster_tr_Q7KA66_Q7KA66_DROME tr|Q7KA66|Q7KA66_DROME Serpin 43Aa OS=Drosophila melanogaster OX=7227 GN=Spn43Aa PE=1 SV=1, Drosophila_melanogaster_tr_Q8MQZ7_Q8MQZ7_DROME tr|Q8MQZ7|Q8MQZ7_DROME LP08647p _Fragment_ OS=Drosophila melanogaster OX=7227 GN=Spn43Aa PE=2 SV=1, Drosophila_melanogaster_tr_Q0E8V6_Q0E8V6_DROME tr|Q0E8V6|Q0E8V6_DROME Serpin 28Da OS=Drosophila melanogaster OX=7227 GN=Spn28Da PE=3 SV=1, Drosophila_melanogaster_tr_X2JAJ8_X2JAJ8_DROME tr|X2JAJ8|X2JAJ8_DROME Serpin 38F_ isoform B OS=Drosophila melanogaster OX=7227 GN=Spn38F PE=3 SV=1, Drosophila_melanogaster_tr_Q8MSJ3_Q8MSJ3_DROME tr|Q8MSJ3|Q8MSJ3_DROME GH09216p OS=Drosophila melanogaster OX=7227 GN=Spn38F PE=2 SV=1, Drosophila_melanogaster_tr_Q9VII7_Q9VII7_DROME tr|Q9VII7|Q9VII7_DROME Serpin 38F_ isoform A OS=Drosophila melanogaster OX=7227 GN=Spn38F PE=3 SV=3, Drosophila_melanogaster_tr_Q9U1I6_Q9U1I6_DROME tr|Q9U1I6|Q9U1I6_DROME Serine protease inhibitor _Serpin-3_ OS=Drosophila melanogaster OX=7227 GN=Spn38F PE=2 SV=1, Drosophila_melanogaster_tr_Q9VLQ7_Q9VLQ7_DROME tr|Q9VLQ7|Q9VLQ7_DROME Serpin 28F OS=Drosophila melanogaster OX=7227 GN=Spn28F PE=3 SV=2, Drosophila_melanogaster_tr_Q8MSJ4_Q8MSJ4_DROME tr|Q8MSJ4|Q8MSJ4_DROME GH08778p OS=Drosophila melanogaster OX=7227 GN=Spn28F PE=2 SV=1, Drosophila_melanogaster_tr_Q9U1I7_Q9U1I7_DROME tr|Q9U1I7|Q9U1I7_DROME Serine protease inhibitor _Serpin-2_ OS=Drosophila melanogaster OX=7227 GN=Spn28F PE=2 SV=1, Drosophila_melanogaster_tr_Q9VLZ8_Q9VLZ8_DROME tr|Q9VLZ8|Q9VLZ8_DROME Serpin 28B_ isoform A OS=Drosophila melanogaster OX=7227 GN=Spn28B PE=3 SV=2, Drosophila_melanogaster_sp_Q7YTY6_SP42D_DROME sp|Q7YTY6|SP42D_DROME Serine protease inhibitor 42Dd OS=Drosophila melanogaster OX=7227 GN=Spn42Dd PE=2 SV=1	Danio_rerio_tr_B3DJI9_B3DJI9_DANRE tr|B3DJI9|B3DJI9_DANRE Neuroserpin precursor OS=Danio rerio OX=7955 GN=si_ch211-167c22.4 PE=2 SV=1, Danio_rerio_tr_A8WGQ0_A8WGQ0_DANRE tr|A8WGQ0|A8WGQ0_DANRE Plasminogen activator inhibitor 1 precursor OS=Danio rerio OX=7955 GN=si_ch211-138a11.1 PE=2 SV=1, Danio_rerio_tr_F1QRB8_F1QRB8_DANRE tr|F1QRB8|F1QRB8_DANRE Plasminogen activator inhibitor 1 OS=Danio rerio OX=7955 GN=PAI-1 PE=1 SV=1, Danio_rerio_tr_Q7ZVL5_Q7ZVL5_DANRE tr|Q7ZVL5|Q7ZVL5_DANRE Glia-derived nexin precursor OS=Danio rerio OX=7955 GN=zgc_55929 PE=2 SV=1, Danio_rerio_sp_B0UYL8_SERP3_DANRE sp|B0UYL8|SERP3_DANRE Probable serpin E3 OS=Danio rerio OX=7955 GN=serpine3 PE=3 SV=1, Danio_rerio_tr_Q8AYE3_Q8AYE3_DANRE tr|Q8AYE3|Q8AYE3_DANRE Antithrombin OS=Danio rerio OX=7955 GN=wu_fb18f10 PE=1 SV=1, Danio_rerio_tr_Q5RIK7_Q5RIK7_DANRE tr|Q5RIK7|Q5RIK7_DANRE Serpin peptidase inhibitor_ clade B _ovalbumin__ member 1_-like 2 OS=Danio rerio OX=7955 GN=zgc_56075 PE=2 SV=1, Danio_rerio_tr_Q6DG30_Q6DG30_DANRE tr|Q6DG30|Q6DG30_DANRE Serpin peptidase inhibitor_ clade B _Ovalbumin__ member 1 OS=Danio rerio OX=7955 GN=si_dkey-177p2.12 PE=1 SV=1
OG0000017	Drosophila_melanogaster_sp_Q9V3N1_SP27A_DROME sp|Q9V3N1|SP27A_DROME Serine protease inhibitor 27A OS=Drosophila melanogaster OX=7227 GN=Spn27A PE=1 SV=1, Drosophila_melanogaster_sp_Q0E8C8_SP77B_DROME sp|Q0E8C8|SP77B_DROME Serine protease inhibitor 77Ba OS=Drosophila melanogaster OX=7227 GN=Spn77Ba PE=2 SV=1	Danio_rerio_tr_A4IG87_A4IG87_DANRE tr|A4IG87|A4IG87_DANRE Protein Z-dependent protease inhibitor precursor OS=Danio rerio OX=7955 GN=si_dkey-85n7.5 PE=2 SV=1, Danio_rerio_tr_Q8JH29_Q8JH29_DANRE tr|Q8JH29|Q8JH29_DANRE Angiotensinogen OS=Danio rerio OX=7955 GN=wu_fb62f06 PE=2 SV=1, Danio_rerio_tr_Q5SPJ4_Q5SPJ4_DANRE tr|Q5SPJ4|Q5SPJ4_DANRE Serine _Or cysteine_ proteinase inhibitor_ clade A _Alpha-1 antiproteinase_ antitrypsin__ member 1 OS=Danio rerio OX=7955 GN=wu_fb61c07 PE=1 SV=1, Danio_rerio_tr_F8W5C3_F8W5C3_DANRE tr|F8W5C3|F8W5C3_DANRE Serpin peptidase inhibitor_ clade A _Alpha-1 antiproteinase_ antitrypsin__ member 7 precursor OS=Danio rerio OX=7955 GN=zgc_103617 PE=1 SV=1, Danio_rerio_tr_B0V3R7_B0V3R7_DANRE tr|B0V3R7|B0V3R7_DANRE Heparin cofactor 2 isoform X1 OS=Danio rerio OX=7955 GN=HCII PE=3 SV=1, Danio_rerio_tr_Q8AYE2_Q8AYE2_DANRE tr|Q8AYE2|Q8AYE2_DANRE Heparin cofactor 2 precursor OS=Danio rerio OX=7955 GN=HCII PE=2 SV=1, Danio_rerio_tr_B0V2R7_B0V2R7_DANRE tr|B0V2R7|B0V2R7_DANRE Plasma protease C1 inhibitor precursor OS=Danio rerio OX=7955 GN=C1IN PE=1 SV=1, Danio_rerio_tr_A1A5Y8_A1A5Y8_DANRE tr|A1A5Y8|A1A5Y8_DANRE Alpha-2-antiplasmin precursor OS=Danio rerio OX=7955 GN=zgc_158410 PE=2 SV=1, Danio_rerio_tr_F6NQ58_F6NQ58_DANRE tr|F6NQ58|F6NQ58_DANRE Alpha-2-antiplasmin OS=Danio rerio OX=7955 GN=serpinf2a PE=3 SV=1
OG0000019	Drosophila_melanogaster_tr_Q9XZ62_Q9XZ62_DROME tr|Q9XZ62|Q9XZ62_DROME Myoglianin OS=Drosophila melanogaster OX=7227 GN=myo PE=2 SV=1, Drosophila_melanogaster_tr_Q9V4F4_Q9V4F4_DROME tr|Q9V4F4|Q9V4F4_DROME LD29161p OS=Drosophila melanogaster OX=7227 GN=myo PE=2 SV=1	Danio_rerio_tr_Q68IN2_Q68IN2_DANRE tr|Q68IN2|Q68IN2_DANRE Growth/differentiation factor 8 OS=Danio rerio OX=7955 GN=gdf8l PE=2 SV=1, Danio_rerio_sp_O42222_GDF8_DANRE sp|O42222|GDF8_DANRE Growth/differentiation factor 8 OS=Danio rerio OX=7955 GN=mstnb PE=2 SV=2, Danio_rerio_tr_Q8JFP9_Q8JFP9_DANRE tr|Q8JFP9|Q8JFP9_DANRE Gdf11-like OS=Danio rerio OX=7955 GN=gdf11 PE=2 SV=2
OG0000019	Drosophila_melanogaster_sp_O61643_INHB_DROME sp|O61643|INHB_DROME Inhibin beta chain OS=Drosophila melanogaster OX=7227 GN=Actbeta PE=1 SV=2	Danio_rerio_tr_A1L1T8_A1L1T8_DANRE tr|A1L1T8|A1L1T8_DANRE Inhibin beta A chain precursor OS=Danio rerio OX=7955 GN=inhbal PE=2 SV=1, Danio_rerio_tr_Q8QGE3_Q8QGE3_DANRE tr|Q8QGE3|Q8QGE3_DANRE Activin beta A subunit OS=Danio rerio OX=7955 GN=wu_fk40h12 PE=2 SV=1, Danio_rerio_tr_Q90261_Q90261_DANRE tr|Q90261|Q90261_DANRE Inhibin beta B chain OS=Danio rerio OX=7955 GN=ZactbetaB PE=2 SV=1, Danio_rerio_tr_B0S7E0_B0S7E0_DANRE tr|B0S7E0|B0S7E0_DANRE Inhibin beta B chain OS=Danio rerio OX=7955 GN=actbb PE=2 SV=1
OG0000019	Drosophila_melanogaster_tr_X2JB15_X2JB15_DROME tr|X2JB15|X2JB15_DROME Screw_ isoform B OS=Drosophila melanogaster OX=7227 GN=scw PE=3 SV=1, Drosophila_melanogaster_sp_P54631_SCW_DROME sp|P54631|SCW_DROME Protein screw OS=Drosophila melanogaster OX=7227 GN=scw PE=2 SV=2, Drosophila_melanogaster_sp_P27091_60A_DROME sp|P27091|60A_DROME Protein 60A OS=Drosophila melanogaster OX=7227 GN=gbb PE=1 SV=1, Drosophila_melanogaster_tr_A0A0B4LGA7_A0A0B4LGA7_DROME tr|A0A0B4LGA7|A0A0B4LGA7_DROME Glass bottom boat_ isoform B OS=Drosophila melanogaster OX=7227 GN=gbb PE=3 SV=1	Danio_rerio_tr_Q1LWW7_Q1LWW7_DANRE tr|Q1LWW7|Q1LWW7_DANRE Bone morphogenetic protein 8A OS=Danio rerio OX=7955 GN=bmp8 PE=3 SV=1, Danio_rerio_tr_Q7T288_Q7T288_DANRE tr|Q7T288|Q7T288_DANRE Bone morphogenetic protein 5 OS=Danio rerio OX=7955 GN=bmp5l PE=2 SV=1, Danio_rerio_tr_Q5CZV5_Q5CZV5_DANRE tr|Q5CZV5|Q5CZV5_DANRE Bmp6 protein OS=Danio rerio OX=7955 GN=zgc_113595 PE=2 SV=1, Danio_rerio_tr_Q9PTF9_Q9PTF9_DANRE tr|Q9PTF9|Q9PTF9_DANRE Bone morphogenetic protein 7 OS=Danio rerio OX=7955 GN=Bmp7 PE=2 SV=1, Danio_rerio_tr_Q08CJ5_Q08CJ5_DANRE tr|Q08CJ5|Q08CJ5_DANRE Bone morphogenetic protein 7 OS=Danio rerio OX=7955 GN=zgc_153025 PE=2 SV=1, Danio_rerio_tr_F1QD07_F1QD07_DANRE tr|F1QD07|F1QD07_DANRE Bone morphogenetic protein 7 isoform X1 OS=Danio rerio OX=7955 GN=zgc_153025 PE=3 SV=1
OG0000019	Drosophila_melanogaster_sp_P07713_DECA_DROME sp|P07713|DECA_DROME Protein decapentaplegic OS=Drosophila melanogaster OX=7227 GN=dpp PE=1 SV=2	Danio_rerio_tr_O57574_O57574_DANRE tr|O57574|O57574_DANRE Bone genetic protein 4 OS=Danio rerio OX=7955 GN=zBMP-4 PE=2 SV=1, Danio_rerio_tr_O13109_O13109_DANRE tr|O13109|O13109_DANRE BMP2 OS=Danio rerio OX=7955 GN=BMP2 PE=2 SV=1, Danio_rerio_tr_O93369_O93369_DANRE tr|O93369|O93369_DANRE Bone morphogenetic protein 2 OS=Danio rerio OX=7955 GN=BMP2b PE=2 SV=1
OG0000021	Drosophila_melanogaster_sp_A1Z877_NDG_DROME sp|A1Z877|NDG_DROME Nidogen OS=Drosophila melanogaster OX=7227 GN=Ndg PE=1 SV=1	Danio_rerio_tr_F1RAG3_F1RAG3_DANRE tr|F1RAG3|F1RAG3_DANRE Nidogen 1a OS=Danio rerio OX=7955 GN=nid1a PE=1 SV=2
OG0000022	Drosophila_melanogaster_sp_Q9VXG4_ANX11_DROME sp|Q9VXG4|ANX11_DROME Annexin B11 OS=Drosophila melanogaster OX=7227 GN=AnxB11 PE=2 SV=2, Drosophila_melanogaster_tr_A0A0B4KH34_A0A0B4KH34_DROME tr|A0A0B4KH34|A0A0B4KH34_DROME Annexin OS=Drosophila melanogaster OX=7227 GN=AnxB9 PE=1 SV=1, Drosophila_melanogaster_sp_P22464_ANXB9_DROME sp|P22464|ANXB9_DROME Annexin B9 OS=Drosophila melanogaster OX=7227 GN=AnxB9 PE=1 SV=2, Drosophila_melanogaster_sp_P22465_ANX10_DROME sp|P22465|ANX10_DROME Annexin B10 OS=Drosophila melanogaster OX=7227 GN=AnxB10 PE=2 SV=3	Danio_rerio_tr_Q803A1_Q803A1_DANRE tr|Q803A1|Q803A1_DANRE Annexin OS=Danio rerio OX=7955 GN=ANX V PE=1 SV=1, Danio_rerio_tr_A8WG37_A8WG37_DANRE tr|A8WG37|A8WG37_DANRE Annexin OS=Danio rerio OX=7955 GN=zgc_172159 PE=2 SV=1, Danio_rerio_tr_A8KBY8_A8KBY8_DANRE tr|A8KBY8|A8KBY8_DANRE Annexin OS=Danio rerio OX=7955 GN=anx6 PE=1 SV=1, Danio_rerio_tr_A8E5G1_A8E5G1_DANRE tr|A8E5G1|A8E5G1_DANRE Annexin OS=Danio rerio OX=7955 GN=anx2b PE=1 SV=1, Danio_rerio_tr_Q804G9_Q804G9_DANRE tr|Q804G9|Q804G9_DANRE Annexin OS=Danio rerio OX=7955 GN=anx2a PE=1 SV=1, Danio_rerio_tr_Q804H1_Q804H1_DANRE tr|Q804H1|Q804H1_DANRE Annexin OS=Danio rerio OX=7955 GN=zgc_109778 PE=1 SV=1, Danio_rerio_tr_Q804H0_Q804H0_DANRE tr|Q804H0|Q804H0_DANRE Annexin OS=Danio rerio OX=7955 GN=ANX Ic PE=1 SV=1, Danio_rerio_tr_Q804H2_Q804H2_DANRE tr|Q804H2|Q804H2_DANRE Annexin OS=Danio rerio OX=7955 GN=anx1a PE=1 SV=1, Danio_rerio_tr_Q804G7_Q804G7_DANRE tr|Q804G7|Q804G7_DANRE Annexin OS=Danio rerio OX=7955 GN=ANXIV PE=1 SV=1, Danio_rerio_tr_Q804G3_Q804G3_DANRE tr|Q804G3|Q804G3_DANRE Annexin OS=Danio rerio OX=7955 GN=anx11b PE=1 SV=1, Danio_rerio_tr_B8A4V2_B8A4V2_DANRE tr|B8A4V2|B8A4V2_DANRE Annexin OS=Danio rerio OX=7955 GN=ANX-XIa PE=1 SV=1, Danio_rerio_tr_Q7T391_Q7T391_DANRE tr|Q7T391|Q7T391_DANRE Annexin OS=Danio rerio OX=7955 GN=ANX-XIa PE=1 SV=1, Danio_rerio_tr_Q66ID8_Q66ID8_DANRE tr|Q66ID8|Q66ID8_DANRE Annexin OS=Danio rerio OX=7955 GN=anxa3 PE=1 SV=1, Danio_rerio_tr_Q5U369_Q5U369_DANRE tr|Q5U369|Q5U369_DANRE Annexin OS=Danio rerio OX=7955 GN=zgc_92888 PE=1 SV=1, Danio_rerio_tr_A8E5E5_A8E5E5_DANRE tr|A8E5E5|A8E5E5_DANRE Annexin OS=Danio rerio OX=7955 GN=anxa3b PE=2 SV=1
