HOG	OG	Gene Tree Parent Clade	Choanozoa_Choanoflagellatea_Monosiga_brevicollis	Choanozoa_Choanoflagellatea_Salpingoeca_rosetta	Chordata_Amphioxiformes_Branchiostoma_belcheri	Chordata_Amphioxiformes_Branchiostoma_floridae	Chordata_Amphioxiformes_Branchiostoma_lanceolatum	Chordata_Vertebrata_Bos_taurus	Chordata_Vertebrata_Coturnix_japonica	Chordata_Vertebrata_Danio_rerio	Chordata_Vertebrata_Homo_sapiens	Chordata_Vertebrata_Mus_musculus	Cnidaria_Anthozoa_Acropora_digitifera	Cnidaria_Anthozoa_Exaiptasia_diaphana	Cnidaria_Anthozoa_Nematostella_vectensis	Cnidaria_Anthozoa_Porites_asteroides	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Xenia_spec	Cnidaria_Cubozoa_Morbakka_virulenta	Cnidaria_Hydrozoa_Clytia_hemispherica	Cnidaria_Hydrozoa_Hydra_vulgaris	Cnidaria_Myxozoa_Thelohanellus_kitauei	Cnidaria_Scyphozoa_Aurelia_aurita	Cnidaria_Staurozoa_Calvadosia_cruxmelitensis	Ctenophora_Nuda_Beroe_ovata	Ctenophora_Tentaculata_Mnemiopsis_leidyi	Ctenophora_Tentaculata_Pleurobrachia_bachei	Insecta_Diptera_Drosophila_melanogaster	Nematoda_Chromadorea_Caenorhabditis_elegans	Placozoa_Trichoplacidae_Trichoplax_spec-H2	Placozoa_Trichoplacidae_Tricoplax_adhaerens	Platyhelminthes_Tricladida_Schmidtea_mediterranea	Porifera_Demospongiae_Amphimedon_queenslandica	Porifera_Demospongiae_Ephydatia_muelleri
N23.HOG0000303	OG0000008	n204												Exaiptasia_diaphana_XP_028516771.1 XP_028516771.1 fibropellin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893910.1 XP_020893910.1 oncoprotein-induced transcript 3 protein isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513086.1 XP_028513086.1 neurogenic locus Notch protein [Exaiptasia diaphana]	Nematostella_vectensis_NV2t023645001.1 NV2t023645001.1, Nematostella_vectensis_NV2t025393001.1 NV2t025393001.1																			
N23.HOG0000304	OG0000008	n210												Exaiptasia_diaphana_XP_028519038.1 XP_028519038.1 uncharacterized protein LOC110252550 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915034.1 XP_020915034.1 uncharacterized protein LOC110252550 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516912.1 XP_028516912.1 uromodulin-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518784.1 XP_028518784.1 cubilin-like [Exaiptasia diaphana]																				
N23.HOG0000305	OG0000008	n237													Nematostella_vectensis_NV2t006411001.1 NV2t006411001.1																			
N23.HOG0000306	OG0000008	n242												Exaiptasia_diaphana_XP_028513929.1 XP_028513929.1 uromodulin-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904484.1 XP_020904484.1 uromodulin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514431.1 XP_028514431.1 uromodulin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513931.1 XP_028513931.1 uncharacterized protein LOC114574740 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897911.1 XP_020897911.1 uromodulin [Exaiptasia diaphana]	Nematostella_vectensis_NV2t020124005.1 NV2t020124005.1, Nematostella_vectensis_NV2t020124003.1 NV2t020124003.1, Nematostella_vectensis_NV2t020124004.1 NV2t020124004.1, Nematostella_vectensis_NV2t020124002.1 NV2t020124002.1, Nematostella_vectensis_NV2t020124001.1 NV2t020124001.1, Nematostella_vectensis_NV2t008000001.1 NV2t008000001.1, Nematostella_vectensis_NV2t019957001.1 NV2t019957001.1																			
N23.HOG0000307	OG0000008	n305												Exaiptasia_diaphana_XP_028513637.1 XP_028513637.1 uncharacterized protein LOC110234972 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t017065001.1 NV2t017065001.1, Nematostella_vectensis_NV2t017065002.1 NV2t017065002.1																			
N23.HOG0000308	OG0000008	n323												Exaiptasia_diaphana_XP_020901125.1 XP_020901125.1 fibropellin-1_ partial [Exaiptasia diaphana]																				
N23.HOG0000309	OG0000008	n340													Nematostella_vectensis_NV2t023399001.1 NV2t023399001.1																			
N23.HOG0000310	OG0000008	n364												Exaiptasia_diaphana_XP_028513461.1 XP_028513461.1 neurogenic locus notch homolog protein 1 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t005917001.1 NV2t005917001.1																			
N23.HOG0000311	OG0000008	n377												Exaiptasia_diaphana_XP_028512553.1 XP_028512553.1 neurogenic locus notch homolog protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512554.1 XP_028512554.1 uncharacterized protein LOC110231339 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892013.1 XP_020892013.1 uncharacterized protein LOC110231339 isoform X2 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t006441001.1 NV2t006441001.1																			
N23.HOG0000312	OG0000008	n383												Exaiptasia_diaphana_XP_020901876.2 XP_020901876.2 fibropellin-1 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t006439001.1 NV2t006439001.1																			
N23.HOG0000313	OG0000008	n402												Exaiptasia_diaphana_XP_020895457.1 XP_020895457.1 neurogenic locus Notch protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895456.1 XP_020895456.1 LOW QUALITY PROTEIN_ fibropellin-1-like [Exaiptasia diaphana]																				
N23.HOG0000314	OG0000008	n404													Nematostella_vectensis_NV2t006022001.1 NV2t006022001.1																			
N23.HOG0000315	OG0000008	n407													Nematostella_vectensis_NV2t006021001.1 NV2t006021001.1																			
N23.HOG0000316	OG0000008	n410													Nematostella_vectensis_NV2t005918001.1 NV2t005918001.1, Nematostella_vectensis_NV2t005918002.1 NV2t005918002.1																			
N23.HOG0000317	OG0000008	n412												Exaiptasia_diaphana_XP_028513462.1 XP_028513462.1 neurogenic locus notch homolog protein 1 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t005916001.1 NV2t005916001.1																			
N23.HOG0000318	OG0000008	n435													Nematostella_vectensis_NV2t006444001.1 NV2t006444001.1																			
N23.HOG0000319	OG0000008	n446													Nematostella_vectensis_NV2t024543001.1 NV2t024543001.1, Nematostella_vectensis_NV2t021526001.1 NV2t021526001.1, Nematostella_vectensis_NV2t003407001.1 NV2t003407001.1																			
N23.HOG0000320	OG0000008	n465												Exaiptasia_diaphana_XP_028518339.1 XP_028518339.1 protein crumbs homolog 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517733.1 XP_028517733.1 neurogenic locus notch homolog protein 1 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t025661003.1 NV2t025661003.1, Nematostella_vectensis_NV2t025661002.1 NV2t025661002.1, Nematostella_vectensis_NV2t025659003.1 NV2t025659003.1, Nematostella_vectensis_NV2t025659001.1 NV2t025659001.1, Nematostella_vectensis_NV2t025659004.1 NV2t025659004.1, Nematostella_vectensis_NV2t025659002.1 NV2t025659002.1, Nematostella_vectensis_NV2t025658001.1 NV2t025658001.1																			
N23.HOG0000321	OG0000008	n503												Exaiptasia_diaphana_XP_020895618.2 XP_020895618.2 sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t005960001.1 NV2t005960001.1, Nematostella_vectensis_NV2t005962001.1 NV2t005962001.1																			
N23.HOG0000322	OG0000008	n505												Exaiptasia_diaphana_XP_028519364.1 XP_028519364.1 neurogenic locus notch homolog protein 1 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t023650001.1 NV2t023650001.1, Nematostella_vectensis_NV2t015698001.1 NV2t015698001.1, Nematostella_vectensis_NV2t015715001.1 NV2t015715001.1, Nematostella_vectensis_NV2t015716001.1 NV2t015716001.1																			
N23.HOG0000323	OG0000008	n519													Nematostella_vectensis_NV2t010691006.1 NV2t010691006.1, Nematostella_vectensis_NV2t010691005.1 NV2t010691005.1																			
N23.HOG0000324	OG0000008	n522													Nematostella_vectensis_NV2t010691003.1 NV2t010691003.1, Nematostella_vectensis_NV2t010691007.1 NV2t010691007.1																			
N23.HOG0000325	OG0000008	n524												Exaiptasia_diaphana_XP_028516250.1 XP_028516250.1 fibropellin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907949.1 XP_020907949.1 fibropellin-1_ partial [Exaiptasia diaphana]																				
N23.HOG0000326	OG0000008	n546												Exaiptasia_diaphana_XP_028515036.1 XP_028515036.1 fibrillin-2 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t019209001.1 NV2t019209001.1																			
N23.HOG0000327	OG0000008	n552													Nematostella_vectensis_NV2t024285001.1 NV2t024285001.1, Nematostella_vectensis_NV2t024286001.1 NV2t024286001.1, Nematostella_vectensis_NV2t013001001.1 NV2t013001001.1																			
N23.HOG0000328	OG0000008	n569												Exaiptasia_diaphana_XP_020916542.1 XP_020916542.1 fibropellin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898504.2 XP_020898504.2 uncharacterized protein LOC110237252 [Exaiptasia diaphana]																				
N23.HOG0000329	OG0000008	n579													Nematostella_vectensis_NV2t022145001.1 NV2t022145001.1, Nematostella_vectensis_NV2t006034001.1 NV2t006034001.1																			
N23.HOG0000330	OG0000008	n600												Exaiptasia_diaphana_XP_028513439.1 XP_028513439.1 fibulin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912929.2 XP_020912929.2 protein kinase C-binding protein NELL2-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911361.1 XP_020911361.1 fibropellin-1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911360.1 XP_020911360.1 fibropellin-1 isoform X1 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t010370001.1 NV2t010370001.1, Nematostella_vectensis_NV2t010398001.1 NV2t010398001.1, Nematostella_vectensis_NV2t010398002.1 NV2t010398002.1																			
N23.HOG0000331	OG0000008	n619												Exaiptasia_diaphana_XP_020917270.2 XP_020917270.2 neurogenic locus notch homolog protein 1-like_ partial [Exaiptasia diaphana]																				
N23.HOG0000332	OG0000008	n637													Nematostella_vectensis_NV2t017951001.1 NV2t017951001.1																			
N23.HOG0000333	OG0000008	n643												Exaiptasia_diaphana_XP_020901168.1 XP_020901168.1 fibropellin-1 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t010371001.1 NV2t010371001.1																			
N23.HOG0000334	OG0000008	n645												Exaiptasia_diaphana_XP_028519126.1 XP_028519126.1 uncharacterized threonine-rich GPI-anchored glycoprotein PJ4664.02 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906392.1 XP_020906392.1 fibropellin-1_ partial [Exaiptasia diaphana]																				
N23.HOG0000335	OG0000009	n2												Exaiptasia_diaphana_XP_020913923.2 XP_020913923.2 CUB domain-containing protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913902.1 XP_020913902.1 procollagen C-endopeptidase enhancer 2 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t018837001.1 NV2t018837001.1, Nematostella_vectensis_NV2t017853001.1 NV2t017853001.1																			
N23.HOG0000336	OG0000009	n11												Exaiptasia_diaphana_XP_028518752.1 XP_028518752.1 uncharacterized protein LOC110251671 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914061.1 XP_020914061.1 uncharacterized protein LOC110251671 isoform X1 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t013293002.1 NV2t013293002.1, Nematostella_vectensis_NV2t013293001.1 NV2t013293001.1																			
N23.HOG0000337	OG0000009	n36												Exaiptasia_diaphana_XP_020911194.1 XP_020911194.1 tolloid-like protein 1 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t003100001.1 NV2t003100001.1																			
N23.HOG0000338	OG0000009	n40												Exaiptasia_diaphana_XP_020913508.1 XP_020913508.1 tolloid-like protein 2 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t021954001.1 NV2t021954001.1																			
N23.HOG0000339	OG0000009	n57												Exaiptasia_diaphana_XP_020902137.1 XP_020902137.1 nematocyst expressed protein 6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020891852.1 XP_020891852.1 uncharacterized protein LOC110231209 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512500.1 XP_028512500.1 uncharacterized protein LOC110231209 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512501.1 XP_028512501.1 uncharacterized protein LOC110231209 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512503.1 XP_028512503.1 uncharacterized protein LOC110231209 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512502.1 XP_028512502.1 uncharacterized protein LOC110231209 isoform X3 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t014830001.1 NV2t014830001.1, Nematostella_vectensis_NV2t014830002.1 NV2t014830002.1, Nematostella_vectensis_NV2t014356001.1 NV2t014356001.1																			
N23.HOG0000340	OG0000009	n157												Exaiptasia_diaphana_XP_028515415.1 XP_028515415.1 CUB and peptidase domain-containing protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515413.1 XP_028515413.1 ribosome-binding protein 1-like [Exaiptasia diaphana]	Nematostella_vectensis_NV2t014699001.1 NV2t014699001.1																			
N23.HOG0000341	OG0000009	n172													Nematostella_vectensis_NV2t003169001.1 NV2t003169001.1																			
N23.HOG0000342	OG0000009	n212												Exaiptasia_diaphana_XP_020917130.1 XP_020917130.1 tolloid-like protein 1 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t003026001.1 NV2t003026001.1, Nematostella_vectensis_NV2t002825001.1 NV2t002825001.1																			
N23.HOG0000343	OG0000009	n304												Exaiptasia_diaphana_XP_028518737.1 XP_028518737.1 protein SpAN [Exaiptasia diaphana]																				
N23.HOG0000344	OG0000009	n311												Exaiptasia_diaphana_XP_020914713.1 XP_020914713.1 tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914712.1 XP_020914712.1 tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914711.1 XP_020914711.1 tolloid-like protein 1 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t016314001.1 NV2t016314001.1, Nematostella_vectensis_NV2t016315002.1 NV2t016315002.1, Nematostella_vectensis_NV2t016315001.1 NV2t016315001.1																			
N23.HOG0000345	OG0000009	n317												Exaiptasia_diaphana_XP_028512601.1 XP_028512601.1 tolloid-like protein 2 [Exaiptasia diaphana]																				
N23.HOG0000346	OG0000009	n324												Exaiptasia_diaphana_XP_020905815.1 XP_020905815.1 tolloid-like protein 2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905817.2 XP_020905817.2 tolloid-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905818.2 XP_020905818.2 protein shisa-5-like_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905821.1 XP_020905821.1 tolloid-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905820.1 XP_020905820.1 tolloid-like protein 2 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t003625001.1 NV2t003625001.1																			
N23.HOG0000347	OG0000009	n337												Exaiptasia_diaphana_XP_028518116.1 XP_028518116.1 cubilin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911687.2 XP_020911687.2 cubilin-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902050.1 XP_020902050.1 tolloid-like protein 1 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t005224001.1 NV2t005224001.1																			
N23.HOG0000348	OG0000009	n353												Exaiptasia_diaphana_XP_020914019.1 XP_020914019.1 tolloid-like protein 1 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t002814001.1 NV2t002814001.1																			
N23.HOG0000349	OG0000009	n354												Exaiptasia_diaphana_XP_020905197.1 XP_020905197.1 tolloid-like protein 1 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t003167001.1 NV2t003167001.1, Nematostella_vectensis_NV2t003167002.1 NV2t003167002.1																			
N23.HOG0000350	OG0000009	n357												Exaiptasia_diaphana_XP_020913976.1 XP_020913976.1 cubilin [Exaiptasia diaphana]	Nematostella_vectensis_NV2t003698001.1 NV2t003698001.1																			
N23.HOG0000351	OG0000009	n363												Exaiptasia_diaphana_XP_020913978.1 XP_020913978.1 dorsal-ventral patterning tolloid-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913979.1 XP_020913979.1 dorsal-ventral patterning tolloid-like protein 1 isoform X2 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t003699001.1 NV2t003699001.1, Nematostella_vectensis_NV2t003699002.1 NV2t003699002.1, Nematostella_vectensis_NV2t003699003.1 NV2t003699003.1																			
N23.HOG0000352	OG0000009	n368												Exaiptasia_diaphana_XP_020909071.1 XP_020909071.1 tolloid-like protein 1 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t014373001.1 NV2t014373001.1																			
N23.HOG0000353	OG0000009	n426												Exaiptasia_diaphana_XP_028515218.1 XP_028515218.1 dorsal-ventral patterning tolloid-like protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515217.1 XP_028515217.1 dorsal-ventral patterning tolloid-like protein 1 isoform X1 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t001391003.1 NV2t001391003.1, Nematostella_vectensis_NV2t001391002.1 NV2t001391002.1, Nematostella_vectensis_NV2t001391001.1 NV2t001391001.1																			
N23.HOG0000354	OG0000009	n442												Exaiptasia_diaphana_XP_020906175.1 XP_020906175.1 CUB domain-containing protein 2 [Exaiptasia diaphana]																				
N23.HOG0000355	OG0000009	n451												Exaiptasia_diaphana_XP_020913999.1 XP_020913999.1 LOW QUALITY PROTEIN_ fibrillin-1-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518791.1 XP_028518791.1 LOW QUALITY PROTEIN_ fibrillin-1-like isoform X1 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t003735001.1 NV2t003735001.1																			
N23.HOG0000356	OG0000009	n456												Exaiptasia_diaphana_XP_020914029.1 XP_020914029.1 LOW QUALITY PROTEIN_ fibrillin-2-like isoform X5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518788.1 XP_028518788.1 LOW QUALITY PROTEIN_ fibrillin-2-like isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914027.1 XP_020914027.1 LOW QUALITY PROTEIN_ fibrillin-2-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518787.1 XP_028518787.1 LOW QUALITY PROTEIN_ fibrillin-2-like isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518786.1 XP_028518786.1 LOW QUALITY PROTEIN_ fibrillin-2-like isoform X1 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t003736003.1 NV2t003736003.1, Nematostella_vectensis_NV2t003736001.1 NV2t003736001.1, Nematostella_vectensis_NV2t003736002.1 NV2t003736002.1																			
N23.HOG0000357	OG0000009	n517												Exaiptasia_diaphana_XP_020892966.2 XP_020892966.2 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana]																				
N23.HOG0000358	OG0000009	n532												Exaiptasia_diaphana_XP_020907892.1 XP_020907892.1 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915055.1 XP_020915055.1 deleted in malignant brain tumors 1 protein_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916490.2 XP_020916490.2 adhesion G protein-coupled receptor E1-like_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515039.1 XP_028515039.1 CUB and sushi domain-containing protein 2-like [Exaiptasia diaphana]																				
N23.HOG0000359	OG0000010	n11												Exaiptasia_diaphana_XP_020914581.2 XP_020914581.2 basement membrane-specific heparan sulfate proteoglycan core protein [Exaiptasia diaphana]	Nematostella_vectensis_NV2t014905001.1 NV2t014905001.1, Nematostella_vectensis_NV2t014905002.1 NV2t014905002.1, Nematostella_vectensis_NV2t014905003.1 NV2t014905003.1																			
N23.HOG0000360	OG0000010	n76												Exaiptasia_diaphana_XP_028517944.1 XP_028517944.1 hemicentin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911214.1 XP_020911214.1 hemicentin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515088.1 XP_028515088.1 hemicentin-1-like [Exaiptasia diaphana]																				
N23.HOG0000361	OG0000010	n82												Exaiptasia_diaphana_XP_020899237.1 XP_020899237.1 roundabout homolog 1 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514562.1 XP_028514562.1 roundabout homolog 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899232.1 XP_020899232.1 roundabout homolog 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899235.1 XP_020899235.1 roundabout homolog 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899236.1 XP_020899236.1 roundabout homolog 1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899238.1 XP_020899238.1 roundabout homolog 1 isoform X5 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t021353001.1 NV2t021353001.1, Nematostella_vectensis_NV2t021353003.1 NV2t021353003.1																			
N23.HOG0000362	OG0000010	n144												Exaiptasia_diaphana_XP_020915443.2 XP_020915443.2 contactin-5-like [Exaiptasia diaphana]	Nematostella_vectensis_NV2t001116001.1 NV2t001116001.1																			
N23.HOG0000363	OG0000010	n153												Exaiptasia_diaphana_XP_028519700.1 XP_028519700.1 hemicentin-2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020917370.1 XP_020917370.1 hemicentin-2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020917369.1 XP_020917369.1 hemicentin-2 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t022600001.1 NV2t022600001.1																			
N23.HOG0000364	OG0000010	n164												Exaiptasia_diaphana_XP_020912327.1 XP_020912327.1 Down syndrome cell adhesion molecule [Exaiptasia diaphana]	Nematostella_vectensis_NV2t025565001.1 NV2t025565001.1																			
N23.HOG0000365	OG0000010	n177												Exaiptasia_diaphana_XP_028516420.1 XP_028516420.1 hemicentin-1 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t024790001.1 NV2t024790001.1																			
N23.HOG0000366	OG0000010	n188												Exaiptasia_diaphana_XP_028519293.1 XP_028519293.1 hemicentin-2-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519300.1 XP_028519300.1 hemicentin-1 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t023125001.1 NV2t023125001.1																			
N23.HOG0000367	OG0000010	n210													Nematostella_vectensis_NV2t005728003.1 NV2t005728003.1																			
N23.HOG0000368	OG0000010	n254												Exaiptasia_diaphana_XP_020898537.1 XP_020898537.1 hemicentin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898540.1 XP_020898540.1 uncharacterized protein LOC110237290 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906332.1 XP_020906332.1 titin_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906312.1 XP_020906312.1 neurogenic locus notch homolog protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898535.1 XP_020898535.1 hemicentin-1 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t022783003.1 NV2t022783003.1, Nematostella_vectensis_NV2t022783004.1 NV2t022783004.1, Nematostella_vectensis_NV2t022783001.1 NV2t022783001.1, Nematostella_vectensis_NV2t022783005.1 NV2t022783005.1, Nematostella_vectensis_NV2t022783002.1 NV2t022783002.1																			
N23.HOG0000369	OG0000010	n265												Exaiptasia_diaphana_XP_020902103.1 XP_020902103.1 hemicentin-1 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t022081001.1 NV2t022081001.1																			
N23.HOG0000370	OG0000010	n268												Exaiptasia_diaphana_XP_028519211.1 XP_028519211.1 neural cell adhesion molecule 1-like_ partial [Exaiptasia diaphana]																				
N23.HOG0000371	OG0000010	n284												Exaiptasia_diaphana_XP_028517264.1 XP_028517264.1 neural cell adhesion molecule 2 [Exaiptasia diaphana]																				
N23.HOG0000372	OG0000010	n291												Exaiptasia_diaphana_XP_028517725.1 XP_028517725.1 hemicentin-1 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517726.1 XP_028517726.1 hemicentin-1 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517727.1 XP_028517727.1 hemicentin-1 isoform X5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517724.1 XP_028517724.1 hemicentin-1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517722.1 XP_028517722.1 hemicentin-1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517723.1 XP_028517723.1 hemicentin-1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518161.1 XP_028518161.1 hemicentin-1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911827.1 XP_020911827.1 hemicentin-2 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514386.1 XP_028514386.1 hemicentin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514286.1 XP_028514286.1 carcinoembryonic antigen-related cell adhesion molecule 1-like [Exaiptasia diaphana]																				
N23.HOG0000373	OG0000010	n319												Exaiptasia_diaphana_XP_020894828.2 XP_020894828.2 protein eyes shut homolog [Exaiptasia diaphana]	Nematostella_vectensis_NV2t006047001.1 NV2t006047001.1																			
N23.HOG0000374	OG0000010	n336												Exaiptasia_diaphana_XP_028518930.1 XP_028518930.1 basement membrane-specific heparan sulfate proteoglycan core protein [Exaiptasia diaphana]	Nematostella_vectensis_NV2t014904001.1 NV2t014904001.1																			
N23.HOG0000375	OG0000010	n389												Exaiptasia_diaphana_XP_028518186.1 XP_028518186.1 pikachurin [Exaiptasia diaphana]	Nematostella_vectensis_NV2t000707001.1 NV2t000707001.1																			
N23.HOG0000376	OG0000010	n407													Nematostella_vectensis_NV2t014907001.1 NV2t014907001.1																			
N23.HOG0000377	OG0000010	n427													Nematostella_vectensis_NV2t023229003.1 NV2t023229003.1, Nematostella_vectensis_NV2t023229002.1 NV2t023229002.1, Nematostella_vectensis_NV2t023229001.1 NV2t023229001.1, Nematostella_vectensis_NV2t023230001.1 NV2t023230001.1																			
N23.HOG0000378	OG0000010	n432												Exaiptasia_diaphana_XP_028516406.1 XP_028516406.1 zonadhesin [Exaiptasia diaphana]	Nematostella_vectensis_NV2t013423001.1 NV2t013423001.1, Nematostella_vectensis_NV2t013522001.1 NV2t013522001.1																			
N23.HOG0000379	OG0000010	n463												Exaiptasia_diaphana_XP_020902315.1 XP_020902315.1 uncharacterized protein LOC110240840 [Exaiptasia diaphana]	Nematostella_vectensis_NV2t014043001.1 NV2t014043001.1																			
N23.HOG0000380	OG0000010	n464												Exaiptasia_diaphana_XP_028513610.1 XP_028513610.1 agrin_ partial [Exaiptasia diaphana]	Nematostella_vectensis_NV2t014046006.1 NV2t014046006.1, Nematostella_vectensis_NV2t014046005.1 NV2t014046005.1																			
N23.HOG0000381	OG0000010	n467												Exaiptasia_diaphana_XP_020909932.2 XP_020909932.2 uncharacterized protein LOC110247804_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517563.1 XP_028517563.1 neurogenic locus notch homolog protein 1-like [Exaiptasia diaphana]	Nematostella_vectensis_NV2t014092001.1 NV2t014092001.1																			
