HOG	OG	Gene Tree Parent Clade	Choanozoa_Choanoflagellatea_Monosiga_brevicollis	Choanozoa_Choanoflagellatea_Salpingoeca_rosetta	Chordata_Amphioxiformes_Branchiostoma_belcheri	Chordata_Amphioxiformes_Branchiostoma_floridae	Chordata_Amphioxiformes_Branchiostoma_lanceolatum	Chordata_Vertebrata_Bos_taurus	Chordata_Vertebrata_Coturnix_japonica	Chordata_Vertebrata_Danio_rerio	Chordata_Vertebrata_Homo_sapiens	Chordata_Vertebrata_Mus_musculus	Cnidaria_Anthozoa_Acropora_digitifera	Cnidaria_Anthozoa_Exaiptasia_diaphana	Cnidaria_Anthozoa_Nematostella_vectensis	Cnidaria_Anthozoa_Porites_asteroides	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Xenia_spec	Cnidaria_Cubozoa_Morbakka_virulenta	Cnidaria_Hydrozoa_Clytia_hemispherica	Cnidaria_Hydrozoa_Hydra_vulgaris	Cnidaria_Myxozoa_Thelohanellus_kitauei	Cnidaria_Scyphozoa_Aurelia_aurita	Cnidaria_Staurozoa_Calvadosia_cruxmelitensis	Ctenophora_Nuda_Beroe_ovata	Ctenophora_Tentaculata_Mnemiopsis_leidyi	Ctenophora_Tentaculata_Pleurobrachia_bachei	Insecta_Diptera_Drosophila_melanogaster	Nematoda_Chromadorea_Caenorhabditis_elegans	Placozoa_Trichoplacidae_Trichoplax_spec-H2	Placozoa_Trichoplacidae_Tricoplax_adhaerens	Platyhelminthes_Tricladida_Schmidtea_mediterranea	Porifera_Demospongiae_Amphimedon_queenslandica	Porifera_Demospongiae_Ephydatia_muelleri
N30.HOG0000201	OG0000014	n249						NP_001193502.1 A disintegrin and metalloproteinase with thrombospondin motifs 9 precursor [Bos taurus]			Homo_sapiens_sp_Q9P2N4_ATS9_HUMAN sp|Q9P2N4|ATS9_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 9 OS=Homo sapiens OX=9606 GN=ADAMTS9 PE=1 SV=4																							
N30.HOG0000202	OG0000014	n272						NP_001159987.1 A disintegrin and metalloproteinase with thrombospondin motifs 5 precursor [Bos taurus]			Homo_sapiens_sp_Q9UNA0_ATS5_HUMAN sp|Q9UNA0|ATS5_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 5 OS=Homo sapiens OX=9606 GN=ADAMTS5 PE=1 SV=2																							
N30.HOG0000203	OG0000014	n276									Homo_sapiens_sp_O75173_ATS4_HUMAN sp|O75173|ATS4_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 4 OS=Homo sapiens OX=9606 GN=ADAMTS4 PE=1 SV=3																							
N30.HOG0000204	OG0000014	n278									Homo_sapiens_sp_Q8TE58_ATS15_HUMAN sp|Q8TE58|ATS15_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 15 OS=Homo sapiens OX=9606 GN=ADAMTS15 PE=2 SV=1																							
N30.HOG0000205	OG0000014	n284						NP_001094550.1 A disintegrin and metalloproteinase with thrombospondin motifs 1 [Bos taurus]			Homo_sapiens_sp_Q9UHI8_ATS1_HUMAN sp|Q9UHI8|ATS1_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 1 OS=Homo sapiens OX=9606 GN=ADAMTS1 PE=1 SV=4																							
N30.HOG0000206	OG0000014	n287						NP_001179254.2 A disintegrin and metalloproteinase with thrombospondin motifs 8 precursor [Bos taurus]			Homo_sapiens_sp_Q9UP79_ATS8_HUMAN sp|Q9UP79|ATS8_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 8 OS=Homo sapiens OX=9606 GN=ADAMTS8 PE=2 SV=2																							
N30.HOG0000207	OG0000015	n22						NP_776398.1 zona pellucida sperm-binding protein 2 precursor [Bos taurus], sp|Q9BH10.1|ZP2_BOVIN RecName_ Full=Zona pellucida sperm-binding protein 2; AltName_ Full=Zona pellucida glycoprotein 2; Short=Zp-2; AltName_ Full=Zona pellucida protein A; Contains_ RecName_ Full=Processed zona pellucida sperm-binding protein 2; Flags_ Precursor, XP_059737125.1 zona pellucida sperm-binding protein 2 isoform X1 [Bos taurus]																										
N30.HOG0000208	OG0000015	n25						sp|Q9BH11.2|ZP4_BOVIN RecName_ Full=Zona pellucida sperm-binding protein 4; AltName_ Full=Zona pellucida glycoprotein 4; Short=Zp-4; AltName_ Full=Zona pellucida protein B; Contains_ RecName_ Full=Processed zona pellucida sperm-binding protein 4; Flags_ Precursor																										
N30.HOG0000209	OG0000015	n64						XP_005225807.1 beta-tectorin isoform X1 [Bos taurus]			Homo_sapiens_sp_Q96PL2_TECTB_HUMAN sp|Q96PL2|TECTB_HUMAN Beta-tectorin OS=Homo sapiens OX=9606 GN=TECTB PE=2 SV=1																							
N30.HOG0000210	OG0000015	n255						sp|Q29RU2.1|OIT3_BOVIN RecName_ Full=Oncoprotein-induced transcript 3 protein; Flags_ Precursor			Homo_sapiens_sp_Q8WWZ8_OIT3_HUMAN sp|Q8WWZ8|OIT3_HUMAN Oncoprotein-induced transcript 3 protein OS=Homo sapiens OX=9606 GN=OIT3 PE=1 SV=2																							
N30.HOG0000211	OG0000016	n117						NP_001193569.1 macrophage metalloelastase precursor [Bos taurus]			Homo_sapiens_sp_P39900_MMP12_HUMAN sp|P39900|MMP12_HUMAN Macrophage metalloelastase OS=Homo sapiens OX=9606 GN=MMP12 PE=1 SV=1																							
N30.HOG0000212	OG0000016	n120						NP_001193566.1 stromelysin-1 precursor [Bos taurus]			Homo_sapiens_sp_P09238_MMP10_HUMAN sp|P09238|MMP10_HUMAN Stromelysin-2 OS=Homo sapiens OX=9606 GN=MMP10 PE=1 SV=1																							
N30.HOG0000213	OG0000016	n124						XP_059730713.1 matrix metalloproteinase-27 isoform X1 [Bos taurus]																										
N30.HOG0000214	OG0000016	n127									Homo_sapiens_sp_P22894_MMP8_HUMAN sp|P22894|MMP8_HUMAN Neutrophil collagenase OS=Homo sapiens OX=9606 GN=MMP8 PE=1 SV=1																							
N30.HOG0000215	OG0000016	n128									Homo_sapiens_sp_P03956_MMP1_HUMAN sp|P03956|MMP1_HUMAN Interstitial collagenase OS=Homo sapiens OX=9606 GN=MMP1 PE=1 SV=3																							
N30.HOG0000216	OG0000016	n129						sp|O77656.1|MMP13_BOVIN RecName_ Full=Collagenase 3; AltName_ Full=Matrix metalloproteinase-13; Short=MMP-13; Flags_ Precursor			Homo_sapiens_sp_P45452_MMP13_HUMAN sp|P45452|MMP13_HUMAN Collagenase 3 OS=Homo sapiens OX=9606 GN=MMP13 PE=1 SV=1																							
N30.HOG0000217	OG0000016	n131						sp|O18767.1|MMP20_BOVIN RecName_ Full=Matrix metalloproteinase-20; Short=MMP-20; AltName_ Full=Enamel metalloproteinase; AltName_ Full=Enamelysin; Flags_ Precursor			Homo_sapiens_sp_P09237_MMP7_HUMAN sp|P09237|MMP7_HUMAN Matrilysin OS=Homo sapiens OX=9606 GN=MMP7 PE=1 SV=1																							
N30.HOG0000218	OG0000016	n135						XP_024833618.1 stromelysin-3 [Bos taurus]			Homo_sapiens_sp_P24347_MMP11_HUMAN sp|P24347|MMP11_HUMAN Stromelysin-3 OS=Homo sapiens OX=9606 GN=MMP11 PE=1 SV=3																							
N30.HOG0000219	OG0000016	n164						sp|Q9GLE4.1|MMP14_BOVIN RecName_ Full=Matrix metalloproteinase-14; Short=MMP-14; AltName_ Full=Membrane-type matrix metalloproteinase 1; Short=MT-MMP 1; Short=MTMMP1; AltName_ Full=Membrane-type-1 matrix metalloproteinase; Short=MT1-MMP; Short=MT1MMP; Flags_ Precursor			Homo_sapiens_sp_P50281_MMP14_HUMAN sp|P50281|MMP14_HUMAN Matrix metalloproteinase-14 OS=Homo sapiens OX=9606 GN=MMP14 PE=1 SV=3																							
N30.HOG0000220	OG0000016	n171						XP_024856667.1 matrix metalloproteinase-24 [Bos taurus]			Homo_sapiens_sp_Q9Y5R2_MMP24_HUMAN sp|Q9Y5R2|MMP24_HUMAN Matrix metalloproteinase-24 OS=Homo sapiens OX=9606 GN=MMP24 PE=2 SV=1																							
N30.HOG0000221	OG0000016	n175						NP_001179551.1 matrix metalloproteinase-16 [Bos taurus]			Homo_sapiens_sp_P51512_MMP16_HUMAN sp|P51512|MMP16_HUMAN Matrix metalloproteinase-16 OS=Homo sapiens OX=9606 GN=MMP16 PE=1 SV=2																							
N30.HOG0000222	OG0000016	n180						NP_001178363.1 matrix metalloproteinase-15 precursor [Bos taurus]			Homo_sapiens_sp_P51511_MMP15_HUMAN sp|P51511|MMP15_HUMAN Matrix metalloproteinase-15 OS=Homo sapiens OX=9606 GN=MMP15 PE=1 SV=1																							
N30.HOG0000223	OG0000016	n186						DAA15654.1 TPA_ matrix metalloproteinase 25 preproprotein-like [Bos taurus]			Homo_sapiens_sp_Q9NPA2_MMP25_HUMAN sp|Q9NPA2|MMP25_HUMAN Matrix metalloproteinase-25 OS=Homo sapiens OX=9606 GN=MMP25 PE=1 SV=1																							
N30.HOG0000224	OG0000016	n188						XP_002694502.1 matrix metalloproteinase-17 isoform X1 [Bos taurus]																										
N30.HOG0000225	OG0000016	n191						XP_024847653.1 matrix metalloproteinase-19 isoform X2 [Bos taurus], XP_024836411.1 matrix metalloproteinase-28 isoform X1 [Bos taurus]			Homo_sapiens_sp_Q9H239_MMP28_HUMAN sp|Q9H239|MMP28_HUMAN Matrix metalloproteinase-28 OS=Homo sapiens OX=9606 GN=MMP28 PE=1 SV=2																							
N30.HOG0000226	OG0000017	n72						NP_001179167.1 neuroserpin precursor [Bos taurus]																										
N30.HOG0000227	OG0000017	n75						NP_001095524.1 serpin I2 precursor [Bos taurus]																										
N30.HOG0000228	OG0000017	n78						sp|P13909.1|PAI1_BOVIN RecName_ Full=Plasminogen activator inhibitor 1; Short=PAI; Short=PAI-1; AltName_ Full=Endothelial plasminogen activator inhibitor; AltName_ Full=Serpin E1; Flags_ Precursor			Homo_sapiens_sp_P05121_PAI1_HUMAN sp|P05121|PAI1_HUMAN Plasminogen activator inhibitor 1 OS=Homo sapiens OX=9606 GN=SERPINE1 PE=1 SV=1																							
N30.HOG0000229	OG0000017	n82									Homo_sapiens_sp_P07093_GDN_HUMAN sp|P07093|GDN_HUMAN Glia-derived nexin OS=Homo sapiens OX=9606 GN=SERPINE2 PE=1 SV=1																							
N30.HOG0000230	OG0000017	n85						XP_059748012.1 serpin E3 isoform X1 [Bos taurus]																										
N30.HOG0000231	OG0000017	n104						sp|P41361.2|ANT3_BOVIN RecName_ Full=Antithrombin-III; Short=ATIII; AltName_ Full=Serpin C1; Flags_ Precursor			Homo_sapiens_sp_P01008_ANT3_HUMAN sp|P01008|ANT3_HUMAN Antithrombin-III OS=Homo sapiens OX=9606 GN=SERPINC1 PE=1 SV=1																							
N30.HOG0000232	OG0000017	n151						XP_024839237.1 leukocyte elastase inhibitor isoform X1 [Bos taurus]			Homo_sapiens_sp_P30740_ILEU_HUMAN sp|P30740|ILEU_HUMAN Leukocyte elastase inhibitor OS=Homo sapiens OX=9606 GN=SERPINB1 PE=1 SV=1																							
N30.HOG0000233	OG0000017	n160						XP_059736204.1 serpin B6 isoform X1 [Bos taurus]			Homo_sapiens_sp_P35237_SPB6_HUMAN sp|P35237|SPB6_HUMAN Serpin B6 OS=Homo sapiens OX=9606 GN=SERPINB6 PE=1 SV=3																							
N30.HOG0000234	OG0000017	n162						NP_001069327.1 serpin B9 [Bos taurus]			Homo_sapiens_sp_P50453_SPB9_HUMAN sp|P50453|SPB9_HUMAN Serpin B9 OS=Homo sapiens OX=9606 GN=SERPINB9 PE=1 SV=1																							
N30.HOG0000235	OG0000017	n163						XP_015315532.1 serpin B8 isoform X1 [Bos taurus]			Homo_sapiens_sp_P50452_SPB8_HUMAN sp|P50452|SPB8_HUMAN Serpin B8 OS=Homo sapiens OX=9606 GN=SERPINB8 PE=1 SV=2																							
N30.HOG0000236	OG0000017	n165						XP_024840088.1 serpin B5 isoform X1 [Bos taurus]			Homo_sapiens_sp_P36952_SPB5_HUMAN sp|P36952|SPB5_HUMAN Serpin B5 OS=Homo sapiens OX=9606 GN=SERPINB5 PE=1 SV=2																							
N30.HOG0000237	OG0000017	n170						sp|A5PJK0.1|SPB10_BOVIN RecName_ Full=Serpin B10			Homo_sapiens_sp_P48595_SPB10_HUMAN sp|P48595|SPB10_HUMAN Serpin B10 OS=Homo sapiens OX=9606 GN=SERPINB10 PE=1 SV=1																							
N30.HOG0000238	OG0000017	n172						NP_001178980.1 plasminogen activator inhibitor 2 [Bos taurus]																										
N30.HOG0000239	OG0000017	n177						XP_024840297.1 serpin B12 [Bos taurus]			Homo_sapiens_sp_Q96P63_SPB12_HUMAN sp|Q96P63|SPB12_HUMAN Serpin B12 OS=Homo sapiens OX=9606 GN=SERPINB12 PE=1 SV=1																							
N30.HOG0000240	OG0000017	n179						NP_001095792.2 serpin B4 [Bos taurus]			Homo_sapiens_sp_P48594_SPB4_HUMAN sp|P48594|SPB4_HUMAN Serpin B4 OS=Homo sapiens OX=9606 GN=SERPINB4 PE=1 SV=2, Homo_sapiens_sp_P29508_SPB3_HUMAN sp|P29508|SPB3_HUMAN Serpin B3 OS=Homo sapiens OX=9606 GN=SERPINB3 PE=1 SV=2																							
N30.HOG0000241	OG0000017	n184						XP_059737104.1 LOW QUALITY PROTEIN_ serpin B11 [Bos taurus]																										
N30.HOG0000242	OG0000017	n185						XP_010799074.2 serpin B7 isoform X1 [Bos taurus]																										
N30.HOG0000243	OG0000017	n307						NP_001092467.1 protein Z-dependent protease inhibitor precursor [Bos taurus]			Homo_sapiens_sp_Q9UK55_ZPI_HUMAN sp|Q9UK55|ZPI_HUMAN Protein Z-dependent protease inhibitor OS=Homo sapiens OX=9606 GN=SERPINA10 PE=1 SV=1																							
N30.HOG0000244	OG0000017	n316						sp|P34955.1|A1AT_BOVIN RecName_ Full=Alpha-1-antiproteinase; AltName_ Full=Alpha-1-antitrypsin; AltName_ Full=Alpha-1-proteinase inhibitor; AltName_ Full=Serpin A1; Flags_ Precursor, sp|P34955.1|A1AT_BOVIN RecName_ Full=Alpha-1-antiproteinase; AltName_ Full=Alpha-1-antitrypsin; AltName_ Full=Alpha-1-proteinase inhibitor; AltName_ Full=Serpin A1; Flags_ Precursor			Homo_sapiens_sp_P01009_A1AT_HUMAN sp|P01009|A1AT_HUMAN Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3																							
N30.HOG0000245	OG0000017	n328						XP_059735117.1 serpin A11 isoform X1 [Bos taurus]			Homo_sapiens_sp_Q86U17_SPA11_HUMAN sp|Q86U17|SPA11_HUMAN Serpin A11 OS=Homo sapiens OX=9606 GN=SERPINA11 PE=2 SV=2																							
N30.HOG0000246	OG0000017	n331									Homo_sapiens_sp_Q86WD7_SPA9_HUMAN sp|Q86WD7|SPA9_HUMAN Serpin A9 OS=Homo sapiens OX=9606 GN=SERPINA9 PE=1 SV=3																							
N30.HOG0000247	OG0000017	n332						sp|Q9TT36.1|THBG_BOVIN RecName_ Full=Thyroxine-binding globulin; AltName_ Full=Serpin A7; AltName_ Full=T4-binding globulin; Flags_ Precursor			Homo_sapiens_sp_P05543_THBG_HUMAN sp|P05543|THBG_HUMAN Thyroxine-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA7 PE=1 SV=2																							
N30.HOG0000248	OG0000017	n334						XP_024838010.2 LOW QUALITY PROTEIN_ kallistatin [Bos taurus]			Homo_sapiens_sp_P29622_KAIN_HUMAN sp|P29622|KAIN_HUMAN Kallistatin OS=Homo sapiens OX=9606 GN=SERPINA4 PE=1 SV=3																							
N30.HOG0000249	OG0000017	n335						sp|Q9N2I2.1|IPSP_BOVIN RecName_ Full=Plasma serine protease inhibitor; AltName_ Full=Protein C inhibitor; Short=PCI; AltName_ Full=Serpin A5; Flags_ Precursor			Homo_sapiens_sp_P05154_IPSP_HUMAN sp|P05154|IPSP_HUMAN Plasma serine protease inhibitor OS=Homo sapiens OX=9606 GN=SERPINA5 PE=1 SV=3																							
N30.HOG0000250	OG0000017	n336						sp|A6QPQ2.1|SPA38_BOVIN RecName_ Full=Serpin A3-8; Flags_ Precursor, sp|A6QPQ2.1|SPA38_BOVIN RecName_ Full=Serpin A3-8; Flags_ Precursor, sp|A2I7M9.1|SPA32_BOVIN RecName_ Full=Serpin A3-2; Flags_ Precursor, DAA17272.1 TPA_ serpin A3-6 [Bos taurus]			Homo_sapiens_sp_P01011_AACT_HUMAN sp|P01011|AACT_HUMAN Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2																							
N30.HOG0000251	OG0000017	n348						sp|E1BF81.1|CBG_BOVIN RecName_ Full=Corticosteroid-binding globulin; Short=CBG; AltName_ Full=Serpin A6; AltName_ Full=Transcortin; Flags_ Precursor			Homo_sapiens_sp_P08185_CBG_HUMAN sp|P08185|CBG_HUMAN Corticosteroid-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA6 PE=1 SV=1																							
N30.HOG0000252	OG0000017	n350						NP_001070985.1 serpin A12 precursor [Bos taurus]			Homo_sapiens_sp_Q8IW75_SPA12_HUMAN sp|Q8IW75|SPA12_HUMAN Serpin A12 OS=Homo sapiens OX=9606 GN=SERPINA12 PE=1 SV=1																							
N30.HOG0000253	OG0000017	n352						NP_001098516.1 heparin cofactor 2 precursor [Bos taurus]			Homo_sapiens_sp_P05546_HEP2_HUMAN sp|P05546|HEP2_HUMAN Heparin cofactor 2 OS=Homo sapiens OX=9606 GN=SERPIND1 PE=1 SV=3																							
N30.HOG0000254	OG0000017	n358						NP_777246.1 factor XIIa inhibitor precursor [Bos taurus]			Homo_sapiens_sp_P05155_IC1_HUMAN sp|P05155|IC1_HUMAN Plasma protease C1 inhibitor OS=Homo sapiens OX=9606 GN=SERPING1 PE=1 SV=2																							
N30.HOG0000255	OG0000017	n362						sp|P28800.2|A2AP_BOVIN RecName_ Full=Alpha-2-antiplasmin; Short=Alpha-2-AP; AltName_ Full=Alpha-2-plasmin inhibitor; Short=Alpha-2-PI; AltName_ Full=Serpin F2; Flags_ Precursor			Homo_sapiens_sp_P08697_A2AP_HUMAN sp|P08697|A2AP_HUMAN Alpha-2-antiplasmin OS=Homo sapiens OX=9606 GN=SERPINF2 PE=1 SV=3																							
N30.HOG0000256	OG0000018	n12						sp|Q8MJ24.1|LOXL4_BOVIN RecName_ Full=Lysyl oxidase homolog 4; AltName_ Full=Lysyl oxidase-like protein 4; Flags_ Precursor			Homo_sapiens_sp_Q96JB6_LOXL4_HUMAN sp|Q96JB6|LOXL4_HUMAN Lysyl oxidase homolog 4 OS=Homo sapiens OX=9606 GN=LOXL4 PE=1 SV=1																							
N30.HOG0000257	OG0000018	n17						XP_059747438.1 lysyl oxidase homolog 3 isoform X1 [Bos taurus]			Homo_sapiens_sp_P58215_LOXL3_HUMAN sp|P58215|LOXL3_HUMAN Lysyl oxidase homolog 3 OS=Homo sapiens OX=9606 GN=LOXL3 PE=1 SV=1																							
N30.HOG0000258	OG0000018	n22						sp|A6H737.1|LOXL2_BOVIN RecName_ Full=Lysyl oxidase homolog 2; AltName_ Full=Lysyl oxidase-like protein 2; Flags_ Precursor			Homo_sapiens_sp_Q9Y4K0_LOXL2_HUMAN sp|Q9Y4K0|LOXL2_HUMAN Lysyl oxidase homolog 2 OS=Homo sapiens OX=9606 GN=LOXL2 PE=1 SV=1																							
N30.HOG0000259	OG0000018	n120						XP_059738076.1 deleted in malignant brain tumors 1 protein [Bos taurus]			Homo_sapiens_sp_Q9UGM3_DMBT1_HUMAN sp|Q9UGM3|DMBT1_HUMAN Deleted in malignant brain tumors 1 protein OS=Homo sapiens OX=9606 GN=DMBT1 PE=1 SV=2																							
N30.HOG0000260	OG0000018	n164						NP_001180151.2 neurotrypsin precursor [Bos taurus]			Homo_sapiens_sp_P56730_NETR_HUMAN sp|P56730|NETR_HUMAN Neurotrypsin OS=Homo sapiens OX=9606 GN=PRSS12 PE=2 SV=2																							
N30.HOG0000261	OG0000018	n261						NP_001039781.1 galectin-3-binding protein precursor [Bos taurus], NP_001039781.1 galectin-3-binding protein precursor [Bos taurus]																										
N30.HOG0000262	OG0000018	n327						DAA17499.1 TPA_ lysyl oxidase homolog 1 precursor [Bos taurus]			Homo_sapiens_sp_Q08397_LOXL1_HUMAN sp|Q08397|LOXL1_HUMAN Lysyl oxidase homolog 1 OS=Homo sapiens OX=9606 GN=LOXL1 PE=1 SV=2																							
N30.HOG0000263	OG0000018	n331									Homo_sapiens_sp_P28300_LYOX_HUMAN sp|P28300|LYOX_HUMAN Protein-lysine 6-oxidase OS=Homo sapiens OX=9606 GN=LOX PE=1 SV=2																							
N30.HOG0000264	OG0000019	n32						NP_001193227.1 growth/differentiation factor 15 precursor [Bos taurus]			Homo_sapiens_sp_Q99988_GDF15_HUMAN sp|Q99988|GDF15_HUMAN Growth/differentiation factor 15 OS=Homo sapiens OX=9606 GN=GDF15 PE=1 SV=3																							
N30.HOG0000265	OG0000019	n50									Homo_sapiens_sp_O14793_GDF8_HUMAN sp|O14793|GDF8_HUMAN Growth/differentiation factor 8 OS=Homo sapiens OX=9606 GN=MSTN PE=1 SV=1																							
N30.HOG0000266	OG0000019	n54						XP_002687467.2 growth/differentiation factor 11 [Bos taurus]			Homo_sapiens_sp_O95390_GDF11_HUMAN sp|O95390|GDF11_HUMAN Growth/differentiation factor 11 OS=Homo sapiens OX=9606 GN=GDF11 PE=1 SV=1																							
N30.HOG0000267	OG0000019	n73						NP_001192912.1 inhibin beta C chain precursor [Bos taurus]			Homo_sapiens_sp_P55103_INHBC_HUMAN sp|P55103|INHBC_HUMAN Inhibin beta C chain OS=Homo sapiens OX=9606 GN=INHBC PE=2 SV=1																							
N30.HOG0000268	OG0000019	n75						NP_001192771.1 inhibin beta E chain precursor [Bos taurus]			Homo_sapiens_sp_P58166_INHBE_HUMAN sp|P58166|INHBE_HUMAN Inhibin beta E chain OS=Homo sapiens OX=9606 GN=INHBE PE=1 SV=1																							
N30.HOG0000269	OG0000019	n78									Homo_sapiens_sp_P08476_INHBA_HUMAN sp|P08476|INHBA_HUMAN Inhibin beta A chain OS=Homo sapiens OX=9606 GN=INHBA PE=1 SV=2																							
N30.HOG0000270	OG0000019	n174						XP_024845991.1 bone morphogenetic protein 8B [Bos taurus], NP_001193798.2 bone morphogenetic protein 8A precursor [Bos taurus]																										
N30.HOG0000271	OG0000019	n179						NP_001291945.1 bone morphogenetic protein 5 precursor [Bos taurus]																										
N30.HOG0000272	OG0000019	n186						NP_001192944.1 bone morphogenetic protein 7 precursor [Bos taurus]																										
N30.HOG0000273	OG0000019	n247						sp|P55106.2|GDF6_BOVIN RecName_ Full=Growth/differentiation factor 6; Short=GDF-6; AltName_ Full=Bone morphogenetic protein 13; Short=BMP-13; AltName_ Full=Cartilage-derived morphogenetic protein 2; Short=CDMP-2; Flags_ Precursor			Homo_sapiens_sp_Q6KF10_GDF6_HUMAN sp|Q6KF10|GDF6_HUMAN Growth/differentiation factor 6 OS=Homo sapiens OX=9606 GN=GDF6 PE=1 SV=1																							
N30.HOG0000274	OG0000019	n252						NP_001179202.1 growth/differentiation factor 5 precursor [Bos taurus]																										
N30.HOG0000275	OG0000019	n255						NP_001193030.1 growth/differentiation factor 7 precursor [Bos taurus]																										
N30.HOG0000276	OG0000019	n261						sp|P22444.2|BMP3_BOVIN RecName_ Full=Bone morphogenetic protein 3; Short=BMP-3; AltName_ Full=Osteogenin; Flags_ Precursor			Homo_sapiens_sp_P12645_BMP3_HUMAN sp|P12645|BMP3_HUMAN Bone morphogenetic protein 3 OS=Homo sapiens OX=9606 GN=BMP3 PE=1 SV=2																							
N30.HOG0000277	OG0000019	n265						sp|Q08DX6.1|GDF10_BOVIN RecName_ Full=Growth/differentiation factor 10; Short=GDF-10; AltName_ Full=Bone morphogenetic protein 3B; Short=BMP-3B; Flags_ Precursor			Homo_sapiens_sp_P55107_GDF10_HUMAN sp|P55107|GDF10_HUMAN Growth/differentiation factor 10 OS=Homo sapiens OX=9606 GN=GDF10 PE=2 SV=1																							
N30.HOG0000278	OG0000019	n284						XP_010804844.1 embryonic growth/differentiation factor 1 [Bos taurus]																										
N30.HOG0000279	OG0000019	n285						XP_002687893.2 growth/differentiation factor 3 [Bos taurus]			Homo_sapiens_sp_Q9NR23_GDF3_HUMAN sp|Q9NR23|GDF3_HUMAN Growth/differentiation factor 3 OS=Homo sapiens OX=9606 GN=GDF3 PE=1 SV=3																							
N30.HOG0000280	OG0000019	n306						NP_001179047.1 bone morphogenetic protein 10 precursor [Bos taurus]																										
N30.HOG0000281	OG0000019	n308						NP_001179349.1 growth/differentiation factor 2 precursor [Bos taurus]																										
N30.HOG0000282	OG0000020	n9						XP_024839347.1 collagen alpha-2_XI_ chain isoform X1 [Bos taurus]			Homo_sapiens_sp_P13942_COBA2_HUMAN sp|P13942|COBA2_HUMAN Collagen alpha-2_XI_ chain OS=Homo sapiens OX=9606 GN=COL11A2 PE=1 SV=5																							
N30.HOG0000283	OG0000020	n19						XP_024855495.1 collagen alpha-1_V_ chain isoform X2 [Bos taurus]			Homo_sapiens_sp_P20908_CO5A1_HUMAN sp|P20908|CO5A1_HUMAN Collagen alpha-1_V_ chain OS=Homo sapiens OX=9606 GN=COL5A1 PE=1 SV=3																							
N30.HOG0000284	OG0000020	n23						NP_001159981.2 collagen alpha-1_XI_ chain [Bos taurus]			Homo_sapiens_sp_P12107_COBA1_HUMAN sp|P12107|COBA1_HUMAN Collagen alpha-1_XI_ chain OS=Homo sapiens OX=9606 GN=COL11A1 PE=1 SV=4																							
N30.HOG0000285	OG0000020	n27						XP_010805112.2 collagen alpha-3_V_ chain isoform X1 [Bos taurus]			Homo_sapiens_sp_P25940_CO5A3_HUMAN sp|P25940|CO5A3_HUMAN Collagen alpha-3_V_ chain OS=Homo sapiens OX=9606 GN=COL5A3 PE=1 SV=3																							
N30.HOG0000286	OG0000020	n104						sp|P02459.4|CO2A1_BOVIN RecName_ Full=Collagen alpha-1_II_ chain; AltName_ Full=Alpha-1 type II collagen; Flags_ Precursor			Homo_sapiens_sp_P02458_CO2A1_HUMAN sp|P02458|CO2A1_HUMAN Collagen alpha-1_II_ chain OS=Homo sapiens OX=9606 GN=COL2A1 PE=1 SV=3																							
N30.HOG0000287	OG0000020	n113						sp|P02453.3|CO1A1_BOVIN RecName_ Full=Collagen alpha-1_I_ chain; AltName_ Full=Alpha-1 type I collagen; Flags_ Precursor, sp|P02453.3|CO1A1_BOVIN RecName_ Full=Collagen alpha-1_I_ chain; AltName_ Full=Alpha-1 type I collagen; Flags_ Precursor			Homo_sapiens_sp_P02452_CO1A1_HUMAN sp|P02452|CO1A1_HUMAN Collagen alpha-1_I_ chain OS=Homo sapiens OX=9606 GN=COL1A1 PE=1 SV=6																							
N30.HOG0000288	OG0000020	n120						sp|P02465.2|CO1A2_BOVIN RecName_ Full=Collagen alpha-2_I_ chain; AltName_ Full=Alpha-2 type I collagen; Flags_ Precursor			Homo_sapiens_sp_P08123_CO1A2_HUMAN sp|P08123|CO1A2_HUMAN Collagen alpha-2_I_ chain OS=Homo sapiens OX=9606 GN=COL1A2 PE=1 SV=7																							
N30.HOG0000289	OG0000020	n126						NP_001070299.1 collagen alpha-1_III_ chain precursor [Bos taurus]			Homo_sapiens_sp_P02461_CO3A1_HUMAN sp|P02461|CO3A1_HUMAN Collagen alpha-1_III_ chain OS=Homo sapiens OX=9606 GN=COL3A1 PE=1 SV=4																							
N30.HOG0000290	OG0000020	n129						XP_059736296.1 collagen alpha-2_V_ chain [Bos taurus]			Homo_sapiens_sp_P05997_CO5A2_HUMAN sp|P05997|CO5A2_HUMAN Collagen alpha-2_V_ chain OS=Homo sapiens OX=9606 GN=COL5A2 PE=1 SV=3																							
