HOG	OG	Gene Tree Parent Clade	Choanozoa_Choanoflagellatea_Monosiga_brevicollis	Choanozoa_Choanoflagellatea_Salpingoeca_rosetta	Chordata_Amphioxiformes_Branchiostoma_belcheri	Chordata_Amphioxiformes_Branchiostoma_floridae	Chordata_Amphioxiformes_Branchiostoma_lanceolatum	Chordata_Vertebrata_Bos_taurus	Chordata_Vertebrata_Coturnix_japonica	Chordata_Vertebrata_Danio_rerio	Chordata_Vertebrata_Homo_sapiens	Chordata_Vertebrata_Mus_musculus	Cnidaria_Anthozoa_Acropora_digitifera	Cnidaria_Anthozoa_Exaiptasia_diaphana	Cnidaria_Anthozoa_Nematostella_vectensis	Cnidaria_Anthozoa_Porites_asteroides	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Xenia_spec	Cnidaria_Cubozoa_Morbakka_virulenta	Cnidaria_Hydrozoa_Clytia_hemispherica	Cnidaria_Hydrozoa_Hydra_vulgaris	Cnidaria_Myxozoa_Thelohanellus_kitauei	Cnidaria_Scyphozoa_Aurelia_aurita	Cnidaria_Staurozoa_Calvadosia_cruxmelitensis	Ctenophora_Nuda_Beroe_ovata	Ctenophora_Tentaculata_Mnemiopsis_leidyi	Ctenophora_Tentaculata_Pleurobrachia_bachei	Insecta_Diptera_Drosophila_melanogaster	Nematoda_Chromadorea_Caenorhabditis_elegans	Placozoa_Trichoplacidae_Trichoplax_spec-H2	Placozoa_Trichoplacidae_Tricoplax_adhaerens	Platyhelminthes_Tricladida_Schmidtea_mediterranea	Porifera_Demospongiae_Amphimedon_queenslandica	Porifera_Demospongiae_Ephydatia_muelleri
N7.HOG0000160	OG0000011	n186	Monosiga_brevicollisXP_001748188.1 XP_001748188.1 uncharacterized protein MONBRDRAFT_27766 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004987813.1 XP_004987813.1 uncharacterized protein PTSG_13147 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004994749.1 XP_004994749.1 uncharacterized protein PTSG_12199 [Salpingoeca rosetta]																							Pleurobrachia_bachei_sb_2652665_ sb_2652665_							
N7.HOG0000161	OG0000011	n202																							Beroe_ovata_Bova1_4.0020.g34.t1 Bova1_4.0020.g34.t1	Mnemiopsis_leidyi_ML033235a ML033235a, Mnemiopsis_leidyi_ML20267a ML20267a, Mnemiopsis_leidyi_ML20266a ML20266a, Mnemiopsis_leidyi_ML070825a ML070825a, Mnemiopsis_leidyi_ML017921a ML017921a	Pleurobrachia_bachei_sb_2645146_ sb_2645146_, Pleurobrachia_bachei_sb_2669699_ sb_2669699_, Pleurobrachia_bachei_sb_2661339_ sb_2661339_							
N7.HOG0000162	OG0000011	n237																							Beroe_ovata_Bova1_4.0473.g3.t2 Bova1_4.0473.g3.t2, Beroe_ovata_Bova1_4.0473.g3.t1 Bova1_4.0473.g3.t1									
N7.HOG0000163	OG0000011	n242																									Pleurobrachia_bachei_sb_2648031_ sb_2648031_							
N7.HOG0000164	OG0000011	n275																									Pleurobrachia_bachei_sb_2665380_ sb_2665380_							
N7.HOG0000165	OG0000011	n380																							Beroe_ovata_Bova1_4.0302.g5.t1 Bova1_4.0302.g5.t1, Beroe_ovata_Bova1_4.0302.g5.t2 Bova1_4.0302.g5.t2, Beroe_ovata_Bova1_4.0010.g40.t1 Bova1_4.0010.g40.t1, Beroe_ovata_Bova1_4.0064.g23.t1 Bova1_4.0064.g23.t1, Beroe_ovata_Bova1_4.0064.g22.t1 Bova1_4.0064.g22.t1, Beroe_ovata_Bova1_4.0015.g70.t1 Bova1_4.0015.g70.t1, Beroe_ovata_Bova1_4.0015.g69.t1 Bova1_4.0015.g69.t1, Beroe_ovata_Bova1_4.0392.g3.t1 Bova1_4.0392.g3.t1, Beroe_ovata_Bova1_4.0080.g30.t1 Bova1_4.0080.g30.t1, Beroe_ovata_Bova1_4.0180.g2.t1 Bova1_4.0180.g2.t1, Beroe_ovata_Bova1_4.0029.g24.t1 Bova1_4.0029.g24.t1, Beroe_ovata_Bova1_4.0214.g1.t1 Bova1_4.0214.g1.t1	Mnemiopsis_leidyi_ML040527a ML040527a, Mnemiopsis_leidyi_ML049626a ML049626a, Mnemiopsis_leidyi_ML020038a ML020038a, Mnemiopsis_leidyi_ML24001a ML24001a, Mnemiopsis_leidyi_ML07111a ML07111a, Mnemiopsis_leidyi_ML30814a ML30814a, Mnemiopsis_leidyi_ML00872a ML00872a, Mnemiopsis_leidyi_ML120750a ML120750a, Mnemiopsis_leidyi_ML046712a ML046712a, Mnemiopsis_leidyi_ML07112a ML07112a	Pleurobrachia_bachei_sb_2642560_ sb_2642560_, Pleurobrachia_bachei_sb_2648030_ sb_2648030_, Pleurobrachia_bachei_sb_2669700_ sb_2669700_, Pleurobrachia_bachei_sb_2649758_ sb_2649758_, Pleurobrachia_bachei_sb_2669701_ sb_2669701_							
N7.HOG0000166	OG0000011	n419																							Beroe_ovata_Bova1_4.0488.g3.t1 Bova1_4.0488.g3.t1, Beroe_ovata_Bova1_4.0129.g13.t1 Bova1_4.0129.g13.t1, Beroe_ovata_Bova1_4.0137.g25.t1 Bova1_4.0137.g25.t1	Mnemiopsis_leidyi_ML011731a ML011731a	Pleurobrachia_bachei_sb_2660538_ sb_2660538_, Pleurobrachia_bachei_sb_2640534_ sb_2640534_							
N7.HOG0000167	OG0000011	n433																							Beroe_ovata_Bova1_4.0201.g17.t1 Bova1_4.0201.g17.t1	Mnemiopsis_leidyi_ML170111a ML170111a	Pleurobrachia_bachei_sb_2652995_ sb_2652995_							
N7.HOG0000168	OG0000011	n436																							Beroe_ovata_Bova1_4.0035.g21.t1 Bova1_4.0035.g21.t1		Pleurobrachia_bachei_sb_2648020_ sb_2648020_							
N7.HOG0000169	OG0000011	n439	Monosiga_brevicollisXP_001742257.1 XP_001742257.1 uncharacterized protein MONBRDRAFT_22219 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004994000.1 XP_004994000.1 uncharacterized protein PTSG_12315 [Salpingoeca rosetta]																														
N7.HOG0000170	OG0000011	n441																							Beroe_ovata_Bova1_4.0084.g28.t1 Bova1_4.0084.g28.t1, Beroe_ovata_Bova1_4.0169.g24.t1 Bova1_4.0169.g24.t1	Mnemiopsis_leidyi_ML07915a ML07915a, Mnemiopsis_leidyi_ML156510a ML156510a, Mnemiopsis_leidyi_ML14971a ML14971a, Mnemiopsis_leidyi_ML311627a ML311627a, Mnemiopsis_leidyi_ML13771a ML13771a, Mnemiopsis_leidyi_ML011717a ML011717a, Mnemiopsis_leidyi_ML011718a ML011718a, Mnemiopsis_leidyi_ML00645a ML00645a	Pleurobrachia_bachei_sb_2654375_ sb_2654375_, Pleurobrachia_bachei_sb_2644414_ sb_2644414_, Pleurobrachia_bachei_sb_2657352_ sb_2657352_, Pleurobrachia_bachei_sb_2660397_ sb_2660397_, Pleurobrachia_bachei_sb_2663135_ sb_2663135_, Pleurobrachia_bachei_sb_2641647_ sb_2641647_							
N7.HOG0000171	OG0000011	n465																									Pleurobrachia_bachei_sb_2646795_ sb_2646795_, Pleurobrachia_bachei_sb_2648723_ sb_2648723_, Pleurobrachia_bachei_sb_2641395_ sb_2641395_, Pleurobrachia_bachei_sb_2648225_ sb_2648225_, Pleurobrachia_bachei_sb_2658184_ sb_2658184_, Pleurobrachia_bachei_sb_2658327_ sb_2658327_							
N7.HOG0000172	OG0000011	n473																									Pleurobrachia_bachei_sb_2651494_ sb_2651494_							
N7.HOG0000173	OG0000012	n3																							Beroe_ovata_Bova1_4.0198.g22.t1 Bova1_4.0198.g22.t1, Beroe_ovata_Bova1_4.0198.g23.t1 Bova1_4.0198.g23.t1, Beroe_ovata_Bova1_4.0322.g6.t1 Bova1_4.0322.g6.t1	Mnemiopsis_leidyi_ML31161a ML31161a, Mnemiopsis_leidyi_ML03227a ML03227a, Mnemiopsis_leidyi_ML231816a ML231816a	Pleurobrachia_bachei_sb_2646755_ sb_2646755_, Pleurobrachia_bachei_sb_2666898_ sb_2666898_, Pleurobrachia_bachei_sb_2651486_ sb_2651486_, Pleurobrachia_bachei_sb_2648597_ sb_2648597_							
N7.HOG0000174	OG0000012	n154																									Pleurobrachia_bachei_sb_2643280_ sb_2643280_							
N7.HOG0000175	OG0000012	n155																							Beroe_ovata_Bova1_4.0055.g43.t1 Bova1_4.0055.g43.t1, Beroe_ovata_Bova1_4.0090.g28.t2 Bova1_4.0090.g28.t2, Beroe_ovata_Bova1_4.0090.g28.t1 Bova1_4.0090.g28.t1, Beroe_ovata_Bova1_4.0548.g1.t2 Bova1_4.0548.g1.t2, Beroe_ovata_Bova1_4.0548.g1.t1 Bova1_4.0548.g1.t1	Mnemiopsis_leidyi_ML065752a ML065752a, Mnemiopsis_leidyi_ML12185a ML12185a, Mnemiopsis_leidyi_ML11032a ML11032a, Mnemiopsis_leidyi_ML022012a ML022012a, Mnemiopsis_leidyi_ML11033a ML11033a, Mnemiopsis_leidyi_ML41863a ML41863a	Pleurobrachia_bachei_sb_2662653_ sb_2662653_, Pleurobrachia_bachei_sb_2662654_ sb_2662654_, Pleurobrachia_bachei_sb_2662655_ sb_2662655_, Pleurobrachia_bachei_sb_2650533_ sb_2650533_, Pleurobrachia_bachei_sb_2642902_ sb_2642902_, Pleurobrachia_bachei_sb_2653924_ sb_2653924_, Pleurobrachia_bachei_sb_2638518_ sb_2638518_, Pleurobrachia_bachei_sb_2669102_ sb_2669102_, Pleurobrachia_bachei_sb_2647317_ sb_2647317_, Pleurobrachia_bachei_sb_2649652_ sb_2649652_, Pleurobrachia_bachei_sb_2648688_ sb_2648688_, Pleurobrachia_bachei_sb_2663772_ sb_2663772_, Pleurobrachia_bachei_sb_2643491_ sb_2643491_, Pleurobrachia_bachei_sb_2668726_ sb_2668726_							
N7.HOG0000176	OG0000012	n296																							Beroe_ovata_Bova1_4.0289.g14.t1 Bova1_4.0289.g14.t1, Beroe_ovata_Bova1_4.1104.g1.t1 Bova1_4.1104.g1.t1, Beroe_ovata_Bova1_4.0289.g13.t1 Bova1_4.0289.g13.t1, Beroe_ovata_Bova1_4.0022.g13.t1 Bova1_4.0022.g13.t1, Beroe_ovata_Bova1_4.0002.g147.t1 Bova1_4.0002.g147.t1, Beroe_ovata_Bova1_4.0002.g148.t1 Bova1_4.0002.g148.t1, Beroe_ovata_Bova1_4.0016.g45.t1 Bova1_4.0016.g45.t1, Beroe_ovata_Bova1_4.0334.g4.t1 Bova1_4.0334.g4.t1, Beroe_ovata_Bova1_4.0334.g5.t1 Bova1_4.0334.g5.t1, Beroe_ovata_Bova1_4.0016.g46.t1 Bova1_4.0016.g46.t1, Beroe_ovata_Bova1_4.0040.g53.t1 Bova1_4.0040.g53.t1, Beroe_ovata_Bova1_4.0040.g52.t1 Bova1_4.0040.g52.t1, Beroe_ovata_Bova1_4.0021.g74.t1 Bova1_4.0021.g74.t1, Beroe_ovata_Bova1_4.0206.g5.t1 Bova1_4.0206.g5.t1, Beroe_ovata_Bova1_4.0206.g4.t1 Bova1_4.0206.g4.t1, Beroe_ovata_Bova1_4.0042.g21.t1 Bova1_4.0042.g21.t1, Beroe_ovata_Bova1_4.0042.g22.t1 Bova1_4.0042.g22.t1, Beroe_ovata_Bova1_4.0602.g3.t1 Bova1_4.0602.g3.t1, Beroe_ovata_Bova1_4.0463.g7.t2 Bova1_4.0463.g7.t2, Beroe_ovata_Bova1_4.0463.g7.t1 Bova1_4.0463.g7.t1, Beroe_ovata_Bova1_4.0016.g72.t1 Bova1_4.0016.g72.t1, Beroe_ovata_Bova1_4.0299.g11.t1 Bova1_4.0299.g11.t1	Mnemiopsis_leidyi_ML015615a ML015615a, Mnemiopsis_leidyi_ML03131a ML03131a, Mnemiopsis_leidyi_ML14247a ML14247a, Mnemiopsis_leidyi_ML14246a ML14246a, Mnemiopsis_leidyi_ML154123a ML154123a, Mnemiopsis_leidyi_ML033232a ML033232a, Mnemiopsis_leidyi_ML033230a ML033230a, Mnemiopsis_leidyi_ML22301a ML22301a, Mnemiopsis_leidyi_ML173711a ML173711a, Mnemiopsis_leidyi_ML009817a ML009817a, Mnemiopsis_leidyi_ML463511a ML463511a, Mnemiopsis_leidyi_ML01517a ML01517a, Mnemiopsis_leidyi_ML145831a ML145831a, Mnemiopsis_leidyi_ML019233a ML019233a, Mnemiopsis_leidyi_ML07218a ML07218a, Mnemiopsis_leidyi_ML005212a ML005212a, Mnemiopsis_leidyi_ML14013a ML14013a, Mnemiopsis_leidyi_ML005213a ML005213a, Mnemiopsis_leidyi_ML048120a ML048120a, Mnemiopsis_leidyi_ML055015a ML055015a, Mnemiopsis_leidyi_ML18936a ML18936a, Mnemiopsis_leidyi_ML00638a ML00638a, Mnemiopsis_leidyi_ML093517a ML093517a, Mnemiopsis_leidyi_ML223525a ML223525a, Mnemiopsis_leidyi_ML32223a ML32223a	Pleurobrachia_bachei_sb_2649320_ sb_2649320_, Pleurobrachia_bachei_sb_2640994_ sb_2640994_, Pleurobrachia_bachei_sb_2663236_ sb_2663236_, Pleurobrachia_bachei_sb_2642205_ sb_2642205_, Pleurobrachia_bachei_sb_2659121_ sb_2659121_, Pleurobrachia_bachei_sb_2663448_ sb_2663448_, Pleurobrachia_bachei_sb_2657165_ sb_2657165_, Pleurobrachia_bachei_sb_2643671_ sb_2643671_, Pleurobrachia_bachei_sb_2648401_ sb_2648401_, Pleurobrachia_bachei_sb_2666861_ sb_2666861_, Pleurobrachia_bachei_sb_2661641_ sb_2661641_, Pleurobrachia_bachei_sb_2646112_ sb_2646112_, Pleurobrachia_bachei_sb_2639020_ sb_2639020_, Pleurobrachia_bachei_sb_2654251_ sb_2654251_, Pleurobrachia_bachei_sb_2665773_ sb_2665773_, Pleurobrachia_bachei_sb_2654252_ sb_2654252_, Pleurobrachia_bachei_sb_2662714_ sb_2662714_, Pleurobrachia_bachei_sb_2651377_ sb_2651377_, Pleurobrachia_bachei_sb_2665535_ sb_2665535_, Pleurobrachia_bachei_sb_2664120_ sb_2664120_, Pleurobrachia_bachei_sb_2640158_ sb_2640158_							
N7.HOG0000177	OG0000012	n365																							Beroe_ovata_Bova1_4.0496.g4.t1 Bova1_4.0496.g4.t1, Beroe_ovata_Bova1_4.0048.g63.t1 Bova1_4.0048.g63.t1, Beroe_ovata_Bova1_4.0048.g62.t1 Bova1_4.0048.g62.t1, Beroe_ovata_Bova1_4.0484.g2.t1 Bova1_4.0484.g2.t1	Mnemiopsis_leidyi_ML189317a ML189317a, Mnemiopsis_leidyi_ML00495a ML00495a	Pleurobrachia_bachei_sb_2652483_ sb_2652483_							
N7.HOG0000178	OG0000012	n396	Monosiga_brevicollisXP_001748060.1 XP_001748060.1 uncharacterized protein MONBRDRAFT_27644 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004998470.1 XP_004998470.1 uncharacterized protein PTSG_11668 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004998468.1 XP_004998468.1 uncharacterized protein PTSG_00996 [Salpingoeca rosetta]																						Mnemiopsis_leidyi_ML020019a ML020019a								
N7.HOG0000179	OG0000012	n419		Salpingoeca_rosetta_XP_004997053.1 XP_004997053.1 uncharacterized protein PTSG_01084 [Salpingoeca rosetta]																							Pleurobrachia_bachei_sb_2643454_ sb_2643454_, Pleurobrachia_bachei_sb_2654001_ sb_2654001_							
N7.HOG0000180	OG0000013	n38																							Beroe_ovata_Bova1_4.0066.g65.t1 Bova1_4.0066.g65.t1	Mnemiopsis_leidyi_ML101013a ML101013a	Pleurobrachia_bachei_sb_2669302_ sb_2669302_							
N7.HOG0000181	OG0000013	n237																							Beroe_ovata_Bova1_4.0140.g20.t1 Bova1_4.0140.g20.t1	Mnemiopsis_leidyi_ML06021a ML06021a								
N7.HOG0000182	OG0000013	n347																									Pleurobrachia_bachei_sb_2658374_ sb_2658374_							
N7.HOG0000183	OG0000013	n360																							Beroe_ovata_Bova1_4.0030.g66.t1 Bova1_4.0030.g66.t1	Mnemiopsis_leidyi_ML07528a ML07528a	Pleurobrachia_bachei_sb_2642488_ sb_2642488_							
N7.HOG0000184	OG0000013	n364																							Beroe_ovata_Bova1_4.0064.g51.t1 Bova1_4.0064.g51.t1, Beroe_ovata_Bova1_4.0064.g52.t1 Bova1_4.0064.g52.t1	Mnemiopsis_leidyi_ML01051a ML01051a	Pleurobrachia_bachei_sb_2647019_ sb_2647019_, Pleurobrachia_bachei_sb_2664184_ sb_2664184_, Pleurobrachia_bachei_sb_2664185_ sb_2664185_							
N7.HOG0000185	OG0000015	n3																									Pleurobrachia_bachei_sb_2668146_ sb_2668146_							
N7.HOG0000186	OG0000015	n64																							Beroe_ovata_Bova1_4.0052.g5.t1 Bova1_4.0052.g5.t1, Beroe_ovata_Bova1_4.0628.g1.t1 Bova1_4.0628.g1.t1	Mnemiopsis_leidyi_ML25991a ML25991a	Pleurobrachia_bachei_sb_2660647_ sb_2660647_							
N7.HOG0000187	OG0000015	n72																							Beroe_ovata_Bova1_4.0080.g8.t1 Bova1_4.0080.g8.t1, Beroe_ovata_Bova1_4.0039.g24.t1 Bova1_4.0039.g24.t1, Beroe_ovata_Bova1_4.0237.g3.t1 Bova1_4.0237.g3.t1, Beroe_ovata_Bova1_4.0030.g78.t1 Bova1_4.0030.g78.t1	Mnemiopsis_leidyi_ML17012a ML17012a	Pleurobrachia_bachei_sb_2660649_ sb_2660649_							
N7.HOG0000188	OG0000016	n83																							Beroe_ovata_Bova1_4.0017.g73.t1 Bova1_4.0017.g73.t1	Mnemiopsis_leidyi_ML282519a ML282519a	Pleurobrachia_bachei_sb_2639954_ sb_2639954_							
N7.HOG0000189	OG0000016	n96																							Beroe_ovata_Bova1_4.0289.g3.t1 Bova1_4.0289.g3.t1, Beroe_ovata_Bova1_4.0289.g2.t1 Bova1_4.0289.g2.t1	Mnemiopsis_leidyi_ML22971a ML22971a								
N7.HOG0000190	OG0000016	n275																									Pleurobrachia_bachei_sb_2665574_ sb_2665574_							
N7.HOG0000191	OG0000016	n325																							Beroe_ovata_Bova1_4.0108.g30.t1 Bova1_4.0108.g30.t1, Beroe_ovata_Bova1_4.0236.g7.t1 Bova1_4.0236.g7.t1, Beroe_ovata_Bova1_4.0254.g4.t1 Bova1_4.0254.g4.t1, Beroe_ovata_Bova1_4.0289.g10.t1 Bova1_4.0289.g10.t1, Beroe_ovata_Bova1_4.0289.g9.t1 Bova1_4.0289.g9.t1, Beroe_ovata_Bova1_4.3261.g1.t1 Bova1_4.3261.g1.t1, Beroe_ovata_Bova1_4.0098.g32.t1 Bova1_4.0098.g32.t1	Mnemiopsis_leidyi_ML13379a ML13379a, Mnemiopsis_leidyi_ML073224a ML073224a, Mnemiopsis_leidyi_ML305524a ML305524a, Mnemiopsis_leidyi_ML227810a ML227810a, Mnemiopsis_leidyi_ML14713a ML14713a, Mnemiopsis_leidyi_ML14714a ML14714a, Mnemiopsis_leidyi_ML030215a ML030215a, Mnemiopsis_leidyi_ML35325a ML35325a, Mnemiopsis_leidyi_ML110511a ML110511a, Mnemiopsis_leidyi_ML33825a ML33825a, Mnemiopsis_leidyi_ML11342a ML11342a, Mnemiopsis_leidyi_ML104211a ML104211a, Mnemiopsis_leidyi_ML218938a ML218938a	Pleurobrachia_bachei_sb_2646893_ sb_2646893_, Pleurobrachia_bachei_sb_2646894_ sb_2646894_, Pleurobrachia_bachei_sb_2646895_ sb_2646895_, Pleurobrachia_bachei_sb_2646898_ sb_2646898_, Pleurobrachia_bachei_sb_2658019_ sb_2658019_, Pleurobrachia_bachei_sb_2646897_ sb_2646897_, Pleurobrachia_bachei_sb_2658018_ sb_2658018_, Pleurobrachia_bachei_sb_2646896_ sb_2646896_, Pleurobrachia_bachei_sb_2658017_ sb_2658017_, Pleurobrachia_bachei_sb_2665580_ sb_2665580_, Pleurobrachia_bachei_sb_2663605_ sb_2663605_							
N7.HOG0000192	OG0000016	n358																							Beroe_ovata_Bova1_4.0028.g5.t1 Bova1_4.0028.g5.t1	Mnemiopsis_leidyi_ML077631a ML077631a	Pleurobrachia_bachei_sb_2668199_ sb_2668199_							
N7.HOG0000193	OG0000016	n365																									Pleurobrachia_bachei_sb_2653034_ sb_2653034_							
N7.HOG0000194	OG0000016	n366																							Beroe_ovata_Bova1_4.0001.g168.t1 Bova1_4.0001.g168.t1	Mnemiopsis_leidyi_ML175611a ML175611a, Mnemiopsis_leidyi_ML19191a ML19191a	Pleurobrachia_bachei_sb_2645533_ sb_2645533_							
N7.HOG0000195	OG0000017	n1																							Beroe_ovata_Bova1_4.0122.g5.t1 Bova1_4.0122.g5.t1, Beroe_ovata_Bova1_4.0122.g4.t1 Bova1_4.0122.g4.t1, Beroe_ovata_Bova1_4.0025.g11.t1 Bova1_4.0025.g11.t1	Mnemiopsis_leidyi_ML04477a ML04477a, Mnemiopsis_leidyi_ML025013a ML025013a, Mnemiopsis_leidyi_ML005334a ML005334a, Mnemiopsis_leidyi_ML098613a ML098613a, Mnemiopsis_leidyi_ML098614a ML098614a	Pleurobrachia_bachei_sb_2668718_ sb_2668718_, Pleurobrachia_bachei_sb_2664007_ sb_2664007_, Pleurobrachia_bachei_sb_2644899_ sb_2644899_, Pleurobrachia_bachei_sb_2662118_ sb_2662118_							
N7.HOG0000196	OG0000017	n206																							Beroe_ovata_Bova1_4.0021.g29.t1 Bova1_4.0021.g29.t1, Beroe_ovata_Bova1_4.0101.g29.t1 Bova1_4.0101.g29.t1	Mnemiopsis_leidyi_ML023111a ML023111a, Mnemiopsis_leidyi_ML200228a ML200228a, Mnemiopsis_leidyi_ML200229a ML200229a	Pleurobrachia_bachei_sb_2667785_ sb_2667785_, Pleurobrachia_bachei_sb_2652454_ sb_2652454_, Pleurobrachia_bachei_sb_2657074_ sb_2657074_, Pleurobrachia_bachei_sb_2648544_ sb_2648544_							
N7.HOG0000197	OG0000018	n63																								Mnemiopsis_leidyi_ML02231a ML02231a, Mnemiopsis_leidyi_ML02243a ML02243a, Mnemiopsis_leidyi_ML006919a ML006919a, Mnemiopsis_leidyi_ML096926a ML096926a								
N7.HOG0000198	OG0000018	n298		Salpingoeca_rosetta_XP_004993302.1 XP_004993302.1 uncharacterized protein PTSG_06413 [Salpingoeca rosetta]																					Beroe_ovata_Bova1_4.0023.g78.t1 Bova1_4.0023.g78.t1, Beroe_ovata_Bova1_4.0023.g78.t2 Bova1_4.0023.g78.t2	Mnemiopsis_leidyi_ML044129a ML044129a	Pleurobrachia_bachei_sb_2648056_ sb_2648056_, Pleurobrachia_bachei_sb_2667738_ sb_2667738_							
N7.HOG0000199	OG0000019	n11																							Beroe_ovata_Bova1_4.0045.g60.t1 Bova1_4.0045.g60.t1	Mnemiopsis_leidyi_ML368911a ML368911a, Mnemiopsis_leidyi_ML368915a ML368915a	Pleurobrachia_bachei_sb_2654709_ sb_2654709_							
N7.HOG0000200	OG0000019	n19																							Beroe_ovata_Bova1_4.0002.g73.t1 Bova1_4.0002.g73.t1, Beroe_ovata_Bova1_4.0002.g74.t1 Bova1_4.0002.g74.t1	Mnemiopsis_leidyi_ML102235a ML102235a	Pleurobrachia_bachei_sb_2654073_ sb_2654073_							
N7.HOG0000201	OG0000019	n32																							Beroe_ovata_Bova1_4.0050.g21.t1 Bova1_4.0050.g21.t1, Beroe_ovata_Bova1_4.0050.g20.t1 Bova1_4.0050.g20.t1	Mnemiopsis_leidyi_ML35889a ML35889a	Pleurobrachia_bachei_sb_2656361_ sb_2656361_							
N7.HOG0000202	OG0000019	n44																							Beroe_ovata_Bova1_4.0118.g26.t1 Bova1_4.0118.g26.t1	Mnemiopsis_leidyi_ML19322b ML19322b	Pleurobrachia_bachei_sb_2666226_ sb_2666226_							
N7.HOG0000203	OG0000019	n103																							Beroe_ovata_Bova1_4.0186.g10.t1 Bova1_4.0186.g10.t1	Mnemiopsis_leidyi_ML200252a ML200252a, Mnemiopsis_leidyi_ML200253a ML200253a	Pleurobrachia_bachei_sb_2659869_ sb_2659869_, Pleurobrachia_bachei_sb_2647435_ sb_2647435_							
N7.HOG0000204	OG0000019	n118																							Beroe_ovata_Bova1_4.0040.g35.t3 Bova1_4.0040.g35.t3, Beroe_ovata_Bova1_4.0040.g35.t2 Bova1_4.0040.g35.t2	Mnemiopsis_leidyi_ML218835a ML218835a	Pleurobrachia_bachei_sb_2641584_ sb_2641584_							
N7.HOG0000205	OG0000019	n316																							Beroe_ovata_Bova1_4.0137.g24.t1 Bova1_4.0137.g24.t1, Beroe_ovata_Bova1_4.0137.g23.t1 Bova1_4.0137.g23.t1	Mnemiopsis_leidyi_ML34871b ML34871b								
N7.HOG0000206	OG0000020	n207	Monosiga_brevicollisXP_001744748.1 XP_001744748.1 uncharacterized protein MONBRDRAFT_31893 [Monosiga brevicollis MX1], Monosiga_brevicollisXP_001744747.1 XP_001744747.1 uncharacterized protein MONBRDRAFT_31892 [Monosiga brevicollis MX1], Monosiga_brevicollisXP_001747370.1 XP_001747370.1 uncharacterized protein MONBRDRAFT_26818 [Monosiga brevicollis MX1], Monosiga_brevicollisXP_001746863.1 XP_001746863.1 uncharacterized protein MONBRDRAFT_9251 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004997835.1 XP_004997835.1 uncharacterized protein PTSG_11789 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004999076.1 XP_004999076.1 uncharacterized protein PTSG_11601 [Salpingoeca rosetta]																														
N7.HOG0000207	OG0000021	n2																							Beroe_ovata_Bova1_4.0007.g25.t2 Bova1_4.0007.g25.t2, Beroe_ovata_Bova1_4.0007.g25.t3 Bova1_4.0007.g25.t3, Beroe_ovata_Bova1_4.0007.g25.t5 Bova1_4.0007.g25.t5, Beroe_ovata_Bova1_4.0007.g25.t4 Bova1_4.0007.g25.t4, Beroe_ovata_Bova1_4.0007.g25.t1 Bova1_4.0007.g25.t1	Mnemiopsis_leidyi_ML06733a ML06733a, Mnemiopsis_leidyi_ML06732a ML06732a								
N7.HOG0000208	OG0000021	n165																							Beroe_ovata_Bova1_4.0442.g1.t2 Bova1_4.0442.g1.t2, Beroe_ovata_Bova1_4.0442.g1.t1 Bova1_4.0442.g1.t1, Beroe_ovata_Bova1_4.0288.g8.t2 Bova1_4.0288.g8.t2, Beroe_ovata_Bova1_4.0288.g8.t3 Bova1_4.0288.g8.t3, Beroe_ovata_Bova1_4.0288.g8.t4 Bova1_4.0288.g8.t4, Beroe_ovata_Bova1_4.0288.g8.t1 Bova1_4.0288.g8.t1	Mnemiopsis_leidyi_ML094333a ML094333a, Mnemiopsis_leidyi_ML03664a ML03664a	Pleurobrachia_bachei_sb_2653712_ sb_2653712_, Pleurobrachia_bachei_sb_2658415_ sb_2658415_							
N7.HOG0000209	OG0000021	n177																							Beroe_ovata_Bova1_4.0072.g25.t1 Bova1_4.0072.g25.t1	Mnemiopsis_leidyi_ML082718a ML082718a	Pleurobrachia_bachei_sb_2656801_ sb_2656801_							
N7.HOG0000210	OG0000021	n192																							Beroe_ovata_Bova1_4.0018.g74.t1 Bova1_4.0018.g74.t1	Mnemiopsis_leidyi_ML02274a ML02274a								
N7.HOG0000211	OG0000021	n194																							Beroe_ovata_Bova1_4.0226.g12.t1 Bova1_4.0226.g12.t1									
N7.HOG0000212	OG0000022	n94	Monosiga_brevicollisXP_001750546.1 XP_001750546.1 uncharacterized protein MONBRDRAFT_12654 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004991121.1 XP_004991121.1 annexin 6 [Salpingoeca rosetta]																														
