N14.HOG0000083	OG0000034	n87		Salpingoeca_rosetta_XP_004999044.1 XP_004999044.1 uncharacterized protein PTSG_00500 [Salpingoeca rosetta]																														
N14.HOG0000084	OG0000034	n96	Monosiga_brevicollisXP_001748540.1 XP_001748540.1 uncharacterized protein MONBRDRAFT_38323 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004991206.1 XP_004991206.1 wnt inhibitory factor 1 [Salpingoeca rosetta]																														
N14.HOG0000085	OG0000034	n97	Monosiga_brevicollisXP_001745303.1 XP_001745303.1 uncharacterized protein MONBRDRAFT_24778 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004999045.1 XP_004999045.1 laminin B1 [Salpingoeca rosetta]																														
N14.HOG0000086	OG0000037	n54		Salpingoeca_rosetta_XP_004989660.1 XP_004989660.1 beta-Ig-H3_fasciclin [Salpingoeca rosetta]																														
N14.HOG0000087	OG0000037	n106		Salpingoeca_rosetta_XP_004988755.1 XP_004988755.1 uncharacterized protein PTSG_10789 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004998655.1 XP_004998655.1 uncharacterized protein PTSG_11543 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004996893.1 XP_004996893.1 uncharacterized protein PTSG_11875 [Salpingoeca rosetta]																														
N14.HOG0000088	OG0000037	n110		Salpingoeca_rosetta_XP_004994806.1 XP_004994806.1 uncharacterized protein PTSG_03911 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004994760.1 XP_004994760.1 uncharacterized protein PTSG_04670 [Salpingoeca rosetta]																														
N14.HOG0000089	OG0000037	n122	Monosiga_brevicollisXP_001744629.1 XP_001744629.1 uncharacterized protein MONBRDRAFT_24131 [Monosiga brevicollis MX1], Monosiga_brevicollisXP_001748692.1 XP_001748692.1 uncharacterized protein MONBRDRAFT_28185 [Monosiga brevicollis MX1], Monosiga_brevicollisXP_001748619.1 XP_001748619.1 uncharacterized protein MONBRDRAFT_28184 [Monosiga brevicollis MX1], Monosiga_brevicollisXP_001742747.1 XP_001742747.1 uncharacterized protein MONBRDRAFT_22287 [Monosiga brevicollis MX1]																															
N14.HOG0000090	OG0000039	n1	Monosiga_brevicollisXP_001748473.1 XP_001748473.1 uncharacterized protein MONBRDRAFT_28035 [Monosiga brevicollis MX1]																															
N14.HOG0000091	OG0000041	n2	Monosiga_brevicollisXP_001746473.1 XP_001746473.1 uncharacterized protein MONBRDRAFT_8767 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004992203.1 XP_004992203.1 beta-actin [Salpingoeca rosetta]																														
N14.HOG0000092	OG0000042	n8	Monosiga_brevicollisXP_001750740.1 XP_001750740.1 uncharacterized protein MONBRDRAFT_30268 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004989366.1 XP_004989366.1 uncharacterized protein PTSG_09113 [Salpingoeca rosetta]																														
N14.HOG0000093	OG0000042	n10		Salpingoeca_rosetta_XP_004993971.1 XP_004993971.1 uncharacterized protein PTSG_05398 [Salpingoeca rosetta]																														
N14.HOG0000094	OG0000045	n62	Monosiga_brevicollisXP_001749847.1 XP_001749847.1 uncharacterized protein MONBRDRAFT_34306 [Monosiga brevicollis MX1]																															
N14.HOG0000095	OG0000046	n10		Salpingoeca_rosetta_XP_004987753.1 XP_004987753.1 uncharacterized protein PTSG_11257 [Salpingoeca rosetta]																														
N14.HOG0000096	OG0000047	n0	Monosiga_brevicollisXP_001745833.1 XP_001745833.1 uncharacterized protein MONBRDRAFT_25512 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004999037.1 XP_004999037.1 uncharacterized protein PTSG_00492 [Salpingoeca rosetta]																														
N14.HOG0000097	OG0000048	n104		Salpingoeca_rosetta_XP_004987589.1 XP_004987589.1 uncharacterized protein PTSG_13192_ partial [Salpingoeca rosetta]																														
N14.HOG0000098	OG0000051	n60		Salpingoeca_rosetta_XP_004993504.1 XP_004993504.1 uncharacterized protein PTSG_05636 [Salpingoeca rosetta]																														
N14.HOG0000099	OG0000051	n69		Salpingoeca_rosetta_XP_004998635.1 XP_004998635.1 uncharacterized protein PTSG_00082 [Salpingoeca rosetta]																														
N14.HOG0000100	OG0000058	n36	Monosiga_brevicollisXP_001744426.1 XP_001744426.1 uncharacterized protein MONBRDRAFT_31785 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004997451.1 XP_004997451.1 uncharacterized protein PTSG_11741 [Salpingoeca rosetta]																														
N14.HOG0000101	OG0000061	n39	Monosiga_brevicollisXP_001746878.1 XP_001746878.1 uncharacterized protein MONBRDRAFT_26531 [Monosiga brevicollis MX1], Monosiga_brevicollisXP_001745608.1 XP_001745608.1 uncharacterized protein MONBRDRAFT_36908 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004987707.1 XP_004987707.1 uncharacterized protein PTSG_11347 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004994504.1 XP_004994504.1 uncharacterized protein PTSG_12171 [Salpingoeca rosetta]																														
N14.HOG0000102	OG0000064	n5	Monosiga_brevicollisXP_001750003.1 XP_001750003.1 uncharacterized protein MONBRDRAFT_29555 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004991801.1 XP_004991801.1 salivary glue protein Sgs-3 [Salpingoeca rosetta]																														
N14.HOG0000103	OG0000064	n7	Monosiga_brevicollisXP_001746748.1 XP_001746748.1 uncharacterized protein MONBRDRAFT_26291 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004998469.1 XP_004998469.1 gamma-carboxyglutamic acid protein 3 splice variant A [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004988554.1 XP_004988554.1 uncharacterized protein PTSG_10215 [Salpingoeca rosetta]																														
N14.HOG0000104	OG0000069	n10		Salpingoeca_rosetta_XP_004993742.1 XP_004993742.1 uncharacterized protein PTSG_12267 [Salpingoeca rosetta]																														
N14.HOG0000105	OG0000070	n1	Monosiga_brevicollisXP_001746375.1 XP_001746375.1 uncharacterized protein MONBRDRAFT_26049 [Monosiga brevicollis MX1]																															
N14.HOG0000106	OG0000074	n2		Salpingoeca_rosetta_XP_004991789.1 XP_004991789.1 uncharacterized protein PTSG_07982 [Salpingoeca rosetta]																														
N14.HOG0000107	OG0000076	n0	Monosiga_brevicollisXP_001748741.1 XP_001748741.1 uncharacterized protein MONBRDRAFT_33821 [Monosiga brevicollis MX1]																															
N14.HOG0000108	OG0000081	n2	Monosiga_brevicollisXP_001747730.1 XP_001747730.1 uncharacterized protein MONBRDRAFT_9903 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004994461.1 XP_004994461.1 cysteine-rich with EGF-like domain-containing protein 2 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004991372.1 XP_004991372.1 uncharacterized protein PTSG_07576 [Salpingoeca rosetta]																														
N14.HOG0000109	OG0000082	n0		Salpingoeca_rosetta_XP_004991179.1 XP_004991179.1 uncharacterized protein PTSG_12689 [Salpingoeca rosetta]																														
N14.HOG0000110	OG0000086	n1	Monosiga_brevicollisXP_001745884.1 XP_001745884.1 uncharacterized protein MONBRDRAFT_25354 [Monosiga brevicollis MX1]																															
N14.HOG0000111	OG0000086	n14		Salpingoeca_rosetta_XP_004988905.1 XP_004988905.1 uncharacterized protein PTSG_09992 [Salpingoeca rosetta]																														
N14.HOG0000112	OG0000087	n1		Salpingoeca_rosetta_XP_004991976.1 XP_004991976.1 uncharacterized protein PTSG_06590 [Salpingoeca rosetta]																														
N14.HOG0000113	OG0000088	n0		Salpingoeca_rosetta_XP_004989262.1 XP_004989262.1 uncharacterized protein PTSG_09907 [Salpingoeca rosetta]																														
N14.HOG0000114	OG0000093	n38	Monosiga_brevicollisXP_001742194.1 XP_001742194.1 uncharacterized protein MONBRDRAFT_35345 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004996477.1 XP_004996477.1 uncharacterized protein PTSG_02962 [Salpingoeca rosetta]																														
N14.HOG0000115	OG0000094	n0		Salpingoeca_rosetta_XP_004997081.1 XP_004997081.1 uncharacterized protein PTSG_01111 [Salpingoeca rosetta]																														
N14.HOG0000116	OG0000098	n0		Salpingoeca_rosetta_XP_004988520.1 XP_004988520.1 uncharacterized protein PTSG_13005 [Salpingoeca rosetta]																														
N14.HOG0000117	OG0000100	n45	Monosiga_brevicollisXP_001750646.1 XP_001750646.1 uncharacterized protein MONBRDRAFT_12732 [Monosiga brevicollis MX1]																															
N14.HOG0000118	OG0000102	n5		Salpingoeca_rosetta_XP_004998195.1 XP_004998195.1 fibulin-2 [Salpingoeca rosetta]																														
N14.HOG0000119	OG0000102	n12		Salpingoeca_rosetta_XP_004988631.1 XP_004988631.1 uncharacterized protein PTSG_10665 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004995207.1 XP_004995207.1 uncharacterized protein PTSG_03475 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004993827.1 XP_004993827.1 uncharacterized protein PTSG_12283 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004992684.1 XP_004992684.1 uncharacterized protein PTSG_12565 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004991002.1 XP_004991002.1 hemagglutinin_amebocyte aggregation factor [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004992431.1 XP_004992431.1 uncharacterized protein PTSG_07019 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004998423.1 XP_004998423.1 uncharacterized protein PTSG_11664 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004987839.1 XP_004987839.1 uncharacterized protein PTSG_11194 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004989978.1 XP_004989978.1 uncharacterized protein PTSG_09549 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004990651.1 XP_004990651.1 hypothetical protein_ variant [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004990652.1 XP_004990652.1 uncharacterized protein PTSG_12719 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004996528.1 XP_004996528.1 uncharacterized protein PTSG_03009 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004987976.1 XP_004987976.1 uncharacterized protein PTSG_11057 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004990946.1 XP_004990946.1 uncharacterized protein PTSG_07442 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004992612.1 XP_004992612.1 uncharacterized protein PTSG_07192 [Salpingoeca rosetta]																														
N14.HOG0000120	OG0000103	n0		Salpingoeca_rosetta_XP_004988383.1 XP_004988383.1 uncharacterized protein PTSG_10334 [Salpingoeca rosetta]																														
N14.HOG0000121	OG0000107	n0	Monosiga_brevicollisXP_001745227.1 XP_001745227.1 uncharacterized protein MONBRDRAFT_24936 [Monosiga brevicollis MX1]																															
N14.HOG0000122	OG0000112	n0	Monosiga_brevicollisXP_001750416.1 XP_001750416.1 uncharacterized protein MONBRDRAFT_29948 [Monosiga brevicollis MX1], Monosiga_brevicollisXP_001747086.1 XP_001747086.1 uncharacterized protein MONBRDRAFT_26729 [Monosiga brevicollis MX1], Monosiga_brevicollisXP_001742652.1 XP_001742652.1 uncharacterized protein MONBRDRAFT_22110 [Monosiga brevicollis MX1], Monosiga_brevicollisXP_001745179.1 XP_001745179.1 uncharacterized protein MONBRDRAFT_24839 [Monosiga brevicollis MX1], Monosiga_brevicollisXP_001751005.1 XP_001751005.1 uncharacterized protein MONBRDRAFT_30511 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004998289.1 XP_004998289.1 uncharacterized protein PTSG_00821 [Salpingoeca rosetta]																														
N14.HOG0000123	OG0000113	n15	Monosiga_brevicollisXP_001743656.1 XP_001743656.1 uncharacterized protein MONBRDRAFT_6293 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004995810.1 XP_004995810.1 uncharacterized protein PTSG_03226 [Salpingoeca rosetta]																														
N14.HOG0000124	OG0000117	n25		Salpingoeca_rosetta_XP_004997887.1 XP_004997887.1 uncharacterized protein PTSG_01906 [Salpingoeca rosetta]																														
N14.HOG0000125	OG0000119	n26	Monosiga_brevicollisXP_001744188.1 XP_001744188.1 uncharacterized protein MONBRDRAFT_15699_ partial [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004993435.1 XP_004993435.1 leucine rich repeat containing protein 40 [Salpingoeca rosetta]																														
N14.HOG0000126	OG0000122	n24		Salpingoeca_rosetta_XP_004989019.1 XP_004989019.1 Megf11 [Salpingoeca rosetta]																														
N14.HOG0000127	OG0000125	n0	Monosiga_brevicollisXP_001749322.1 XP_001749322.1 uncharacterized protein MONBRDRAFT_38683 [Monosiga brevicollis MX1]																															
N14.HOG0000128	OG0000128	n1	Monosiga_brevicollisXP_001747212.1 XP_001747212.1 uncharacterized protein MONBRDRAFT_33043 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004987944.1 XP_004987944.1 uncharacterized protein PTSG_11020 [Salpingoeca rosetta]																														
N14.HOG0000129	OG0000133	n0	Monosiga_brevicollisXP_001748425.1 XP_001748425.1 uncharacterized protein MONBRDRAFT_27938 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004992379.1 XP_004992379.1 uncharacterized protein PTSG_06976 [Salpingoeca rosetta]																														
N14.HOG0000130	OG0000134	n4	Monosiga_brevicollisXP_001742639.1 XP_001742639.1 uncharacterized protein MONBRDRAFT_4977 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004992438.1 XP_004992438.1 uncharacterized protein PTSG_07026 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004998242.1 XP_004998242.1 uncharacterized protein PTSG_00776 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004998455.1 XP_004998455.1 uncharacterized protein PTSG_00983 [Salpingoeca rosetta]																														
N14.HOG0000131	OG0000134	n22	Monosiga_brevicollisXP_001745585.1 XP_001745585.1 uncharacterized protein MONBRDRAFT_32359 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004999105.1 XP_004999105.1 Mdn1 protein [Salpingoeca rosetta]																														
N14.HOG0000132	OG0000139	n0	Monosiga_brevicollisXP_001748132.1 XP_001748132.1 uncharacterized protein MONBRDRAFT_33535 [Monosiga brevicollis MX1]																															
N14.HOG0000133	OG0000146	n10	Monosiga_brevicollisXP_001746954.1 XP_001746954.1 uncharacterized protein MONBRDRAFT_26448 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004995314.1 XP_004995314.1 uncharacterized protein PTSG_03585 [Salpingoeca rosetta]																														
N14.HOG0000134	OG0000147	n17		Salpingoeca_rosetta_XP_004992846.1 XP_004992846.1 uncharacterized protein PTSG_05954 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004992209.1 XP_004992209.1 uncharacterized protein PTSG_06810 [Salpingoeca rosetta]																														
N14.HOG0000135	OG0000150	n0	Monosiga_brevicollisXP_001744348.1 XP_001744348.1 uncharacterized protein MONBRDRAFT_31716 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004991371.1 XP_004991371.1 uncharacterized protein PTSG_07575 [Salpingoeca rosetta]																														
N14.HOG0000136	OG0000156	n0	Monosiga_brevicollisXP_001746092.1 XP_001746092.1 uncharacterized protein MONBRDRAFT_25760 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004992790.1 XP_004992790.1 uncharacterized protein PTSG_05897 [Salpingoeca rosetta]																														
N14.HOG0000137	OG0000157	n0		Salpingoeca_rosetta_XP_004992034.1 XP_004992034.1 uncharacterized protein PTSG_06646 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004993741.1 XP_004993741.1 uncharacterized protein PTSG_05162 [Salpingoeca rosetta]																														
N14.HOG0000138	OG0000158	n1		Salpingoeca_rosetta_XP_004991218.1 XP_004991218.1 uncharacterized protein PTSG_08193 [Salpingoeca rosetta]																														
N14.HOG0000139	OG0000164	n0	Monosiga_brevicollisXP_001749414.1 XP_001749414.1 uncharacterized protein MONBRDRAFT_28954 [Monosiga brevicollis MX1]																															
N14.HOG0000140	OG0000165	n0	Monosiga_brevicollisXP_001746780.1 XP_001746780.1 uncharacterized protein MONBRDRAFT_32857 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004988881.1 XP_004988881.1 leucine rich repeat containing protein 58 [Salpingoeca rosetta]																														
N14.HOG0000141	OG0000171	n0	Monosiga_brevicollisXP_001746368.1 XP_001746368.1 uncharacterized protein MONBRDRAFT_8805_ partial [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004995449.1 XP_004995449.1 uncharacterized protein PTSG_03725 [Salpingoeca rosetta]																														
N14.HOG0000142	OG0000176	n0	Monosiga_brevicollisXP_001746650.1 XP_001746650.1 uncharacterized protein MONBRDRAFT_8870 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004996728.1 XP_004996728.1 uncharacterized protein PTSG_02243 [Salpingoeca rosetta]																														
N14.HOG0000143	OG0000177	n9	Monosiga_brevicollisXP_001742927.1 XP_001742927.1 uncharacterized protein MONBRDRAFT_14396_ partial [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004994200.1 XP_004994200.1 uncharacterized protein PTSG_04882 [Salpingoeca rosetta]																														
N14.HOG0000144	OG0000181	n0		Salpingoeca_rosetta_XP_004997925.1 XP_004997925.1 uncharacterized protein PTSG_11806 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004989184.1 XP_004989184.1 uncharacterized protein PTSG_09827 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004987674.1 XP_004987674.1 uncharacterized protein PTSG_11315 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004993972.1 XP_004993972.1 uncharacterized protein PTSG_05399 [Salpingoeca rosetta]																														
N14.HOG0000145	OG0000182	n2		Salpingoeca_rosetta_XP_004993157.1 XP_004993157.1 uncharacterized protein PTSG_12420 [Salpingoeca rosetta]																														
N14.HOG0000146	OG0000187	n0	Monosiga_brevicollisXP_001748759.1 XP_001748759.1 uncharacterized protein MONBRDRAFT_10986 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004992500.1 XP_004992500.1 uncharacterized protein PTSG_07085 [Salpingoeca rosetta]																														
N14.HOG0000147	OG0000192	n0	Monosiga_brevicollisXP_001746820.1 XP_001746820.1 uncharacterized protein MONBRDRAFT_26415 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004994994.1 XP_004994994.1 uncharacterized protein PTSG_04098 [Salpingoeca rosetta]																														
N14.HOG0000148	OG0000193	n0	Monosiga_brevicollisXP_001745853.1 XP_001745853.1 uncharacterized protein MONBRDRAFT_32477 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004988965.1 XP_004988965.1 uncharacterized protein PTSG_12983 [Salpingoeca rosetta]																														
N14.HOG0000149	OG0000194	n0		Salpingoeca_rosetta_XP_004991695.1 XP_004991695.1 uncharacterized protein PTSG_07893 [Salpingoeca rosetta]																														
N14.HOG0000150	OG0000199	n0	Monosiga_brevicollisXP_001749585.1 XP_001749585.1 uncharacterized protein MONBRDRAFT_38755 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004991052.1 XP_004991052.1 uncharacterized protein PTSG_12675 [Salpingoeca rosetta]																														
N14.HOG0000151	OG0000200	n0		Salpingoeca_rosetta_XP_004998525.1 XP_004998525.1 uncharacterized protein PTSG_11678 [Salpingoeca rosetta]																														
N14.HOG0000152	OG0000209	n0	Monosiga_brevicollisXP_001750361.1 XP_001750361.1 uncharacterized protein MONBRDRAFT_34519 [Monosiga brevicollis MX1]																															
N14.HOG0000153	OG0000210	n0	Monosiga_brevicollisXP_001750151.1 XP_001750151.1 uncharacterized protein MONBRDRAFT_29661 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004993699.1 XP_004993699.1 uncharacterized protein PTSG_05116 [Salpingoeca rosetta]																														
N14.HOG0000154	OG0000211	n0	Monosiga_brevicollisXP_001749206.1 XP_001749206.1 uncharacterized protein MONBRDRAFT_11289 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004987681.1 XP_004987681.1 uncharacterized protein PTSG_11322 [Salpingoeca rosetta]																														
N14.HOG0000155	OG0000212	n0		Salpingoeca_rosetta_XP_004993180.1 XP_004993180.1 uncharacterized protein PTSG_12424 [Salpingoeca rosetta]																														
N14.HOG0000156	OG0000219	n0	Monosiga_brevicollisXP_001742665.1 XP_001742665.1 uncharacterized protein MONBRDRAFT_14058 [Monosiga brevicollis MX1]																															
N14.HOG0000157	OG0000220	n0		Salpingoeca_rosetta_XP_004993752.1 XP_004993752.1 uncharacterized protein PTSG_05175 [Salpingoeca rosetta]																														
N14.HOG0000158	OG0000229	n0	Monosiga_brevicollisXP_001750312.1 XP_001750312.1 uncharacterized protein MONBRDRAFT_29815 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004996238.1 XP_004996238.1 uncharacterized protein PTSG_02737 [Salpingoeca rosetta]																														
N14.HOG0000159	OG0000230	n0	Monosiga_brevicollisXP_001749674.1 XP_001749674.1 uncharacterized protein MONBRDRAFT_38840 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004992009.1 XP_004992009.1 copine [Salpingoeca rosetta]																														
N14.HOG0000160	OG0000239	n0		Salpingoeca_rosetta_XP_004993503.1 XP_004993503.1 uncharacterized protein PTSG_05635 [Salpingoeca rosetta]																														
N14.HOG0000161	OG0000240	n1		Salpingoeca_rosetta_XP_004987708.1 XP_004987708.1 uncharacterized protein PTSG_11348 [Salpingoeca rosetta]																														
N14.HOG0000162	OG0000252	n0	Monosiga_brevicollisXP_001747777.1 XP_001747777.1 uncharacterized protein MONBRDRAFT_9985 [Monosiga brevicollis MX1]																															
N14.HOG0000163	OG0000253	n0		Salpingoeca_rosetta_XP_004997631.1 XP_004997631.1 uncharacterized protein PTSG_01653 [Salpingoeca rosetta]																														
N14.HOG0000164	OG0000274	n0	Monosiga_brevicollisXP_001747849.1 XP_001747849.1 uncharacterized protein MONBRDRAFT_10113 [Monosiga brevicollis MX1]																															
N14.HOG0000165	OG0000275	n0		Salpingoeca_rosetta_XP_004993602.1 XP_004993602.1 uncharacterized protein PTSG_05734 [Salpingoeca rosetta]																														
N14.HOG0000166	OG0000307	n0	Monosiga_brevicollisXP_001750685.1 XP_001750685.1 uncharacterized protein MONBRDRAFT_39264 [Monosiga brevicollis MX1], Monosiga_brevicollisXP_001744475.1 XP_001744475.1 uncharacterized protein MONBRDRAFT_24183 [Monosiga brevicollis MX1]																															
N14.HOG0000167	OG0000321	n0	Monosiga_brevicollisXP_001742108.1 XP_001742108.1 uncharacterized protein MONBRDRAFT_17036 [Monosiga brevicollis MX1]																															
N14.HOG0000168	OG0000322	n0		Salpingoeca_rosetta_XP_004991262.1 XP_004991262.1 uncharacterized protein PTSG_08236 [Salpingoeca rosetta]																														
N14.HOG0000169	OG0000338	n0	Monosiga_brevicollisXP_001747127.1 XP_001747127.1 uncharacterized protein MONBRDRAFT_26807 [Monosiga brevicollis MX1]																															
N14.HOG0000170	OG0000363	n0	Monosiga_brevicollisXP_001742590.1 XP_001742590.1 uncharacterized protein MONBRDRAFT_21995 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004988279.1 XP_004988279.1 uncharacterized protein PTSG_13115 [Salpingoeca rosetta]																														
N14.HOG0000171	OG0000364	n0		Salpingoeca_rosetta_XP_004991077.1 XP_004991077.1 uncharacterized protein PTSG_08056 [Salpingoeca rosetta]																														
N14.HOG0000172	OG0000408	n0		Salpingoeca_rosetta_XP_004997666.1 XP_004997666.1 uncharacterized protein PTSG_01688 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004997438.1 XP_004997438.1 uncharacterized protein PTSG_01464 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004995528.1 XP_004995528.1 uncharacterized protein PTSG_03795 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004996228.1 XP_004996228.1 uncharacterized protein PTSG_11912 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004996226.1 XP_004996226.1 uncharacterized protein PTSG_02730 [Salpingoeca rosetta]																														
N14.HOG0000173	OG0000409	n0		Salpingoeca_rosetta_XP_004993654.1 XP_004993654.1 uncharacterized protein PTSG_05784 [Salpingoeca rosetta]																														
N14.HOG0000174	OG0000410	n0		Salpingoeca_rosetta_XP_004987528.1 XP_004987528.1 uncharacterized protein PTSG_13209_ partial [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004991089.1 XP_004991089.1 uncharacterized protein PTSG_08068 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004989458.1 XP_004989458.1 uracil-DNA glycosylase [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004990952.1 XP_004990952.1 uncharacterized protein PTSG_07447 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004989416.1 XP_004989416.1 uncharacterized protein PTSG_09162 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004988119.1 XP_004988119.1 uncharacterized protein PTSG_10584 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004988996.1 XP_004988996.1 uncharacterized protein PTSG_10086 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004990951.1 XP_004990951.1 uncharacterized protein PTSG_07446 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004987595.1 XP_004987595.1 uncharacterized protein PTSG_11398 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004988403.1 XP_004988403.1 uncharacterized protein PTSG_10352 [Salpingoeca rosetta]																														
N14.HOG0000175	OG0000447	n0	Monosiga_brevicollisXP_001748431.1 XP_001748431.1 uncharacterized protein MONBRDRAFT_10631 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004992279.1 XP_004992279.1 uncharacterized protein PTSG_06880 [Salpingoeca rosetta]																														
N14.HOG0000176	OG0000448	n0	Monosiga_brevicollisXP_001742945.1 XP_001742945.1 uncharacterized protein MONBRDRAFT_22693_ partial [Monosiga brevicollis MX1]																															
N14.HOG0000177	OG0000449	n0		Salpingoeca_rosetta_XP_004992000.1 XP_004992000.1 uncharacterized protein PTSG_06613 [Salpingoeca rosetta]																														
N14.HOG0000178	OG0000498	n0	Monosiga_brevicollisXP_001745321.1 XP_001745321.1 uncharacterized protein MONBRDRAFT_32123 [Monosiga brevicollis MX1]																															
N14.HOG0000179	OG0000499	n0	Monosiga_brevicollisXP_001742056.1 XP_001742056.1 uncharacterized protein MONBRDRAFT_30718 [Monosiga brevicollis MX1]																															
N14.HOG0000180	OG0000500	n0		Salpingoeca_rosetta_XP_004997017.1 XP_004997017.1 uncharacterized protein PTSG_11887 [Salpingoeca rosetta]																														
N14.HOG0000181	OG0000553	n0	Monosiga_brevicollisXP_001743294.1 XP_001743294.1 uncharacterized protein MONBRDRAFT_22748 [Monosiga brevicollis MX1]																															
N14.HOG0000182	OG0000554	n0		Salpingoeca_rosetta_XP_004992286.1 XP_004992286.1 ras-1 [Salpingoeca rosetta]																														
N14.HOG0000183	OG0000622	n0	Monosiga_brevicollisXP_001750714.1 XP_001750714.1 uncharacterized protein MONBRDRAFT_12793 [Monosiga brevicollis MX1], Monosiga_brevicollisXP_001744703.1 XP_001744703.1 uncharacterized protein MONBRDRAFT_31857 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004991382.1 XP_004991382.1 uncharacterized protein PTSG_07584 [Salpingoeca rosetta]																														
N14.HOG0000184	OG0000623	n0		Salpingoeca_rosetta_XP_004997205.1 XP_004997205.1 uncharacterized protein PTSG_01232 [Salpingoeca rosetta]																														
N14.HOG0000185	OG0000624	n0		Salpingoeca_rosetta_XP_004994212.1 XP_004994212.1 uncharacterized protein PTSG_04894 [Salpingoeca rosetta]																														
