N10.HOG0000195	OG0000048	n30																															Amphimedon_queenslandica_tr_A0A1X7UU24_A0A1X7UU24_AMPQE tr_A0A1X7UU24_A0A1X7UU24_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000196	OG0000049	n14																															Amphimedon_queenslandica_tr_A0A1X7VVB6_A0A1X7VVB6_AMPQE tr_A0A1X7VVB6_A0A1X7VVB6_AMPQE Sema domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=100641578 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7SV56_A0A1X7SV56_AMPQE tr_A0A1X7SV56_A0A1X7SV56_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T417_A0A1X7T417_AMPQE tr_A0A1X7T417_A0A1X7T417_AMPQE Sema domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UU11_A0A1X7UU11_AMPQE tr_A0A1X7UU11_A0A1X7UU11_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VVB4_A0A1X7VVB4_AMPQE tr_A0A1X7VVB4_A0A1X7VVB4_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100641705 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7URZ8_A0A1X7URZ8_AMPQE tr_A0A1X7URZ8_A0A1X7URZ8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7URK3_A0A1X7URK3_AMPQE tr_A0A1X7URK3_A0A1X7URK3_AMPQE Sema domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Ephydatia_muelleri_Em0014g267a Em0014g267a
N10.HOG0000197	OG0000051	n27																																Ephydatia_muelleri_Em0024g143a Em0024g143a, Ephydatia_muelleri_Em0024g142a Em0024g142a
N10.HOG0000198	OG0000054	n4																															Amphimedon_queenslandica_tr_A0A1X7TU95_A0A1X7TU95_AMPQE tr_A0A1X7TU95_A0A1X7TU95_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7STD8_A0A1X7STD8_AMPQE tr_A0A1X7STD8_A0A1X7STD8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Ephydatia_muelleri_Em0001g3101a Em0001g3101a
N10.HOG0000199	OG0000054	n31																															Amphimedon_queenslandica_tr_A0A1X7UT64_A0A1X7UT64_AMPQE tr_A0A1X7UT64_A0A1X7UT64_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100636327 PE=4 SV=1	Ephydatia_muelleri_Em0005g1163a Em0005g1163a
N10.HOG0000200	OG0000056	n1																															Amphimedon_queenslandica_tr_A0A1X7TYP3_A0A1X7TYP3_AMPQE tr_A0A1X7TYP3_A0A1X7TYP3_AMPQE RING-type E3 ubiquitin transferase OS=Amphimedon queenslandica OX=400682 GN=105314196 PE=4 SV=1	
N10.HOG0000201	OG0000058	n11																																Ephydatia_muelleri_Em0006g1503a Em0006g1503a
N10.HOG0000202	OG0000060	n1																															Amphimedon_queenslandica_tr_A0A1X7TGT6_A0A1X7TGT6_AMPQE tr_A0A1X7TGT6_A0A1X7TGT6_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Ephydatia_muelleri_Em0010g648a Em0010g648a
N10.HOG0000203	OG0000060	n2																															Amphimedon_queenslandica_tr_A0A1X7TP60_A0A1X7TP60_AMPQE tr_A0A1X7TP60_A0A1X7TP60_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TAQ1_A0A1X7TAQ1_AMPQE tr_A0A1X7TAQ1_A0A1X7TAQ1_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T575_A0A1X7T575_AMPQE tr_A0A1X7T575_A0A1X7T575_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T973_A0A1X7T973_AMPQE tr_A0A1X7T973_A0A1X7T973_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SMV2_A0A1X7SMV2_AMPQE tr_A0A1X7SMV2_A0A1X7SMV2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SL05_A0A1X7SL05_AMPQE tr_A0A1X7SL05_A0A1X7SL05_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V6K2_A0A1X7V6K2_AMPQE tr_A0A1X7V6K2_A0A1X7V6K2_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V070_A0A1X7V070_AMPQE tr_A0A1X7V070_A0A1X7V070_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UUI8_A0A1X7UUI8_AMPQE tr_A0A1X7UUI8_A0A1X7UUI8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=109582213 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UTE4_A0A1X7UTE4_AMPQE tr_A0A1X7UTE4_A0A1X7UTE4_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UHG2_A0A1X7UHG2_AMPQE tr_A0A1X7UHG2_A0A1X7UHG2_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TU86_A0A1X7TU86_AMPQE tr_A0A1X7TU86_A0A1X7TU86_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TA70_A0A1X7TA70_AMPQE tr_A0A1X7TA70_A0A1X7TA70_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TPR6_A0A1X7TPR6_AMPQE tr_A0A1X7TPR6_A0A1X7TPR6_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TVE6_A0A1X7TVE6_AMPQE tr_A0A1X7TVE6_A0A1X7TVE6_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UUL9_A0A1X7UUL9_AMPQE tr_A0A1X7UUL9_A0A1X7UUL9_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UU92_A0A1X7UU92_AMPQE tr_A0A1X7UU92_A0A1X7UU92_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UTB8_A0A1X7UTB8_AMPQE tr_A0A1X7UTB8_A0A1X7UTB8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TJJ9_A0A1X7TJJ9_AMPQE tr_A0A1X7TJJ9_A0A1X7TJJ9_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UIR4_A0A1X7UIR4_AMPQE tr_A0A1X7UIR4_A0A1X7UIR4_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UGX7_A0A1X7UGX7_AMPQE tr_A0A1X7UGX7_A0A1X7UGX7_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VNI3_A0A1X7VNI3_AMPQE tr_A0A1X7VNI3_A0A1X7VNI3_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UZ60_A0A1X7UZ60_AMPQE tr_A0A1X7UZ60_A0A1X7UZ60_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TSA4_A0A1X7TSA4_AMPQE tr_A0A1X7TSA4_A0A1X7TSA4_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TS42_A0A1X7TS42_AMPQE tr_A0A1X7TS42_A0A1X7TS42_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TUS1_A0A1X7TUS1_AMPQE tr_A0A1X7TUS1_A0A1X7TUS1_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UTW5_A0A1X7UTW5_AMPQE tr_A0A1X7UTW5_A0A1X7UTW5_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T8P6_A0A1X7T8P6_AMPQE tr_A0A1X7T8P6_A0A1X7T8P6_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T2B6_A0A1X7T2B6_AMPQE tr_A0A1X7T2B6_A0A1X7T2B6_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T4U1_A0A1X7T4U1_AMPQE tr_A0A1X7T4U1_A0A1X7T4U1_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TA18_A0A1X7TA18_AMPQE tr_A0A1X7TA18_A0A1X7TA18_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TAL1_A0A1X7TAL1_AMPQE tr_A0A1X7TAL1_A0A1X7TAL1_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TSL7_A0A1X7TSL7_AMPQE tr_A0A1X7TSL7_A0A1X7TSL7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TSZ4_A0A1X7TSZ4_AMPQE tr_A0A1X7TSZ4_A0A1X7TSZ4_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UYZ3_A0A1X7UYZ3_AMPQE tr_A0A1X7UYZ3_A0A1X7UYZ3_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VMV3_A0A1X7VMV3_AMPQE tr_A0A1X7VMV3_A0A1X7VMV3_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SY11_A0A1X7SY11_AMPQE tr_A0A1X7SY11_A0A1X7SY11_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V4F2_A0A1X7V4F2_AMPQE tr_A0A1X7V4F2_A0A1X7V4F2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SUA0_A0A1X7SUA0_AMPQE tr_A0A1X7SUA0_A0A1X7SUA0_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7USH3_A0A1X7USH3_AMPQE tr_A0A1X7USH3_A0A1X7USH3_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T8V5_A0A1X7T8V5_AMPQE tr_A0A1X7T8V5_A0A1X7T8V5_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UFD4_A0A1X7UFD4_AMPQE tr_A0A1X7UFD4_A0A1X7UFD4_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T849_A0A1X7T849_AMPQE tr_A0A1X7T849_A0A1X7T849_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T8J0_A0A1X7T8J0_AMPQE tr_A0A1X7T8J0_A0A1X7T8J0_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T3Y0_A0A1X7T3Y0_AMPQE tr_A0A1X7T3Y0_A0A1X7T3Y0_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7THF8_A0A1X7THF8_AMPQE tr_A0A1X7THF8_A0A1X7THF8_AMPQE Palmitoyltransferase OS=Amphimedon queenslandica OX=400682 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7VFN6_A0A1X7VFN6_AMPQE tr_A0A1X7VFN6_A0A1X7VFN6_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TP38_A0A1X7TP38_AMPQE tr_A0A1X7TP38_A0A1X7TP38_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V596_A0A1X7V596_AMPQE tr_A0A1X7V596_A0A1X7V596_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T3Q1_A0A1X7T3Q1_AMPQE tr_A0A1X7T3Q1_A0A1X7T3Q1_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UT92_A0A1X7UT92_AMPQE tr_A0A1X7UT92_A0A1X7UT92_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UU66_A0A1X7UU66_AMPQE tr_A0A1X7UU66_A0A1X7UU66_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TGM3_A0A1X7TGM3_AMPQE tr_A0A1X7TGM3_A0A1X7TGM3_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UI00_A0A1X7UI00_AMPQE tr_A0A1X7UI00_A0A1X7UI00_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UIW4_A0A1X7UIW4_AMPQE tr_A0A1X7UIW4_A0A1X7UIW4_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UIV9_A0A1X7UIV9_AMPQE tr_A0A1X7UIV9_A0A1X7UIV9_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=109583141 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TKJ5_A0A1X7TKJ5_AMPQE tr_A0A1X7TKJ5_A0A1X7TKJ5_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TP11_A0A1X7TP11_AMPQE tr_A0A1X7TP11_A0A1X7TP11_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U259_A0A1X7U259_AMPQE tr_A0A1X7U259_A0A1X7U259_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TJA6_A0A1X7TJA6_AMPQE tr_A0A1X7TJA6_A0A1X7TJA6_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T2V4_A0A1X7T2V4_AMPQE tr_A0A1X7T2V4_A0A1X7T2V4_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SLL4_A0A1X7SLL4_AMPQE tr_A0A1X7SLL4_A0A1X7SLL4_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U1X1_A0A1X7U1X1_AMPQE tr_A0A1X7U1X1_A0A1X7U1X1_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TG65_A0A1X7TG65_AMPQE tr_A0A1X7TG65_A0A1X7TG65_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TPA5_A0A1X7TPA5_AMPQE tr_A0A1X7TPA5_A0A1X7TPA5_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TKC6_A0A1X7TKC6_AMPQE tr_A0A1X7TKC6_A0A1X7TKC6_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TPF3_A0A1X7TPF3_AMPQE tr_A0A1X7TPF3_A0A1X7TPF3_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V049_A0A1X7V049_AMPQE tr_A0A1X7V049_A0A1X7V049_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T8X5_A0A1X7T8X5_AMPQE tr_A0A1X7T8X5_A0A1X7T8X5_AMPQE Protocadherin domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T6X1_A0A1X7T6X1_AMPQE tr_A0A1X7T6X1_A0A1X7T6X1_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UT97_A0A1X7UT97_AMPQE tr_A0A1X7UT97_A0A1X7UT97_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TVX0_A0A1X7TVX0_AMPQE tr_A0A1X7TVX0_A0A1X7TVX0_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TVT2_A0A1X7TVT2_AMPQE tr_A0A1X7TVT2_A0A1X7TVT2_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T0S4_A0A1X7T0S4_AMPQE tr_A0A1X7T0S4_A0A1X7T0S4_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T1H1_A0A1X7T1H1_AMPQE tr_A0A1X7T1H1_A0A1X7T1H1_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SUN8_A0A1X7SUN8_AMPQE tr_A0A1X7SUN8_A0A1X7SUN8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T6U6_A0A1X7T6U6_AMPQE tr_A0A1X7T6U6_A0A1X7T6U6_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TT45_A0A1X7TT45_AMPQE tr_A0A1X7TT45_A0A1X7TT45_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TKE9_A0A1X7TKE9_AMPQE tr_A0A1X7TKE9_A0A1X7TKE9_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T1R1_A0A1X7T1R1_AMPQE tr_A0A1X7T1R1_A0A1X7T1R1_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T583_A0A1X7T583_AMPQE tr_A0A1X7T583_A0A1X7T583_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VPS2_A0A1X7VPS2_AMPQE tr_A0A1X7VPS2_A0A1X7VPS2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UTQ0_A0A1X7UTQ0_AMPQE tr_A0A1X7UTQ0_A0A1X7UTQ0_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T5K2_A0A1X7T5K2_AMPQE tr_A0A1X7T5K2_A0A1X7T5K2_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SYN7_A0A1X7SYN7_AMPQE tr_A0A1X7SYN7_A0A1X7SYN7_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=100639045 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SZA0_A0A1X7SZA0_AMPQE tr_A0A1X7SZA0_A0A1X7SZA0_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TB75_A0A1X7TB75_AMPQE tr_A0A1X7TB75_A0A1X7TB75_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T233_A0A1X7T233_AMPQE tr_A0A1X7T233_A0A1X7T233_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TG67_A0A1X7TG67_AMPQE tr_A0A1X7TG67_A0A1X7TG67_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TVB6_A0A1X7TVB6_AMPQE tr_A0A1X7TVB6_A0A1X7TVB6_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Ephydatia_muelleri_Em0006g570a Em0006g570a
N10.HOG0000204	OG0000061	n39																															Amphimedon_queenslandica_tr_A0A1X7USU2_A0A1X7USU2_AMPQE tr_A0A1X7USU2_A0A1X7USU2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100634021 PE=3 SV=1	Ephydatia_muelleri_Em0020g592a Em0020g592a, Ephydatia_muelleri_Em0020g589a Em0020g589a, Ephydatia_muelleri_Em0020g577a Em0020g577a, Ephydatia_muelleri_Em0020g575a Em0020g575a, Ephydatia_muelleri_Em0020g574a Em0020g574a, Ephydatia_muelleri_Em0020g591a Em0020g591a, Ephydatia_muelleri_Em0020g594a Em0020g594a, Ephydatia_muelleri_Em0020g605a Em0020g605a
N10.HOG0000205	OG0000062	n26																															Amphimedon_queenslandica_tr_A0A1X7UTI9_A0A1X7UTI9_AMPQE tr_A0A1X7UTI9_A0A1X7UTI9_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TRG8_A0A1X7TRG8_AMPQE tr_A0A1X7TRG8_A0A1X7TRG8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100638185 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TXK4_A0A1X7TXK4_AMPQE tr_A0A1X7TXK4_A0A1X7TXK4_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VDH5_A0A1X7VDH5_AMPQE tr_A0A1X7VDH5_A0A1X7VDH5_AMPQE Delta-like protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VXU5_A0A1X7VXU5_AMPQE tr_A0A1X7VXU5_A0A1X7VXU5_AMPQE Delta-like protein OS=Amphimedon queenslandica OX=400682 GN=100639049 PE=4 SV=1	
N10.HOG0000206	OG0000063	n39																															Amphimedon_queenslandica_tr_A0A1X7TB22_A0A1X7TB22_AMPQE tr_A0A1X7TB22_A0A1X7TB22_AMPQE HintN domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UIG2_A0A1X7UIG2_AMPQE tr_A0A1X7UIG2_A0A1X7UIG2_AMPQE HintN domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7TZL0_A0A1X7TZL0_AMPQE tr_A0A1X7TZL0_A0A1X7TZL0_AMPQE HintN domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7UHL0_A0A1X7UHL0_AMPQE tr_A0A1X7UHL0_A0A1X7UHL0_AMPQE HintN domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000207	OG0000065	n20																															Amphimedon_queenslandica_tr_A0A1X7UR14_A0A1X7UR14_AMPQE tr_A0A1X7UR14_A0A1X7UR14_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100639280 PE=3 SV=1	Ephydatia_muelleri_Em0021g136a Em0021g136a, Ephydatia_muelleri_Em0021g28a Em0021g28a
