Orthogroup	Chordata_Amphioxiformes_Branchiostoma_floridae	Other
OG0000101	Branchiostoma_floridae_tr_A0A9J7LIB1_A0A9J7LIB1_BRAFL tr|A0A9J7LIB1|A0A9J7LIB1_BRAFL Nephrin-like isoform X11 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MUZ2_A0A9J7MUZ2_BRAFL tr|A0A9J7MUZ2|A0A9J7MUZ2_BRAFL Nephrin-like isoform X10 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LI58_A0A9J7LI58_BRAFL tr|A0A9J7LI58|A0A9J7LI58_BRAFL Nephrin-like isoform X9 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LHB4_A0A9J7LHB4_BRAFL tr|A0A9J7LHB4|A0A9J7LHB4_BRAFL Nephrin-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MUW3_A0A9J7MUW3_BRAFL tr|A0A9J7MUW3|A0A9J7MUW3_BRAFL Nephrin-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MX57_A0A9J7MX57_BRAFL tr|A0A9J7MX57|A0A9J7MX57_BRAFL Nephrin-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LG30_A0A9J7LG30_BRAFL tr|A0A9J7LG30|A0A9J7LG30_BRAFL Nephrin-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LHG4_A0A9J7LHG4_BRAFL tr|A0A9J7LHG4|A0A9J7LHG4_BRAFL Nephrin-like isoform X8 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MX72_A0A9J7MX72_BRAFL tr|A0A9J7MX72|A0A9J7MX72_BRAFL Nephrin-like isoform X7 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LG19_A0A9J7LG19_BRAFL tr|A0A9J7LG19|A0A9J7LG19_BRAFL Nephrin-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LFS9_A0A9J7LFS9_BRAFL tr|A0A9J7LFS9|A0A9J7LFS9_BRAFL Nephrin-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1	Clytia_hemispherica_TCONS_00021268-protein TCONS_00021268-protein
OG0000158	Branchiostoma_floridae_tr_A0A9J7L3J3_A0A9J7L3J3_BRAFL tr|A0A9J7L3J3|A0A9J7L3J3_BRAFL Complement component C6-like OS=Branchiostoma floridae OX=7739 GN=LOC118415174 PE=3 SV=1	Salpingoeca_rosetta_XP_004991218.1 XP_004991218.1 uncharacterized protein PTSG_08193 [Salpingoeca rosetta]
OG0000158	Branchiostoma_floridae_tr_A0A9J7L3J3_A0A9J7L3J3_BRAFL tr|A0A9J7L3J3|A0A9J7L3J3_BRAFL Complement component C6-like OS=Branchiostoma floridae OX=7739 GN=LOC118415174 PE=3 SV=1	Ephydatia_muelleri_Em0023g200a Em0023g200a
OG0000158	Branchiostoma_floridae_tr_A0A9J7L3J3_A0A9J7L3J3_BRAFL tr|A0A9J7L3J3|A0A9J7L3J3_BRAFL Complement component C6-like OS=Branchiostoma floridae OX=7739 GN=LOC118415174 PE=3 SV=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.60636 Ccrux.Trinity.60636, Calvadosia_cruxmelitensis_Ccrux.Trinity.68887 Ccrux.Trinity.68887
OG0000158	Branchiostoma_floridae_tr_A0A9J7L3J3_A0A9J7L3J3_BRAFL tr|A0A9J7L3J3|A0A9J7L3J3_BRAFL Complement component C6-like OS=Branchiostoma floridae OX=7739 GN=LOC118415174 PE=3 SV=1	Acropora_digitifera_adi_v1.24509 adi_v1.24509
OG0000158	Branchiostoma_floridae_tr_A0A9J7L3J3_A0A9J7L3J3_BRAFL tr|A0A9J7L3J3|A0A9J7L3J3_BRAFL Complement component C6-like OS=Branchiostoma floridae OX=7739 GN=LOC118415174 PE=3 SV=1	Xenia_spec_Xe_010642_T1 Xe_010642_T1 Xe_010642, Xenia_spec_Xe_016401_T1 Xe_016401_T1 Xe_016401, Xenia_spec_Xe_016396_T1 Xe_016396_T1 Xe_016396
OG0000166	Branchiostoma_floridae_tr_A0A9J7LCX7_A0A9J7LCX7_BRAFL tr|A0A9J7LCX7|A0A9J7LCX7_BRAFL Dorsal-ventral patterning protein tolloid-like OS=Branchiostoma floridae OX=7739 GN=LOC118418137 PE=4 SV=1	Exaiptasia_diaphana_XP_020908802.1 XP_020908802.1 mucin-5AC [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519294.1 XP_028519294.1 uncharacterized protein LOC110253486 [Exaiptasia diaphana]
OG0000166	Branchiostoma_floridae_tr_A0A9J7LCX7_A0A9J7LCX7_BRAFL tr|A0A9J7LCX7|A0A9J7LCX7_BRAFL Dorsal-ventral patterning protein tolloid-like OS=Branchiostoma floridae OX=7739 GN=LOC118418137 PE=4 SV=1	Nematostella_vectensis_NV2t024249001.1 NV2t024249001.1
OG0000166	Branchiostoma_floridae_tr_A0A9J7LCX7_A0A9J7LCX7_BRAFL tr|A0A9J7LCX7|A0A9J7LCX7_BRAFL Dorsal-ventral patterning protein tolloid-like OS=Branchiostoma floridae OX=7739 GN=LOC118418137 PE=4 SV=1	Aurelia_aurita_Seg1841.2 Seg1841.2 transcript_id=Seg1841.2_GoldUCD_mRNA.D3Y31 product=Frizzled-1 protein_id=Seg1841.2_GoldUCD_D3Y31, Aurelia_aurita_Seg4426.2 Seg4426.2 transcript_id=Seg4426.2_GoldUCD_mRNA.D3Y31 product=Frizzled-1 protein_id=Seg4426.2_GoldUCD_D3Y31
OG0000166	Branchiostoma_floridae_tr_A0A9J7LCX7_A0A9J7LCX7_BRAFL tr|A0A9J7LCX7|A0A9J7LCX7_BRAFL Dorsal-ventral patterning protein tolloid-like OS=Branchiostoma floridae OX=7739 GN=LOC118418137 PE=4 SV=1	Stylophora_pistillata_Spis1126 Spis1126 SpisGene1126
OG0000166	Branchiostoma_floridae_tr_A0A9J7LCX7_A0A9J7LCX7_BRAFL tr|A0A9J7LCX7|A0A9J7LCX7_BRAFL Dorsal-ventral patterning protein tolloid-like OS=Branchiostoma floridae OX=7739 GN=LOC118418137 PE=4 SV=1	Tricoplax_adhaerens_tr_B3RKK1_B3RKK1_TRIAD tr_B3RKK1_B3RKK1_TRIAD FZ domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_63481 PE=4 SV=1
OG0000166	Branchiostoma_floridae_tr_A0A9J7LCX7_A0A9J7LCX7_BRAFL tr|A0A9J7LCX7|A0A9J7LCX7_BRAFL Dorsal-ventral patterning protein tolloid-like OS=Branchiostoma floridae OX=7739 GN=LOC118418137 PE=4 SV=1	Trichoplax_specH2_tr_A0A369SCT1_A0A369SCT1_9METZ tr|A0A369SCT1|A0A369SCT1_9METZ Secreted frizzled-related protein 3 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_003359 PE=4 SV=1
OG0000166	Branchiostoma_floridae_tr_A0A9J7LCX7_A0A9J7LCX7_BRAFL tr|A0A9J7LCX7|A0A9J7LCX7_BRAFL Dorsal-ventral patterning protein tolloid-like OS=Branchiostoma floridae OX=7739 GN=LOC118418137 PE=4 SV=1	NP_001069232.1 secreted frizzled-related protein 4 precursor [Bos taurus]
OG0000166	Branchiostoma_floridae_tr_A0A9J7LCX7_A0A9J7LCX7_BRAFL tr|A0A9J7LCX7|A0A9J7LCX7_BRAFL Dorsal-ventral patterning protein tolloid-like OS=Branchiostoma floridae OX=7739 GN=LOC118418137 PE=4 SV=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.1466 Ccrux.Trinity.1466
OG0000166	Branchiostoma_floridae_tr_A0A9J7LCX7_A0A9J7LCX7_BRAFL tr|A0A9J7LCX7|A0A9J7LCX7_BRAFL Dorsal-ventral patterning protein tolloid-like OS=Branchiostoma floridae OX=7739 GN=LOC118418137 PE=4 SV=1	Xenia_spec_Xe_001947_T1 Xe_001947_T1 Xe_001947
OG0000166	Branchiostoma_floridae_tr_A0A9J7LCX7_A0A9J7LCX7_BRAFL tr|A0A9J7LCX7|A0A9J7LCX7_BRAFL Dorsal-ventral patterning protein tolloid-like OS=Branchiostoma floridae OX=7739 GN=LOC118418137 PE=4 SV=1	Ephydatia_muelleri_Em0016g600a Em0016g600a, Ephydatia_muelleri_Em0016g747a Em0016g747a, Ephydatia_muelleri_Em0016g746a Em0016g746a, Ephydatia_muelleri_Em0016g753a Em0016g753a
OG0000166	Branchiostoma_floridae_tr_A0A9J7LCX7_A0A9J7LCX7_BRAFL tr|A0A9J7LCX7|A0A9J7LCX7_BRAFL Dorsal-ventral patterning protein tolloid-like OS=Branchiostoma floridae OX=7739 GN=LOC118418137 PE=4 SV=1	Pleurobrachia_bachei_sb_2639839_ sb_2639839_
OG0000203	Branchiostoma_floridae_tr_A0A9J7HNU5_A0A9J7HNU5_BRAFL tr|A0A9J7HNU5|A0A9J7HNU5_BRAFL Fibrillin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118405983 PE=4 SV=1	Aurelia_aurita_Seg6049.1 Seg6049.1 transcript_id=Seg6049.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 pseudo=true protein_id=Seg6049.1_GoldUCD_D3Y31 partial=true
OG0000244	Branchiostoma_floridae_tr_A0A9J7L4T7_A0A9J7L4T7_BRAFL tr|A0A9J7L4T7|A0A9J7L4T7_BRAFL Stabilin-2-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118415423 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L4Z9_A0A9J7L4Z9_BRAFL tr|A0A9J7L4Z9|A0A9J7L4Z9_BRAFL Stabilin-2-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118415423 PE=4 SV=1	Porites_asteroides_isotig01505 isotig01505 extracted_CDS GOMatch=D2H1S4 GOTerms=GO_0005041_GO_0005044_GO_0005488_GO_0005540_GO_0005737_GO_0005887_GO_0007155_GO_0030169_GO_0042742_GO_0051635_GO_0051636 Gene=Stabilin_2_ Match_Acc=C6GHV6 gene=isogroup00585 length=675 numContigs=2
