Orthogroup	Ctenophora_Tentaculata_Mnemiopsis_leidyi	Ctenophora_Nuda_Beroe_ovata
OG0000024	Mnemiopsis_leidyi_ML03706a ML03706a	Beroe_ovata_Bova1_4.0234.g25.t1 Bova1_4.0234.g25.t1, Beroe_ovata_Bova1_4.0234.g20.t2 Bova1_4.0234.g20.t2, Beroe_ovata_Bova1_4.0234.g20.t1 Bova1_4.0234.g20.t1
OG0000024	Mnemiopsis_leidyi_ML10106a ML10106a	Beroe_ovata_Bova1_4.0002.g2.t1 Bova1_4.0002.g2.t1, Beroe_ovata_Bova1_4.0002.g2.t3 Bova1_4.0002.g2.t3, Beroe_ovata_Bova1_4.0002.g2.t2 Bova1_4.0002.g2.t2
OG0000024	Mnemiopsis_leidyi_ML07116a ML07116a	Beroe_ovata_Bova1_4.0008.g32.t1 Bova1_4.0008.g32.t1
OG0000028	Mnemiopsis_leidyi_ML18175a ML18175a	Beroe_ovata_Bova1_4.0039.g12.t1 Bova1_4.0039.g12.t1, Beroe_ovata_Bova1_4.0039.g13.t1 Bova1_4.0039.g13.t1
OG0000028	Mnemiopsis_leidyi_ML034334a ML034334a, Mnemiopsis_leidyi_ML18198a ML18198a, Mnemiopsis_leidyi_ML034335a ML034335a	Beroe_ovata_Bova1_4.0028.g12.t1 Bova1_4.0028.g12.t1, Beroe_ovata_Bova1_4.0028.g11.t1 Bova1_4.0028.g11.t1
OG0000028	Mnemiopsis_leidyi_ML034337a ML034337a	Beroe_ovata_Bova1_4.0028.g10.t1 Bova1_4.0028.g10.t1
OG0000028	Mnemiopsis_leidyi_ML16441a ML16441a	Beroe_ovata_Bova1_4.0039.g14.t1 Bova1_4.0039.g14.t1, Beroe_ovata_Bova1_4.0039.g15.t1 Bova1_4.0039.g15.t1
OG0000028	Mnemiopsis_leidyi_ML047918a ML047918a	Beroe_ovata_Bova1_4.0049.g25.t1 Bova1_4.0049.g25.t1
OG0000030	Mnemiopsis_leidyi_ML029519a ML029519a	Beroe_ovata_Bova1_4.0151.g33.t1 Bova1_4.0151.g33.t1, Beroe_ovata_Bova1_4.0151.g32.t1 Bova1_4.0151.g32.t1
OG0000030	Mnemiopsis_leidyi_ML010117a ML010117a, Mnemiopsis_leidyi_ML17408a ML17408a, Mnemiopsis_leidyi_ML17409a ML17409a	Beroe_ovata_Bova1_4.0256.g28.t2 Bova1_4.0256.g28.t2, Beroe_ovata_Bova1_4.0256.g28.t1 Bova1_4.0256.g28.t1
OG0000030	Mnemiopsis_leidyi_ML03054a ML03054a	Beroe_ovata_Bova1_4.0003.g115.t1 Bova1_4.0003.g115.t1, Beroe_ovata_Bova1_4.0003.g114.t1 Bova1_4.0003.g114.t1
OG0000030	Mnemiopsis_leidyi_ML02305a ML02305a, Mnemiopsis_leidyi_ML021121a ML021121a	Beroe_ovata_Bova1_4.0006.g133.t1 Bova1_4.0006.g133.t1
OG0000034	Mnemiopsis_leidyi_ML258254a ML258254a	Beroe_ovata_Bova1_4.0642.g1.t1 Bova1_4.0642.g1.t1, Beroe_ovata_Bova1_4.0049.g39.t3 Bova1_4.0049.g39.t3, Beroe_ovata_Bova1_4.0049.g39.t4 Bova1_4.0049.g39.t4, Beroe_ovata_Bova1_4.0049.g39.t5 Bova1_4.0049.g39.t5, Beroe_ovata_Bova1_4.0049.g39.t1 Bova1_4.0049.g39.t1, Beroe_ovata_Bova1_4.0049.g39.t2 Bova1_4.0049.g39.t2
OG0000034	Mnemiopsis_leidyi_ML04262a ML04262a	Beroe_ovata_Bova1_4.0010.g50.t1 Bova1_4.0010.g50.t1, Beroe_ovata_Bova1_4.0010.g51.t1 Bova1_4.0010.g51.t1
OG0000036	Mnemiopsis_leidyi_ML11227a ML11227a	Beroe_ovata_Bova1_4.0040.g35.t1 Bova1_4.0040.g35.t1
OG0000041	Mnemiopsis_leidyi_ML21898a ML21898a	Beroe_ovata_Bova1_4.0027.g44.t1 Bova1_4.0027.g44.t1
OG0000041	Mnemiopsis_leidyi_ML08024a ML08024a	Beroe_ovata_Bova1_4.0027.g62.t1 Bova1_4.0027.g62.t1, Beroe_ovata_Bova1_4.0027.g62.t3 Bova1_4.0027.g62.t3
OG0000042	Mnemiopsis_leidyi_ML044119a ML044119a	Beroe_ovata_Bova1_4.0050.g30.t2 Bova1_4.0050.g30.t2, Beroe_ovata_Bova1_4.0050.g30.t1 Bova1_4.0050.g30.t1
OG0000044	Mnemiopsis_leidyi_ML25826a ML25826a	Beroe_ovata_Bova1_4.0038.g71.t1 Bova1_4.0038.g71.t1
OG0000045	Mnemiopsis_leidyi_ML097515a ML097515a	Beroe_ovata_Bova1_4.0013.g40.t1 Bova1_4.0013.g40.t1, Beroe_ovata_Bova1_4.0013.g39.t1 Bova1_4.0013.g39.t1
OG0000049	Mnemiopsis_leidyi_ML21869a ML21869a	Beroe_ovata_Bova1_4.0343.g5.t1 Bova1_4.0343.g5.t1, Beroe_ovata_Bova1_4.0343.g5.t2 Bova1_4.0343.g5.t2
OG0000049	Mnemiopsis_leidyi_ML015721a ML015721a	Beroe_ovata_Bova1_4.0316.g2.t1 Bova1_4.0316.g2.t1, Beroe_ovata_Bova1_4.1059.g2.t1 Bova1_4.1059.g2.t1, Beroe_ovata_Bova1_4.0316.g1.t2 Bova1_4.0316.g1.t2, Beroe_ovata_Bova1_4.0316.g1.t1 Bova1_4.0316.g1.t1
OG0000049	Mnemiopsis_leidyi_ML083035a ML083035a	Beroe_ovata_Bova1_4.0027.g58.t1 Bova1_4.0027.g58.t1, Beroe_ovata_Bova1_4.0027.g59.t1 Bova1_4.0027.g59.t1
OG0000051	Mnemiopsis_leidyi_ML128420a ML128420a, Mnemiopsis_leidyi_ML128419a ML128419a	Beroe_ovata_Bova1_4.0093.g5.t1 Bova1_4.0093.g5.t1
OG0000051	Mnemiopsis_leidyi_ML011744a ML011744a	Beroe_ovata_Bova1_4.0012.g17.t2 Bova1_4.0012.g17.t2, Beroe_ovata_Bova1_4.0012.g17.t1 Bova1_4.0012.g17.t1
OG0000051	Mnemiopsis_leidyi_ML170514a ML170514a, Mnemiopsis_leidyi_ML358829a ML358829a	Beroe_ovata_Bova1_4.0023.g89.t1 Bova1_4.0023.g89.t1
OG0000053	Mnemiopsis_leidyi_ML11053a ML11053a	Beroe_ovata_Bova1_4.0359.g4.t1 Bova1_4.0359.g4.t1
OG0000054	Mnemiopsis_leidyi_ML095316a ML095316a	Beroe_ovata_Bova1_4.0046.g52.t1 Bova1_4.0046.g52.t1
OG0000058	Mnemiopsis_leidyi_ML15451a ML15451a	Beroe_ovata_Bova1_4.0217.g1.t1 Bova1_4.0217.g1.t1, Beroe_ovata_Bova1_4.0047.g1.t1 Bova1_4.0047.g1.t1
OG0000058	Mnemiopsis_leidyi_ML048618a ML048618a	Beroe_ovata_Bova1_4.0230.g20.t1 Bova1_4.0230.g20.t1
OG0000058	Mnemiopsis_leidyi_ML048623a ML048623a	Beroe_ovata_Bova1_4.0047.g4.t1 Bova1_4.0047.g4.t1
OG0000061	Mnemiopsis_leidyi_ML07526a ML07526a, Mnemiopsis_leidyi_ML07523a ML07523a	Beroe_ovata_Bova1_4.0085.g17.t2 Bova1_4.0085.g17.t2, Beroe_ovata_Bova1_4.0085.g17.t1 Bova1_4.0085.g17.t1, Beroe_ovata_Bova1_4.0085.g17.t5 Bova1_4.0085.g17.t5, Beroe_ovata_Bova1_4.0085.g17.t3 Bova1_4.0085.g17.t3, Beroe_ovata_Bova1_4.0085.g17.t4 Bova1_4.0085.g17.t4
OG0000061	Mnemiopsis_leidyi_ML072819a ML072819a	Beroe_ovata_Bova1_4.0166.g1.t2 Bova1_4.0166.g1.t2, Beroe_ovata_Bova1_4.0166.g1.t1 Bova1_4.0166.g1.t1
OG0000065	Mnemiopsis_leidyi_ML14244a ML14244a	Beroe_ovata_Bova1_4.0102.g7.t1 Bova1_4.0102.g7.t1, Beroe_ovata_Bova1_4.0102.g8.t1 Bova1_4.0102.g8.t1
OG0000070	Mnemiopsis_leidyi_ML02361a ML02361a	Beroe_ovata_Bova1_4.0502.g2.t5 Bova1_4.0502.g2.t5
OG0000076	Mnemiopsis_leidyi_ML078816a ML078816a	Beroe_ovata_Bova1_4.0005.g52.t1 Bova1_4.0005.g52.t1
OG0000078	Mnemiopsis_leidyi_ML09791a ML09791a	Beroe_ovata_Bova1_4.0116.g23.t1 Bova1_4.0116.g23.t1, Beroe_ovata_Bova1_4.0169.g19.t1 Bova1_4.0169.g19.t1
OG0000081	Mnemiopsis_leidyi_ML082317a ML082317a	Beroe_ovata_Bova1_4.0012.g48.t3 Bova1_4.0012.g48.t3, Beroe_ovata_Bova1_4.0012.g48.t2 Bova1_4.0012.g48.t2, Beroe_ovata_Bova1_4.0012.g48.t1 Bova1_4.0012.g48.t1
OG0000087	Mnemiopsis_leidyi_ML004920a ML004920a	Beroe_ovata_Bova1_4.0008.g42.t2 Bova1_4.0008.g42.t2, Beroe_ovata_Bova1_4.0008.g42.t1 Bova1_4.0008.g42.t1, Beroe_ovata_Bova1_4.0008.g42.t3 Bova1_4.0008.g42.t3
OG0000087	Mnemiopsis_leidyi_ML06334a ML06334a	Beroe_ovata_Bova1_4.0068.g34.t1 Bova1_4.0068.g34.t1, Beroe_ovata_Bova1_4.0068.g34.t2 Bova1_4.0068.g34.t2
OG0000091	Mnemiopsis_leidyi_ML018046a ML018046a, Mnemiopsis_leidyi_ML14656a ML14656a, Mnemiopsis_leidyi_ML033224a ML033224a, Mnemiopsis_leidyi_ML073027a ML073027a, Mnemiopsis_leidyi_ML073026a ML073026a, Mnemiopsis_leidyi_ML169012a ML169012a, Mnemiopsis_leidyi_ML169011a ML169011a, Mnemiopsis_leidyi_ML12033a ML12033a	Beroe_ovata_Bova1_4.0253.g25.t1 Bova1_4.0253.g25.t1, Beroe_ovata_Bova1_4.0253.g22.t1 Bova1_4.0253.g22.t1, Beroe_ovata_Bova1_4.0034.g47.t1 Bova1_4.0034.g47.t1
OG0000091	Mnemiopsis_leidyi_ML26355a ML26355a, Mnemiopsis_leidyi_ML25401a ML25401a, Mnemiopsis_leidyi_ML26356a ML26356a, Mnemiopsis_leidyi_ML14593a ML14593a	Beroe_ovata_Bova1_4.0017.g98.t1 Bova1_4.0017.g98.t1
OG0000091	Mnemiopsis_leidyi_ML26855a ML26855a	Beroe_ovata_Bova1_4.0145.g24.t1 Bova1_4.0145.g24.t1, Beroe_ovata_Bova1_4.0154.g19.t1 Bova1_4.0154.g19.t1, Beroe_ovata_Bova1_4.1074.g1.t1 Bova1_4.1074.g1.t1
OG0000091	Mnemiopsis_leidyi_ML06581a ML06581a, Mnemiopsis_leidyi_ML20897a ML20897a, Mnemiopsis_leidyi_ML20898a ML20898a, Mnemiopsis_leidyi_ML106623a ML106623a, Mnemiopsis_leidyi_ML106624a ML106624a, Mnemiopsis_leidyi_ML106622a ML106622a	Beroe_ovata_Bova1_4.0136.g9.t1 Bova1_4.0136.g9.t1
OG0000094	Mnemiopsis_leidyi_ML09081a ML09081a	Beroe_ovata_Bova1_4.0260.g6.t1 Bova1_4.0260.g6.t1
OG0000103	Mnemiopsis_leidyi_ML14703a ML14703a	Beroe_ovata_Bova1_4.0001.g4.t1 Bova1_4.0001.g4.t1, Beroe_ovata_Bova1_4.0001.g5.t1 Bova1_4.0001.g5.t1
OG0000106	Mnemiopsis_leidyi_ML10439a ML10439a, Mnemiopsis_leidyi_ML104310a ML104310a	Beroe_ovata_Bova1_4.0273.g10.t1 Bova1_4.0273.g10.t1, Beroe_ovata_Bova1_4.0273.g11.t1 Bova1_4.0273.g11.t1
OG0000113	Mnemiopsis_leidyi_ML086612a ML086612a	Beroe_ovata_Bova1_4.0104.g16.t1 Bova1_4.0104.g16.t1, Beroe_ovata_Bova1_4.0104.g16.t2 Bova1_4.0104.g16.t2
OG0000114	Mnemiopsis_leidyi_ML082712a ML082712a	Beroe_ovata_Bova1_4.0155.g12.t1 Bova1_4.0155.g12.t1, Beroe_ovata_Bova1_4.0155.g12.t2 Bova1_4.0155.g12.t2
OG0000119	Mnemiopsis_leidyi_ML18521a ML18521a	Beroe_ovata_Bova1_4.0022.g107.t1 Bova1_4.0022.g107.t1
OG0000119	Mnemiopsis_leidyi_ML11002a ML11002a	Beroe_ovata_Bova1_4.0022.g109.t1 Bova1_4.0022.g109.t1
OG0000133	Mnemiopsis_leidyi_ML018015a ML018015a	Beroe_ovata_Bova1_4.0231.g5.t2 Bova1_4.0231.g5.t2, Beroe_ovata_Bova1_4.0231.g5.t1 Bova1_4.0231.g5.t1
OG0000134	Mnemiopsis_leidyi_ML126214a ML126214a	Beroe_ovata_Bova1_4.0165.g23.t1 Bova1_4.0165.g23.t1, Beroe_ovata_Bova1_4.0165.g23.t2 Bova1_4.0165.g23.t2, Beroe_ovata_Bova1_4.0165.g23.t3 Bova1_4.0165.g23.t3
OG0000148	Mnemiopsis_leidyi_ML048212a ML048212a	Beroe_ovata_Bova1_4.0104.g11.t1 Bova1_4.0104.g11.t1
OG0000152	Mnemiopsis_leidyi_ML12828a ML12828a	Beroe_ovata_Bova1_4.0464.g3.t1 Bova1_4.0464.g3.t1
OG0000155	Mnemiopsis_leidyi_ML03547a ML03547a	Beroe_ovata_Bova1_4.0404.g3.t5 Bova1_4.0404.g3.t5, Beroe_ovata_Bova1_4.0404.g3.t1 Bova1_4.0404.g3.t1, Beroe_ovata_Bova1_4.0404.g3.t4 Bova1_4.0404.g3.t4, Beroe_ovata_Bova1_4.0404.g3.t3 Bova1_4.0404.g3.t3, Beroe_ovata_Bova1_4.0404.g3.t2 Bova1_4.0404.g3.t2
OG0000156	Mnemiopsis_leidyi_ML000712a ML000712a	Beroe_ovata_Bova1_4.0124.g23.t1 Bova1_4.0124.g23.t1
OG0000159	Mnemiopsis_leidyi_ML074238a ML074238a	Beroe_ovata_Bova1_4.0003.g170.t1 Bova1_4.0003.g170.t1
OG0000165	Mnemiopsis_leidyi_ML40868a ML40868a	Beroe_ovata_Bova1_4.0080.g32.t1 Bova1_4.0080.g32.t1, Beroe_ovata_Bova1_4.0080.g31.t1 Bova1_4.0080.g31.t1
OG0000171	Mnemiopsis_leidyi_ML104332a ML104332a	Beroe_ovata_Bova1_4.0014.g57.t1 Bova1_4.0014.g57.t1
OG0000176	Mnemiopsis_leidyi_ML50511a ML50511a	Beroe_ovata_Bova1_4.0138.g15.t2 Bova1_4.0138.g15.t2, Beroe_ovata_Bova1_4.0138.g15.t1 Bova1_4.0138.g15.t1
OG0000177	Mnemiopsis_leidyi_ML020010a ML020010a, Mnemiopsis_leidyi_ML07729a ML07729a	Beroe_ovata_Bova1_4.0025.g79.t1 Bova1_4.0025.g79.t1
OG0000179	Mnemiopsis_leidyi_ML15096a ML15096a	Beroe_ovata_Bova1_4.0067.g31.t1 Bova1_4.0067.g31.t1
OG0000182	Mnemiopsis_leidyi_ML07572a ML07572a	Beroe_ovata_Bova1_4.0038.g27.t1 Bova1_4.0038.g27.t1
OG0000193	Mnemiopsis_leidyi_ML03269a ML03269a	Beroe_ovata_Bova1_4.0008.g11.t1 Bova1_4.0008.g11.t1, Beroe_ovata_Bova1_4.0008.g9.t1 Bova1_4.0008.g9.t1
OG0000194	Mnemiopsis_leidyi_ML16565a ML16565a	Beroe_ovata_Bova1_4.0138.g26.t1 Bova1_4.0138.g26.t1
OG0000195	Mnemiopsis_leidyi_ML173714a ML173714a	Beroe_ovata_Bova1_4.0190.g12.t1 Bova1_4.0190.g12.t1
OG0000199	Mnemiopsis_leidyi_ML46359a ML46359a	Beroe_ovata_Bova1_4.0026.g82.t1 Bova1_4.0026.g82.t1
OG0000202	Mnemiopsis_leidyi_ML161335a ML161335a	Beroe_ovata_Bova1_4.0420.g8.t2 Bova1_4.0420.g8.t2, Beroe_ovata_Bova1_4.0420.g8.t1 Bova1_4.0420.g8.t1
OG0000204	Mnemiopsis_leidyi_ML14272a ML14272a	Beroe_ovata_Bova1_4.0059.g16.t1 Bova1_4.0059.g16.t1, Beroe_ovata_Bova1_4.0059.g17.t1 Bova1_4.0059.g17.t1
OG0000212	Mnemiopsis_leidyi_ML097529a ML097529a	Beroe_ovata_Bova1_4.0035.g39.t1 Bova1_4.0035.g39.t1, Beroe_ovata_Bova1_4.0035.g40.t1 Bova1_4.0035.g40.t1
OG0000213	Mnemiopsis_leidyi_ML128617a ML128617a	Beroe_ovata_Bova1_4.0353.g5.t2 Bova1_4.0353.g5.t2, Beroe_ovata_Bova1_4.0353.g5.t1 Bova1_4.0353.g5.t1, Beroe_ovata_Bova1_4.0353.g5.t6 Bova1_4.0353.g5.t6, Beroe_ovata_Bova1_4.0353.g5.t5 Bova1_4.0353.g5.t5, Beroe_ovata_Bova1_4.0353.g5.t3 Bova1_4.0353.g5.t3, Beroe_ovata_Bova1_4.0353.g5.t4 Bova1_4.0353.g5.t4
OG0000214	Mnemiopsis_leidyi_ML43434a ML43434a	Beroe_ovata_Bova1_4.0015.g97.t1 Bova1_4.0015.g97.t1
OG0000218	Mnemiopsis_leidyi_ML038815a ML038815a	Beroe_ovata_Bova1_4.0047.g25.t1 Bova1_4.0047.g25.t1
OG0000218	Mnemiopsis_leidyi_ML13609a ML13609a, Mnemiopsis_leidyi_ML00838a ML00838a, Mnemiopsis_leidyi_ML00836a ML00836a, Mnemiopsis_leidyi_ML22132a ML22132a	Beroe_ovata_Bova1_4.0035.g70.t1 Bova1_4.0035.g70.t1
OG0000218	Mnemiopsis_leidyi_ML24844a ML24844a	Beroe_ovata_Bova1_4.0189.g1.t1 Bova1_4.0189.g1.t1, Beroe_ovata_Bova1_4.0189.g4.t1 Bova1_4.0189.g4.t1
OG0000218	Mnemiopsis_leidyi_ML12881a ML12881a, Mnemiopsis_leidyi_ML182514a ML182514a	Beroe_ovata_Bova1_4.0089.g9.t1 Bova1_4.0089.g9.t1, Beroe_ovata_Bova1_4.0157.g3.t1 Bova1_4.0157.g3.t1, Beroe_ovata_Bova1_4.0161.g13.t1 Bova1_4.0161.g13.t1
OG0000220	Mnemiopsis_leidyi_ML01633a ML01633a	Beroe_ovata_Bova1_4.0196.g21.t1 Bova1_4.0196.g21.t1
OG0000237	Mnemiopsis_leidyi_ML008016a ML008016a	Beroe_ovata_Bova1_4.0123.g22.t1 Bova1_4.0123.g22.t1
OG0000238	Mnemiopsis_leidyi_ML35389a ML35389a	Beroe_ovata_Bova1_4.0169.g6.t1 Bova1_4.0169.g6.t1
OG0000251	Mnemiopsis_leidyi_ML004943a ML004943a	Beroe_ovata_Bova1_4.0877.g1.t1 Bova1_4.0877.g1.t1
OG0000251	Mnemiopsis_leidyi_ML08963a ML08963a, Mnemiopsis_leidyi_ML083711a ML083711a	Beroe_ovata_Bova1_4.0546.g5.t1 Bova1_4.0546.g5.t1
OG0000251	Mnemiopsis_leidyi_ML03299a ML03299a, Mnemiopsis_leidyi_ML03509a ML03509a	Beroe_ovata_Bova1_4.0011.g78.t1 Bova1_4.0011.g78.t1, Beroe_ovata_Bova1_4.0211.g5.t1 Bova1_4.0211.g5.t1
OG0000251	Mnemiopsis_leidyi_ML02446a ML02446a, Mnemiopsis_leidyi_ML258242a ML258242a	Beroe_ovata_Bova1_4.0295.g21.t2 Bova1_4.0295.g21.t2, Beroe_ovata_Bova1_4.0295.g21.t1 Bova1_4.0295.g21.t1
OG0000263	Mnemiopsis_leidyi_ML13913a ML13913a	Beroe_ovata_Bova1_4.2512.g1.t1 Bova1_4.2512.g1.t1, Beroe_ovata_Bova1_4.0078.g22.t1 Bova1_4.0078.g22.t1
OG0000277	Mnemiopsis_leidyi_ML01781a ML01781a	Beroe_ovata_Bova1_4.0113.g12.t3 Bova1_4.0113.g12.t3, Beroe_ovata_Bova1_4.0113.g12.t1 Bova1_4.0113.g12.t1, Beroe_ovata_Bova1_4.0113.g12.t2 Bova1_4.0113.g12.t2
OG0000359	Mnemiopsis_leidyi_ML087115a ML087115a	Beroe_ovata_Bova1_4.0591.g1.t1 Bova1_4.0591.g1.t1
OG0000359	Mnemiopsis_leidyi_ML01166a ML01166a	Beroe_ovata_Bova1_4.0064.g18.t1 Bova1_4.0064.g18.t1, Beroe_ovata_Bova1_4.0017.g44.t1 Bova1_4.0017.g44.t1
OG0000378	Mnemiopsis_leidyi_ML002629a ML002629a, Mnemiopsis_leidyi_ML15721a ML15721a	Beroe_ovata_Bova1_4.0309.g6.t2 Bova1_4.0309.g6.t2
OG0000393	Mnemiopsis_leidyi_ML06302a ML06302a	Beroe_ovata_Bova1_4.0167.g5.t1 Bova1_4.0167.g5.t1, Beroe_ovata_Bova1_4.0167.g4.t1 Bova1_4.0167.g4.t1
OG0000400	Mnemiopsis_leidyi_ML01345a ML01345a	Beroe_ovata_Bova1_4.0004.g104.t1 Bova1_4.0004.g104.t1, Beroe_ovata_Bova1_4.0004.g103.t1 Bova1_4.0004.g103.t1
OG0000428	Mnemiopsis_leidyi_ML056927a ML056927a	Beroe_ovata_Bova1_4.0973.g1.t1 Bova1_4.0973.g1.t1, Beroe_ovata_Bova1_4.0181.g7.t2 Bova1_4.0181.g7.t2, Beroe_ovata_Bova1_4.0181.g7.t1 Bova1_4.0181.g7.t1
OG0000542	Mnemiopsis_leidyi_ML15155a ML15155a	Beroe_ovata_Bova1_4.0092.g30.t1 Bova1_4.0092.g30.t1, Beroe_ovata_Bova1_4.0092.g29.t1 Bova1_4.0092.g29.t1
OG0000546	Mnemiopsis_leidyi_ML02449a ML02449a	Beroe_ovata_Bova1_4.0187.g36.t1 Bova1_4.0187.g36.t1, Beroe_ovata_Bova1_4.0187.g36.t2 Bova1_4.0187.g36.t2, Beroe_ovata_Bova1_4.0187.g37.t1 Bova1_4.0187.g37.t1
OG0000547	Mnemiopsis_leidyi_ML010612a ML010612a	Beroe_ovata_Bova1_4.0267.g5.t3 Bova1_4.0267.g5.t3, Beroe_ovata_Bova1_4.0267.g5.t5 Bova1_4.0267.g5.t5, Beroe_ovata_Bova1_4.0267.g5.t1 Bova1_4.0267.g5.t1, Beroe_ovata_Bova1_4.0267.g5.t2 Bova1_4.0267.g5.t2, Beroe_ovata_Bova1_4.0267.g5.t6 Bova1_4.0267.g5.t6, Beroe_ovata_Bova1_4.0267.g5.t4 Bova1_4.0267.g5.t4
OG0000548	Mnemiopsis_leidyi_ML004938a ML004938a	Beroe_ovata_Bova1_4.0621.g1.t1 Bova1_4.0621.g1.t1
OG0000548	Mnemiopsis_leidyi_ML004937a ML004937a	Beroe_ovata_Bova1_4.0300.g4.t1 Bova1_4.0300.g4.t1
OG0000606	Mnemiopsis_leidyi_ML08105a ML08105a	Beroe_ovata_Bova1_4.0072.g23.t1 Bova1_4.0072.g23.t1
OG0000606	Mnemiopsis_leidyi_ML08104a ML08104a, Mnemiopsis_leidyi_ML356014a ML356014a	Beroe_ovata_Bova1_4.0008.g61.t1 Bova1_4.0008.g61.t1
OG0000676	Mnemiopsis_leidyi_ML096827a ML096827a	Beroe_ovata_Bova1_4.0080.g9.t2 Bova1_4.0080.g9.t2, Beroe_ovata_Bova1_4.0080.g9.t1 Bova1_4.0080.g9.t1, Beroe_ovata_Bova1_4.0080.g10.t1 Bova1_4.0080.g10.t1
OG0000708	Mnemiopsis_leidyi_ML218914a ML218914a, Mnemiopsis_leidyi_ML032518a ML032518a	Beroe_ovata_Bova1_4.0075.g18.t2 Bova1_4.0075.g18.t2, Beroe_ovata_Bova1_4.0075.g18.t1 Bova1_4.0075.g18.t1
OG0000740	Mnemiopsis_leidyi_ML102245a ML102245a, Mnemiopsis_leidyi_ML003225a ML003225a	Beroe_ovata_Bova1_4.0091.g56.t1 Bova1_4.0091.g56.t1, Beroe_ovata_Bova1_4.0091.g56.t2 Bova1_4.0091.g56.t2, Beroe_ovata_Bova1_4.0043.g18.t1 Bova1_4.0043.g18.t1
OG0000741	Mnemiopsis_leidyi_ML021112a ML021112a	Beroe_ovata_Bova1_4.0083.g54.t1 Bova1_4.0083.g54.t1, Beroe_ovata_Bova1_4.0083.g53.t1 Bova1_4.0083.g53.t1
OG0000742	Mnemiopsis_leidyi_ML234536a ML234536a	Beroe_ovata_Bova1_4.0110.g47.t1 Bova1_4.0110.g47.t1, Beroe_ovata_Bova1_4.0110.g47.t3 Bova1_4.0110.g47.t3, Beroe_ovata_Bova1_4.0110.g47.t2 Bova1_4.0110.g47.t2
OG0000743	Mnemiopsis_leidyi_ML14783a ML14783a	Beroe_ovata_Bova1_4.0116.g7.t1 Bova1_4.0116.g7.t1, Beroe_ovata_Bova1_4.0116.g8.t2 Bova1_4.0116.g8.t2, Beroe_ovata_Bova1_4.0116.g8.t1 Bova1_4.0116.g8.t1
OG0000744	Mnemiopsis_leidyi_ML239512a ML239512a	Beroe_ovata_Bova1_4.0951.g1.t1 Bova1_4.0951.g1.t1, Beroe_ovata_Bova1_4.0187.g34.t1 Bova1_4.0187.g34.t1
OG0000838	Mnemiopsis_leidyi_ML200255a ML200255a	Beroe_ovata_Bova1_4.0186.g12.t1 Bova1_4.0186.g12.t1
OG0000864	Mnemiopsis_leidyi_ML23459a ML23459a	Beroe_ovata_Bova1_4.0262.g14.t2 Bova1_4.0262.g14.t2, Beroe_ovata_Bova1_4.0262.g14.t1 Bova1_4.0262.g14.t1
OG0000884	Mnemiopsis_leidyi_ML044127a ML044127a	Beroe_ovata_Bova1_4.0023.g81.t1 Bova1_4.0023.g81.t1, Beroe_ovata_Bova1_4.1032.g1.t1 Bova1_4.1032.g1.t1
OG0000922	Mnemiopsis_leidyi_ML10429a ML10429a	Beroe_ovata_Bova1_4.0164.g10.t1 Bova1_4.0164.g10.t1
OG0000926	Mnemiopsis_leidyi_ML368921a ML368921a	Beroe_ovata_Bova1_4.0076.g37.t1 Bova1_4.0076.g37.t1, Beroe_ovata_Bova1_4.0076.g38.t1 Bova1_4.0076.g38.t1, Beroe_ovata_Bova1_4.0014.g4.t1 Bova1_4.0014.g4.t1, Beroe_ovata_Bova1_4.0014.g5.t1 Bova1_4.0014.g5.t1
OG0000927	Mnemiopsis_leidyi_ML402916a ML402916a	Beroe_ovata_Bova1_4.0019.g87.t1 Bova1_4.0019.g87.t1, Beroe_ovata_Bova1_4.0019.g89.t1 Bova1_4.0019.g89.t1
OG0000928	Mnemiopsis_leidyi_ML15659a ML15659a	Beroe_ovata_Bova1_4.0024.g82.t1 Bova1_4.0024.g82.t1, Beroe_ovata_Bova1_4.0024.g81.t1 Bova1_4.0024.g81.t1
OG0000929	Mnemiopsis_leidyi_ML154517a ML154517a	Beroe_ovata_Bova1_4.0053.g31.t1 Bova1_4.0053.g31.t1, Beroe_ovata_Bova1_4.0053.g32.t1 Bova1_4.0053.g32.t1
OG0000930	Mnemiopsis_leidyi_ML064958a ML064958a, Mnemiopsis_leidyi_ML154132a ML154132a	Beroe_ovata_Bova1_4.0129.g36.t1 Bova1_4.0129.g36.t1, Beroe_ovata_Bova1_4.0129.g35.t1 Bova1_4.0129.g35.t1
OG0000932	Mnemiopsis_leidyi_ML16901a ML16901a	Beroe_ovata_Bova1_4.0163.g39.t1 Bova1_4.0163.g39.t1, Beroe_ovata_Bova1_4.0549.g1.t1 Bova1_4.0549.g1.t1, Beroe_ovata_Bova1_4.0329.g1.t2 Bova1_4.0329.g1.t2, Beroe_ovata_Bova1_4.0329.g1.t1 Bova1_4.0329.g1.t1
OG0000933	Mnemiopsis_leidyi_ML13831a ML13831a, Mnemiopsis_leidyi_ML26626a ML26626a	Beroe_ovata_Bova1_4.0344.g4.t1 Bova1_4.0344.g4.t1
OG0001122	Mnemiopsis_leidyi_ML057616a ML057616a	Beroe_ovata_Bova1_4.0155.g19.t1 Bova1_4.0155.g19.t1
