Orthogroup	Chordata_Amphioxiformes_Branchiostoma_floridae	Cnidaria_Anthozoa_Porites_asteroides
OG0000018	Branchiostoma_floridae_tr_A0A9J7HCT9_A0A9J7HCT9_BRAFL tr|A0A9J7HCT9|A0A9J7HCT9_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118403024 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KG43_A0A9J7KG43_BRAFL tr|A0A9J7KG43|A0A9J7KG43_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118403029 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MPS2_A0A9J7MPS2_BRAFL tr|A0A9J7MPS2|A0A9J7MPS2_BRAFL Scavenger receptor cysteine-rich domain superfamily protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118415499 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L5V7_A0A9J7L5V7_BRAFL tr|A0A9J7L5V7|A0A9J7L5V7_BRAFL Scavenger receptor cysteine-rich domain-containing group B protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118415506 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MQ39_A0A9J7MQ39_BRAFL tr|A0A9J7MQ39|A0A9J7MQ39_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118415156 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MR62_A0A9J7MR62_BRAFL tr|A0A9J7MR62|A0A9J7MR62_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118415498 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KKQ6_A0A9J7KKQ6_BRAFL tr|A0A9J7KKQ6|A0A9J7KKQ6_BRAFL Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D-like OS=Branchiostoma floridae OX=7739 GN=LOC118407470 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HTJ8_A0A9J7HTJ8_BRAFL tr|A0A9J7HTJ8|A0A9J7HTJ8_BRAFL Deleted in malignant brain tumors 1 protein-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118407455 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KKQ3_A0A9J7KKQ3_BRAFL tr|A0A9J7KKQ3|A0A9J7KKQ3_BRAFL Deleted in malignant brain tumors 1 protein-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118407455 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KB80_A0A9J7KB80_BRAFL tr|A0A9J7KB80|A0A9J7KB80_BRAFL Uncharacterized protein LOC118407462 OS=Branchiostoma floridae OX=7739 GN=LOC118407462 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HUW4_A0A9J7HUW4_BRAFL tr|A0A9J7HUW4|A0A9J7HUW4_BRAFL Uncharacterized protein LOC118407459 OS=Branchiostoma floridae OX=7739 GN=LOC118407459 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MY60_A0A9J7MY60_BRAFL tr|A0A9J7MY60|A0A9J7MY60_BRAFL Scavenger receptor cysteine-rich type 1 protein M130-like OS=Branchiostoma floridae OX=7739 GN=LOC118420444 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LCH6_A0A9J7LCH6_BRAFL tr|A0A9J7LCH6|A0A9J7LCH6_BRAFL Uncharacterized protein LOC118417855 OS=Branchiostoma floridae OX=7739 GN=LOC118417855 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KHQ9_A0A9J7KHQ9_BRAFL tr|A0A9J7KHQ9|A0A9J7KHQ9_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118407461 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HT04_A0A9J7HT04_BRAFL tr|A0A9J7HT04|A0A9J7HT04_BRAFL Neurotrypsin-like OS=Branchiostoma floridae OX=7739 GN=LOC118407472 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MKG0_A0A9J7MKG0_BRAFL tr|A0A9J7MKG0|A0A9J7MKG0_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118411869 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KU51_A0A9J7KU51_BRAFL tr|A0A9J7KU51|A0A9J7KU51_BRAFL Uncharacterized protein LOC118411873 OS=Branchiostoma floridae OX=7739 GN=LOC118411873 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KTF2_A0A9J7KTF2_BRAFL tr|A0A9J7KTF2|A0A9J7KTF2_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118411871 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LGS9_A0A9J7LGS9_BRAFL tr|A0A9J7LGS9|A0A9J7LGS9_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118420047 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KUC8_A0A9J7KUC8_BRAFL tr|A0A9J7KUC8|A0A9J7KUC8_BRAFL Antigen WC1.1-like OS=Branchiostoma floridae OX=7739 GN=LOC118411833 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MK50_A0A9J7MK50_BRAFL tr|A0A9J7MK50|A0A9J7MK50_BRAFL Neurotrypsin OS=Branchiostoma floridae OX=7739 GN=LOC118411834 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N861_A0A9J7N861_BRAFL tr|A0A9J7N861|A0A9J7N861_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118427627 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7N799_A0A9J7N799_BRAFL tr|A0A9J7N799|A0A9J7N799_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118426941 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7M9H4_A0A9J7M9H4_BRAFL tr|A0A9J7M9H4|A0A9J7M9H4_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118430148 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7KKJ2_A0A9J7KKJ2_BRAFL tr|A0A9J7KKJ2|A0A9J7KKJ2_BRAFL Low-density lipoprotein receptor-related protein 1B-like OS=Branchiostoma floridae OX=7739 GN=LOC118407191 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KFA3_A0A9J7KFA3_BRAFL tr|A0A9J7KFA3|A0A9J7KFA3_BRAFL Uncharacterized protein LOC118404880 OS=Branchiostoma floridae OX=7739 GN=LOC118404880 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7ME40_A0A9J7ME40_BRAFL tr|A0A9J7ME40|A0A9J7ME40_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118432132 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7M9K9_A0A9J7M9K9_BRAFL tr|A0A9J7M9K9|A0A9J7M9K9_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118430378 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7NAI8_A0A9J7NAI8_BRAFL tr|A0A9J7NAI8|A0A9J7NAI8_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118430211 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KGJ8_A0A9J7KGJ8_BRAFL tr|A0A9J7KGJ8|A0A9J7KGJ8_BRAFL Scavenger receptor cysteine-rich domain superfamily protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118403341 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L099_A0A9J7L099_BRAFL tr|A0A9J7L099|A0A9J7L099_BRAFL Uncharacterized protein LOC118413565 OS=Branchiostoma floridae OX=7739 GN=LOC118413565 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HM33_A0A9J7HM33_BRAFL tr|A0A9J7HM33|A0A9J7HM33_BRAFL Uncharacterized protein LOC118405390 OS=Branchiostoma floridae OX=7739 GN=LOC118405390 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7NCE7_A0A9J7NCE7_BRAFL tr|A0A9J7NCE7|A0A9J7NCE7_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118431033 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LTQ2_A0A9J7LTQ2_BRAFL tr|A0A9J7LTQ2|A0A9J7LTQ2_BRAFL Fibropellin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118423190 PE=4 SV=1	Porites_asteroides_isotig17989 isotig17989 extracted_CDS GOMatch=A7SEY3 GOTerms=GO_0005507_GO_0016641_GO_0055114 Gene=Gelatinase_A_ Match_Acc=Q6U7G9 gene=isogroup16257 length=424 numContigs=1
OG0000018	Branchiostoma_floridae_tr_A0A9J7MRV6_A0A9J7MRV6_BRAFL tr|A0A9J7MRV6|A0A9J7MRV6_BRAFL Sortilin-related receptor OS=Branchiostoma floridae OX=7739 GN=LOC118415904 PE=3 SV=1	Porites_asteroides_isotig07771 isotig07771 extracted_CDS GOMatch=B0W5W8 GOTerms=GO_0000166_GO_0004672_GO_0004674_GO_0005524_GO_0006468 Gene=Dscam_ Match_Acc=Q68J72 gene=isogroup06039 length=790 numContigs=1
OG0000018	Branchiostoma_floridae_tr_A0A9J7L1X2_A0A9J7L1X2_BRAFL tr|A0A9J7L1X2|A0A9J7L1X2_BRAFL Protein-lysine 6-oxidase-like OS=Branchiostoma floridae OX=7739 GN=LOC118414450 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L2W2_A0A9J7L2W2_BRAFL tr|A0A9J7L2W2|A0A9J7L2W2_BRAFL Protein-lysine 6-oxidase-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118414783 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L2H7_A0A9J7L2H7_BRAFL tr|A0A9J7L2H7|A0A9J7L2H7_BRAFL Protein-lysine 6-oxidase-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118414783 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L3R3_A0A9J7L3R3_BRAFL tr|A0A9J7L3R3|A0A9J7L3R3_BRAFL Protein-lysine 6-oxidase-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118414783 PE=4 SV=1	Porites_asteroides_GCKDGN102DGG79 GCKDGN102DGG79 extracted_CDS GOMatch=D2H031 GOTerms=GO_0005044_GO_0005507_GO_0016020_GO_0016641_GO_0055114 Gene=Lysyl_oxidase_ Match_Acc=Q6NYT8 length=485 region=2 run=R_2010_02_19_08_49_25_ xy=1300_2983
OG0000019	Branchiostoma_floridae_tr_A0A9J7KI87_A0A9J7KI87_BRAFL tr|A0A9J7KI87|A0A9J7KI87_BRAFL Bone morphogenetic protein 7-like OS=Branchiostoma floridae OX=7739 GN=LOC118404943 PE=3 SV=1	Porites_asteroides_isotig11482 isotig11482 extracted_CDS GOMatch=Q27W10 GOTerms=GO_0008083_GO_0040007 Gene=BMP5-8__Fragment__ Match_Acc=Q27W10 gene=isogroup09750 length=601 numContigs=1
OG0000019	Branchiostoma_floridae_tr_A0A9J7N648_A0A9J7N648_BRAFL tr|A0A9J7N648|A0A9J7N648_BRAFL Uncharacterized protein LOC118427296 OS=Branchiostoma floridae OX=7739 GN=LOC118427296 PE=3 SV=1	Porites_asteroides_isotig13411 isotig13411 extracted_CDS GOMatch=B6SCR5 GOTerms=GO_0008083_GO_0040007 Gene=BMP2_4__Fragment__ Match_Acc=B6SCR5 gene=isogroup11679 length=526 numContigs=1
OG0000019	Branchiostoma_floridae_tr_A0A9J7LB27_A0A9J7LB27_BRAFL tr|A0A9J7LB27|A0A9J7LB27_BRAFL Growth/differentiation factor 6-like OS=Branchiostoma floridae OX=7739 GN=LOC118417252 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MJR3_A0A9J7MJR3_BRAFL tr|A0A9J7MJR3|A0A9J7MJR3_BRAFL Bone morphogenetic protein 3-like OS=Branchiostoma floridae OX=7739 GN=LOC118411348 PE=3 SV=1	Porites_asteroides_isotig11160 isotig11160 extracted_CDS GOMatch=Q5YJC3 GOTerms=GO_0005576_GO_0008083_GO_0040007 Gene=GDF5-like_protein_ Match_Acc=Q5YJC3 gene=isogroup09428 length=616 numContigs=1
OG0000019	Branchiostoma_floridae_tr_C3Z598_C3Z598_BRAFL tr|C3Z598|C3Z598_BRAFL Bone morphogenetic protein 2-like OS=Branchiostoma floridae OX=7739 GN=LOC118420107 PE=3 SV=1	Porites_asteroides_isotig03574 isotig03574 extracted_CDS GOMatch=D2H0Q8 GOTerms=GO_0001649_GO_0001654_GO_0001822_GO_0001958_GO_0006954_GO_0006955_GO_0008083_GO_0010862_GO_0030154_GO_0030501_GO_0030509_GO_0030539_GO_0032349_GO_0040007_GO_0045666_GO_0045669_GO_0045944_GO_0046982_GO_0060395_GO_0070700 Gene=Bone_morphogenetic_protein_6_ Match_Acc=Q5CZV5 gene=isogroup01842 length=1711 numContigs=1, Porites_asteroides_isotig03506 isotig03506 extracted_CDS GOMatch=A7RNC2 GOTerms=GO_0005576_GO_0008083_GO_0040007 Gene=Anti-dorsalizing_morphogenetic_protein_1_ Match_Acc=Q91597 gene=isogroup01774 length=1790 numContigs=1
OG0000020	Branchiostoma_floridae_tr_A0A9J7HVW5_A0A9J7HVW5_BRAFL tr|A0A9J7HVW5|A0A9J7HVW5_BRAFL Collagen alpha-1_V_ chain-like OS=Branchiostoma floridae OX=7739 GN=LOC118408754 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LI16_A0A9J7LI16_BRAFL tr|A0A9J7LI16|A0A9J7LI16_BRAFL Collagen alpha-1_V_ chain-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118420599 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LID2_A0A9J7LID2_BRAFL tr|A0A9J7LID2|A0A9J7LID2_BRAFL Collagen alpha-1_V_ chain-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118420599 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MYH5_A0A9J7MYH5_BRAFL tr|A0A9J7MYH5|A0A9J7MYH5_BRAFL Collagen alpha-1_V_ chain-like isoform X8 OS=Branchiostoma floridae OX=7739 GN=LOC118420599 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MVV4_A0A9J7MVV4_BRAFL tr|A0A9J7MVV4|A0A9J7MVV4_BRAFL Collagen alpha-1_V_ chain-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118420599 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LJG2_A0A9J7LJG2_BRAFL tr|A0A9J7LJG2|A0A9J7LJG2_BRAFL Collagen alpha-1_V_ chain-like isoform X7 OS=Branchiostoma floridae OX=7739 GN=LOC118420599 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MYG3_A0A9J7MYG3_BRAFL tr|A0A9J7MYG3|A0A9J7MYG3_BRAFL Collagen alpha-1_V_ chain-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118420599 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LK91_A0A9J7LK91_BRAFL tr|A0A9J7LK91|A0A9J7LK91_BRAFL Collagen alpha-1_V_ chain-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118420599 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LJP7_A0A9J7LJP7_BRAFL tr|A0A9J7LJP7|A0A9J7LJP7_BRAFL Collagen alpha-1_V_ chain-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118420599 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MZH6_A0A9J7MZH6_BRAFL tr|A0A9J7MZH6|A0A9J7MZH6_BRAFL Collagen alpha-1_XI_ chain-like OS=Branchiostoma floridae OX=7739 GN=LOC118421390 PE=4 SV=1	Porites_asteroides_isotig06351 isotig06351 extracted_CDS GOMatch=A7S1U4 GOTerms=GO_0005201_GO_0005581 Gene=Type_V_XI_procollagen_alpha_1_chain_ Match_Acc=Q4AE66 gene=isogroup04619 length=925 numContigs=1
OG0000020	Branchiostoma_floridae_tr_A0A9J7NDD7_A0A9J7NDD7_BRAFL tr|A0A9J7NDD7|A0A9J7NDD7_BRAFL Collagen alpha-1_I_ chain-like OS=Branchiostoma floridae OX=7739 GN=LOC118432715 PE=4 SV=1	Porites_asteroides_isotig03376 isotig03376 extracted_CDS GOMatch=Q4S5M8 GOTerms=GO_0005201_GO_0005581 Gene=Collagen_alpha-2_I__chain__Fragments__ Match_Acc=P02467 gene=isogroup01644 length=1965 numContigs=1, Porites_asteroides_isotig03386 isotig03386 extracted_CDS GOMatch=B5U969 GOTerms=GO_0005201_GO_0005581 Gene=Collagen_type_I_alpha_2_ Match_Acc=B5U969 gene=isogroup01654 length=1935 numContigs=1, Porites_asteroides_isotig03450 isotig03450 extracted_CDS GOMatch=A7S046 GOTerms=GO_0005201_GO_0005576_GO_0005581_GO_0010466_GO_0030414 Gene=Type_I_collagen_alpha_2_chain__Fragment__ Match_Acc=Q8UUJ3 gene=isogroup01718 length=1857 numContigs=1, Porites_asteroides_isotig09289 isotig09289 extracted_CDS GOMatch=A7RGC7 GOTerms=GO_0005201_GO_0005581 Gene=Fibrillar_collagen_ Match_Acc=A1XVT1 gene=isogroup07557 length=708 numContigs=1
OG0000021	Branchiostoma_floridae_tr_A0A9J7M241_A0A9J7M241_BRAFL tr|A0A9J7M241|A0A9J7M241_BRAFL Fibrillin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118427139 PE=4 SV=1	Porites_asteroides_isotig00263 isotig00263 extracted_CDS GOMatch=A7RXU8 GOTerms=GO_0005509_GO_0016020_GO_0016021 Gene=Vitellogenin_receptor__putative__Fragment__ Match_Acc=B7QBX8 gene=isogroup00059 length=1548 numContigs=4, Porites_asteroides_isotig22018 isotig22018 extracted_CDS GOMatch=A7RGB0 GOTerms=GO_0005509_GO_0016020_GO_0016021 Gene=Lipophorin_receptor_ Match_Acc=A3KL84 gene=isogroup20286 length=372 numContigs=1, Porites_asteroides_GCKDGN101AP0FG GCKDGN101AP0FG extracted_CDS GOMatch=A7RXB8 GOTerms=GO_0005509_GO_0016020_GO_0016021 Gene=LDL_receptor-related_protein_4_ Match_Acc=Q76LU2 length=293 region=1 run=R_2010_02_19_08_49_25_ xy=0179_0538
OG0000022	Branchiostoma_floridae_tr_A0A9J7MUK2_A0A9J7MUK2_BRAFL tr|A0A9J7MUK2|A0A9J7MUK2_BRAFL Annexin OS=Branchiostoma floridae OX=7739 GN=LOC118417714 PE=3 SV=1	Porites_asteroides_isotig09016 isotig09016 extracted_CDS GOMatch=A7RWX1 GOTerms=GO_0005509_GO_0005544 Gene=Annexin_A13_ Match_Acc=Q29471 gene=isogroup07284 length=727 numContigs=1
OG0000022	Branchiostoma_floridae_tr_A0A9J7KV83_A0A9J7KV83_BRAFL tr|A0A9J7KV83|A0A9J7KV83_BRAFL Annexin OS=Branchiostoma floridae OX=7739 GN=LOC118411820 PE=3 SV=1	Porites_asteroides_GE911485 GE911485 extracted_CDS Past_17_20453_L23.ab1_c Past_norm2007 Porites astreoides cDNA_ mRNA sequence, Porites_asteroides_isotig03484 isotig03484 extracted_CDS GOMatch=A7T6G0 GOTerms=GO_0005509_GO_0005544 Gene=Annexin_ Match_Acc=Q4W6D6 gene=isogroup01752 length=1813 numContigs=1
OG0000022	Branchiostoma_floridae_tr_A0A9J7KUH5_A0A9J7KUH5_BRAFL tr|A0A9J7KUH5|A0A9J7KUH5_BRAFL Annexin OS=Branchiostoma floridae OX=7739 GN=LOC118411559 PE=3 SV=1	Porites_asteroides_isotig07424 isotig07424 extracted_CDS GOMatch=A7SW86 GOTerms=GO_0005509_GO_0005544 Gene=Annexin_max1_ Match_Acc=O93444 gene=isogroup05692 length=816 numContigs=1
OG0000023	Branchiostoma_floridae_tr_A0A9J7MLQ0_A0A9J7MLQ0_BRAFL tr|A0A9J7MLQ0|A0A9J7MLQ0_BRAFL Disintegrin and metalloproteinase domain-containing protein 12-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118412901 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7ML78_A0A9J7ML78_BRAFL tr|A0A9J7ML78|A0A9J7ML78_BRAFL Disintegrin and metalloproteinase domain-containing protein 12-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118412901 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KWZ3_A0A9J7KWZ3_BRAFL tr|A0A9J7KWZ3|A0A9J7KWZ3_BRAFL Disintegrin and metalloproteinase domain-containing protein 12-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118412901 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MM62_A0A9J7MM62_BRAFL tr|A0A9J7MM62|A0A9J7MM62_BRAFL Disintegrin and metalloproteinase domain-containing protein 12-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118412901 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MLP7_A0A9J7MLP7_BRAFL tr|A0A9J7MLP7|A0A9J7MLP7_BRAFL Disintegrin and metalloproteinase domain-containing protein 12-like OS=Branchiostoma floridae OX=7739 GN=LOC118412902 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LTI5_A0A9J7LTI5_BRAFL tr|A0A9J7LTI5|A0A9J7LTI5_BRAFL Disintegrin and metalloproteinase domain-containing protein 11-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118424015 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N0L0_A0A9J7N0L0_BRAFL tr|A0A9J7N0L0|A0A9J7N0L0_BRAFL Disintegrin and metalloproteinase domain-containing protein 11-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118424015 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N2Z8_A0A9J7N2Z8_BRAFL tr|A0A9J7N2Z8|A0A9J7N2Z8_BRAFL Disintegrin and metalloproteinase domain-containing protein 11-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118424015 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N3L8_A0A9J7N3L8_BRAFL tr|A0A9J7N3L8|A0A9J7N3L8_BRAFL Disintegrin and metalloproteinase domain-containing protein 11-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118424015 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LSH5_A0A9J7LSH5_BRAFL tr|A0A9J7LSH5|A0A9J7LSH5_BRAFL Disintegrin and metalloproteinase domain-containing protein 11-like isoform X11 OS=Branchiostoma floridae OX=7739 GN=LOC118424015 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N3M3_A0A9J7N3M3_BRAFL tr|A0A9J7N3M3|A0A9J7N3M3_BRAFL Disintegrin and metalloproteinase domain-containing protein 11-like isoform X14 OS=Branchiostoma floridae OX=7739 GN=LOC118424015 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LU53_A0A9J7LU53_BRAFL tr|A0A9J7LU53|A0A9J7LU53_BRAFL Disintegrin and metalloproteinase domain-containing protein 11-like isoform X13 OS=Branchiostoma floridae OX=7739 GN=LOC118424015 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LTG7_A0A9J7LTG7_BRAFL tr|A0A9J7LTG7|A0A9J7LTG7_BRAFL Disintegrin and metalloproteinase domain-containing protein 11-like isoform X10 OS=Branchiostoma floridae OX=7739 GN=LOC118424015 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LSM3_A0A9J7LSM3_BRAFL tr|A0A9J7LSM3|A0A9J7LSM3_BRAFL Disintegrin and metalloproteinase domain-containing protein 11-like isoform X12 OS=Branchiostoma floridae OX=7739 GN=LOC118424015 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LW33_A0A9J7LW33_BRAFL tr|A0A9J7LW33|A0A9J7LW33_BRAFL Disintegrin and metalloproteinase domain-containing protein 11-like isoform X9 OS=Branchiostoma floridae OX=7739 GN=LOC118424015 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N1S2_A0A9J7N1S2_BRAFL tr|A0A9J7N1S2|A0A9J7N1S2_BRAFL Disintegrin and metalloproteinase domain-containing protein 11-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118424015 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LU24_A0A9J7LU24_BRAFL tr|A0A9J7LU24|A0A9J7LU24_BRAFL Disintegrin and metalloproteinase domain-containing protein 11-like isoform X7 OS=Branchiostoma floridae OX=7739 GN=LOC118424015 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LS65_A0A9J7LS65_BRAFL tr|A0A9J7LS65|A0A9J7LS65_BRAFL Disintegrin and metalloproteinase domain-containing protein 11-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118424015 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LTJ3_A0A9J7LTJ3_BRAFL tr|A0A9J7LTJ3|A0A9J7LTJ3_BRAFL Disintegrin and metalloproteinase domain-containing protein 11-like isoform X16 OS=Branchiostoma floridae OX=7739 GN=LOC118424015 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LTP6_A0A9J7LTP6_BRAFL tr|A0A9J7LTP6|A0A9J7LTP6_BRAFL Disintegrin and metalloproteinase domain-containing protein 22-like isoform X8 OS=Branchiostoma floridae OX=7739 GN=LOC118424015 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N0L4_A0A9J7N0L4_BRAFL tr|A0A9J7N0L4|A0A9J7N0L4_BRAFL Disintegrin and metalloproteinase domain-containing protein 11-like isoform X15 OS=Branchiostoma floridae OX=7739 GN=LOC118424015 PE=4 SV=1	Porites_asteroides_GCKDGN103HAO7Y GCKDGN103HAO7Y extracted_CDS GOMatch=C3YIZ0 GOTerms=GO_0004222_GO_0006508 Gene=ADAM_12_ Match_Acc=Q8UVF2 length=401 region=3 run=R_2010_02_19_08_49_25_ xy=2875_0668
