Orthogroup	Chordata_Amphioxiformes_Branchiostoma_floridae	Chordata_Amphioxiformes_Branchiostoma_belcheri
OG0000007	Branchiostoma_floridae_tr_A0A9J7MUJ6_A0A9J7MUJ6_BRAFL tr|A0A9J7MUJ6|A0A9J7MUJ6_BRAFL Mucin-like protein OS=Branchiostoma floridae OX=7739 GN=LOC118417833 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZD52_A0A6P4ZD52_BRABE tr|A0A6P4ZD52|A0A6P4ZD52_BRABE LOW QUALITY PROTEIN_ mucin-like protein OS=Branchiostoma belcheri OX=7741 GN=LOC109473576 PE=4 SV=1
OG0000008	Branchiostoma_floridae_tr_A0A9J7N4Z4_A0A9J7N4Z4_BRAFL tr|A0A9J7N4Z4|A0A9J7N4Z4_BRAFL Uncharacterized protein LOC118424994 OS=Branchiostoma floridae OX=7739 GN=LOC118424994 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZKW5_A0A6P4ZKW5_BRABE tr|A0A6P4ZKW5|A0A6P4ZKW5_BRABE Neurogenic locus notch homolog protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109474432 PE=4 SV=1
OG0000008	Branchiostoma_floridae_tr_A0A9J7HIY9_A0A9J7HIY9_BRAFL tr|A0A9J7HIY9|A0A9J7HIY9_BRAFL Fibropellin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118405011 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZT28_A0A6P4ZT28_BRABE tr|A0A6P4ZT28|A0A6P4ZT28_BRABE Fibropellin-1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109476303 PE=4 SV=1
OG0000008	Branchiostoma_floridae_tr_A0A9J7KWX6_A0A9J7KWX6_BRAFL tr|A0A9J7KWX6|A0A9J7KWX6_BRAFL Uncharacterized protein LOC118412509 OS=Branchiostoma floridae OX=7739 GN=LOC118412509 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HIN3_A0A9J7HIN3_BRAFL tr|A0A9J7HIN3|A0A9J7HIN3_BRAFL Uncharacterized protein LOC118405074 OS=Branchiostoma floridae OX=7739 GN=LOC118405074 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4YD01_A0A6P4YD01_BRABE tr|A0A6P4YD01|A0A6P4YD01_BRABE Cadherin EGF LAG seven-pass G-type receptor 3-like OS=Branchiostoma belcheri OX=7741 GN=LOC109468506 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AD27_A0A6P5AD27_BRABE tr|A0A6P5AD27|A0A6P5AD27_BRABE Protein crumbs homolog 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109485200 PE=4 SV=1
OG0000008	Branchiostoma_floridae_tr_A0A9J7LSG7_A0A9J7LSG7_BRAFL tr|A0A9J7LSG7|A0A9J7LSG7_BRAFL Uncharacterized protein LOC118423531 OS=Branchiostoma floridae OX=7739 GN=LOC118423531 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZYN0_A0A6P4ZYN0_BRABE tr|A0A6P4ZYN0|A0A6P4ZYN0_BRABE Uncharacterized protein LOC109481089 OS=Branchiostoma belcheri OX=7741 GN=LOC109481089 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y3R6_A0A6P4Y3R6_BRABE tr|A0A6P4Y3R6|A0A6P4Y3R6_BRABE C-type lectin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109464492 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5ABL2_A0A6P5ABL2_BRABE tr|A0A6P5ABL2|A0A6P5ABL2_BRABE Uncharacterized protein LOC109481125 OS=Branchiostoma belcheri OX=7741 GN=LOC109481125 PE=4 SV=1
OG0000008	Branchiostoma_floridae_tr_A0A9J7KRD8_A0A9J7KRD8_BRAFL tr|A0A9J7KRD8|A0A9J7KRD8_BRAFL Neurogenic locus notch homolog protein 1-like isoform X13 OS=Branchiostoma floridae OX=7739 GN=LOC118411086 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KSJ9_A0A9J7KSJ9_BRAFL tr|A0A9J7KSJ9|A0A9J7KSJ9_BRAFL Neurogenic locus notch homolog protein 1-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118411086 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KSV6_A0A9J7KSV6_BRAFL tr|A0A9J7KSV6|A0A9J7KSV6_BRAFL Neurogenic locus notch homolog protein 1-like isoform X9 OS=Branchiostoma floridae OX=7739 GN=LOC118411086 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MIW0_A0A9J7MIW0_BRAFL tr|A0A9J7MIW0|A0A9J7MIW0_BRAFL Neurogenic locus notch homolog protein 1-like isoform X15 OS=Branchiostoma floridae OX=7739 GN=LOC118411086 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MIW7_A0A9J7MIW7_BRAFL tr|A0A9J7MIW7|A0A9J7MIW7_BRAFL Neurogenic locus Notch protein-like isoform X11 OS=Branchiostoma floridae OX=7739 GN=LOC118411086 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MJ03_A0A9J7MJ03_BRAFL tr|A0A9J7MJ03|A0A9J7MJ03_BRAFL Neurogenic locus notch homolog protein 1-like isoform X14 OS=Branchiostoma floridae OX=7739 GN=LOC118411086 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MJC9_A0A9J7MJC9_BRAFL tr|A0A9J7MJC9|A0A9J7MJC9_BRAFL Neurogenic locus Notch protein-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118411086 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MIT6_A0A9J7MIT6_BRAFL tr|A0A9J7MIT6|A0A9J7MIT6_BRAFL Neurogenic locus notch homolog protein 1-like isoform X12 OS=Branchiostoma floridae OX=7739 GN=LOC118411086 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KSI2_A0A9J7KSI2_BRAFL tr|A0A9J7KSI2|A0A9J7KSI2_BRAFL Neurogenic locus Notch protein-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118411086 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KS08_A0A9J7KS08_BRAFL tr|A0A9J7KS08|A0A9J7KS08_BRAFL Neurogenic locus Notch protein-like isoform X10 OS=Branchiostoma floridae OX=7739 GN=LOC118411086 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KRZ2_A0A9J7KRZ2_BRAFL tr|A0A9J7KRZ2|A0A9J7KRZ2_BRAFL Neurogenic locus notch homolog protein 1-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118411086 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KRU4_A0A9J7KRU4_BRAFL tr|A0A9J7KRU4|A0A9J7KRU4_BRAFL Neurogenic locus notch homolog protein 1-like isoform X7 OS=Branchiostoma floridae OX=7739 GN=LOC118411086 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KRB5_A0A9J7KRB5_BRAFL tr|A0A9J7KRB5|A0A9J7KRB5_BRAFL Neurogenic locus notch homolog protein 1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118411086 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KR84_A0A9J7KR84_BRAFL tr|A0A9J7KR84|A0A9J7KR84_BRAFL Neurogenic locus notch homolog protein 1-like isoform X8 OS=Branchiostoma floridae OX=7739 GN=LOC118411086 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KR80_A0A9J7KR80_BRAFL tr|A0A9J7KR80|A0A9J7KR80_BRAFL Neurogenic locus Notch protein-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118411086 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KRM2_A0A9J7KRM2_BRAFL tr|A0A9J7KRM2|A0A9J7KRM2_BRAFL Neurogenic locus notch homolog protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118411186 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4Z038_A0A6P4Z038_BRABE tr|A0A6P4Z038|A0A6P4Z038_BRABE Uromodulin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109474144 PE=4 SV=1
OG0000008	Branchiostoma_floridae_tr_A0A9J7KXA1_A0A9J7KXA1_BRAFL tr|A0A9J7KXA1|A0A9J7KXA1_BRAFL Delta-like protein 1 OS=Branchiostoma floridae OX=7739 GN=LOC118412992 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L889_A0A9J7L889_BRAFL tr|A0A9J7L889|A0A9J7L889_BRAFL Fibropellin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118416186 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZRA4_A0A6P4ZRA4_BRABE tr|A0A6P4ZRA4|A0A6P4ZRA4_BRABE LOW QUALITY PROTEIN_ fibropellin-1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109476897 PE=4 SV=1
OG0000008	Branchiostoma_floridae_tr_A0A9J7MYW5_A0A9J7MYW5_BRAFL tr|A0A9J7MYW5|A0A9J7MYW5_BRAFL Protein crumbs-like OS=Branchiostoma floridae OX=7739 GN=LOC118421797 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P5AML1_A0A6P5AML1_BRABE tr|A0A6P5AML1|A0A6P5AML1_BRABE LOW QUALITY PROTEIN_ protein crumbs-like OS=Branchiostoma belcheri OX=7741 GN=LOC109484446 PE=4 SV=1
OG0000008	Branchiostoma_floridae_tr_A0A9J7LJS5_A0A9J7LJS5_BRAFL tr|A0A9J7LJS5|A0A9J7LJS5_BRAFL Neurogenic locus notch homolog protein 1-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118420675 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MVZ4_A0A9J7MVZ4_BRAFL tr|A0A9J7MVZ4|A0A9J7MVZ4_BRAFL Neurogenic locus notch homolog protein 1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118420675 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MYL1_A0A9J7MYL1_BRAFL tr|A0A9J7MYL1|A0A9J7MYL1_BRAFL Neurogenic locus notch homolog protein 1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118420675 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZHX1_A0A6P4ZHX1_BRABE tr|A0A6P4ZHX1|A0A6P4ZHX1_BRABE Neurogenic locus Notch protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109482486 PE=4 SV=1
OG0000008	Branchiostoma_floridae_tr_A0A9J7M533_A0A9J7M533_BRAFL tr|A0A9J7M533|A0A9J7M533_BRAFL Neurogenic locus notch homolog protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118428620 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P5AE91_A0A6P5AE91_BRABE tr|A0A6P5AE91|A0A6P5AE91_BRABE Fibropellin-1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109481919 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A649_A0A6P5A649_BRABE tr|A0A6P5A649|A0A6P5A649_BRABE Fibropellin-1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109479706 PE=4 SV=1
OG0000008	Branchiostoma_floridae_tr_A0A9J7LWI7_A0A9J7LWI7_BRAFL tr|A0A9J7LWI7|A0A9J7LWI7_BRAFL chitinase OS=Branchiostoma floridae OX=7739 GN=LOC118424888 PE=3 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZPL7_A0A6P4ZPL7_BRABE tr|A0A6P4ZPL7|A0A6P4ZPL7_BRABE Fibulin-5-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109475455 PE=4 SV=1
OG0000009	Branchiostoma_floridae_tr_A0A9J7M4L8_A0A9J7M4L8_BRAFL tr|A0A9J7M4L8|A0A9J7M4L8_BRAFL Metalloendopeptidase OS=Branchiostoma floridae OX=7739 GN=LOC118428034 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M3H7_A0A9J7M3H7_BRAFL tr|A0A9J7M3H7|A0A9J7M3H7_BRAFL Bone morphogenetic protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118428033 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P5AEY9_A0A6P5AEY9_BRABE tr|A0A6P5AEY9|A0A6P5AEY9_BRABE Metalloendopeptidase OS=Branchiostoma belcheri OX=7741 GN=LOC109485679 PE=4 SV=1
OG0000009	Branchiostoma_floridae_tr_A0A9J7HMB2_A0A9J7HMB2_BRAFL tr|A0A9J7HMB2|A0A9J7HMB2_BRAFL Metalloendopeptidase OS=Branchiostoma floridae OX=7739 GN=LOC118405444 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P5A580_A0A6P5A580_BRABE tr|A0A6P5A580|A0A6P5A580_BRABE Metalloendopeptidase OS=Branchiostoma belcheri OX=7741 GN=LOC109480574 PE=4 SV=1
OG0000009	Branchiostoma_floridae_tr_A0A9J7KQT2_A0A9J7KQT2_BRAFL tr|A0A9J7KQT2|A0A9J7KQT2_BRAFL Metalloendopeptidase OS=Branchiostoma floridae OX=7739 GN=LOC118410730 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZU99_A0A6P4ZU99_BRABE tr|A0A6P4ZU99|A0A6P4ZU99_BRABE Metalloendopeptidase OS=Branchiostoma belcheri OX=7741 GN=LOC109485505 PE=4 SV=1
OG0000009	Branchiostoma_floridae_tr_A0A9J7KVC9_A0A9J7KVC9_BRAFL tr|A0A9J7KVC9|A0A9J7KVC9_BRAFL Membrane frizzled-related protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118412145 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MKR0_A0A9J7MKR0_BRAFL tr|A0A9J7MKR0|A0A9J7MKR0_BRAFL Bone morphogenetic protein 1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118412130 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MKK8_A0A9J7MKK8_BRAFL tr|A0A9J7MKK8|A0A9J7MKK8_BRAFL Bone morphogenetic protein 1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118412130 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4YL78_A0A6P4YL78_BRABE tr|A0A6P4YL78|A0A6P4YL78_BRABE Very low-density lipoprotein receptor-like OS=Branchiostoma belcheri OX=7741 GN=LOC109466231 PE=4 SV=1
OG0000009	Branchiostoma_floridae_tr_A0A9J7KTP5_A0A9J7KTP5_BRAFL tr|A0A9J7KTP5|A0A9J7KTP5_BRAFL Cubilin-like OS=Branchiostoma floridae OX=7739 GN=LOC118411738 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4Z723_A0A6P4Z723_BRABE tr|A0A6P4Z723|A0A6P4Z723_BRABE Uncharacterized protein LOC109479668 OS=Branchiostoma belcheri OX=7741 GN=LOC109479668 PE=4 SV=1
OG0000009	Branchiostoma_floridae_tr_A0A9J7HI82_A0A9J7HI82_BRAFL tr|A0A9J7HI82|A0A9J7HI82_BRAFL GPI-anchored protein pfl2 OS=Branchiostoma floridae OX=7739 GN=LOC118404856 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4Z7T2_A0A6P4Z7T2_BRABE tr|A0A6P4Z7T2|A0A6P4Z7T2_BRABE Uncharacterized protein LOC109476259 OS=Branchiostoma belcheri OX=7741 GN=LOC109476259 PE=4 SV=1
OG0000009	Branchiostoma_floridae_tr_A0A9J7L5J3_A0A9J7L5J3_BRAFL tr|A0A9J7L5J3|A0A9J7L5J3_BRAFL Uncharacterized protein LOC118415717 OS=Branchiostoma floridae OX=7739 GN=LOC118415717 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L5Q0_A0A9J7L5Q0_BRAFL tr|A0A9J7L5Q0|A0A9J7L5Q0_BRAFL Cubilin-like OS=Branchiostoma floridae OX=7739 GN=LOC118415716 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZR91_A0A6P4ZR91_BRABE tr|A0A6P4ZR91|A0A6P4ZR91_BRABE Cubilin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109476888 PE=4 SV=1
OG0000009	Branchiostoma_floridae_tr_A0A9J7M3N4_A0A9J7M3N4_BRAFL tr|A0A9J7M3N4|A0A9J7M3N4_BRAFL Tolloid-like protein 1 OS=Branchiostoma floridae OX=7739 GN=LOC118427689 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M4R5_A0A9J7M4R5_BRAFL tr|A0A9J7M4R5|A0A9J7M4R5_BRAFL Cubilin-like OS=Branchiostoma floridae OX=7739 GN=LOC118428306 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZRB5_A0A6P4ZRB5_BRABE tr|A0A6P4ZRB5|A0A6P4ZRB5_BRABE Filamin-B-like OS=Branchiostoma belcheri OX=7741 GN=LOC109481271 PE=3 SV=1
OG0000009	Branchiostoma_floridae_tr_A0A9J7N8Y2_A0A9J7N8Y2_BRAFL tr|A0A9J7N8Y2|A0A9J7N8Y2_BRAFL Tolloid-like protein 2 OS=Branchiostoma floridae OX=7739 GN=LOC118428302 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZY65_A0A6P4ZY65_BRABE tr|A0A6P4ZY65|A0A6P4ZY65_BRABE Tolloid-like protein 1 OS=Branchiostoma belcheri OX=7741 GN=LOC109480983 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A6T0_A0A6P5A6T0_BRABE tr|A0A6P5A6T0|A0A6P5A6T0_BRABE Bone morphogenetic protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109480974 PE=4 SV=1
OG0000009	Branchiostoma_floridae_tr_A0A9J7M381_A0A9J7M381_BRAFL tr|A0A9J7M381|A0A9J7M381_BRAFL Tolloid-like protein 2 OS=Branchiostoma floridae OX=7739 GN=LOC118426922 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4XIJ9_A0A6P4XIJ9_BRABE tr|A0A6P4XIJ9|A0A6P4XIJ9_BRABE CUB domain-containing protein 2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109463915 PE=4 SV=1
OG0000009	Branchiostoma_floridae_tr_A0A9J7KYW3_A0A9J7KYW3_BRAFL tr|A0A9J7KYW3|A0A9J7KYW3_BRAFL P-selectin-like OS=Branchiostoma floridae OX=7739 GN=LOC118413623 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4Z5M5_A0A6P4Z5M5_BRABE tr|A0A6P4Z5M5|A0A6P4Z5M5_BRABE CUB and sushi domain-containing protein 2-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109471493 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z9R3_A0A6P4Z9R3_BRABE tr|A0A6P4Z9R3|A0A6P4Z9R3_BRABE Seizure 6-like protein 2 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109471493 PE=4 SV=1
OG0000009	Branchiostoma_floridae_tr_A0A9J7N8Q4_A0A9J7N8Q4_BRAFL tr|A0A9J7N8Q4|A0A9J7N8Q4_BRAFL Bone morphogenetic protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118428031 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N649_A0A9J7N649_BRAFL tr|A0A9J7N649|A0A9J7N649_BRAFL Tolloid-like protein 2 OS=Branchiostoma floridae OX=7739 GN=LOC118426185 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N4C7_A0A9J7N4C7_BRAFL tr|A0A9J7N4C7|A0A9J7N4C7_BRAFL Tolloid-like protein 2 OS=Branchiostoma floridae OX=7739 GN=LOC118426186 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4XU91_A0A6P4XU91_BRABE tr|A0A6P4XU91|A0A6P4XU91_BRABE Tolloid-like protein 1 OS=Branchiostoma belcheri OX=7741 GN=LOC109466825 PE=4 SV=1
OG0000009	Branchiostoma_floridae_tr_A0A9J7KD13_A0A9J7KD13_BRAFL tr|A0A9J7KD13|A0A9J7KD13_BRAFL Tolloid-like protein 1 OS=Branchiostoma floridae OX=7739 GN=LOC118409154 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P5AF89_A0A6P5AF89_BRABE tr|A0A6P5AF89|A0A6P5AF89_BRABE CUB and sushi domain-containing protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109482234 PE=4 SV=1
OG0000009	Branchiostoma_floridae_tr_A0A9J7HFF1_A0A9J7HFF1_BRAFL tr|A0A9J7HFF1|A0A9J7HFF1_BRAFL Cubilin-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118403086 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HHI7_A0A9J7HHI7_BRAFL tr|A0A9J7HHI7|A0A9J7HHI7_BRAFL Cubilin-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118403086 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HFN3_A0A9J7HFN3_BRAFL tr|A0A9J7HFN3|A0A9J7HFN3_BRAFL Cubilin-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118403086 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HDW3_A0A9J7HDW3_BRAFL tr|A0A9J7HDW3|A0A9J7HDW3_BRAFL Cubilin-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118403086 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HDD2_A0A9J7HDD2_BRAFL tr|A0A9J7HDD2|A0A9J7HDD2_BRAFL Cubilin-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118403086 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KD75_A0A9J7KD75_BRAFL tr|A0A9J7KD75|A0A9J7KD75_BRAFL Cubilin-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118403086 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4YGI1_A0A6P4YGI1_BRABE tr|A0A6P4YGI1|A0A6P4YGI1_BRABE Cubilin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109469468 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZFH8_A0A6P4ZFH8_BRABE tr|A0A6P4ZFH8|A0A6P4ZFH8_BRABE Cubilin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109474081 PE=4 SV=1
OG0000009	Branchiostoma_floridae_tr_A0A9J7HM28_A0A9J7HM28_BRAFL tr|A0A9J7HM28|A0A9J7HM28_BRAFL CUB domain-containing protein 2-like OS=Branchiostoma floridae OX=7739 GN=LOC118406259 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4YLW0_A0A6P4YLW0_BRABE tr|A0A6P4YLW0|A0A6P4YLW0_BRABE Neuropilin-1a-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465349 PE=4 SV=1
OG0000009	Branchiostoma_floridae_tr_A0A9J7KV26_A0A9J7KV26_BRAFL tr|A0A9J7KV26|A0A9J7KV26_BRAFL Cubilin-like OS=Branchiostoma floridae OX=7739 GN=LOC118411735 PE=3 SV=1	Branchiostoma_belcheri_tr_A0A6P4YRN3_A0A6P4YRN3_BRABE tr|A0A6P4YRN3|A0A6P4YRN3_BRABE Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109466576 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y6V1_A0A6P4Y6V1_BRABE tr|A0A6P4Y6V1|A0A6P4Y6V1_BRABE Tolloid-like protein 2 OS=Branchiostoma belcheri OX=7741 GN=LOC109466766 PE=3 SV=1
OG0000009	Branchiostoma_floridae_tr_A0A9J7LT09_A0A9J7LT09_BRAFL tr|A0A9J7LT09|A0A9J7LT09_BRAFL Cubilin-like OS=Branchiostoma floridae OX=7739 GN=LOC118423610 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZQV6_A0A6P4ZQV6_BRABE tr|A0A6P4ZQV6|A0A6P4ZQV6_BRABE Bone morphogenetic protein 1-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109481141 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZYV9_A0A6P4ZYV9_BRABE tr|A0A6P4ZYV9|A0A6P4ZYV9_BRABE Procollagen C-endopeptidase enhancer 2-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109481141 PE=4 SV=1
OG0000009	Branchiostoma_floridae_tr_A0A9J7LZ18_A0A9J7LZ18_BRAFL tr|A0A9J7LZ18|A0A9J7LZ18_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118426244 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4YF57_A0A6P4YF57_BRABE tr|A0A6P4YF57|A0A6P4YF57_BRABE Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109462998 PE=4 SV=1
OG0000009	Branchiostoma_floridae_tr_A0A9J7LN74_A0A9J7LN74_BRAFL tr|A0A9J7LN74|A0A9J7LN74_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118422277 PE=3 SV=1	Branchiostoma_belcheri_tr_A0A6P4XZK1_A0A6P4XZK1_BRABE tr|A0A6P4XZK1|A0A6P4XZK1_BRABE Tolloid-like protein 2 OS=Branchiostoma belcheri OX=7741 GN=LOC109468255 PE=4 SV=1
OG0000009	Branchiostoma_floridae_tr_A0A9J7HG36_A0A9J7HG36_BRAFL tr|A0A9J7HG36|A0A9J7HG36_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118403027 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LY63_A0A9J7LY63_BRAFL tr|A0A9J7LY63|A0A9J7LY63_BRAFL Neuropilin-1-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118425260 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LX90_A0A9J7LX90_BRAFL tr|A0A9J7LX90|A0A9J7LX90_BRAFL Neuropilin-1-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118425260 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N333_A0A9J7N333_BRAFL tr|A0A9J7N333|A0A9J7N333_BRAFL CUB domain-containing protein 2-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118425260 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LYQ4_A0A9J7LYQ4_BRAFL tr|A0A9J7LYQ4|A0A9J7LYQ4_BRAFL CUB domain-containing protein 2-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118425260 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LVZ6_A0A9J7LVZ6_BRAFL tr|A0A9J7LVZ6|A0A9J7LVZ6_BRAFL Tolloid-like protein 2 OS=Branchiostoma floridae OX=7739 GN=LOC118425430 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZTJ4_A0A6P4ZTJ4_BRABE tr|A0A6P4ZTJ4|A0A6P4ZTJ4_BRABE Proteoglycan 4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109476384 PE=4 SV=1
