Orthogroup	Chordata_Amphioxiformes_Branchiostoma_floridae	Cnidaria_Anthozoa_Nematostella_vectensis
OG0000033	Branchiostoma_floridae_tr_A0A9J7LYX8_A0A9J7LYX8_BRAFL tr|A0A9J7LYX8|A0A9J7LYX8_BRAFL Collagen triple helix repeat-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118426369 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LYF9_A0A9J7LYF9_BRAFL tr|A0A9J7LYF9|A0A9J7LYF9_BRAFL Collagen triple helix repeat-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118426370 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LZD4_A0A9J7LZD4_BRAFL tr|A0A9J7LZD4|A0A9J7LZD4_BRAFL Collagen triple helix repeat-containing protein 1-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118426360 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LYE6_A0A9J7LYE6_BRAFL tr|A0A9J7LYE6|A0A9J7LYE6_BRAFL Collagen triple helix repeat-containing protein 1-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118426360 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M1W0_A0A9J7M1W0_BRAFL tr|A0A9J7M1W0|A0A9J7M1W0_BRAFL Collagen triple helix repeat-containing protein 1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118426360 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M006_A0A9J7M006_BRAFL tr|A0A9J7M006|A0A9J7M006_BRAFL Collagen triple helix repeat-containing protein 1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118426360 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LYW7_A0A9J7LYW7_BRAFL tr|A0A9J7LYW7|A0A9J7LYW7_BRAFL Collagen triple helix repeat-containing protein 1-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118426360 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M0D2_A0A9J7M0D2_BRAFL tr|A0A9J7M0D2|A0A9J7M0D2_BRAFL Collagen triple helix repeat-containing protein 1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118426642 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N6R8_A0A9J7N6R8_BRAFL tr|A0A9J7N6R8|A0A9J7N6R8_BRAFL Collagen triple helix repeat-containing protein 1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118426642 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L9W0_A0A9J7L9W0_BRAFL tr|A0A9J7L9W0|A0A9J7L9W0_BRAFL Collagen triple helix repeat-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118417437 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M979_A0A9J7M979_BRAFL tr|A0A9J7M979|A0A9J7M979_BRAFL Collagen triple helix repeat-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118430106 PE=4 SV=1, Branchiostoma_floridae_tr_C3YE26_C3YE26_BRAFL tr|C3YE26|C3YE26_BRAFL Collagen triple helix repeat-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118405970 PE=4 SV=1	Nematostella_vectensis_NV2t002667001.1 NV2t002667001.1
OG0000034	Branchiostoma_floridae_tr_A0A9J7KXG1_A0A9J7KXG1_BRAFL tr|A0A9J7KXG1|A0A9J7KXG1_BRAFL Attractin-like protein 1 OS=Branchiostoma floridae OX=7739 GN=LOC118413199 PE=4 SV=1	Nematostella_vectensis_NV2t018302001.1 NV2t018302001.1
OG0000034	Branchiostoma_floridae_tr_A0A9J7MK52_A0A9J7MK52_BRAFL tr|A0A9J7MK52|A0A9J7MK52_BRAFL Multiple epidermal growth factor-like domains protein 11 OS=Branchiostoma floridae OX=7739 GN=LOC118411697 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KT24_A0A9J7KT24_BRAFL tr|A0A9J7KT24|A0A9J7KT24_BRAFL Multiple epidermal growth factor-like domains protein 11 isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118411158 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KS02_A0A9J7KS02_BRAFL tr|A0A9J7KS02|A0A9J7KS02_BRAFL Multiple epidermal growth factor-like domains protein 10 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118411158 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KS64_A0A9J7KS64_BRAFL tr|A0A9J7KS64|A0A9J7KS64_BRAFL Multiple epidermal growth factor-like domains protein 11 isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118411158 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KRD6_A0A9J7KRD6_BRAFL tr|A0A9J7KRD6|A0A9J7KRD6_BRAFL Multiple epidermal growth factor-like domains protein 10 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118411158 PE=4 SV=1	Nematostella_vectensis_NV2t014162001.1 NV2t014162001.1
OG0000034	Branchiostoma_floridae_tr_A0A9J7N9S7_A0A9J7N9S7_BRAFL tr|A0A9J7N9S7|A0A9J7N9S7_BRAFL LOW QUALITY PROTEIN_ multiple epidermal growth factor-like domains protein 8 OS=Branchiostoma floridae OX=7739 GN=LOC118428886 PE=4 SV=1	Nematostella_vectensis_NV2t021926001.1 NV2t021926001.1
OG0000035	Branchiostoma_floridae_tr_A0A9J7LUX6_A0A9J7LUX6_BRAFL tr|A0A9J7LUX6|A0A9J7LUX6_BRAFL Mucin-5AC-like OS=Branchiostoma floridae OX=7739 GN=LOC118424273 PE=4 SV=1	Nematostella_vectensis_NV2t013225001.1 NV2t013225001.1, Nematostella_vectensis_NV2t000593001.1 NV2t000593001.1, Nematostella_vectensis_NV2t000581001.1 NV2t000581001.1, Nematostella_vectensis_NV2t000581002.1 NV2t000581002.1, Nematostella_vectensis_NV2t001114001.1 NV2t001114001.1, Nematostella_vectensis_NV2t001113001.1 NV2t001113001.1, Nematostella_vectensis_NV2t019953001.1 NV2t019953001.1, Nematostella_vectensis_NV2t012171001.1 NV2t012171001.1, Nematostella_vectensis_NV2t001635001.1 NV2t001635001.1
OG0000036	Branchiostoma_floridae_tr_A0A9J7LL14_A0A9J7LL14_BRAFL tr|A0A9J7LL14|A0A9J7LL14_BRAFL Epidermal growth factor-like protein 7 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118420783 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LJJ4_A0A9J7LJJ4_BRAFL tr|A0A9J7LJJ4|A0A9J7LJJ4_BRAFL Epidermal growth factor-like protein 7 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118420783 PE=4 SV=1	Nematostella_vectensis_NV2t025171002.1 NV2t025171002.1, Nematostella_vectensis_NV2t025171001.1 NV2t025171001.1
OG0000036	Branchiostoma_floridae_tr_A0A9J7MXF2_A0A9J7MXF2_BRAFL tr|A0A9J7MXF2|A0A9J7MXF2_BRAFL Uncharacterized protein LOC118419728 OS=Branchiostoma floridae OX=7739 GN=LOC118419728 PE=3 SV=1	Nematostella_vectensis_NV2t022153002.1 NV2t022153002.1, Nematostella_vectensis_NV2t022153001.1 NV2t022153001.1
OG0000036	Branchiostoma_floridae_tr_A0A9J7M5D6_A0A9J7M5D6_BRAFL tr|A0A9J7M5D6|A0A9J7M5D6_BRAFL Uncharacterized protein LOC118428591 OS=Branchiostoma floridae OX=7739 GN=LOC118428591 PE=4 SV=1	Nematostella_vectensis_NV2t025188001.1 NV2t025188001.1
OG0000037	Branchiostoma_floridae_tr_A0A9J7LY64_A0A9J7LY64_BRAFL tr|A0A9J7LY64|A0A9J7LY64_BRAFL Transforming growth factor-beta-induced protein ig-h3-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118425693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LWY5_A0A9J7LWY5_BRAFL tr|A0A9J7LWY5|A0A9J7LWY5_BRAFL Transforming growth factor-beta-induced protein ig-h3-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118425693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LYK4_A0A9J7LYK4_BRAFL tr|A0A9J7LYK4|A0A9J7LYK4_BRAFL Transforming growth factor-beta-induced protein ig-h3-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118425693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M002_A0A9J7M002_BRAFL tr|A0A9J7M002|A0A9J7M002_BRAFL Transforming growth factor-beta-induced protein ig-h3-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118425693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N1Q0_A0A9J7N1Q0_BRAFL tr|A0A9J7N1Q0|A0A9J7N1Q0_BRAFL Uncharacterized protein LOC118422851 OS=Branchiostoma floridae OX=7739 GN=LOC118422851 PE=4 SV=1	Nematostella_vectensis_NV2t020441001.1 NV2t020441001.1, Nematostella_vectensis_NV2t020449001.1 NV2t020449001.1, Nematostella_vectensis_NV2t003437001.1 NV2t003437001.1
OG0000037	Branchiostoma_floridae_tr_A0A9J7NAA2_A0A9J7NAA2_BRAFL tr|A0A9J7NAA2|A0A9J7NAA2_BRAFL Transforming growth factor-beta-induced protein ig-h3-like OS=Branchiostoma floridae OX=7739 GN=LOC118429215 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M7P1_A0A9J7M7P1_BRAFL tr|A0A9J7M7P1|A0A9J7M7P1_BRAFL Transforming growth factor-beta-induced protein ig-h3-like OS=Branchiostoma floridae OX=7739 GN=LOC118429388 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M8W8_A0A9J7M8W8_BRAFL tr|A0A9J7M8W8|A0A9J7M8W8_BRAFL Transforming growth factor-beta-induced protein ig-h3-like OS=Branchiostoma floridae OX=7739 GN=LOC118429871 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MAW4_A0A9J7MAW4_BRAFL tr|A0A9J7MAW4|A0A9J7MAW4_BRAFL Transforming growth factor-beta-induced protein ig-h3-like OS=Branchiostoma floridae OX=7739 GN=LOC118429466 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N8Y4_A0A9J7N8Y4_BRAFL tr|A0A9J7N8Y4|A0A9J7N8Y4_BRAFL Transforming growth factor-beta-induced protein ig-h3-like OS=Branchiostoma floridae OX=7739 GN=LOC118429216 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M695_A0A9J7M695_BRAFL tr|A0A9J7M695|A0A9J7M695_BRAFL Uncharacterized protein SYNPCC7002_A0175-like OS=Branchiostoma floridae OX=7739 GN=LOC118429217 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M927_A0A9J7M927_BRAFL tr|A0A9J7M927|A0A9J7M927_BRAFL Uncharacterized protein sll1735-like OS=Branchiostoma floridae OX=7739 GN=LOC118429387 PE=4 SV=1, Branchiostoma_floridae_tr_C3ZJM5_C3ZJM5_BRAFL tr|C3ZJM5|C3ZJM5_BRAFL Transforming growth factor-beta-induced protein ig-h3-like OS=Branchiostoma floridae OX=7739 GN=LOC118411594 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KUR0_A0A9J7KUR0_BRAFL tr|A0A9J7KUR0|A0A9J7KUR0_BRAFL Periostin-like OS=Branchiostoma floridae OX=7739 GN=LOC118411593 PE=4 SV=1	Nematostella_vectensis_NV2t002364001.1 NV2t002364001.1, Nematostella_vectensis_NV2t002361001.1 NV2t002361001.1, Nematostella_vectensis_NV2t002361003.1 NV2t002361003.1, Nematostella_vectensis_NV2t002361002.1 NV2t002361002.1, Nematostella_vectensis_NV2t002361004.1 NV2t002361004.1
OG0000038	Branchiostoma_floridae_tr_A0A9J7M4S4_A0A9J7M4S4_BRAFL tr|A0A9J7M4S4|A0A9J7M4S4_BRAFL Tumor necrosis factor ligand superfamily member 10-like OS=Branchiostoma floridae OX=7739 GN=LOC118428317 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7M8R5_A0A9J7M8R5_BRAFL tr|A0A9J7M8R5|A0A9J7M8R5_BRAFL Tumor necrosis factor ligand superfamily member 10-like OS=Branchiostoma floridae OX=7739 GN=LOC118429733 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7M7P2_A0A9J7M7P2_BRAFL tr|A0A9J7M7P2|A0A9J7M7P2_BRAFL Tumor necrosis factor ligand superfamily member 10-like OS=Branchiostoma floridae OX=7739 GN=LOC118429732 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7M427_A0A9J7M427_BRAFL tr|A0A9J7M427|A0A9J7M427_BRAFL Tumor necrosis factor ligand superfamily member 10-like OS=Branchiostoma floridae OX=7739 GN=LOC118427975 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7M027_A0A9J7M027_BRAFL tr|A0A9J7M027|A0A9J7M027_BRAFL Tumor necrosis factor ligand superfamily member 10-like OS=Branchiostoma floridae OX=7739 GN=LOC118426825 PE=3 SV=1, Branchiostoma_floridae_tr_C3ZDQ4_C3ZDQ4_BRAFL tr|C3ZDQ4|C3ZDQ4_BRAFL Tumor necrosis factor ligand superfamily member 10-like OS=Branchiostoma floridae OX=7739 GN=LOC118427973 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LFN1_A0A9J7LFN1_BRAFL tr|A0A9J7LFN1|A0A9J7LFN1_BRAFL Tumor necrosis factor ligand superfamily member 10-like OS=Branchiostoma floridae OX=7739 GN=LOC118419669 PE=3 SV=1	Nematostella_vectensis_NV2t022058002.1 NV2t022058002.1, Nematostella_vectensis_NV2t022058001.1 NV2t022058001.1, Nematostella_vectensis_NV2t022054001.1 NV2t022054001.1, Nematostella_vectensis_NV2t022057001.1 NV2t022057001.1, Nematostella_vectensis_NV2t022056001.1 NV2t022056001.1
OG0000039	Branchiostoma_floridae_tr_A0A9J7HL44_A0A9J7HL44_BRAFL tr|A0A9J7HL44|A0A9J7HL44_BRAFL Uncharacterized protein LOC118405866 OS=Branchiostoma floridae OX=7739 GN=LOC118405866 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HRT0_A0A9J7HRT0_BRAFL tr|A0A9J7HRT0|A0A9J7HRT0_BRAFL Uncharacterized protein LOC118406387 OS=Branchiostoma floridae OX=7739 GN=LOC118406387 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MPR7_A0A9J7MPR7_BRAFL tr|A0A9J7MPR7|A0A9J7MPR7_BRAFL Uncharacterized protein LOC118415485 OS=Branchiostoma floridae OX=7739 GN=LOC118415485 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L518_A0A9J7L518_BRAFL tr|A0A9J7L518|A0A9J7L518_BRAFL Uncharacterized protein LOC118415516 OS=Branchiostoma floridae OX=7739 GN=LOC118415516 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HPA9_A0A9J7HPA9_BRAFL tr|A0A9J7HPA9|A0A9J7HPA9_BRAFL Uncharacterized protein LOC118407020 OS=Branchiostoma floridae OX=7739 GN=LOC118407020 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KYZ7_A0A9J7KYZ7_BRAFL tr|A0A9J7KYZ7|A0A9J7KYZ7_BRAFL LOW QUALITY PROTEIN_ uncharacterized protein LOC118413673 OS=Branchiostoma floridae OX=7739 GN=LOC118413673 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HQ66_A0A9J7HQ66_BRAFL tr|A0A9J7HQ66|A0A9J7HQ66_BRAFL Uncharacterized protein LOC118407508 OS=Branchiostoma floridae OX=7739 GN=LOC118407508 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M8Q2_A0A9J7M8Q2_BRAFL tr|A0A9J7M8Q2|A0A9J7M8Q2_BRAFL Uncharacterized protein LOC118430248 OS=Branchiostoma floridae OX=7739 GN=LOC118430248 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LMI9_A0A9J7LMI9_BRAFL tr|A0A9J7LMI9|A0A9J7LMI9_BRAFL LOW QUALITY PROTEIN_ uncharacterized protein LOC118422217 OS=Branchiostoma floridae OX=7739 GN=LOC118422217 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M949_A0A9J7M949_BRAFL tr|A0A9J7M949|A0A9J7M949_BRAFL Uncharacterized protein LOC118430249 OS=Branchiostoma floridae OX=7739 GN=LOC118430249 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7ND81_A0A9J7ND81_BRAFL tr|A0A9J7ND81|A0A9J7ND81_BRAFL Uncharacterized protein LOC118431582 OS=Branchiostoma floridae OX=7739 GN=LOC118431582 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7HKY1_A0A9J7HKY1_BRAFL tr|A0A9J7HKY1|A0A9J7HKY1_BRAFL Uncharacterized protein LOC118404968 OS=Branchiostoma floridae OX=7739 GN=LOC118404968 PE=4 SV=1	Nematostella_vectensis_NV2t023271001.1 NV2t023271001.1, Nematostella_vectensis_NV2t023270001.1 NV2t023270001.1, Nematostella_vectensis_NV2t023497001.1 NV2t023497001.1, Nematostella_vectensis_NV2t023274001.1 NV2t023274001.1
OG0000039	Branchiostoma_floridae_tr_A0A9J7M4N8_A0A9J7M4N8_BRAFL tr|A0A9J7M4N8|A0A9J7M4N8_BRAFL Ectin-like OS=Branchiostoma floridae OX=7739 GN=LOC118428447 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LYI6_A0A9J7LYI6_BRAFL tr|A0A9J7LYI6|A0A9J7LYI6_BRAFL Neurogenic locus notch homolog protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118426218 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N363_A0A9J7N363_BRAFL tr|A0A9J7N363|A0A9J7N363_BRAFL Fibrillin-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118426209 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N242_A0A9J7N242_BRAFL tr|A0A9J7N242|A0A9J7N242_BRAFL Signal peptide_ CUB and EGF-like domain-containing protein 3 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118425479 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LX91_A0A9J7LX91_BRAFL tr|A0A9J7LX91|A0A9J7LX91_BRAFL Signal peptide_ CUB and EGF-like domain-containing protein 2 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118425479 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N584_A0A9J7N584_BRAFL tr|A0A9J7N584|A0A9J7N584_BRAFL Signal peptide_ CUB and EGF-like domain-containing protein 1 isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118425479 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M0Z2_A0A9J7M0Z2_BRAFL tr|A0A9J7M0Z2|A0A9J7M0Z2_BRAFL Mucin-like protein OS=Branchiostoma floridae OX=7739 GN=LOC118427056 PE=4 SV=1	Nematostella_vectensis_NV2t023341001.1 NV2t023341001.1, Nematostella_vectensis_NV2t021586002.1 NV2t021586002.1, Nematostella_vectensis_NV2t023495001.1 NV2t023495001.1, Nematostella_vectensis_NV2t023494004.1 NV2t023494004.1, Nematostella_vectensis_NV2t023494005.1 NV2t023494005.1, Nematostella_vectensis_NV2t023494003.1 NV2t023494003.1, Nematostella_vectensis_NV2t023494002.1 NV2t023494002.1, Nematostella_vectensis_NV2t023494001.1 NV2t023494001.1
OG0000040	Branchiostoma_floridae_tr_A0A9J7KTY0_A0A9J7KTY0_BRAFL tr|A0A9J7KTY0|A0A9J7KTY0_BRAFL Venom protein 302-like OS=Branchiostoma floridae OX=7739 GN=LOC118411501 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M2G2_A0A9J7M2G2_BRAFL tr|A0A9J7M2G2|A0A9J7M2G2_BRAFL Venom protein 302-like OS=Branchiostoma floridae OX=7739 GN=LOC118427415 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KUW7_A0A9J7KUW7_BRAFL tr|A0A9J7KUW7|A0A9J7KUW7_BRAFL Thyroglobulin-like OS=Branchiostoma floridae OX=7739 GN=LOC118412022 PE=4 SV=1	Nematostella_vectensis_NV2t021870001.1 NV2t021870001.1
OG0000040	Branchiostoma_floridae_tr_A0A9J7L1E1_A0A9J7L1E1_BRAFL tr|A0A9J7L1E1|A0A9J7L1E1_BRAFL Kazal-type serine protease inhibitor domain-containing protein 1-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118414154 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L057_A0A9J7L057_BRAFL tr|A0A9J7L057|A0A9J7L057_BRAFL Uncharacterized protein LOC118413580 OS=Branchiostoma floridae OX=7739 GN=LOC118413580 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L2C5_A0A9J7L2C5_BRAFL tr|A0A9J7L2C5|A0A9J7L2C5_BRAFL Insulin-like growth factor-binding protein-like 1 OS=Branchiostoma floridae OX=7739 GN=LOC118414160 PE=4 SV=1	Nematostella_vectensis_NV2t013801001.1 NV2t013801001.1
OG0000041	Branchiostoma_floridae_tr_A0A9J7MYP6_A0A9J7MYP6_BRAFL tr|A0A9J7MYP6|A0A9J7MYP6_BRAFL LOW QUALITY PROTEIN_ von Willebrand factor A domain-containing protein 5A-like OS=Branchiostoma floridae OX=7739 GN=LOC118420707 PE=4 SV=1	Nematostella_vectensis_NV2t020167001.1 NV2t020167001.1, Nematostella_vectensis_NV2t022463002.1 NV2t022463002.1, Nematostella_vectensis_NV2t022463001.1 NV2t022463001.1, Nematostella_vectensis_NV2t019996001.1 NV2t019996001.1, Nematostella_vectensis_NV2t019992001.1 NV2t019992001.1
OG0000041	Branchiostoma_floridae_tr_A0A9J7MAS6_A0A9J7MAS6_BRAFL tr|A0A9J7MAS6|A0A9J7MAS6_BRAFL von Willebrand factor A domain-containing protein 5B1-like OS=Branchiostoma floridae OX=7739 GN=LOC118430868 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MD33_A0A9J7MD33_BRAFL tr|A0A9J7MD33|A0A9J7MD33_BRAFL von Willebrand factor A domain-containing protein 5B1-like OS=Branchiostoma floridae OX=7739 GN=LOC118430871 PE=4 SV=1	Nematostella_vectensis_NV2t015230001.1 NV2t015230001.1
OG0000041	Branchiostoma_floridae_tr_A0A9J7KGX4_A0A9J7KGX4_BRAFL tr|A0A9J7KGX4|A0A9J7KGX4_BRAFL Poly [ADP-ribose] polymerase OS=Branchiostoma floridae OX=7739 GN=LOC118404511 PE=3 SV=1	Nematostella_vectensis_NV2t008369001.1 NV2t008369001.1
OG0000044	Branchiostoma_floridae_tr_A0A9J7L9G5_A0A9J7L9G5_BRAFL tr|A0A9J7L9G5|A0A9J7L9G5_BRAFL Protein-glutamine gamma-glutamyltransferase K-like OS=Branchiostoma floridae OX=7739 GN=LOC118417251 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MRY4_A0A9J7MRY4_BRAFL tr|A0A9J7MRY4|A0A9J7MRY4_BRAFL Protein-glutamine gamma-glutamyltransferase K-like OS=Branchiostoma floridae OX=7739 GN=LOC118417254 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MTK8_A0A9J7MTK8_BRAFL tr|A0A9J7MTK8|A0A9J7MTK8_BRAFL Protein-glutamine gamma-glutamyltransferase K-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118417248 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MTX8_A0A9J7MTX8_BRAFL tr|A0A9J7MTX8|A0A9J7MTX8_BRAFL Protein-glutamine gamma-glutamyltransferase K-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118417248 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L9E0_A0A9J7L9E0_BRAFL tr|A0A9J7L9E0|A0A9J7L9E0_BRAFL Protein-glutamine gamma-glutamyltransferase K-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118417248 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MSV2_A0A9J7MSV2_BRAFL tr|A0A9J7MSV2|A0A9J7MSV2_BRAFL Protein-glutamine gamma-glutamyltransferase K-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118417248 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L9B2_A0A9J7L9B2_BRAFL tr|A0A9J7L9B2|A0A9J7L9B2_BRAFL Protein-glutamine gamma-glutamyltransferase K-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118417248 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LAM6_A0A9J7LAM6_BRAFL tr|A0A9J7LAM6|A0A9J7LAM6_BRAFL Protein-glutamine gamma-glutamyltransferase K-like isoform X7 OS=Branchiostoma floridae OX=7739 GN=LOC118417248 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LBQ6_A0A9J7LBQ6_BRAFL tr|A0A9J7LBQ6|A0A9J7LBQ6_BRAFL Protein-glutamine gamma-glutamyltransferase K-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118417248 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7M282_A0A9J7M282_BRAFL tr|A0A9J7M282|A0A9J7M282_BRAFL Protein-glutamine gamma-glutamyltransferase K-like OS=Branchiostoma floridae OX=7739 GN=LOC118426465 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LAF0_A0A9J7LAF0_BRAFL tr|A0A9J7LAF0|A0A9J7LAF0_BRAFL Protein-glutamine gamma-glutamyltransferase K-like OS=Branchiostoma floridae OX=7739 GN=LOC118417498 PE=3 SV=1, Branchiostoma_floridae_tr_C3ZMK7_C3ZMK7_BRAFL tr|C3ZMK7|C3ZMK7_BRAFL Coagulation factor XIII A chain-like OS=Branchiostoma floridae OX=7739 GN=LOC118414239 PE=3 SV=1	Nematostella_vectensis_NV2t009869001.1 NV2t009869001.1, Nematostella_vectensis_NV2t010348003.1 NV2t010348003.1, Nematostella_vectensis_NV2t010348004.1 NV2t010348004.1, Nematostella_vectensis_NV2t010348002.1 NV2t010348002.1, Nematostella_vectensis_NV2t010348007.1 NV2t010348007.1, Nematostella_vectensis_NV2t010348005.1 NV2t010348005.1, Nematostella_vectensis_NV2t010348010.1 NV2t010348010.1, Nematostella_vectensis_NV2t010348008.1 NV2t010348008.1
