Orthogroup	Chordata_Vertebrata_Homo_sapiens	Chordata_Amphioxiformes_Branchiostoma_lanceolatum
OG0000010	Homo_sapiens_sp_P98160_PGBM_HUMAN sp|P98160|PGBM_HUMAN Basement membrane-specific heparan sulfate proteoglycan core protein OS=Homo sapiens OX=9606 GN=HSPG2 PE=1 SV=4	Branchiostoma_lanceolatum_tr_A0A8J9W8K8_A0A8J9W8K8_BRALA tr|A0A8J9W8K8|A0A8J9W8K8_BRALA HSPG2 protein OS=Branchiostoma lanceolatum OX=7740 GN=HSPG2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9W633_A0A8J9W633_BRALA tr|A0A8J9W633|A0A8J9W633_BRALA HSPG2 protein OS=Branchiostoma lanceolatum OX=7740 GN=HSPG2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YNE0_A0A8J9YNE0_BRALA tr|A0A8J9YNE0|A0A8J9YNE0_BRALA HSPG2 protein OS=Branchiostoma lanceolatum OX=7740 GN=HSPG2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VHM4_A0A8J9VHM4_BRALA tr|A0A8J9VHM4|A0A8J9VHM4_BRALA HSPG2 protein OS=Branchiostoma lanceolatum OX=7740 GN=HSPG2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VLW6_A0A8J9VLW6_BRALA tr|A0A8J9VLW6|A0A8J9VLW6_BRALA HSPG2 protein OS=Branchiostoma lanceolatum OX=7740 GN=HSPG2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9W0C9_A0A8J9W0C9_BRALA tr|A0A8J9W0C9|A0A8J9W0C9_BRALA HSPG2 protein OS=Branchiostoma lanceolatum OX=7740 GN=HSPG2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YRN7_A0A8J9YRN7_BRALA tr|A0A8J9YRN7|A0A8J9YRN7_BRALA HSPG2 protein OS=Branchiostoma lanceolatum OX=7740 GN=HSPG2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9W8K1_A0A8J9W8K1_BRALA tr|A0A8J9W8K1|A0A8J9W8K1_BRALA HSPG2 protein OS=Branchiostoma lanceolatum OX=7740 GN=HSPG2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VTE9_A0A8J9VTE9_BRALA tr|A0A8J9VTE9|A0A8J9VTE9_BRALA HSPG2 protein OS=Branchiostoma lanceolatum OX=7740 GN=HSPG2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YND5_A0A8J9YND5_BRALA tr|A0A8J9YND5|A0A8J9YND5_BRALA HSPG2 protein OS=Branchiostoma lanceolatum OX=7740 GN=HSPG2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YS91_A0A8J9YS91_BRALA tr|A0A8J9YS91|A0A8J9YS91_BRALA HSPG2 protein OS=Branchiostoma lanceolatum OX=7740 GN=HSPG2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9W5H4_A0A8J9W5H4_BRALA tr|A0A8J9W5H4|A0A8J9W5H4_BRALA HSPG2 protein OS=Branchiostoma lanceolatum OX=7740 GN=HSPG2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YPU0_A0A8J9YPU0_BRALA tr|A0A8J9YPU0|A0A8J9YPU0_BRALA HSPG2 protein OS=Branchiostoma lanceolatum OX=7740 GN=HSPG2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YSP4_A0A8J9YSP4_BRALA tr|A0A8J9YSP4|A0A8J9YSP4_BRALA HSPG2 protein OS=Branchiostoma lanceolatum OX=7740 GN=HSPG2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9W623_A0A8J9W623_BRALA tr|A0A8J9W623|A0A8J9W623_BRALA HSPG2 protein OS=Branchiostoma lanceolatum OX=7740 GN=HSPG2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9WHJ7_A0A8J9WHJ7_BRALA tr|A0A8J9WHJ7|A0A8J9WHJ7_BRALA HSPG2 protein OS=Branchiostoma lanceolatum OX=7740 GN=HSPG2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VJE5_A0A8J9VJE5_BRALA tr|A0A8J9VJE5|A0A8J9VJE5_BRALA HSPG2 protein OS=Branchiostoma lanceolatum OX=7740 GN=HSPG2 PE=4 SV=1
OG0000010	Homo_sapiens_sp_Q63HQ2_EGFLA_HUMAN sp|Q63HQ2|EGFLA_HUMAN Pikachurin OS=Homo sapiens OX=9606 GN=EGFLAM PE=1 SV=2	Branchiostoma_lanceolatum_tr_A0A8J9YYQ9_A0A8J9YYQ9_BRALA tr|A0A8J9YYQ9|A0A8J9YYQ9_BRALA EGFLAM protein OS=Branchiostoma lanceolatum OX=7740 GN=EGFLAM PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YYU9_A0A8J9YYU9_BRALA tr|A0A8J9YYU9|A0A8J9YYU9_BRALA EGFLAM protein OS=Branchiostoma lanceolatum OX=7740 GN=EGFLAM PE=4 SV=1
OG0000010	Homo_sapiens_sp_O00468_AGRIN_HUMAN sp|O00468|AGRIN_HUMAN Agrin OS=Homo sapiens OX=9606 GN=AGRN PE=1 SV=6	Branchiostoma_lanceolatum_tr_A0A8J9WHV7_A0A8J9WHV7_BRALA tr|A0A8J9WHV7|A0A8J9WHV7_BRALA AGRN protein OS=Branchiostoma lanceolatum OX=7740 GN=AGRN PE=4 SV=1
OG0000010	Homo_sapiens_sp_P19883_FST_HUMAN sp|P19883|FST_HUMAN Follistatin OS=Homo sapiens OX=9606 GN=FST PE=1 SV=2, Homo_sapiens_sp_O95633_FSTL3_HUMAN sp|O95633|FSTL3_HUMAN Follistatin-related protein 3 OS=Homo sapiens OX=9606 GN=FSTL3 PE=1 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZKZ8_A0A8J9ZKZ8_BRALA tr|A0A8J9ZKZ8|A0A8J9ZKZ8_BRALA FST protein OS=Branchiostoma lanceolatum OX=7740 GN=FST PE=4 SV=1
OG0000011	Homo_sapiens_sp_P26927_HGFL_HUMAN sp|P26927|HGFL_HUMAN Hepatocyte growth factor-like protein OS=Homo sapiens OX=9606 GN=MST1 PE=1 SV=2, Homo_sapiens_sp_Q2TV78_MST1L_HUMAN sp|Q2TV78|MST1L_HUMAN Putative macrophage stimulating 1-like protein OS=Homo sapiens OX=9606 GN=MST1L PE=2 SV=2, Homo_sapiens_sp_P14210_HGF_HUMAN sp|P14210|HGF_HUMAN Hepatocyte growth factor OS=Homo sapiens OX=9606 GN=HGF PE=1 SV=2	Branchiostoma_lanceolatum_tr_A0A8K0EIV6_A0A8K0EIV6_BRALA tr|A0A8K0EIV6|A0A8K0EIV6_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=LPA PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A429_A0A8K0A429_BRALA tr|A0A8K0A429|A0A8K0A429_BRALA LPA protein OS=Branchiostoma lanceolatum OX=7740 GN=LPA PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A0S9_A0A8K0A0S9_BRALA tr|A0A8K0A0S9|A0A8K0A0S9_BRALA LPA protein OS=Branchiostoma lanceolatum OX=7740 GN=LPA PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EZH1_A0A8K0EZH1_BRALA tr|A0A8K0EZH1|A0A8K0EZH1_BRALA PLG protein OS=Branchiostoma lanceolatum OX=7740 GN=PLG PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZJ81_A0A8J9ZJ81_BRALA tr|A0A8J9ZJ81|A0A8J9ZJ81_BRALA LPA protein OS=Branchiostoma lanceolatum OX=7740 GN=LPA PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ELP4_A0A8K0ELP4_BRALA tr|A0A8K0ELP4|A0A8K0ELP4_BRALA LPA protein OS=Branchiostoma lanceolatum OX=7740 GN=LPA PE=4 SV=1
OG0000011	Homo_sapiens_sp_P00734_THRB_HUMAN sp|P00734|THRB_HUMAN Prothrombin OS=Homo sapiens OX=9606 GN=F2 PE=1 SV=2	Branchiostoma_lanceolatum_tr_A0A8K0EJ36_A0A8K0EJ36_BRALA tr|A0A8K0EJ36|A0A8K0EJ36_BRALA NOTCH2 protein OS=Branchiostoma lanceolatum OX=7740 GN=NOTCH2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0F3Z6_A0A8K0F3Z6_BRALA tr|A0A8K0F3Z6|A0A8K0F3Z6_BRALA F2 protein OS=Branchiostoma lanceolatum OX=7740 GN=F2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z1A1_A0A8J9Z1A1_BRALA tr|A0A8J9Z1A1|A0A8J9Z1A1_BRALA NOTCH2 protein OS=Branchiostoma lanceolatum OX=7740 GN=NOTCH2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z194_A0A8J9Z194_BRALA tr|A0A8J9Z194|A0A8J9Z194_BRALA NOTCH2 protein OS=Branchiostoma lanceolatum OX=7740 GN=NOTCH2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z0V4_A0A8J9Z0V4_BRALA tr|A0A8J9Z0V4|A0A8J9Z0V4_BRALA NOTCH2 protein OS=Branchiostoma lanceolatum OX=7740 GN=NOTCH2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z0J2_A0A8J9Z0J2_BRALA tr|A0A8J9Z0J2|A0A8J9Z0J2_BRALA NOTCH2 protein OS=Branchiostoma lanceolatum OX=7740 GN=NOTCH2 PE=4 SV=1
OG0000011	Homo_sapiens_sp_Q14520_HABP2_HUMAN sp|Q14520|HABP2_HUMAN Hyaluronan-binding protein 2 OS=Homo sapiens OX=9606 GN=HABP2 PE=1 SV=1, Homo_sapiens_sp_P00749_UROK_HUMAN sp|P00749|UROK_HUMAN Urokinase-type plasminogen activator OS=Homo sapiens OX=9606 GN=PLAU PE=1 SV=3, Homo_sapiens_sp_P00750_TPA_HUMAN sp|P00750|TPA_HUMAN Tissue-type plasminogen activator OS=Homo sapiens OX=9606 GN=PLAT PE=1 SV=1, Homo_sapiens_sp_P00748_FA12_HUMAN sp|P00748|FA12_HUMAN Coagulation factor XII OS=Homo sapiens OX=9606 GN=F12 PE=1 SV=3, Homo_sapiens_sp_Q04756_HGFA_HUMAN sp|Q04756|HGFA_HUMAN Hepatocyte growth factor activator OS=Homo sapiens OX=9606 GN=HGFAC PE=1 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9YNQ9_A0A8J9YNQ9_BRALA tr|A0A8J9YNQ9|A0A8J9YNQ9_BRALA PRSS12 protein OS=Branchiostoma lanceolatum OX=7740 GN=PRSS12 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EBQ5_A0A8K0EBQ5_BRALA tr|A0A8K0EBQ5|A0A8K0EBQ5_BRALA PLAT protein OS=Branchiostoma lanceolatum OX=7740 GN=PLAT PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EG39_A0A8K0EG39_BRALA tr|A0A8K0EG39|A0A8K0EG39_BRALA PLAT protein OS=Branchiostoma lanceolatum OX=7740 GN=PLAT PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z574_A0A8J9Z574_BRALA tr|A0A8J9Z574|A0A8J9Z574_BRALA PLAT protein OS=Branchiostoma lanceolatum OX=7740 GN=PLAT PE=4 SV=1
OG0000011	Homo_sapiens_sp_P08519_APOA_HUMAN sp|P08519|APOA_HUMAN Apolipoprotein_a_ OS=Homo sapiens OX=9606 GN=LPA PE=1 SV=2, Homo_sapiens_sp_P00747_PLMN_HUMAN sp|P00747|PLMN_HUMAN Plasminogen OS=Homo sapiens OX=9606 GN=PLG PE=1 SV=2	Branchiostoma_lanceolatum_tr_A0A8J9Z1S5_A0A8J9Z1S5_BRALA tr|A0A8J9Z1S5|A0A8J9Z1S5_BRALA PLG protein OS=Branchiostoma lanceolatum OX=7740 GN=PLG PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z1S3_A0A8J9Z1S3_BRALA tr|A0A8J9Z1S3|A0A8J9Z1S3_BRALA PLG protein OS=Branchiostoma lanceolatum OX=7740 GN=PLG PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EAJ0_A0A8K0EAJ0_BRALA tr|A0A8K0EAJ0|A0A8K0EAJ0_BRALA PLG protein OS=Branchiostoma lanceolatum OX=7740 GN=PLG PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EEI9_A0A8K0EEI9_BRALA tr|A0A8K0EEI9|A0A8K0EEI9_BRALA PLG protein OS=Branchiostoma lanceolatum OX=7740 GN=PLG PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EBF6_A0A8K0EBF6_BRALA tr|A0A8K0EBF6|A0A8K0EBF6_BRALA PLG protein OS=Branchiostoma lanceolatum OX=7740 GN=PLG PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EEZ8_A0A8K0EEZ8_BRALA tr|A0A8K0EEZ8|A0A8K0EEZ8_BRALA PLG protein OS=Branchiostoma lanceolatum OX=7740 GN=PLG PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EN04_A0A8K0EN04_BRALA tr|A0A8K0EN04|A0A8K0EN04_BRALA PLG protein OS=Branchiostoma lanceolatum OX=7740 GN=PLG PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ECK2_A0A8K0ECK2_BRALA tr|A0A8K0ECK2|A0A8K0ECK2_BRALA LPA protein OS=Branchiostoma lanceolatum OX=7740 GN=LPA PE=4 SV=1
OG0000011	Homo_sapiens_sp_Q96FE7_P3IP1_HUMAN sp|Q96FE7|P3IP1_HUMAN Phosphoinositide-3-kinase-interacting protein 1 OS=Homo sapiens OX=9606 GN=PIK3IP1 PE=1 SV=2	Branchiostoma_lanceolatum_tr_A0A8K0F2U2_A0A8K0F2U2_BRALA tr|A0A8K0F2U2|A0A8K0F2U2_BRALA Hypp5003 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp5003 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZCE2_A0A8J9ZCE2_BRALA tr|A0A8J9ZCE2|A0A8J9ZCE2_BRALA PLG protein OS=Branchiostoma lanceolatum OX=7740 GN=PLG PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZCV6_A0A8J9ZCV6_BRALA tr|A0A8J9ZCV6|A0A8J9ZCV6_BRALA LPA protein OS=Branchiostoma lanceolatum OX=7740 GN=LPA PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YXA0_A0A8J9YXA0_BRALA tr|A0A8J9YXA0|A0A8J9YXA0_BRALA PLG protein OS=Branchiostoma lanceolatum OX=7740 GN=PLG PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z0S0_A0A8J9Z0S0_BRALA tr|A0A8J9Z0S0|A0A8J9Z0S0_BRALA PLG protein OS=Branchiostoma lanceolatum OX=7740 GN=PLG PE=4 SV=1
OG0000012	Homo_sapiens_sp_Q7Z5P9_MUC19_HUMAN sp|Q7Z5P9|MUC19_HUMAN Mucin-19 OS=Homo sapiens OX=9606 GN=MUC19 PE=1 SV=3, Homo_sapiens_sp_Q6W4X9_MUC6_HUMAN sp|Q6W4X9|MUC6_HUMAN Mucin-6 OS=Homo sapiens OX=9606 GN=MUC6 PE=1 SV=3, Homo_sapiens_sp_Q02817_MUC2_HUMAN sp|Q02817|MUC2_HUMAN Mucin-2 OS=Homo sapiens OX=9606 GN=MUC2 PE=1 SV=3, Homo_sapiens_sp_P98088_MUC5A_HUMAN sp|P98088|MUC5A_HUMAN Mucin-5AC OS=Homo sapiens OX=9606 GN=MUC5AC PE=1 SV=4, Homo_sapiens_sp_Q9HC84_MUC5B_HUMAN sp|Q9HC84|MUC5B_HUMAN Mucin-5B OS=Homo sapiens OX=9606 GN=MUC5B PE=1 SV=3	Branchiostoma_lanceolatum_tr_A0A8J9Z5T7_A0A8J9Z5T7_BRALA tr|A0A8J9Z5T7|A0A8J9Z5T7_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z4Y6_A0A8J9Z4Y6_BRALA tr|A0A8J9Z4Y6|A0A8J9Z4Y6_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1
OG0000012	Homo_sapiens_sp_A2VEC9_SSPO_HUMAN sp|A2VEC9|SSPO_HUMAN SCO-spondin OS=Homo sapiens OX=9606 GN=SSPOP PE=2 SV=2	Branchiostoma_lanceolatum_tr_A0A8J9ZUE9_A0A8J9ZUE9_BRALA tr|A0A8J9ZUE9|A0A8J9ZUE9_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YQR3_A0A8J9YQR3_BRALA tr|A0A8J9YQR3|A0A8J9YQR3_BRALA OTOGL protein OS=Branchiostoma lanceolatum OX=7740 GN=OTOGL PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9W725_A0A8J9W725_BRALA tr|A0A8J9W725|A0A8J9W725_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1
OG0000012	Homo_sapiens_sp_P04275_VWF_HUMAN sp|P04275|VWF_HUMAN von Willebrand factor OS=Homo sapiens OX=9606 GN=VWF PE=1 SV=4, Homo_sapiens_sp_Q6ZRI0_OTOG_HUMAN sp|Q6ZRI0|OTOG_HUMAN Otogelin OS=Homo sapiens OX=9606 GN=OTOG PE=1 SV=3	Branchiostoma_lanceolatum_tr_A0A8J9ZNE2_A0A8J9ZNE2_BRALA tr|A0A8J9ZNE2|A0A8J9ZNE2_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EMK2_A0A8K0EMK2_BRALA tr|A0A8K0EMK2|A0A8K0EMK2_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZPZ7_A0A8J9ZPZ7_BRALA tr|A0A8J9ZPZ7|A0A8J9ZPZ7_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EQ40_A0A8K0EQ40_BRALA tr|A0A8K0EQ40|A0A8K0EQ40_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EKL5_A0A8K0EKL5_BRALA tr|A0A8K0EKL5|A0A8K0EKL5_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EWU1_A0A8K0EWU1_BRALA tr|A0A8K0EWU1|A0A8K0EWU1_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0F200_A0A8K0F200_BRALA tr|A0A8K0F200|A0A8K0F200_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A9H9_A0A8K0A9H9_BRALA tr|A0A8K0A9H9|A0A8K0A9H9_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AAI2_A0A8K0AAI2_BRALA tr|A0A8K0AAI2|A0A8K0AAI2_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0F2I4_A0A8K0F2I4_BRALA tr|A0A8K0F2I4|A0A8K0F2I4_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ABI0_A0A8K0ABI0_BRALA tr|A0A8K0ABI0|A0A8K0ABI0_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AD81_A0A8K0AD81_BRALA tr|A0A8K0AD81|A0A8K0AD81_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AFM5_A0A8K0AFM5_BRALA tr|A0A8K0AFM5|A0A8K0AFM5_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ABT2_A0A8K0ABT2_BRALA tr|A0A8K0ABT2|A0A8K0ABT2_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ACB7_A0A8K0ACB7_BRALA tr|A0A8K0ACB7|A0A8K0ACB7_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EZ32_A0A8K0EZ32_BRALA tr|A0A8K0EZ32|A0A8K0EZ32_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1
OG0000012	Homo_sapiens_sp_Q8N8U9_BMPER_HUMAN sp|Q8N8U9|BMPER_HUMAN BMP-binding endothelial regulator protein OS=Homo sapiens OX=9606 GN=BMPER PE=1 SV=3	Branchiostoma_lanceolatum_tr_A0A8K0EG51_A0A8K0EG51_BRALA tr|A0A8K0EG51|A0A8K0EG51_BRALA BMPER protein OS=Branchiostoma lanceolatum OX=7740 GN=BMPER PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EE77_A0A8K0EE77_BRALA tr|A0A8K0EE77|A0A8K0EE77_BRALA BMPER protein OS=Branchiostoma lanceolatum OX=7740 GN=BMPER PE=4 SV=1
OG0000012	Homo_sapiens_sp_Q96DN2_VWCE_HUMAN sp|Q96DN2|VWCE_HUMAN von Willebrand factor C and EGF domain-containing protein OS=Homo sapiens OX=9606 GN=VWCE PE=1 SV=2	Branchiostoma_lanceolatum_tr_A0A8J9ZV31_A0A8J9ZV31_BRALA tr|A0A8J9ZV31|A0A8J9ZV31_BRALA FBLN2 protein OS=Branchiostoma lanceolatum OX=7740 GN=FBLN2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZUL8_A0A8J9ZUL8_BRALA tr|A0A8J9ZUL8|A0A8J9ZUL8_BRALA NOTCH1 protein OS=Branchiostoma lanceolatum OX=7740 GN=NOTCH1 PE=4 SV=1
OG0000013	Homo_sapiens_sp_Q9Y6F9_WNT6_HUMAN sp|Q9Y6F9|WNT6_HUMAN Protein Wnt-6 OS=Homo sapiens OX=9606 GN=WNT6 PE=1 SV=2	Branchiostoma_lanceolatum_tr_A0A8J9Z8N2_A0A8J9Z8N2_BRALA tr|A0A8J9Z8N2|A0A8J9Z8N2_BRALA Protein Wnt OS=Branchiostoma lanceolatum OX=7740 GN=WNT6 PE=3 SV=1
OG0000013	Homo_sapiens_sp_P04628_WNT1_HUMAN sp|P04628|WNT1_HUMAN Proto-oncogene Wnt-1 OS=Homo sapiens OX=9606 GN=WNT1 PE=1 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9Z8I0_A0A8J9Z8I0_BRALA tr|A0A8J9Z8I0|A0A8J9Z8I0_BRALA Protein Wnt OS=Branchiostoma lanceolatum OX=7740 GN=WNT1 PE=3 SV=1
OG0000013	Homo_sapiens_sp_Q9H1J7_WNT5B_HUMAN sp|Q9H1J7|WNT5B_HUMAN Protein Wnt-5b OS=Homo sapiens OX=9606 GN=WNT5B PE=2 SV=2, Homo_sapiens_sp_P41221_WNT5A_HUMAN sp|P41221|WNT5A_HUMAN Protein Wnt-5a OS=Homo sapiens OX=9606 GN=WNT5A PE=1 SV=2	Branchiostoma_lanceolatum_tr_C3S7X8_C3S7X8_BRALA tr|C3S7X8|C3S7X8_BRALA Protein Wnt OS=Branchiostoma lanceolatum OX=7740 GN=WNT5A PE=2 SV=1
OG0000013	Homo_sapiens_sp_O96014_WNT11_HUMAN sp|O96014|WNT11_HUMAN Protein Wnt-11 OS=Homo sapiens OX=9606 GN=WNT11 PE=1 SV=2	Branchiostoma_lanceolatum_tr_A0A8J9Z003_A0A8J9Z003_BRALA tr|A0A8J9Z003|A0A8J9Z003_BRALA Protein Wnt OS=Branchiostoma lanceolatum OX=7740 GN=WNT11 PE=3 SV=1
OG0000013	Homo_sapiens_sp_P09544_WNT2_HUMAN sp|P09544|WNT2_HUMAN Protein Wnt-2 OS=Homo sapiens OX=9606 GN=WNT2 PE=2 SV=1, Homo_sapiens_sp_Q93097_WNT2B_HUMAN sp|Q93097|WNT2B_HUMAN Protein Wnt-2b OS=Homo sapiens OX=9606 GN=WNT2B PE=1 SV=2	Branchiostoma_lanceolatum_tr_A0A8K0EX29_A0A8K0EX29_BRALA tr|A0A8K0EX29|A0A8K0EX29_BRALA Protein Wnt OS=Branchiostoma lanceolatum OX=7740 GN=WNT2B PE=3 SV=1
OG0000013	Homo_sapiens_sp_Q9H1J5_WNT8A_HUMAN sp|Q9H1J5|WNT8A_HUMAN Protein Wnt-8a OS=Homo sapiens OX=9606 GN=WNT8A PE=1 SV=2	Branchiostoma_lanceolatum_tr_A0A8J9Z3R8_A0A8J9Z3R8_BRALA tr|A0A8J9Z3R8|A0A8J9Z3R8_BRALA Protein Wnt OS=Branchiostoma lanceolatum OX=7740 GN=WNT8A PE=3 SV=1
OG0000013	Homo_sapiens_sp_O00744_WN10B_HUMAN sp|O00744|WN10B_HUMAN Protein Wnt-10b OS=Homo sapiens OX=9606 GN=WNT10B PE=1 SV=2, Homo_sapiens_sp_Q9GZT5_WN10A_HUMAN sp|Q9GZT5|WN10A_HUMAN Protein Wnt-10a OS=Homo sapiens OX=9606 GN=WNT10A PE=1 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9Z9A2_A0A8J9Z9A2_BRALA tr|A0A8J9Z9A2|A0A8J9Z9A2_BRALA Protein Wnt OS=Branchiostoma lanceolatum OX=7740 GN=WNT10A PE=3 SV=1
OG0000013	Homo_sapiens_sp_O14904_WNT9A_HUMAN sp|O14904|WNT9A_HUMAN Protein Wnt-9a OS=Homo sapiens OX=9606 GN=WNT9A PE=1 SV=2	Branchiostoma_lanceolatum_tr_A0A8J9Z7C2_A0A8J9Z7C2_BRALA tr|A0A8J9Z7C2|A0A8J9Z7C2_BRALA Protein Wnt OS=Branchiostoma lanceolatum OX=7740 GN=WNT9A PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z800_A0A8J9Z800_BRALA tr|A0A8J9Z800|A0A8J9Z800_BRALA Protein Wnt OS=Branchiostoma lanceolatum OX=7740 GN=WNT9A PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z750_A0A8J9Z750_BRALA tr|A0A8J9Z750|A0A8J9Z750_BRALA Protein Wnt OS=Branchiostoma lanceolatum OX=7740 GN=WNT9A PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z753_A0A8J9Z753_BRALA tr|A0A8J9Z753|A0A8J9Z753_BRALA Protein Wnt OS=Branchiostoma lanceolatum OX=7740 GN=WNT9A PE=3 SV=1
