Orthogroup	Chordata_Vertebrata_Homo_sapiens	Chordata_Vertebrata_Danio_rerio
OG0000004	Homo_sapiens_sp_Q2UY09_COSA1_HUMAN sp|Q2UY09|COSA1_HUMAN Collagen alpha-1_XXVIII_ chain OS=Homo sapiens OX=9606 GN=COL28A1 PE=2 SV=2	Danio_rerio_tr_F1QAB3_F1QAB3_DANRE tr|F1QAB3|F1QAB3_DANRE Collagen type XXVIII alpha 1 a precursor OS=Danio rerio OX=7955 GN=si_dkey-211m23.2 PE=1 SV=1, Danio_rerio_tr_C0H5W1_C0H5W1_DANRE tr|C0H5W1|C0H5W1_DANRE Collagen alpha-1_XXVIII_ chain isoform X1 _Fragment_ OS=Danio rerio OX=7955 GN=col28a1 PE=1 SV=1, Danio_rerio_tr_A0A060Q6E4_A0A060Q6E4_DANRE tr|A0A060Q6E4|A0A060Q6E4_DANRE Collagen type XXVIII alpha 1 b OS=Danio rerio OX=7955 GN=col28a1d PE=2 SV=1
OG0000005	Homo_sapiens_sp_Q16819_MEP1A_HUMAN sp|Q16819|MEP1A_HUMAN Meprin A subunit alpha OS=Homo sapiens OX=9606 GN=MEP1A PE=1 SV=2	Danio_rerio_tr_Q5RHM1_Q5RHM1_DANRE tr|Q5RHM1|Q5RHM1_DANRE Metalloendopeptidase OS=Danio rerio OX=7955 GN=MEP1A PE=2 SV=1, Danio_rerio_tr_B3DKP9_B3DKP9_DANRE tr|B3DKP9|B3DKP9_DANRE Meprin A subunit OS=Danio rerio OX=7955 GN=si_dkey-30j22.6 PE=2 SV=1
OG0000006	Homo_sapiens_sp_O60687_SRPX2_HUMAN sp|O60687|SRPX2_HUMAN Sushi repeat-containing protein SRPX2 OS=Homo sapiens OX=9606 GN=SRPX2 PE=1 SV=1	Danio_rerio_tr_E7F8X0_E7F8X0_DANRE tr|E7F8X0|E7F8X0_DANRE Sushi repeat-containing protein SRPX2 isoform X1 OS=Danio rerio OX=7955 GN=srpx2 PE=4 SV=1
OG0000006	Homo_sapiens_sp_P78539_SRPX_HUMAN sp|P78539|SRPX_HUMAN Sushi repeat-containing protein SRPX OS=Homo sapiens OX=9606 GN=SRPX PE=1 SV=1	Danio_rerio_tr_Q58ED3_Q58ED3_DANRE tr|Q58ED3|Q58ED3_DANRE Sushi repeat-containing protein SRPX precursor OS=Danio rerio OX=7955 GN=sprx PE=1 SV=1
OG0000007	Homo_sapiens_sp_Q14393_GAS6_HUMAN sp|Q14393|GAS6_HUMAN Growth arrest-specific protein 6 OS=Homo sapiens OX=9606 GN=GAS6 PE=1 SV=3	Danio_rerio_tr_Q7T3H4_Q7T3H4_DANRE tr|Q7T3H4|Q7T3H4_DANRE Growth arrest-specific 6 OS=Danio rerio OX=7955 GN=fj34a12 PE=2 SV=1
OG0000007	Homo_sapiens_sp_Q8TER0_SNED1_HUMAN sp|Q8TER0|SNED1_HUMAN Sushi_ nidogen and EGF-like domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNED1 PE=1 SV=2	Danio_rerio_tr_E7F2S5_E7F2S5_DANRE tr|E7F2S5|E7F2S5_DANRE Sushi_ nidogen and EGF-like domain-containing protein 1 isoform X1 OS=Danio rerio OX=7955 GN=sned1 PE=4 SV=1
OG0000009	Homo_sapiens_sp_P13497_BMP1_HUMAN sp|P13497|BMP1_HUMAN Bone morphogenetic protein 1 OS=Homo sapiens OX=9606 GN=BMP1 PE=1 SV=2	Danio_rerio_tr_F1REM3_F1REM3_DANRE tr|F1REM3|F1REM3_DANRE Metalloendopeptidase OS=Danio rerio OX=7955 GN=bmp1a PE=4 SV=2, Danio_rerio_tr_Q2ABP1_Q2ABP1_DANRE tr|Q2ABP1|Q2ABP1_DANRE Metalloendopeptidase OS=Danio rerio OX=7955 GN=bmp1a PE=2 SV=1, Danio_rerio_tr_Q2ABP0_Q2ABP0_DANRE tr|Q2ABP0|Q2ABP0_DANRE Metalloendopeptidase OS=Danio rerio OX=7955 GN=bmp1b PE=2 SV=1
OG0000009	Homo_sapiens_sp_O43897_TLL1_HUMAN sp|O43897|TLL1_HUMAN Tolloid-like protein 1 OS=Homo sapiens OX=9606 GN=TLL1 PE=1 SV=1	Danio_rerio_sp_O57460_TLL1_DANRE sp|O57460|TLL1_DANRE Dorsal-ventral patterning tolloid-like protein 1 OS=Danio rerio OX=7955 GN=tll1 PE=2 SV=1, Danio_rerio_tr_B3DJN6_B3DJN6_DANRE tr|B3DJN6|B3DJN6_DANRE Metalloendopeptidase OS=Danio rerio OX=7955 GN=tll1 PE=2 SV=1
OG0000009	Homo_sapiens_sp_P98066_TSG6_HUMAN sp|P98066|TSG6_HUMAN Tumor necrosis factor-inducible gene 6 protein OS=Homo sapiens OX=9606 GN=TNFAIP6 PE=1 SV=2	Danio_rerio_tr_Q1RLU5_Q1RLU5_DANRE tr|Q1RLU5|Q1RLU5_DANRE Tumor necrosis factor_ alpha-induced protein 6 OS=Danio rerio OX=7955 GN=tnfaip6 PE=2 SV=1, Danio_rerio_tr_B0UY56_B0UY56_DANRE tr|B0UY56|B0UY56_DANRE Tumor necrosis factor_ alpha-induced protein 6 OS=Danio rerio OX=7955 GN=si_dkey-89p3.1 PE=4 SV=1
OG0000009	Homo_sapiens_sp_Q9UKZ9_PCOC2_HUMAN sp|Q9UKZ9|PCOC2_HUMAN Procollagen C-endopeptidase enhancer 2 OS=Homo sapiens OX=9606 GN=PCOLCE2 PE=1 SV=1	Danio_rerio_tr_X1WD58_X1WD58_DANRE tr|X1WD58|X1WD58_DANRE Procollagen C-endopeptidase enhancer 2 OS=Danio rerio OX=7955 GN=pcolce2a PE=4 SV=2, Danio_rerio_tr_Q7SY25_Q7SY25_DANRE tr|Q7SY25|Q7SY25_DANRE Procollagen C-endopeptidase enhancer 2 precursor OS=Danio rerio OX=7955 GN=zgc_63590 PE=2 SV=1
OG0000009	Homo_sapiens_sp_Q15113_PCOC1_HUMAN sp|Q15113|PCOC1_HUMAN Procollagen C-endopeptidase enhancer 1 OS=Homo sapiens OX=9606 GN=PCOLCE PE=1 SV=2	Danio_rerio_tr_B3DJG2_B3DJG2_DANRE tr|B3DJG2|B3DJG2_DANRE Procollagen C-endopeptidase enhancer b OS=Danio rerio OX=7955 GN=LOC794872 PE=2 SV=1, Danio_rerio_tr_Q1ECX8_Q1ECX8_DANRE tr|Q1ECX8|Q1ECX8_DANRE Procollagen C-endopeptidase enhancer a OS=Danio rerio OX=7955 GN=si_ch211-237l4.5 PE=2 SV=1
OG0000010	Homo_sapiens_sp_Q8NDA2_HMCN2_HUMAN sp|Q8NDA2|HMCN2_HUMAN Hemicentin-2 OS=Homo sapiens OX=9606 GN=HMCN2 PE=2 SV=3	Danio_rerio_tr_E7F3V2_E7F3V2_DANRE tr|E7F3V2|E7F3V2_DANRE Hemicentin 2 OS=Danio rerio OX=7955 GN=hmcn2 PE=1 SV=2
OG0000010	Homo_sapiens_sp_Q6WRI0_IGS10_HUMAN sp|Q6WRI0|IGS10_HUMAN Immunoglobulin superfamily member 10 OS=Homo sapiens OX=9606 GN=IGSF10 PE=1 SV=1	Danio_rerio_tr_E7F5U2_E7F5U2_DANRE tr|E7F5U2|E7F5U2_DANRE Immunoglobulin superfamily member 10 OS=Danio rerio OX=7955 GN=igsf10 PE=4 SV=1
OG0000010	Homo_sapiens_sp_Q9NR99_MXRA5_HUMAN sp|Q9NR99|MXRA5_HUMAN Matrix-remodeling-associated protein 5 OS=Homo sapiens OX=9606 GN=MXRA5 PE=1 SV=3	Danio_rerio_tr_F1QHX4_F1QHX4_DANRE tr|F1QHX4|F1QHX4_DANRE Matrix-remodeling-associated protein 5 OS=Danio rerio OX=7955 GN=mxra5b PE=4 SV=2, Danio_rerio_tr_A0A8M1QK92_A0A8M1QK92_DANRE tr|A0A8M1QK92|A0A8M1QK92_DANRE Matrix-remodeling-associated protein 5 OS=Danio rerio OX=7955 GN=mxra5a PE=4 SV=1
OG0000010	Homo_sapiens_sp_O00468_AGRIN_HUMAN sp|O00468|AGRIN_HUMAN Agrin OS=Homo sapiens OX=9606 GN=AGRN PE=1 SV=6	Danio_rerio_tr_A0A0R4IJ40_A0A0R4IJ40_DANRE tr|A0A0R4IJ40|A0A0R4IJ40_DANRE Agrin OS=Danio rerio OX=7955 GN=hm_gc12 PE=1 SV=1, Danio_rerio_tr_B3GQ72_B3GQ72_DANRE tr|B3GQ72|B3GQ72_DANRE Agrin OS=Danio rerio OX=7955 GN=wu_fb57e07 PE=1 SV=1
OG0000010	Homo_sapiens_sp_P19883_FST_HUMAN sp|P19883|FST_HUMAN Follistatin OS=Homo sapiens OX=9606 GN=FST PE=1 SV=2	Danio_rerio_tr_A7MBP8_A7MBP8_DANRE tr|A7MBP8|A7MBP8_DANRE Follistatin b isoform 2 precursor OS=Danio rerio OX=7955 GN=fst2 PE=2 SV=1, Danio_rerio_tr_Q2PMI4_Q2PMI4_DANRE tr|Q2PMI4|Q2PMI4_DANRE Follistatin 2 OS=Danio rerio OX=7955 GN=fst2 PE=2 SV=1, Danio_rerio_sp_Q9YHV4_FSTA_DANRE sp|Q9YHV4|FSTA_DANRE Follistatin-A OS=Danio rerio OX=7955 GN=fsta PE=2 SV=2
OG0000010	Homo_sapiens_sp_O95633_FSTL3_HUMAN sp|O95633|FSTL3_HUMAN Follistatin-related protein 3 OS=Homo sapiens OX=9606 GN=FSTL3 PE=1 SV=1	Danio_rerio_tr_A4IG14_A4IG14_DANRE tr|A4IG14|A4IG14_DANRE Follistatin-like 3 _secreted glycoprotein_ OS=Danio rerio OX=7955 GN=zgc_114170 PE=2 SV=1
OG0000011	Homo_sapiens_sp_P26927_HGFL_HUMAN sp|P26927|HGFL_HUMAN Hepatocyte growth factor-like protein OS=Homo sapiens OX=9606 GN=MST1 PE=1 SV=2, Homo_sapiens_sp_Q2TV78_MST1L_HUMAN sp|Q2TV78|MST1L_HUMAN Putative macrophage stimulating 1-like protein OS=Homo sapiens OX=9606 GN=MST1L PE=2 SV=2	Danio_rerio_tr_Q90ZN6_Q90ZN6_DANRE tr|Q90ZN6|Q90ZN6_DANRE Hepatocyte growth factor-like 1 OS=Danio rerio OX=7955 GN=hgfl1 PE=2 SV=1
OG0000011	Homo_sapiens_sp_P14210_HGF_HUMAN sp|P14210|HGF_HUMAN Hepatocyte growth factor OS=Homo sapiens OX=9606 GN=HGF PE=1 SV=2	Danio_rerio_tr_Q5RGG3_Q5RGG3_DANRE tr|Q5RGG3|Q5RGG3_DANRE Hepatocyte growth factor OS=Danio rerio OX=7955 GN=hgf1 PE=3 SV=1, Danio_rerio_tr_F1REK1_F1REK1_DANRE tr|F1REK1|F1REK1_DANRE Hepatocyte growth factor OS=Danio rerio OX=7955 GN=hgf1 PE=3 SV=1
OG0000011	Homo_sapiens_sp_P00734_THRB_HUMAN sp|P00734|THRB_HUMAN Prothrombin OS=Homo sapiens OX=9606 GN=F2 PE=1 SV=2	Danio_rerio_tr_E7FAN5_E7FAN5_DANRE tr|E7FAN5|E7FAN5_DANRE Prothrombin OS=Danio rerio OX=7955 GN=wu_fb57c10 PE=1 SV=1, Danio_rerio_tr_Q7SXH8_Q7SXH8_DANRE tr|Q7SXH8|Q7SXH8_DANRE Prothrombin OS=Danio rerio OX=7955 GN=zgc_66319 PE=1 SV=1
OG0000011	Homo_sapiens_sp_Q14520_HABP2_HUMAN sp|Q14520|HABP2_HUMAN Hyaluronan-binding protein 2 OS=Homo sapiens OX=9606 GN=HABP2 PE=1 SV=1	Danio_rerio_tr_F1QW52_F1QW52_DANRE tr|F1QW52|F1QW52_DANRE Hyaluronan-binding protein 2 OS=Danio rerio OX=7955 GN=fd56a04 PE=1 SV=2
OG0000011	Homo_sapiens_sp_P00749_UROK_HUMAN sp|P00749|UROK_HUMAN Urokinase-type plasminogen activator OS=Homo sapiens OX=9606 GN=PLAU PE=1 SV=3	Danio_rerio_tr_D3GE88_D3GE88_DANRE tr|D3GE88|D3GE88_DANRE Plasminogen activator_ urokinase a OS=Danio rerio OX=7955 GN=si_dkey-252g6.1 PE=2 SV=1, Danio_rerio_tr_G8CXX6_G8CXX6_DANRE tr|G8CXX6|G8CXX6_DANRE Plasminogen activator_ urokinase b OS=Danio rerio OX=7955 GN=wu_fk07g01 PE=2 SV=1
OG0000011	Homo_sapiens_sp_P00750_TPA_HUMAN sp|P00750|TPA_HUMAN Tissue-type plasminogen activator OS=Homo sapiens OX=9606 GN=PLAT PE=1 SV=1	Danio_rerio_tr_F1QB78_F1QB78_DANRE tr|F1QB78|F1QB78_DANRE Plasminogen activator OS=Danio rerio OX=7955 GN=plat PE=3 SV=1
OG0000011	Homo_sapiens_sp_P08519_APOA_HUMAN sp|P08519|APOA_HUMAN Apolipoprotein_a_ OS=Homo sapiens OX=9606 GN=LPA PE=1 SV=2, Homo_sapiens_sp_P00747_PLMN_HUMAN sp|P00747|PLMN_HUMAN Plasminogen OS=Homo sapiens OX=9606 GN=PLG PE=1 SV=2	Danio_rerio_tr_F1Q890_F1Q890_DANRE tr|F1Q890|F1Q890_DANRE Plasminogen OS=Danio rerio OX=7955 GN=wu_fb70e09 PE=1 SV=1
OG0000011	Homo_sapiens_sp_Q96FE7_P3IP1_HUMAN sp|Q96FE7|P3IP1_HUMAN Phosphoinositide-3-kinase-interacting protein 1 OS=Homo sapiens OX=9606 GN=PIK3IP1 PE=1 SV=2	Danio_rerio_sp_Q7SXB3_P3IP1_DANRE sp|Q7SXB3|P3IP1_DANRE Phosphoinositide-3-kinase-interacting protein 1 OS=Danio rerio OX=7955 GN=pik3ip1 PE=2 SV=1
OG0000012	Homo_sapiens_sp_Q7Z5P9_MUC19_HUMAN sp|Q7Z5P9|MUC19_HUMAN Mucin-19 OS=Homo sapiens OX=9606 GN=MUC19 PE=1 SV=3, Homo_sapiens_sp_Q6W4X9_MUC6_HUMAN sp|Q6W4X9|MUC6_HUMAN Mucin-6 OS=Homo sapiens OX=9606 GN=MUC6 PE=1 SV=3, Homo_sapiens_sp_Q02817_MUC2_HUMAN sp|Q02817|MUC2_HUMAN Mucin-2 OS=Homo sapiens OX=9606 GN=MUC2 PE=1 SV=3, Homo_sapiens_sp_P98088_MUC5A_HUMAN sp|P98088|MUC5A_HUMAN Mucin-5AC OS=Homo sapiens OX=9606 GN=MUC5AC PE=1 SV=4, Homo_sapiens_sp_Q9HC84_MUC5B_HUMAN sp|Q9HC84|MUC5B_HUMAN Mucin-5B OS=Homo sapiens OX=9606 GN=MUC5B PE=1 SV=3	Danio_rerio_tr_X1WBL9_X1WBL9_DANRE tr|X1WBL9|X1WBL9_DANRE Mucin 5.1_ oligomeric mucus/gel-forming OS=Danio rerio OX=7955 GN=muc5.1 PE=1 SV=1
OG0000012	Homo_sapiens_sp_A2VEC9_SSPO_HUMAN sp|A2VEC9|SSPO_HUMAN SCO-spondin OS=Homo sapiens OX=9606 GN=SSPOP PE=2 SV=2, Homo_sapiens_sp_P04275_VWF_HUMAN sp|P04275|VWF_HUMAN von Willebrand factor OS=Homo sapiens OX=9606 GN=VWF PE=1 SV=4, Homo_sapiens_sp_Q6ZRI0_OTOG_HUMAN sp|Q6ZRI0|OTOG_HUMAN Otogelin OS=Homo sapiens OX=9606 GN=OTOG PE=1 SV=3	Danio_rerio_tr_E7F9Z1_E7F9Z1_DANRE tr|E7F9Z1|E7F9Z1_DANRE von Willebrand factor OS=Danio rerio OX=7955 GN=VWF PE=1 SV=3
OG0000012	Homo_sapiens_sp_Q8N8U9_BMPER_HUMAN sp|Q8N8U9|BMPER_HUMAN BMP-binding endothelial regulator protein OS=Homo sapiens OX=9606 GN=BMPER PE=1 SV=3	Danio_rerio_tr_A6H8K2_A6H8K2_DANRE tr|A6H8K2|A6H8K2_DANRE BMP-binding endothelial regulator protein precursor OS=Danio rerio OX=7955 GN=cvl2 PE=2 SV=1, Danio_rerio_tr_Q5D734_Q5D734_DANRE tr|Q5D734|Q5D734_DANRE Crossveinless 2 OS=Danio rerio OX=7955 GN=cvl2 PE=1 SV=1
OG0000013	Homo_sapiens_sp_Q9Y6F9_WNT6_HUMAN sp|Q9Y6F9|WNT6_HUMAN Protein Wnt-6 OS=Homo sapiens OX=9606 GN=WNT6 PE=1 SV=2	Danio_rerio_tr_F1R205_F1R205_DANRE tr|F1R205|F1R205_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=wnt6b PE=3 SV=1
OG0000013	Homo_sapiens_sp_P04628_WNT1_HUMAN sp|P04628|WNT1_HUMAN Proto-oncogene Wnt-1 OS=Homo sapiens OX=9606 GN=WNT1 PE=1 SV=1	Danio_rerio_tr_B3DI55_B3DI55_DANRE tr|B3DI55|B3DI55_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=wnt1 PE=2 SV=1, Danio_rerio_sp_P24257_WNT1_DANRE sp|P24257|WNT1_DANRE Protein Wnt-1 OS=Danio rerio OX=7955 GN=wnt1 PE=2 SV=1
OG0000013	Homo_sapiens_sp_Q9H1J7_WNT5B_HUMAN sp|Q9H1J7|WNT5B_HUMAN Protein Wnt-5b OS=Homo sapiens OX=9606 GN=WNT5B PE=2 SV=2	Danio_rerio_sp_Q92050_WNT5B_DANRE sp|Q92050|WNT5B_DANRE Protein Wnt-5b OS=Danio rerio OX=7955 GN=wnt5b PE=2 SV=1, Danio_rerio_tr_B3DI33_B3DI33_DANRE tr|B3DI33|B3DI33_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=wnt5b PE=2 SV=1
OG0000013	Homo_sapiens_sp_P41221_WNT5A_HUMAN sp|P41221|WNT5A_HUMAN Protein Wnt-5a OS=Homo sapiens OX=9606 GN=WNT5A PE=1 SV=2	Danio_rerio_tr_A1BPR0_A1BPR0_DANRE tr|A1BPR0|A1BPR0_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=wnt5a PE=2 SV=1
OG0000013	Homo_sapiens_sp_O96014_WNT11_HUMAN sp|O96014|WNT11_HUMAN Protein Wnt-11 OS=Homo sapiens OX=9606 GN=WNT11 PE=1 SV=2	Danio_rerio_sp_O73864_WNT11_DANRE sp|O73864|WNT11_DANRE Protein Wnt-11 OS=Danio rerio OX=7955 GN=wnt11 PE=2 SV=1, Danio_rerio_tr_B8JM95_B8JM95_DANRE tr|B8JM95|B8JM95_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=Slb/Wnt11 PE=3 SV=1, Danio_rerio_tr_Q9I9I2_Q9I9I2_DANRE tr|Q9I9I2|Q9I9I2_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=wnt11r PE=2 SV=1
OG0000013	Homo_sapiens_sp_P56706_WNT7B_HUMAN sp|P56706|WNT7B_HUMAN Protein Wnt-7b OS=Homo sapiens OX=9606 GN=WNT7B PE=1 SV=2	Danio_rerio_tr_Q4JLT0_Q4JLT0_DANRE tr|Q4JLT0|Q4JLT0_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=wnt7a PE=2 SV=1, Danio_rerio_tr_F1Q5B7_F1Q5B7_DANRE tr|F1Q5B7|F1Q5B7_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=wnt7ba PE=3 SV=1
OG0000013	Homo_sapiens_sp_P09544_WNT2_HUMAN sp|P09544|WNT2_HUMAN Protein Wnt-2 OS=Homo sapiens OX=9606 GN=WNT2 PE=2 SV=1	Danio_rerio_sp_Q92048_WNT2_DANRE sp|Q92048|WNT2_DANRE Protein Wnt-2 OS=Danio rerio OX=7955 GN=wnt2 PE=2 SV=1
OG0000013	Homo_sapiens_sp_Q93097_WNT2B_HUMAN sp|Q93097|WNT2B_HUMAN Protein Wnt-2b OS=Homo sapiens OX=9606 GN=WNT2B PE=1 SV=2	Danio_rerio_tr_Q8AY89_Q8AY89_DANRE tr|Q8AY89|Q8AY89_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=wnt2b PE=2 SV=1, Danio_rerio_tr_Q1L130_Q1L130_DANRE tr|Q1L130|Q1L130_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=wnt2bb PE=2 SV=1
OG0000013	Homo_sapiens_sp_Q9H1J5_WNT8A_HUMAN sp|Q9H1J5|WNT8A_HUMAN Protein Wnt-8a OS=Homo sapiens OX=9606 GN=WNT8A PE=1 SV=2	Danio_rerio_tr_Q90YL8_Q90YL8_DANRE tr|Q90YL8|Q90YL8_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=wnt8 PE=3 SV=1, Danio_rerio_sp_P51028_WNT8A_DANRE sp|P51028|WNT8A_DANRE Protein Wnt-8a OS=Danio rerio OX=7955 GN=wnt8a PE=2 SV=2
OG0000013	Homo_sapiens_sp_O00744_WN10B_HUMAN sp|O00744|WN10B_HUMAN Protein Wnt-10b OS=Homo sapiens OX=9606 GN=WNT10B PE=1 SV=2	Danio_rerio_sp_Q801F7_WN10B_DANRE sp|Q801F7|WN10B_DANRE Protein Wnt-10b OS=Danio rerio OX=7955 GN=wnt10b PE=2 SV=1
OG0000013	Homo_sapiens_sp_Q9GZT5_WN10A_HUMAN sp|Q9GZT5|WN10A_HUMAN Protein Wnt-10a OS=Homo sapiens OX=9606 GN=WNT10A PE=1 SV=1	Danio_rerio_tr_B0V1G8_B0V1G8_DANRE tr|B0V1G8|B0V1G8_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=WNT-10A PE=3 SV=1, Danio_rerio_sp_P43446_WN10A_DANRE sp|P43446|WN10A_DANRE Protein Wnt-10a OS=Danio rerio OX=7955 GN=wnt10a PE=1 SV=1
OG0000013	Homo_sapiens_sp_O14904_WNT9A_HUMAN sp|O14904|WNT9A_HUMAN Protein Wnt-9a OS=Homo sapiens OX=9606 GN=WNT9A PE=1 SV=2	Danio_rerio_tr_B6V3E1_B6V3E1_DANRE tr|B6V3E1|B6V3E1_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=zgc_153617 PE=2 SV=1, Danio_rerio_tr_Q0P406_Q0P406_DANRE tr|Q0P406|Q0P406_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=zgc_153617 PE=2 SV=1
OG0000014	Homo_sapiens_sp_Q8N6G6_ATL1_HUMAN sp|Q8N6G6|ATL1_HUMAN ADAMTS-like protein 1 OS=Homo sapiens OX=9606 GN=ADAMTSL1 PE=1 SV=4, Homo_sapiens_sp_P82987_ATL3_HUMAN sp|P82987|ATL3_HUMAN ADAMTS-like protein 3 OS=Homo sapiens OX=9606 GN=ADAMTSL3 PE=1 SV=4	Danio_rerio_tr_E7FBX1_E7FBX1_DANRE tr|E7FBX1|E7FBX1_DANRE ADAMTS-like 3 OS=Danio rerio OX=7955 GN=adamtsl3 PE=4 SV=3
OG0000014	Homo_sapiens_sp_Q8TE57_ATS16_HUMAN sp|Q8TE57|ATS16_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 16 OS=Homo sapiens OX=9606 GN=ADAMTS16 PE=2 SV=3, Homo_sapiens_sp_Q8TE60_ATS18_HUMAN sp|Q8TE60|ATS18_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 18 OS=Homo sapiens OX=9606 GN=ADAMTS18 PE=1 SV=3	Danio_rerio_tr_E7FEJ5_E7FEJ5_DANRE tr|E7FEJ5|E7FEJ5_DANRE A disintegrin and metalloproteinase with thrombospondin motifs 18 isoform X1 OS=Danio rerio OX=7955 GN=adamts18 PE=4 SV=1
OG0000014	Homo_sapiens_sp_O95450_ATS2_HUMAN sp|O95450|ATS2_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 2 OS=Homo sapiens OX=9606 GN=ADAMTS2 PE=2 SV=2	Danio_rerio_tr_A0A0R4ISF7_A0A0R4ISF7_DANRE tr|A0A0R4ISF7|A0A0R4ISF7_DANRE A disintegrin and metalloproteinase with thrombospondin motifs 2 isoform X1 OS=Danio rerio OX=7955 GN=adamts2 PE=4 SV=2
OG0000014	Homo_sapiens_sp_Q8WXS8_ATS14_HUMAN sp|Q8WXS8|ATS14_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 14 OS=Homo sapiens OX=9606 GN=ADAMTS14 PE=2 SV=2	Danio_rerio_tr_S5RVW8_S5RVW8_DANRE tr|S5RVW8|S5RVW8_DANRE A disintegrin and metalloproteinase with thrombospondin motifs 3 precursor OS=Danio rerio OX=7955 GN=adamts3 PE=2 SV=1
OG0000014	Homo_sapiens_sp_Q9UKP4_ATS7_HUMAN sp|Q9UKP4|ATS7_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 7 OS=Homo sapiens OX=9606 GN=ADAMTS7 PE=1 SV=2, Homo_sapiens_sp_P58397_ATS12_HUMAN sp|P58397|ATS12_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 12 OS=Homo sapiens OX=9606 GN=ADAMTS12 PE=1 SV=2	Danio_rerio_tr_F1R8A1_F1R8A1_DANRE tr|F1R8A1|F1R8A1_DANRE A disintegrin and metalloproteinase with thrombospondin motifs 12 OS=Danio rerio OX=7955 GN=adamts12 PE=4 SV=2
OG0000014	Homo_sapiens_sp_O95428_PPN_HUMAN sp|O95428|PPN_HUMAN Papilin OS=Homo sapiens OX=9606 GN=PAPLN PE=2 SV=4	Danio_rerio_tr_Q503V4_Q503V4_DANRE tr|Q503V4|Q503V4_DANRE Papilin b_ proteoglycan-like sulfated glycoprotein OS=Danio rerio OX=7955 GN=wu_fi31b03 PE=2 SV=1
OG0000014	Homo_sapiens_sp_Q9P2N4_ATS9_HUMAN sp|Q9P2N4|ATS9_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 9 OS=Homo sapiens OX=9606 GN=ADAMTS9 PE=1 SV=4	Danio_rerio_tr_G3G3K0_G3G3K0_DANRE tr|G3G3K0|G3G3K0_DANRE A disintegrin and metalloproteinase with thrombospondin motifs 9 OS=Danio rerio OX=7955 GN=adamts9 PE=2 SV=1
OG0000014	Homo_sapiens_sp_Q9UNA0_ATS5_HUMAN sp|Q9UNA0|ATS5_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 5 OS=Homo sapiens OX=9606 GN=ADAMTS5 PE=1 SV=2	Danio_rerio_tr_G3G3J8_G3G3J8_DANRE tr|G3G3J8|G3G3J8_DANRE A disintegrin and metalloproteinase with thrombospondin motifs 5 precursor OS=Danio rerio OX=7955 GN=adamts5 PE=2 SV=1
OG0000014	Homo_sapiens_sp_Q8TE58_ATS15_HUMAN sp|Q8TE58|ATS15_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 15 OS=Homo sapiens OX=9606 GN=ADAMTS15 PE=2 SV=1	Danio_rerio_tr_X1WDJ8_X1WDJ8_DANRE tr|X1WDJ8|X1WDJ8_DANRE A disintegrin and metalloproteinase with thrombospondin motifs 15-like OS=Danio rerio OX=7955 GN=LOC100002059 PE=4 SV=1, Danio_rerio_tr_A2BIA3_A2BIA3_DANRE tr|A2BIA3|A2BIA3_DANRE A disintegrin and metalloproteinase with thrombospondin motifs 15 precursor OS=Danio rerio OX=7955 GN=adamts15 PE=4 SV=1
OG0000014	Homo_sapiens_sp_Q9UHI8_ATS1_HUMAN sp|Q9UHI8|ATS1_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 1 OS=Homo sapiens OX=9606 GN=ADAMTS1 PE=1 SV=4, Homo_sapiens_sp_Q9UP79_ATS8_HUMAN sp|Q9UP79|ATS8_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 8 OS=Homo sapiens OX=9606 GN=ADAMTS8 PE=2 SV=2	Danio_rerio_tr_E7EYL5_E7EYL5_DANRE tr|E7EYL5|E7EYL5_DANRE A disintegrin and metalloproteinase with thrombospondin motifs 8 OS=Danio rerio OX=7955 GN=LOC100001991 PE=4 SV=1
