Orthogroup	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Porites_asteroides
OG0000004	Stylophora_pistillata_Spis2743 Spis2743 SpisGene2743	Porites_asteroides_isotig04220 isotig04220 extracted_CDS GOMatch=A7S7H1 GOTerms=GO_0005576_GO_0010466_GO_0030414 Gene=Papilin_ Match_Acc=Q868Z9 gene=isogroup02488 length=1341 numContigs=1
OG0000004	Stylophora_pistillata_Spis18196 Spis18196 SpisGene18196	Porites_asteroides_isotig28279 isotig28279 extracted_CDS GOMatch=A7S7H1 GOTerms=GO_0005576_GO_0010466_GO_0030414 Gene=Collagen_alpha-1_XII__chain_ Match_Acc=P13944 gene=isogroup26547 length=272 numContigs=1, Porites_asteroides_isotig04561 isotig04561 extracted_CDS GOMatch=A7S7H1 GOTerms=GO_0005576_GO_0010466_GO_0030414 Gene=Hedgling__Fragment__ Match_Acc=A9UIA7 gene=isogroup02829 length=1244 numContigs=1
OG0000004	Stylophora_pistillata_Spis6222 Spis6222 SpisGene6222	Porites_asteroides_isotig18015 isotig18015 extracted_CDS GOMatch=A7SV43 GOTerms=GO_0007155 Gene=Collagen__Fragment__ Match_Acc=A1XVT4 gene=isogroup16283 length=423 numContigs=1, Porites_asteroides_GCKDGN102C26XM GCKDGN102C26XM extracted_CDS GOMatch=A7SV43 GOTerms=GO_0007155 Gene=Collagen-like_protein__Fragment__ Match_Acc=O16003 length=394 region=2 run=R_2010_02_19_08_49_25_ xy=1149_1608
OG0000004	Stylophora_pistillata_Spis16168 Spis16168 SpisGene16168	Porites_asteroides_isotig15239 isotig15239 extracted_CDS GOMatch=D2HSH8 GOTerms=GO_0005198_GO_0005615_GO_0007155_GO_0031012 Gene=Collagen_alpha-1_XII__chain_ Match_Acc=Q60847 gene=isogroup13507 length=472 numContigs=1
OG0000004	Stylophora_pistillata_Spis6569 Spis6569 SpisGene6569, Stylophora_pistillata_Spis16235 Spis16235 SpisGene16235	Porites_asteroides_isotig22176 isotig22176 extracted_CDS GOMatch=C3ZZV2 GOTerms=GO_0016491_GO_0046914_GO_0055114 gene=isogroup20444 length=370 numContigs=1
OG0000004	Stylophora_pistillata_Spis5789.t1 Spis5789.t1 SpisGene5789	Porites_asteroides_isotig22979 isotig22979 extracted_CDS GOMatch=A9UIA7 GOTerms=GO_0005509_GO_0005886_GO_0007154_GO_0007155_GO_0007156_GO_0007267_GO_0007275_GO_0008233_GO_0016020_GO_0016021_GO_0016787 Gene=Hedgling__Fragment__ Match_Acc=A9UIA7 gene=isogroup21247 length=360 numContigs=1
OG0000004	Stylophora_pistillata_Spis10601 Spis10601 SpisGene10601, Stylophora_pistillata_Spis12529 Spis12529 SpisGene12529	Porites_asteroides_isotig08180 isotig08180 extracted_CDS GOMatch=Q32NR2 GOTerms=GO_0005509 Gene=Akhirin_ Match_Acc=Q5NTW9 gene=isogroup06448 length=766 numContigs=1
OG0000004	Stylophora_pistillata_Spis22146.t1 Spis22146.t1 SpisGene22146, Stylophora_pistillata_Spis1349 Spis1349 SpisGene1349, Stylophora_pistillata_Spis9793 Spis9793 SpisGene9793, Stylophora_pistillata_Spis1413 Spis1413 SpisGene1413	Porites_asteroides_isotig30183 isotig30183 extracted_CDS gene=isogroup28451 length=224 numContigs=1
OG0000004	Stylophora_pistillata_Spis8899 Spis8899 SpisGene8899, Stylophora_pistillata_Spis30 Spis30 SpisGene30	Porites_asteroides_isotig03712 isotig03712 extracted_CDS GOMatch=A7RQ19 GOTerms=GO_0005509_GO_0005886_GO_0007155_GO_0007156_GO_0016020_GO_0016021 Gene=CHz-cadherin_ Match_Acc=Q6W4W6 gene=isogroup01980 length=1587 numContigs=1
OG0000004	Stylophora_pistillata_Spis11895 Spis11895 SpisGene11895	Porites_asteroides_isotig09962 isotig09962 extracted_CDS GOMatch=A7S3G3 GOTerms=GO_0005509_GO_0005886_GO_0007155_GO_0007156_GO_0016020_GO_0016021 Gene=Protocadherin_Fat_1_ Match_Acc=Q14517 gene=isogroup08230 length=678 numContigs=1, Porites_asteroides_isotig08089 isotig08089 extracted_CDS GOMatch=A7S3G3 GOTerms=GO_0005509_GO_0005886_GO_0007155_GO_0007156_GO_0016020_GO_0016021 Gene=Fat1_protein__Fragment__ Match_Acc=Q80XT9 gene=isogroup06357 length=773 numContigs=1
OG0000004	Stylophora_pistillata_Spis13212 Spis13212 SpisGene13212	Porites_asteroides_GCKDGN101BABYO GCKDGN101BABYO extracted_CDS GOMatch=D2HD13 GOTerms=GO_0004867 Gene=Collagen_alpha-1_XXVIII__chain_ Match_Acc=Q2UY11 length=480 region=1 run=R_2010_02_19_08_49_25_ xy=0410_2430, Porites_asteroides_isotig05048 isotig05048 extracted_CDS GOMatch=Q6DCQ6 GOTerms=GO_0005576 Gene=von_Willebrand_factor_A_domain-containing_protein_2_ Match_Acc=Q6DCQ6 gene=isogroup03316 length=1137 numContigs=1, Porites_asteroides_isotig23749 isotig23749 extracted_CDS gene=isogroup22017 length=349 numContigs=1, Porites_asteroides_isotig14708 isotig14708 extracted_CDS GOMatch=O16003 GOTerms=GO_0005581 Gene=Collagen-like_protein__Fragment__ Match_Acc=O16003 gene=isogroup12976 length=488 numContigs=1, Porites_asteroides_isotig12917 isotig12917 extracted_CDS GOMatch=C3XUV1 GOTerms=GO_0005509 Gene=von_Willebrand_factor_A_domain-containing_protein_2_ Match_Acc=Q70UZ7 gene=isogroup11185 length=542 numContigs=1, Porites_asteroides_isotig05118 isotig05118 extracted_CDS GOMatch=C3YH52 GOTerms=GO_0005488 Gene=Collagen_alpha-6_VI__chain_ Match_Acc=A6NMZ7 gene=isogroup03386 length=1116 numContigs=1, Porites_asteroides_isotig04916 isotig04916 extracted_CDS GOMatch=Q4RK60 GOTerms=GO_0004867 Gene=Collagen__Fragment__ Match_Acc=A1XVT4 gene=isogroup03184 length=1150 numContigs=1, Porites_asteroides_isotig03734 isotig03734 extracted_CDS GOMatch=Q75R52 GOTerms=GO_0005576_GO_0006030_GO_0008061 Gene=Collagen_alpha-6_VI__chain_ Match_Acc=A6NMZ7 gene=isogroup02002 length=1565 numContigs=1, Porites_asteroides_isotig08350 isotig08350 extracted_CDS GOMatch=A1XVT4 GOTerms=GO_0005576_GO_0005581_GO_0010466_GO_0030414 Gene=Collagen_alpha-4_VI__chain_ Match_Acc=A2AX52 gene=isogroup06618 length=759 numContigs=1, Porites_asteroides_isotig21364 isotig21364 extracted_CDS gene=isogroup19632 length=379 numContigs=1
OG0000004	Stylophora_pistillata_Spis1357 Spis1357 SpisGene1357	Porites_asteroides_isotig15110 isotig15110 extracted_CDS GOMatch=Q52R83 GOTerms=GO_0008083 Gene=Thrombospondin_type_1_repeat_containing_protein_ Match_Acc=Q52R83 gene=isogroup13378 length=475 numContigs=1
OG0000005	Stylophora_pistillata_Spis20849 Spis20849 SpisGene20849, Stylophora_pistillata_Spis20848 Spis20848 SpisGene20848, Stylophora_pistillata_Spis19564 Spis19564 SpisGene19564, Stylophora_pistillata_Spis20850 Spis20850 SpisGene20850	Porites_asteroides_isotig02129 isotig02129 extracted_CDS GOMatch=A7SPC2 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Blastula_protease-10_ Match_Acc=Q26051 gene=isogroup00897 length=639 numContigs=2, Porites_asteroides_isotig02128 isotig02128 extracted_CDS GOMatch=A7S4I5 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Blastula_protease-10_ Match_Acc=Q26051 gene=isogroup00897 length=700 numContigs=2, Porites_asteroides_isotig11492 isotig11492 extracted_CDS GOMatch=A7S4I5 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Astacin_2_ Match_Acc=Q2MCX8 gene=isogroup09760 length=598 numContigs=1
OG0000005	Stylophora_pistillata_Spis3793 Spis3793 SpisGene3793	Porites_asteroides_isotig07671 isotig07671 extracted_CDS GOMatch=A7RMF1 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Blastula_protease-10_ Match_Acc=Q26051 gene=isogroup05939 length=796 numContigs=1
OG0000005	Stylophora_pistillata_Spis16651 Spis16651 SpisGene16651	Porites_asteroides_GCKDGN103GTR5D GCKDGN103GTR5D extracted_CDS GOMatch=C3XUJ9 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Peptidase_M12A_astacin_ Match_Acc=D6VK54 length=345 region=3 run=R_2010_02_19_08_49_25_ xy=2682_1839
OG0000005	Stylophora_pistillata_Spis6483 Spis6483 SpisGene6483	Porites_asteroides_isotig06224 isotig06224 extracted_CDS GOMatch=A7S9I8 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Astacin-like_zinc_metalloprotease-like_protein_ Match_Acc=A8CAF7 gene=isogroup04492 length=938 numContigs=1
OG0000005	Stylophora_pistillata_Spis19565 Spis19565 SpisGene19565, Stylophora_pistillata_Spis19563 Spis19563 SpisGene19563	Porites_asteroides_isotig11914 isotig11914 extracted_CDS GOMatch=A3E0P7 GOTerms=GO_0005529 Gene=Rhamnospondin_1_ Match_Acc=A3E0P7 gene=isogroup10182 length=578 numContigs=1
OG0000005	Stylophora_pistillata_Spis1719 Spis1719 SpisGene1719	Porites_asteroides_isotig06903 isotig06903 extracted_CDS GOMatch=A7S728 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Astacus_protease_domain__304..897__two_repeats_of_CUB_domain__8 98..1578__ Match_Acc=B7ZQ15 gene=isogroup05171 length=863 numContigs=1
OG0000006	Stylophora_pistillata_Spis1220 Spis1220 SpisGene1220	Porites_asteroides_isotig15445 isotig15445 extracted_CDS GOMatch=A7RMV0 GOTerms=GO_0005488_GO_0007155 Gene=CUB_and_sushi_domain-containing_protein_3_ Match_Acc=Q80T79 gene=isogroup13713 length=470 numContigs=1
OG0000006	Stylophora_pistillata_Spis1242 Spis1242 SpisGene1242, Stylophora_pistillata_Spis1227 Spis1227 SpisGene1227, Stylophora_pistillata_Spis1225.t1 Spis1225.t1 SpisGene1225	Porites_asteroides_GCKDGN102E1JAR GCKDGN102E1JAR extracted_CDS GOMatch=A7RMV0 GOTerms=GO_0005488_GO_0007155 Gene=Multiple_domain_complement_regulator_1_ Match_Acc=Q45NC2 length=342 region=2 run=R_2010_02_19_08_49_25_ xy=1950_2657
OG0000006	Stylophora_pistillata_Spis1216 Spis1216 SpisGene1216	Porites_asteroides_GCKDGN102DDUBU GCKDGN102DDUBU extracted_CDS length=345 xy=1270_2872 run=R_2010_02_19_08_49_25_ region=2 Gene=CUB_and_sushi_domain-containing_protein_1_ Match_Acc=Q96PZ7, Porites_asteroides_isotig06327 isotig06327 extracted_CDS GOMatch=A7RMV0 GOTerms=GO_0005488_GO_0007155 Gene=cDNA_FLJ90753_fis__clone_PLACE3000213__moderately_similar_to_Mus_musculus_sushi__von_Willebrand_factor_type_A__EGF_and_pentraxin_domain_containing_1__mRNA_ Match_Acc=B3KQM9 gene=isogroup04595 length=924 numContigs=1
OG0000006	Stylophora_pistillata_Spis16437 Spis16437 SpisGene16437	Porites_asteroides_isotig05899 isotig05899 extracted_CDS GOMatch=C3Y0A3 GOTerms=GO_0005488_GO_0005509_GO_0005529 Gene=CUB_and_sushi_domain-containing_protein_2_ Match_Acc=Q7Z408 gene=isogroup04167 length=985 numContigs=1
OG0000006	Stylophora_pistillata_Spis21789 Spis21789 SpisGene21789	Porites_asteroides_isotig00812 isotig00812 extracted_CDS GOMatch=C3ZHX9 GOTerms=GO_0004867 Gene=CUB_and_sushi_domain-containing_protein_3_ Match_Acc=Q80T79 gene=isogroup00234 length=2835 numContigs=3, Porites_asteroides_isotig00811 isotig00811 extracted_CDS GOMatch=C3ZHX9 GOTerms=GO_0004867 Gene=CUB_and_sushi_domain-containing_protein_3_ Match_Acc=Q80T79 gene=isogroup00234 length=2836 numContigs=3
OG0000006	Stylophora_pistillata_Spis18091 Spis18091 SpisGene18091	Porites_asteroides_isotig12781 isotig12781 extracted_CDS GOMatch=A7SNM7 GOTerms=GO_0005509 Gene=Sushi__von_Willebrand_factor_type_A__EGF_and_pentraxin_domain-containing_protein_1_ Match_Acc=P0C6B8 gene=isogroup11049 length=545 numContigs=1
OG0000006	Stylophora_pistillata_Spis3946 Spis3946 SpisGene3946	Porites_asteroides_isotig03891 isotig03891 extracted_CDS GOMatch=C3YF05 GOTerms=GO_0005488 Gene=CUB_and_sushi_domain-containing_protein_3_ Match_Acc=Q7Z407 gene=isogroup02159 length=1474 numContigs=1
OG0000006	Stylophora_pistillata_Spis18092 Spis18092 SpisGene18092	Porites_asteroides_GCKDGN101B1100 GCKDGN101B1100 extracted_CDS GOMatch=C3ZSQ8 GOTerms=GO_0000166_GO_0004672_GO_0004713_GO_0005488_GO_0005509_GO_0005524_GO_0005529_GO_0006468_GO_0016301_GO_0016310_GO_0016740 Gene=CUB_and_sushi_domain-containing_protein_3_ Match_Acc=Q7Z407 length=290 region=1 run=R_2010_02_19_08_49_25_ xy=0726_1586
OG0000006	Stylophora_pistillata_Spis11615 Spis11615 SpisGene11615, Stylophora_pistillata_Spis11620 Spis11620 SpisGene11620	Porites_asteroides_GCKDGN101BEMV9 GCKDGN101BEMV9 extracted_CDS GOMatch=C3YF05 GOTerms=GO_0005488 Gene=Furrowed__putative_ Match_Acc=B7QCS5 length=402 region=1 run=R_2010_02_19_08_49_25_ xy=0459_2519
OG0000006	Stylophora_pistillata_Spis10997 Spis10997 SpisGene10997, Stylophora_pistillata_Spis12361 Spis12361 SpisGene12361, Stylophora_pistillata_Spis18333 Spis18333 SpisGene18333	Porites_asteroides_isotig21103 isotig21103 extracted_CDS GOMatch=C3YWM8 GOTerms=GO_0005509 Gene=Sushi_repeat-containing_protein_SRPX2_ Match_Acc=C0HBD7 gene=isogroup19371 length=384 numContigs=1
OG0000006	Stylophora_pistillata_Spis12364 Spis12364 SpisGene12364, Stylophora_pistillata_Spis12358 Spis12358 SpisGene12358, Stylophora_pistillata_Spis18334 Spis18334 SpisGene18334, Stylophora_pistillata_Spis21178 Spis21178 SpisGene21178	Porites_asteroides_GCKDGN103FYMAO GCKDGN103FYMAO extracted_CDS GOMatch=C3XPW7 GOTerms=GO_0005509 length=291 region=3 run=R_2010_02_19_08_49_25_ xy=2327_1998
OG0000006	Stylophora_pistillata_Spis18329 Spis18329 SpisGene18329, Stylophora_pistillata_Spis12371 Spis12371 SpisGene12371, Stylophora_pistillata_Spis12372 Spis12372 SpisGene12372, Stylophora_pistillata_Spis18332 Spis18332 SpisGene18332, Stylophora_pistillata_Spis12360 Spis12360 SpisGene12360, Stylophora_pistillata_Spis12356 Spis12356 SpisGene12356, Stylophora_pistillata_Spis12363 Spis12363 SpisGene12363, Stylophora_pistillata_Spis12365 Spis12365 SpisGene12365, Stylophora_pistillata_Spis12370 Spis12370 SpisGene12370, Stylophora_pistillata_Spis10998 Spis10998 SpisGene10998	Porites_asteroides_isotig03322 isotig03322 extracted_CDS GOMatch=C3YC48 GOTerms=GO_0005509_GO_0005529 Gene=cDNA_FLJ16013_fis__clone_PLACE5000171__highly_similar_to_Mus_musculus_sushi__von_Willebrand_factor_type_A__EGF_and_pentraxin_domain_containing_1__mRNA_ Match_Acc=B3KV07 gene=isogroup01590 length=2069 numContigs=1
OG0000006	Stylophora_pistillata_Spis7426 Spis7426 SpisGene7426, Stylophora_pistillata_Spis7882 Spis7882 SpisGene7882	Porites_asteroides_GCKDGN102D5DW0 GCKDGN102D5DW0 extracted_CDS GOMatch=Q09HD8 GOTerms=GO_0005529_GO_0007155_GO_0016020 Gene=P-selectin__Fragment__ Match_Acc=Q09HD8 length=232 region=2 run=R_2010_02_19_08_49_25_ xy=1584_1826
OG0000007	Stylophora_pistillata_Spis5798 Spis5798 SpisGene5798	Porites_asteroides_isotig20282 isotig20282 extracted_CDS GOMatch=D3BG27 GOTerms=GO_0005509 Gene=EGF-like_domain-containing_protein_ Match_Acc=D3BG27 gene=isogroup18550 length=392 numContigs=1
OG0000007	Stylophora_pistillata_Spis18036 Spis18036 SpisGene18036	Porites_asteroides_GCKDGN101B8517 GCKDGN101B8517 extracted_CDS GOMatch=C3YFE4 GOTerms=GO_0005509_GO_0016020 Gene=Matrilin-like_protein_ Match_Acc=C7SB45 length=395 region=1 run=R_2010_02_19_08_49_25_ xy=0807_1629, Porites_asteroides_GCKDGN102DPUBC GCKDGN102DPUBC extracted_CDS GOMatch=C3ZXG8 GOTerms=GO_0005509_GO_0016020 Gene=Matn2-prov_protein_ Match_Acc=Q7ZX63 length=435 region=2 run=R_2010_02_19_08_49_25_ xy=1407_1574, Porites_asteroides_isotig20832 isotig20832 extracted_CDS GOMatch=B3SE10 GOTerms=GO_0005509 Gene=EGF-like_domain-containing_protein_ Match_Acc=Q54YP0 gene=isogroup19100 length=387 numContigs=1
OG0000007	Stylophora_pistillata_Spis19279 Spis19279 SpisGene19279, Stylophora_pistillata_Spis23194 Spis23194 SpisGene23194, Stylophora_pistillata_Spis18040 Spis18040 SpisGene18040, Stylophora_pistillata_Spis19874 Spis19874 SpisGene19874, Stylophora_pistillata_Spis18038 Spis18038 SpisGene18038, Stylophora_pistillata_Spis18037 Spis18037 SpisGene18037, Stylophora_pistillata_Spis18041 Spis18041 SpisGene18041, Stylophora_pistillata_Spis23530 Spis23530 SpisGene23530, Stylophora_pistillata_Spis2770 Spis2770 SpisGene2770, Stylophora_pistillata_Spis2764 Spis2764 SpisGene2764, Stylophora_pistillata_Spis16998 Spis16998 SpisGene16998, Stylophora_pistillata_Spis16996 Spis16996 SpisGene16996, Stylophora_pistillata_Spis16440 Spis16440 SpisGene16440, Stylophora_pistillata_Spis16818 Spis16818 SpisGene16818	Porites_asteroides_isotig03396 isotig03396 extracted_CDS GOMatch=C3ZXG8 GOTerms=GO_0005509_GO_0016020 Gene=EGF-like_domain-containing_protein_ Match_Acc=D3BG27 gene=isogroup01664 length=1937 numContigs=1
OG0000007	Stylophora_pistillata_Spis23200 Spis23200 SpisGene23200	Porites_asteroides_isotig10752 isotig10752 extracted_CDS GOMatch=B3RS17 GOTerms=GO_0005044_GO_0005509_GO_0007160_GO_0016020 Gene=EGF-like_domain-containing_protein_ Match_Acc=D3BG27 gene=isogroup09020 length=633 numContigs=1
OG0000007	Stylophora_pistillata_Spis20935 Spis20935 SpisGene20935, Stylophora_pistillata_Spis20945 Spis20945 SpisGene20945	Porites_asteroides_isotig32557 isotig32557 extracted_CDS GOMatch=C3YMT1 GOTerms=GO_0007160 Gene=Alpha-tectorin-like_protein_ Match_Acc=B2XBP1 gene=isogroup30825 length=123 numContigs=1
OG0000007	Stylophora_pistillata_Spis1859 Spis1859 SpisGene1859	Porites_asteroides_isotig26075 isotig26075 extracted_CDS GOMatch=B9QP44 GOTerms=GO_0005201_GO_0005509_GO_0005578 Gene=Microneme_protein__putative_ Match_Acc=B9QP44 gene=isogroup24343 length=314 numContigs=1, Porites_asteroides_isotig25348 isotig25348 extracted_CDS GOMatch=A7S7V4 GOTerms=GO_0005509 Gene=Scube1_protein_ Match_Acc=Q68EF9 gene=isogroup23616 length=329 numContigs=1, Porites_asteroides_GCKDGN103FOZFZ GCKDGN103FOZFZ extracted_CDS GOMatch=B9QP44 GOTerms=GO_0005201_GO_0005509_GO_0005578 Gene=Microneme_protein__putative_ Match_Acc=B9QP44 length=363 region=3 run=R_2010_02_19_08_49_25_ xy=2217_3037, Porites_asteroides_isotig03842 isotig03842 extracted_CDS GOMatch=C3ZCX6 GOTerms=GO_0005488_GO_0005509 gene=isogroup02110 length=1503 numContigs=1
OG0000007	Stylophora_pistillata_Spis22650 Spis22650 SpisGene22650, Stylophora_pistillata_Spis22649 Spis22649 SpisGene22649, Stylophora_pistillata_Spis20262 Spis20262 SpisGene20262	Porites_asteroides_GCKDGN101CFT5A GCKDGN101CFT5A extracted_CDS GOMatch=B3S3N0 GOTerms=GO_0005509 Gene=Fibrillin_2_ Match_Acc=B6CS38 length=407 region=1 run=R_2010_02_19_08_49_25_ xy=0883_1484
OG0000007	Stylophora_pistillata_Spis12667 Spis12667 SpisGene12667	Porites_asteroides_isotig15882 isotig15882 extracted_CDS GOMatch=C3YBV0 GOTerms=GO_0005509 Gene=Microneme_protein_4_ Match_Acc=Q9BI05 gene=isogroup14150 length=462 numContigs=1, Porites_asteroides_isotig20493 isotig20493 extracted_CDS GOMatch=A7RGE4 GOTerms=GO_0005509 Gene=Latent-transforming_growth_factor_beta-binding_protein_1_ Match_Acc=Q8CG19 gene=isogroup18761 length=391 numContigs=1
OG0000007	Stylophora_pistillata_Spis14496 Spis14496 SpisGene14496	Porites_asteroides_isotig19735 isotig19735 extracted_CDS GOMatch=B3RQ07 GOTerms=GO_0005201_GO_0005509_GO_0005578_GO_0007160_GO_0016020 Gene=Epidermal_growth_factor_domain-containing_protein_ Match_Acc=Q2I6M7 gene=isogroup18003 length=400 numContigs=1
OG0000007	Stylophora_pistillata_Spis15279 Spis15279 SpisGene15279	Porites_asteroides_GCKDGN103G0EM6 GCKDGN103G0EM6 extracted_CDS GOMatch=C3ZCX6 GOTerms=GO_0005488_GO_0005509 Gene=Epidermal_growth_factor_domain-containing_protein_ Match_Acc=Q2I6M7 length=432 region=3 run=R_2010_02_19_08_49_25_ xy=2757_3728
OG0000008	Stylophora_pistillata_Spis24452 Spis24452 SpisGene24452, Stylophora_pistillata_Spis19558 Spis19558 SpisGene19558	Porites_asteroides_isotig02918 isotig02918 extracted_CDS GOMatch=Q25059 GOTerms=GO_0005509 Gene=Fibropellin_III__Fragment__ Match_Acc=Q25059 gene=isogroup01292 length=449 numContigs=3, Porites_asteroides_isotig02919 isotig02919 extracted_CDS GOMatch=C3ZKA1 GOTerms=GO_0005488_GO_0005509 Gene=Fibropellin_III__Fragment__ Match_Acc=Q25059 gene=isogroup01292 length=334 numContigs=2
OG0000008	Stylophora_pistillata_Spis5481 Spis5481 SpisGene5481	Porites_asteroides_isotig16616 isotig16616 extracted_CDS GOMatch=C3ZQ87 GOTerms=GO_0004871_GO_0004872_GO_0004888_GO_0004930_GO_0005509_GO_0005886_GO_0007155_GO_0007156_GO_0007165_GO_0007166_GO_0007186_GO_0007218_GO_0016020_GO_0016021 Gene=Crb2_ Match_Acc=Q1A5L2 gene=isogroup14884 length=445 numContigs=1, Porites_asteroides_GCKDGN103HDZCI GCKDGN103HDZCI extracted_CDS GOMatch=A7T2U3 GOTerms=GO_0005509 Gene=Dnerb_protein__Fragment__ Match_Acc=Q52KT2 length=474 region=3 run=R_2010_02_19_08_49_25_ xy=2912_2208
OG0000008	Stylophora_pistillata_Spis24039 Spis24039 SpisGene24039	Porites_asteroides_isotig12121 isotig12121 extracted_CDS GOMatch=A7S431 GOTerms=GO_0005509 Gene=Delta_ Match_Acc=A0ZVQ7 gene=isogroup10389 length=568 numContigs=1
OG0000008	Stylophora_pistillata_Spis15891 Spis15891 SpisGene15891	Porites_asteroides_GCKDGN103GAC48 GCKDGN103GAC48 extracted_CDS GOMatch=C3ZMG8 GOTerms=GO_0005509 Gene=Delta-like_protein_1_ Match_Acc=P97677 length=351 region=3 run=R_2010_02_19_08_49_25_ xy=2461_1146
OG0000008	Stylophora_pistillata_Spis23579 Spis23579 SpisGene23579	Porites_asteroides_isotig08472 isotig08472 extracted_CDS GOMatch=A7RHH9 GOTerms=GO_0005509 Gene=Notch_homolog_1b_ Match_Acc=A5WUN6 gene=isogroup06740 length=753 numContigs=1
OG0000008	Stylophora_pistillata_Spis21934 Spis21934 SpisGene21934, Stylophora_pistillata_Spis13231.t2 Spis13231.t2 SpisGene13231	Porites_asteroides_isotig16711 isotig16711 extracted_CDS GOMatch=A7RHH9 GOTerms=GO_0005509 Gene=Notch_2__Fragment__ Match_Acc=O13149 gene=isogroup14979 length=442 numContigs=1
OG0000008	Stylophora_pistillata_Spis4050.t2 Spis4050.t2 SpisGene4050	Porites_asteroides_isotig03900 isotig03900 extracted_CDS GOMatch=A7S5P0 GOTerms=GO_0005509_GO_0005886_GO_0007155_GO_0007156_GO_0016020_GO_0016021 Gene=GP2_THP-like_protein__Fragment__ Match_Acc=A8C9K9 gene=isogroup02168 length=1465 numContigs=1
OG0000008	Stylophora_pistillata_Spis19559.t1 Spis19559.t1 SpisGene19559	Porites_asteroides_isotig08480 isotig08480 extracted_CDS GOMatch=A7SR73 GOTerms=GO_0005509 Gene=Foot_protein_2_ Match_Acc=Q1XBT6 gene=isogroup06748 length=751 numContigs=1
OG0000008	Stylophora_pistillata_Spis19561 Spis19561 SpisGene19561, Stylophora_pistillata_Spis19562 Spis19562 SpisGene19562, Stylophora_pistillata_Spis19560 Spis19560 SpisGene19560	Porites_asteroides_isotig09309 isotig09309 extracted_CDS GOMatch=C3YZ65 GOTerms=GO_0005044_GO_0005164_GO_0005509_GO_0006955_GO_0016020 gene=isogroup07577 length=707 numContigs=1
OG0000008	Stylophora_pistillata_Spis17124 Spis17124 SpisGene17124	Porites_asteroides_isotig10868 isotig10868 extracted_CDS GOMatch=A7SNQ1 GOTerms=GO_0005509 Gene=Delta_ Match_Acc=B4QTE8 gene=isogroup09136 length=627 numContigs=1
OG0000008	Stylophora_pistillata_Spis19730 Spis19730 SpisGene19730, Stylophora_pistillata_Spis21313 Spis21313 SpisGene21313, Stylophora_pistillata_Spis19789 Spis19789 SpisGene19789	Porites_asteroides_isotig02647 isotig02647 extracted_CDS GOMatch=B3RZV3 GOTerms=GO_0005509 Gene=Delta_protein_ Match_Acc=A0MK38 gene=isogroup01156 length=481 numContigs=2, Porites_asteroides_isotig02646 isotig02646 extracted_CDS GOMatch=A7SJC3 GOTerms=GO_0005509 Gene=Notch_homolog_Scalloped_wings_ Match_Acc=Q25253 gene=isogroup01156 length=488 numContigs=2
OG0000008	Stylophora_pistillata_Spis22192 Spis22192 SpisGene22192	Porites_asteroides_isotig12954 isotig12954 extracted_CDS GOMatch=Q2WBY6 GOTerms=GO_0005509_GO_0007219_GO_0007275_GO_0016020_GO_0016021_GO_0030154_GO_0050793 Gene=Notch_homolog_2__Fragment__ Match_Acc=B0V2R4 gene=isogroup11222 length=542 numContigs=1
OG0000009	Stylophora_pistillata_Spis8057 Spis8057 SpisGene8057	Porites_asteroides_GCKDGN101BOWO9 GCKDGN101BOWO9 extracted_CDS GOMatch=Q27W05 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Tolloid__Fragment__ Match_Acc=Q27W05 length=387 region=1 run=R_2010_02_19_08_49_25_ xy=0576_2555
