Orthogroup	Cnidaria_Anthozoa_Stylophora_pistillata	Chordata_Amphioxiformes_Branchiostoma_belcheri
OG0000030	Stylophora_pistillata_Spis8205 Spis8205 SpisGene8205	Branchiostoma_belcheri_tr_A0A6P4Z3Q5_A0A6P4Z3Q5_BRABE tr|A0A6P4Z3Q5|A0A6P4Z3Q5_BRABE Disintegrin and metalloproteinase domain-containing protein 17-like OS=Branchiostoma belcheri OX=7741 GN=LOC109473119 PE=4 SV=1
OG0000030	Stylophora_pistillata_Spis14458 Spis14458 SpisGene14458, Stylophora_pistillata_Spis18004 Spis18004 SpisGene18004	Branchiostoma_belcheri_tr_A0A6P4YCJ8_A0A6P4YCJ8_BRABE tr|A0A6P4YCJ8|A0A6P4YCJ8_BRABE Disintegrin and metalloproteinase domain-containing protein 10-like OS=Branchiostoma belcheri OX=7741 GN=LOC109468335 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YZ43_A0A6P4YZ43_BRABE tr|A0A6P4YZ43|A0A6P4YZ43_BRABE Disintegrin and metalloproteinase domain-containing protein 10-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109468715 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y116_A0A6P4Y116_BRABE tr|A0A6P4Y116|A0A6P4Y116_BRABE Disintegrin and metalloproteinase domain-containing protein 10-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109468715 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YLX1_A0A6P4YLX1_BRABE tr|A0A6P4YLX1|A0A6P4YLX1_BRABE Disintegrin and metalloproteinase domain-containing protein 10-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109468796 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y1A6_A0A6P4Y1A6_BRABE tr|A0A6P4Y1A6|A0A6P4Y1A6_BRABE Disintegrin and metalloproteinase domain-containing protein 10-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109468796 PE=4 SV=1
OG0000030	Stylophora_pistillata_Spis138 Spis138 SpisGene138	Branchiostoma_belcheri_tr_A0A6P4YKP3_A0A6P4YKP3_BRABE tr|A0A6P4YKP3|A0A6P4YKP3_BRABE Disintegrin and metalloproteinase domain-containing protein 10-like OS=Branchiostoma belcheri OX=7741 GN=LOC109468471 PE=4 SV=1
OG0000031	Stylophora_pistillata_Spis4435 Spis4435 SpisGene4435	Branchiostoma_belcheri_tr_A0A6P4YQU4_A0A6P4YQU4_BRABE tr|A0A6P4YQU4|A0A6P4YQU4_BRABE von Willebrand factor D and EGF domain-containing protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109466326 PE=4 SV=1
OG0000031	Stylophora_pistillata_Spis10367 Spis10367 SpisGene10367	Branchiostoma_belcheri_tr_A0A6P4XQ48_A0A6P4XQ48_BRABE tr|A0A6P4XQ48|A0A6P4XQ48_BRABE von Willebrand factor D and EGF domain-containing protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109462158 PE=4 SV=1
OG0000031	Stylophora_pistillata_Spis23070 Spis23070 SpisGene23070, Stylophora_pistillata_Spis19043 Spis19043 SpisGene19043, Stylophora_pistillata_Spis20792 Spis20792 SpisGene20792, Stylophora_pistillata_Spis19038 Spis19038 SpisGene19038, Stylophora_pistillata_Spis21002 Spis21002 SpisGene21002, Stylophora_pistillata_Spis19044 Spis19044 SpisGene19044, Stylophora_pistillata_Spis19041 Spis19041 SpisGene19041, Stylophora_pistillata_Spis7686 Spis7686 SpisGene7686, Stylophora_pistillata_Spis23887 Spis23887 SpisGene23887, Stylophora_pistillata_Spis16653 Spis16653 SpisGene16653	Branchiostoma_belcheri_tr_A0A6P4ZA33_A0A6P4ZA33_BRABE tr|A0A6P4ZA33|A0A6P4ZA33_BRABE von Willebrand factor D and EGF domain-containing protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109471634 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZGM8_A0A6P4ZGM8_BRABE tr|A0A6P4ZGM8|A0A6P4ZGM8_BRABE von Willebrand factor D and EGF domain-containing protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109478669 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YC64_A0A6P4YC64_BRABE tr|A0A6P4YC64|A0A6P4YC64_BRABE Neurogenic locus notch homolog protein 2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109468188 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YTN3_A0A6P4YTN3_BRABE tr|A0A6P4YTN3|A0A6P4YTN3_BRABE von Willebrand factor D and EGF domain-containing protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109468177 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YTP0_A0A6P4YTP0_BRABE tr|A0A6P4YTP0|A0A6P4YTP0_BRABE von Willebrand factor D and EGF domain-containing protein-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109468187 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XZC2_A0A6P4XZC2_BRABE tr|A0A6P4XZC2|A0A6P4XZC2_BRABE von Willebrand factor D and EGF domain-containing protein-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109468187 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YXL2_A0A6P4YXL2_BRABE tr|A0A6P4YXL2|A0A6P4YXL2_BRABE von Willebrand factor D and EGF domain-containing protein-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109468187 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z4U5_A0A6P4Z4U5_BRABE tr|A0A6P4Z4U5|A0A6P4Z4U5_BRABE Neurogenic locus Notch protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109479085 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YE28_A0A6P4YE28_BRABE tr|A0A6P4YE28|A0A6P4YE28_BRABE LOW QUALITY PROTEIN_ von Willebrand factor D and EGF domain-containing protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109462975 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XP05_A0A6P4XP05_BRABE tr|A0A6P4XP05|A0A6P4XP05_BRABE von Willebrand factor D and EGF domain-containing protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109461808 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XT01_A0A6P4XT01_BRABE tr|A0A6P4XT01|A0A6P4XT01_BRABE von Willebrand factor D and EGF domain-containing protein-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109461806 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XNZ6_A0A6P4XNZ6_BRABE tr|A0A6P4XNZ6|A0A6P4XNZ6_BRABE von Willebrand factor D and EGF domain-containing protein-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109461806 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XBH9_A0A6P4XBH9_BRABE tr|A0A6P4XBH9|A0A6P4XBH9_BRABE von Willebrand factor D and EGF domain-containing protein-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109461806 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZQH6_A0A6P4ZQH6_BRABE tr|A0A6P4ZQH6|A0A6P4ZQH6_BRABE von Willebrand factor D and EGF domain-containing protein-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109476633 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZGS5_A0A6P4ZGS5_BRABE tr|A0A6P4ZGS5|A0A6P4ZGS5_BRABE von Willebrand factor D and EGF domain-containing protein-like isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109476633 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZUC4_A0A6P4ZUC4_BRABE tr|A0A6P4ZUC4|A0A6P4ZUC4_BRABE von Willebrand factor D and EGF domain-containing protein-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109476633 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z9F4_A0A6P4Z9F4_BRABE tr|A0A6P4Z9F4|A0A6P4Z9F4_BRABE Uncharacterized protein LOC109476734 OS=Branchiostoma belcheri OX=7741 GN=LOC109476734 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z947_A0A6P4Z947_BRABE tr|A0A6P4Z947|A0A6P4Z947_BRABE von Willebrand factor D and EGF domain-containing protein-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109476633 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YLL9_A0A6P4YLL9_BRABE tr|A0A6P4YLL9|A0A6P4YLL9_BRABE von Willebrand factor D and EGF domain-containing protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109466327 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YBH9_A0A6P4YBH9_BRABE tr|A0A6P4YBH9|A0A6P4YBH9_BRABE von Willebrand factor D and EGF domain-containing protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109466328 PE=4 SV=1
OG0000032	Stylophora_pistillata_Spis10202 Spis10202 SpisGene10202, Stylophora_pistillata_Spis15228 Spis15228 SpisGene15228, Stylophora_pistillata_Spis15229 Spis15229 SpisGene15229, Stylophora_pistillata_Spis19967 Spis19967 SpisGene19967, Stylophora_pistillata_Spis14079 Spis14079 SpisGene14079	Branchiostoma_belcheri_tr_A0A6P4ZQZ8_A0A6P4ZQZ8_BRABE tr|A0A6P4ZQZ8|A0A6P4ZQZ8_BRABE Uncharacterized protein LOC109481186 OS=Branchiostoma belcheri OX=7741 GN=LOC109481186 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5ABS5_A0A6P5ABS5_BRABE tr|A0A6P5ABS5|A0A6P5ABS5_BRABE Collagen alpha-2_IV_ chain-like OS=Branchiostoma belcheri OX=7741 GN=LOC109481184 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5ABP4_A0A6P5ABP4_BRABE tr|A0A6P5ABP4|A0A6P5ABP4_BRABE Short-chain collagen C4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109481146 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A679_A0A6P5A679_BRABE tr|A0A6P5A679|A0A6P5A679_BRABE Collagen alpha-1_XVII_ chain-like OS=Branchiostoma belcheri OX=7741 GN=LOC109483227 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZR05_A0A6P4ZR05_BRABE tr|A0A6P4ZR05|A0A6P4ZR05_BRABE Short-chain collagen C4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109484721 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5ANP0_A0A6P5ANP0_BRABE tr|A0A6P5ANP0|A0A6P5ANP0_BRABE Short-chain collagen C4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109484722 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZT43_A0A6P4ZT43_BRABE tr|A0A6P4ZT43|A0A6P4ZT43_BRABE Short-chain collagen C4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109481856 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y9S8_A0A6P4Y9S8_BRABE tr|A0A6P4Y9S8|A0A6P4Y9S8_BRABE Short-chain collagen C4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109461595 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5ADR7_A0A6P5ADR7_BRABE tr|A0A6P5ADR7|A0A6P5ADR7_BRABE Short-chain collagen C4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109488156 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZRV9_A0A6P4ZRV9_BRABE tr|A0A6P4ZRV9|A0A6P4ZRV9_BRABE Short-chain collagen C4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109477064 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AR35_A0A6P5AR35_BRABE tr|A0A6P5AR35|A0A6P5AR35_BRABE Collagen alpha-1_XXIII_ chain-like OS=Branchiostoma belcheri OX=7741 GN=LOC109485354 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AN33_A0A6P5AN33_BRABE tr|A0A6P5AN33|A0A6P5AN33_BRABE Collagen alpha-2_IV_ chain-like OS=Branchiostoma belcheri OX=7741 GN=LOC109485355 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A7Z2_A0A6P5A7Z2_BRABE tr|A0A6P5A7Z2|A0A6P5A7Z2_BRABE Short-chain collagen C4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109480125 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XZ00_A0A6P4XZ00_BRABE tr|A0A6P4XZ00|A0A6P4XZ00_BRABE Collagen alpha-2_I_ chain-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109464738 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YF32_A0A6P4YF32_BRABE tr|A0A6P4YF32|A0A6P4YF32_BRABE Collagen alpha-1_II_ chain-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109464738 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AL21_A0A6P5AL21_BRABE tr|A0A6P5AL21|A0A6P5AL21_BRABE LOW QUALITY PROTEIN_ short-chain collagen C4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109484865 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZRE9_A0A6P4ZRE9_BRABE tr|A0A6P4ZRE9|A0A6P4ZRE9_BRABE Short-chain collagen C4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109484864 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YJL5_A0A6P4YJL5_BRABE tr|A0A6P4YJL5|A0A6P4YJL5_BRABE Short-chain collagen C4-like isoform X5 OS=Branchiostoma belcheri OX=7741 GN=LOC109464683 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YEV7_A0A6P4YEV7_BRABE tr|A0A6P4YEV7|A0A6P4YEV7_BRABE Short-chain collagen C4-like isoform X6 OS=Branchiostoma belcheri OX=7741 GN=LOC109464683 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A9H2_A0A6P5A9H2_BRABE tr|A0A6P5A9H2|A0A6P5A9H2_BRABE Short-chain collagen C4-like isoform X12 OS=Branchiostoma belcheri OX=7741 GN=LOC109484085 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZNV8_A0A6P4ZNV8_BRABE tr|A0A6P4ZNV8|A0A6P4ZNV8_BRABE Short-chain collagen C4-like isoform X9 OS=Branchiostoma belcheri OX=7741 GN=LOC109484085 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A0T8_A0A6P5A0T8_BRABE tr|A0A6P5A0T8|A0A6P5A0T8_BRABE Short-chain collagen C4-like isoform X11 OS=Branchiostoma belcheri OX=7741 GN=LOC109484085 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A9G8_A0A6P5A9G8_BRABE tr|A0A6P5A9G8|A0A6P5A9G8_BRABE Short-chain collagen C4-like isoform X8 OS=Branchiostoma belcheri OX=7741 GN=LOC109484085 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AI35_A0A6P5AI35_BRABE tr|A0A6P5AI35|A0A6P5AI35_BRABE Short-chain collagen C4-like isoform X6 OS=Branchiostoma belcheri OX=7741 GN=LOC109484085 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A0T3_A0A6P5A0T3_BRABE tr|A0A6P5A0T3|A0A6P5A0T3_BRABE Short-chain collagen C4-like isoform X7 OS=Branchiostoma belcheri OX=7741 GN=LOC109484085 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AI41_A0A6P5AI41_BRABE tr|A0A6P5AI41|A0A6P5AI41_BRABE Short-chain collagen C4-like isoform X10 OS=Branchiostoma belcheri OX=7741 GN=LOC109484085 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AD26_A0A6P5AD26_BRABE tr|A0A6P5AD26|A0A6P5AD26_BRABE Short-chain collagen C4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109485195 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z2P8_A0A6P4Z2P8_BRABE tr|A0A6P4Z2P8|A0A6P4Z2P8_BRABE Collagen alpha-2_I_ chain-like OS=Branchiostoma belcheri OX=7741 GN=LOC109472791 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZRF4_A0A6P4ZRF4_BRABE tr|A0A6P4ZRF4|A0A6P4ZRF4_BRABE Short-chain collagen C4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109484868 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AC09_A0A6P5AC09_BRABE tr|A0A6P5AC09|A0A6P5AC09_BRABE Uncharacterized protein LOC109484867 OS=Branchiostoma belcheri OX=7741 GN=LOC109484867 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AI30_A0A6P5AI30_BRABE tr|A0A6P5AI30|A0A6P5AI30_BRABE Collagen alpha-1_XVI_ chain-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109484085 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A0S8_A0A6P5A0S8_BRABE tr|A0A6P5A0S8|A0A6P5A0S8_BRABE Collagen alpha-1_XVI_ chain-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109484085 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A9G3_A0A6P5A9G3_BRABE tr|A0A6P5A9G3|A0A6P5A9G3_BRABE Short-chain collagen C4-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109484085 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5ALE3_A0A6P5ALE3_BRABE tr|A0A6P5ALE3|A0A6P5ALE3_BRABE Short-chain collagen C4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109484084 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XYR3_A0A6P4XYR3_BRABE tr|A0A6P4XYR3|A0A6P4XYR3_BRABE Short-chain collagen C4-like isoform X7 OS=Branchiostoma belcheri OX=7741 GN=LOC109464683 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5ALE6_A0A6P5ALE6_BRABE tr|A0A6P5ALE6|A0A6P5ALE6_BRABE Short-chain collagen C4-like isoform X5 OS=Branchiostoma belcheri OX=7741 GN=LOC109484085 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZNV4_A0A6P4ZNV4_BRABE tr|A0A6P4ZNV4|A0A6P4ZNV4_BRABE Uncharacterized protein LOC109484085 isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109484085 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YEV3_A0A6P4YEV3_BRABE tr|A0A6P4YEV3|A0A6P4YEV3_BRABE Uncharacterized protein LOC109464683 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109464683 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y4G6_A0A6P4Y4G6_BRABE tr|A0A6P4Y4G6|A0A6P4Y4G6_BRABE Uncharacterized protein LOC109464683 isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109464683 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XYQ9_A0A6P4XYQ9_BRABE tr|A0A6P4XYQ9|A0A6P4XYQ9_BRABE Uncharacterized protein LOC109464683 isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109464683 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XL43_A0A6P4XL43_BRABE tr|A0A6P4XL43|A0A6P4XL43_BRABE Uncharacterized protein LOC109464683 isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109464683 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XL47_A0A6P4XL47_BRABE tr|A0A6P4XL47|A0A6P4XL47_BRABE Cuticle collagen dpy-2-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109464684 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YJM0_A0A6P4YJM0_BRABE tr|A0A6P4YJM0|A0A6P4YJM0_BRABE Cuticle collagen dpy-2-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109464684 PE=4 SV=1
OG0000032	Stylophora_pistillata_Spis20530 Spis20530 SpisGene20530	Branchiostoma_belcheri_tr_A0A6P5A329_A0A6P5A329_BRABE tr|A0A6P5A329|A0A6P5A329_BRABE Cuticle collagen 91 OS=Branchiostoma belcheri OX=7741 GN=LOC109484866 PE=4 SV=1
OG0000033	Stylophora_pistillata_Spis6139 Spis6139 SpisGene6139	Branchiostoma_belcheri_tr_A0A6P4ZJV2_A0A6P4ZJV2_BRABE tr|A0A6P4ZJV2|A0A6P4ZJV2_BRABE Collagen triple helix repeat-containing protein 1-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109482987 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A5E4_A0A6P5A5E4_BRABE tr|A0A6P5A5E4|A0A6P5A5E4_BRABE Collagen triple helix repeat-containing protein 1-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109482987 PE=4 SV=1
OG0000033	Stylophora_pistillata_Spis10179 Spis10179 SpisGene10179, Stylophora_pistillata_Spis22124 Spis22124 SpisGene22124, Stylophora_pistillata_Spis13256 Spis13256 SpisGene13256, Stylophora_pistillata_Spis13246 Spis13246 SpisGene13246, Stylophora_pistillata_Spis13243 Spis13243 SpisGene13243, Stylophora_pistillata_Spis1740 Spis1740 SpisGene1740, Stylophora_pistillata_Spis10 Spis10 SpisGene10, Stylophora_pistillata_Spis13247 Spis13247 SpisGene13247, Stylophora_pistillata_Spis7304 Spis7304 SpisGene7304, Stylophora_pistillata_Spis7301 Spis7301 SpisGene7301	Branchiostoma_belcheri_tr_A0A6P4YRH8_A0A6P4YRH8_BRABE tr|A0A6P4YRH8|A0A6P4YRH8_BRABE Collagen triple helix repeat-containing protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109467691 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YRH0_A0A6P4YRH0_BRABE tr|A0A6P4YRH0|A0A6P4YRH0_BRABE Collagen triple helix repeat-containing protein 1-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109467674 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YVK3_A0A6P4YVK3_BRABE tr|A0A6P4YVK3|A0A6P4YVK3_BRABE Collagen triple helix repeat-containing protein 1-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109467674 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YKW7_A0A6P4YKW7_BRABE tr|A0A6P4YKW7|A0A6P4YKW7_BRABE Collagen triple helix repeat-containing protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109468545 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YU97_A0A6P4YU97_BRABE tr|A0A6P4YU97|A0A6P4YU97_BRABE Collagen triple helix repeat-containing protein 1-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109468395 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y004_A0A6P4Y004_BRABE tr|A0A6P4Y004|A0A6P4Y004_BRABE Collagen triple helix repeat-containing protein 1-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109468395 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z8Q6_A0A6P4Z8Q6_BRABE tr|A0A6P4Z8Q6|A0A6P4Z8Q6_BRABE Collagen triple helix repeat-containing protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109480080 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZR20_A0A6P4ZR20_BRABE tr|A0A6P4ZR20|A0A6P4ZR20_BRABE Collagen triple helix repeat-containing protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109476799 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZR08_A0A6P4ZR08_BRABE tr|A0A6P4ZR08|A0A6P4ZR08_BRABE Collagen triple helix repeat-containing protein 1-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109476795 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z9N7_A0A6P4Z9N7_BRABE tr|A0A6P4Z9N7|A0A6P4Z9N7_BRABE Collagen triple helix repeat-containing protein 1-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109476795 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZH81_A0A6P4ZH81_BRABE tr|A0A6P4ZH81|A0A6P4ZH81_BRABE Collagen triple helix repeat-containing protein 1-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109476795 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZUV4_A0A6P4ZUV4_BRABE tr|A0A6P4ZUV4|A0A6P4ZUV4_BRABE Collagen triple helix repeat-containing protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109476798 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YCM3_A0A6P4YCM3_BRABE tr|A0A6P4YCM3|A0A6P4YCM3_BRABE Collagen triple helix repeat-containing protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109464027 PE=4 SV=1
OG0000034	Stylophora_pistillata_Spis8934.t1 Spis8934.t1 SpisGene8934, Stylophora_pistillata_Spis9650 Spis9650 SpisGene9650	Branchiostoma_belcheri_tr_A0A6P4ZEX6_A0A6P4ZEX6_BRABE tr|A0A6P4ZEX6|A0A6P4ZEX6_BRABE Attractin-like protein 1 OS=Branchiostoma belcheri OX=7741 GN=LOC109478279 PE=4 SV=1
OG0000034	Stylophora_pistillata_Spis1480 Spis1480 SpisGene1480	Branchiostoma_belcheri_tr_A0A6P4ZN34_A0A6P4ZN34_BRABE tr|A0A6P4ZN34|A0A6P4ZN34_BRABE LOW QUALITY PROTEIN_ multiple epidermal growth factor-like domains protein 8 OS=Branchiostoma belcheri OX=7741 GN=LOC109474978 PE=4 SV=1
OG0000035	Stylophora_pistillata_Spis3601 Spis3601 SpisGene3601	Branchiostoma_belcheri_tr_A0A6P4Z6A4_A0A6P4Z6A4_BRABE tr|A0A6P4Z6A4|A0A6P4Z6A4_BRABE Mucin-5AC-like OS=Branchiostoma belcheri OX=7741 GN=LOC109471684 PE=4 SV=1
OG0000035	Stylophora_pistillata_Spis4780.t1 Spis4780.t1 SpisGene4780, Stylophora_pistillata_Spis23218 Spis23218 SpisGene23218, Stylophora_pistillata_Spis4434 Spis4434 SpisGene4434	Branchiostoma_belcheri_tr_A0A6P4ZXC5_A0A6P4ZXC5_BRABE tr|A0A6P4ZXC5|A0A6P4ZXC5_BRABE Uncharacterized protein LOC109483025 OS=Branchiostoma belcheri OX=7741 GN=LOC109483025 PE=4 SV=1
OG0000036	Stylophora_pistillata_Spis6171 Spis6171 SpisGene6171	Branchiostoma_belcheri_tr_A0A6P5AGV5_A0A6P5AGV5_BRABE tr|A0A6P5AGV5|A0A6P5AGV5_BRABE Epidermal growth factor-like protein 7 OS=Branchiostoma belcheri OX=7741 GN=LOC109482676 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z2C8_A0A6P4Z2C8_BRABE tr|A0A6P4Z2C8|A0A6P4Z2C8_BRABE Uncharacterized protein LOC109470654 OS=Branchiostoma belcheri OX=7741 GN=LOC109470654 PE=3 SV=1
