Orthogroup	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Hydrozoa_Hydra_vulgaris
OG0000019	Stylophora_pistillata_Spis6384 Spis6384 SpisGene6384	Hydra_vulgaris_Sc4wPfr_292.g13083.t1 Sc4wPfr_292.g13083.t1, Hydra_vulgaris_Sc4wPfr_825.g15293.t1 Sc4wPfr_825.g15293.t1, Hydra_vulgaris_Sc4wPfr_1127.1.g1473.t1 Sc4wPfr_1127.1.g1473.t1
OG0000019	Stylophora_pistillata_Spis20402 Spis20402 SpisGene20402	Hydra_vulgaris_Sc4wPfr_628.g32876.t1 Sc4wPfr_628.g32876.t1, Hydra_vulgaris_Sc4wPfr_628.g32877.t1 Sc4wPfr_628.g32877.t1, Hydra_vulgaris_Sc4wPfr_628.g32875.t1 Sc4wPfr_628.g32875.t1
OG0000019	Stylophora_pistillata_Spis4504 Spis4504 SpisGene4504	Hydra_vulgaris_Sc4wPfr_121.g2830.t1 Sc4wPfr_121.g2830.t1
OG0000019	Stylophora_pistillata_Spis8182.t1 Spis8182.t1 SpisGene8182	Hydra_vulgaris_Sc4wPfr_639.g22916.t1 Sc4wPfr_639.g22916.t1
OG0000020	Stylophora_pistillata_Spis1905 Spis1905 SpisGene1905	Hydra_vulgaris_Sc4wPfr_73.g11528.t1 Sc4wPfr_73.g11528.t1
OG0000020	Stylophora_pistillata_Spis2741 Spis2741 SpisGene2741, Stylophora_pistillata_Spis2737 Spis2737 SpisGene2737, Stylophora_pistillata_Spis14939 Spis14939 SpisGene14939	Hydra_vulgaris_Sc4wPfr_363.2.g30379.t1 Sc4wPfr_363.2.g30379.t1, Hydra_vulgaris_Sc4wPfr_558.1.g10166.t1 Sc4wPfr_558.1.g10166.t1, Hydra_vulgaris_Sc4wPfr_16.1.g8497.t1 Sc4wPfr_16.1.g8497.t1
OG0000020	Stylophora_pistillata_Spis14195 Spis14195 SpisGene14195, Stylophora_pistillata_Spis3249 Spis3249 SpisGene3249	Hydra_vulgaris_Sc4wPfr_3119.g11880.t1 Sc4wPfr_3119.g11880.t1
OG0000020	Stylophora_pistillata_Spis279 Spis279 SpisGene279	Hydra_vulgaris_Sc4wPfr_73.g11591.t3 Sc4wPfr_73.g11591.t3, Hydra_vulgaris_Sc4wPfr_73.g11591.t1 Sc4wPfr_73.g11591.t1, Hydra_vulgaris_Sc4wPfr_73.g11591.t2 Sc4wPfr_73.g11591.t2
OG0000021	Stylophora_pistillata_Spis15200 Spis15200 SpisGene15200	Hydra_vulgaris_Sc4wPfr_118.g25134.t1 Sc4wPfr_118.g25134.t1
OG0000021	Stylophora_pistillata_Spis17567 Spis17567 SpisGene17567	Hydra_vulgaris_Sc4wPfr_172.1.g1608.t3 Sc4wPfr_172.1.g1608.t3, Hydra_vulgaris_Sc4wPfr_172.1.g1608.t2 Sc4wPfr_172.1.g1608.t2, Hydra_vulgaris_Sc4wPfr_172.1.g1608.t1 Sc4wPfr_172.1.g1608.t1
OG0000021	Stylophora_pistillata_Spis7866 Spis7866 SpisGene7866	Hydra_vulgaris_Sc4wPfr_320.1.g20965.t1 Sc4wPfr_320.1.g20965.t1
OG0000021	Stylophora_pistillata_Spis24714 Spis24714 SpisGene24714	Hydra_vulgaris_Sc4wPfr_597.2.g14347.t1 Sc4wPfr_597.2.g14347.t1
OG0000022	Stylophora_pistillata_Spis3665 Spis3665 SpisGene3665	Hydra_vulgaris_Sc4wPfr_1269.g30707.t1 Sc4wPfr_1269.g30707.t1
OG0000023	Stylophora_pistillata_Spis8398 Spis8398 SpisGene8398	Hydra_vulgaris_Sc4wPfr_463.g30914.t1 Sc4wPfr_463.g30914.t1, Hydra_vulgaris_Sc4wPfr_463.g30914.t2 Sc4wPfr_463.g30914.t2, Hydra_vulgaris_Sc4wPfr_463.g30915.t1 Sc4wPfr_463.g30915.t1
OG0000024	Stylophora_pistillata_Spis21695 Spis21695 SpisGene21695	Hydra_vulgaris_Sc4wPfr_27.g12231.t1 Sc4wPfr_27.g12231.t1
OG0000024	Stylophora_pistillata_Spis13991 Spis13991 SpisGene13991	Hydra_vulgaris_Sc4wPfr_199.g28646.t1 Sc4wPfr_199.g28646.t1
OG0000026	Stylophora_pistillata_Spis25149 Spis25149 SpisGene25149	Hydra_vulgaris_Sc4wPfr_508.g5861.t1 Sc4wPfr_508.g5861.t1
OG0000027	Stylophora_pistillata_Spis15909 Spis15909 SpisGene15909, Stylophora_pistillata_Spis3285 Spis3285 SpisGene3285	Hydra_vulgaris_Sc4wPfr_787.g23206.t1 Sc4wPfr_787.g23206.t1, Hydra_vulgaris_Sc4wPfr_787.g23223.t1 Sc4wPfr_787.g23223.t1, Hydra_vulgaris_Sc4wPfr_207.g3877.t1 Sc4wPfr_207.g3877.t1, Hydra_vulgaris_Sc4wPfr_207.g3877.t2 Sc4wPfr_207.g3877.t2
OG0000028	Stylophora_pistillata_Spis2632 Spis2632 SpisGene2632	Hydra_vulgaris_Sc4wPfr_272.g11352.t1 Sc4wPfr_272.g11352.t1, Hydra_vulgaris_Sc4wPfr_272.g11351.t1 Sc4wPfr_272.g11351.t1
OG0000029	Stylophora_pistillata_Spis14460 Spis14460 SpisGene14460, Stylophora_pistillata_Spis14294 Spis14294 SpisGene14294	Hydra_vulgaris_Sc4wPfr_776.g16574.t1 Sc4wPfr_776.g16574.t1
OG0000029	Stylophora_pistillata_Spis11924 Spis11924 SpisGene11924	Hydra_vulgaris_Sc4wPfr_950.g24011.t1 Sc4wPfr_950.g24011.t1
OG0000029	Stylophora_pistillata_Spis1889 Spis1889 SpisGene1889	Hydra_vulgaris_Sc4wPfr_1130.g25539.t1 Sc4wPfr_1130.g25539.t1, Hydra_vulgaris_Sc4wPfr_1130.g25534.t1 Sc4wPfr_1130.g25534.t1, Hydra_vulgaris_Sc4wPfr_1130.g25533.t1 Sc4wPfr_1130.g25533.t1, Hydra_vulgaris_Sc4wPfr_1130.g25540.t1 Sc4wPfr_1130.g25540.t1
OG0000030	Stylophora_pistillata_Spis8205 Spis8205 SpisGene8205	Hydra_vulgaris_Sc4wPfr_1380.1.g8435.t1 Sc4wPfr_1380.1.g8435.t1
OG0000030	Stylophora_pistillata_Spis14458 Spis14458 SpisGene14458	Hydra_vulgaris_Sc4wPfr_26.g17289.t1 Sc4wPfr_26.g17289.t1, Hydra_vulgaris_Sc4wPfr_26.g17289.t2 Sc4wPfr_26.g17289.t2
OG0000030	Stylophora_pistillata_Spis18004 Spis18004 SpisGene18004	Hydra_vulgaris_Sc4wPfr_1020.1.g6653.t1 Sc4wPfr_1020.1.g6653.t1, Hydra_vulgaris_Sc4wPfr_1020.1.g6652.t1 Sc4wPfr_1020.1.g6652.t1
OG0000032	Stylophora_pistillata_Spis6529 Spis6529 SpisGene6529	Hydra_vulgaris_Sc4wPfr_520.g29387.t1 Sc4wPfr_520.g29387.t1, Hydra_vulgaris_Sc4wPfr_520.g29387.t2 Sc4wPfr_520.g29387.t2, Hydra_vulgaris_Sc4wPfr_520.g29387.t3 Sc4wPfr_520.g29387.t3, Hydra_vulgaris_Sc4wPfr_520.g29387.t4 Sc4wPfr_520.g29387.t4
OG0000034	Stylophora_pistillata_Spis8934.t1 Spis8934.t1 SpisGene8934, Stylophora_pistillata_Spis9650 Spis9650 SpisGene9650	Hydra_vulgaris_Sc4wPfr_909.g33479.t2 Sc4wPfr_909.g33479.t2, Hydra_vulgaris_Sc4wPfr_909.g33479.t1 Sc4wPfr_909.g33479.t1
OG0000034	Stylophora_pistillata_Spis13853 Spis13853 SpisGene13853	Hydra_vulgaris_Sc4wPfr_1475.1.g4365.t1 Sc4wPfr_1475.1.g4365.t1, Hydra_vulgaris_Sc4wPfr_1475.g5204.t2 Sc4wPfr_1475.g5204.t2, Hydra_vulgaris_Sc4wPfr_1475.g5204.t1 Sc4wPfr_1475.g5204.t1, Hydra_vulgaris_Sc4wPfr_832.g4698.t1 Sc4wPfr_832.g4698.t1
OG0000034	Stylophora_pistillata_Spis1480 Spis1480 SpisGene1480	Hydra_vulgaris_Sc4wPfr_325.1.g5332.t1 Sc4wPfr_325.1.g5332.t1, Hydra_vulgaris_Sc4wPfr_325.1.g5334.t1 Sc4wPfr_325.1.g5334.t1
OG0000035	Stylophora_pistillata_Spis3601 Spis3601 SpisGene3601	Hydra_vulgaris_Sc4wPfr_2074.g13184.t1 Sc4wPfr_2074.g13184.t1, Hydra_vulgaris_Sc4wPfr_2074.g13184.t2 Sc4wPfr_2074.g13184.t2
OG0000038	Stylophora_pistillata_Spis16667 Spis16667 SpisGene16667	Hydra_vulgaris_Sc4wPfr_197.g11042.t1 Sc4wPfr_197.g11042.t1
OG0000039	Stylophora_pistillata_Spis6627 Spis6627 SpisGene6627, Stylophora_pistillata_Spis25772.Novel Spis25772.Novel SpisGene25772.Novel	Hydra_vulgaris_Sc4wPfr_728.g2220.t1 Sc4wPfr_728.g2220.t1
OG0000040	Stylophora_pistillata_Spis21214 Spis21214 SpisGene21214	Hydra_vulgaris_Sc4wPfr_62.g4386.t1 Sc4wPfr_62.g4386.t1, Hydra_vulgaris_Sc4wPfr_230.g26213.t1 Sc4wPfr_230.g26213.t1
OG0000041	Stylophora_pistillata_Spis2408 Spis2408 SpisGene2408, Stylophora_pistillata_Spis15631 Spis15631 SpisGene15631	Hydra_vulgaris_Sc4wPfr_422.g20203.t1 Sc4wPfr_422.g20203.t1
OG0000041	Stylophora_pistillata_Spis1360 Spis1360 SpisGene1360	Hydra_vulgaris_Sc4wPfr_6.1.g597.t2 Sc4wPfr_6.1.g597.t2, Hydra_vulgaris_Sc4wPfr_6.1.g597.t1 Sc4wPfr_6.1.g597.t1
OG0000042	Stylophora_pistillata_Spis2347 Spis2347 SpisGene2347	Hydra_vulgaris_Sc4wPfr_708.g2575.t1 Sc4wPfr_708.g2575.t1, Hydra_vulgaris_Sc4wPfr_481.g31592.t1 Sc4wPfr_481.g31592.t1, Hydra_vulgaris_Sc4wPfr_481.g31592.t2 Sc4wPfr_481.g31592.t2, Hydra_vulgaris_Sc4wPfr_361.g20339.t1 Sc4wPfr_361.g20339.t1
OG0000042	Stylophora_pistillata_Spis15181 Spis15181 SpisGene15181, Stylophora_pistillata_Spis15182 Spis15182 SpisGene15182	Hydra_vulgaris_Sc4wPfr_14.g1872.t1 Sc4wPfr_14.g1872.t1
OG0000044	Stylophora_pistillata_Spis4982 Spis4982 SpisGene4982, Stylophora_pistillata_Spis20352 Spis20352 SpisGene20352, Stylophora_pistillata_Spis4987 Spis4987 SpisGene4987	Hydra_vulgaris_Sc4wPfr_1298.g6418.t1 Sc4wPfr_1298.g6418.t1
OG0000045	Stylophora_pistillata_Spis7390 Spis7390 SpisGene7390	Hydra_vulgaris_Sc4wPfr_301.g14000.t1 Sc4wPfr_301.g14000.t1
OG0000054	Stylophora_pistillata_Spis4424.t3 Spis4424.t3 SpisGene4424	Hydra_vulgaris_Sc4wPfr_1416.g33239.t1 Sc4wPfr_1416.g33239.t1
OG0000054	Stylophora_pistillata_Spis725 Spis725 SpisGene725	Hydra_vulgaris_Sc4wPfr_78.g10420.t1 Sc4wPfr_78.g10420.t1
OG0000056	Stylophora_pistillata_Spis17018 Spis17018 SpisGene17018	Hydra_vulgaris_Sc4wPfr_146.g12039.t1 Sc4wPfr_146.g12039.t1, Hydra_vulgaris_Sc4wPfr_146.g12039.t2 Sc4wPfr_146.g12039.t2
OG0000056	Stylophora_pistillata_Spis17017 Spis17017 SpisGene17017	Hydra_vulgaris_Sc4wPfr_176.g26279.t1 Sc4wPfr_176.g26279.t1, Hydra_vulgaris_Sc4wPfr_176.g26285.t1 Sc4wPfr_176.g26285.t1
OG0000058	Stylophora_pistillata_Spis12423 Spis12423 SpisGene12423	Hydra_vulgaris_Sc4wPfr_155.g16906.t1 Sc4wPfr_155.g16906.t1
OG0000061	Stylophora_pistillata_Spis2932 Spis2932 SpisGene2932, Stylophora_pistillata_Spis17364 Spis17364 SpisGene17364	Hydra_vulgaris_Sc4wPfr_417.3.g31939.t1 Sc4wPfr_417.3.g31939.t1
OG0000061	Stylophora_pistillata_Spis5917.t1 Spis5917.t1 SpisGene5917	Hydra_vulgaris_Sc4wPfr_48.g30203.t1 Sc4wPfr_48.g30203.t1
OG0000062	Stylophora_pistillata_Spis8967.t1 Spis8967.t1 SpisGene8967	Hydra_vulgaris_Sc4wPfr_724.g25412.t1 Sc4wPfr_724.g25412.t1, Hydra_vulgaris_Sc4wPfr_724.g25412.t2 Sc4wPfr_724.g25412.t2
OG0000063	Stylophora_pistillata_Spis15392 Spis15392 SpisGene15392, Stylophora_pistillata_Spis15386 Spis15386 SpisGene15386, Stylophora_pistillata_Spis13839 Spis13839 SpisGene13839, Stylophora_pistillata_Spis13840 Spis13840 SpisGene13840	Hydra_vulgaris_Sc4wPfr_1246.g6680.t1 Sc4wPfr_1246.g6680.t1, Hydra_vulgaris_Sc4wPfr_337.1.g25349.t1 Sc4wPfr_337.1.g25349.t1, Hydra_vulgaris_Sc4wPfr_356.g7026.t1 Sc4wPfr_356.g7026.t1, Hydra_vulgaris_Sc4wPfr_356.g7035.t1 Sc4wPfr_356.g7035.t1
OG0000067	Stylophora_pistillata_Spis5030 Spis5030 SpisGene5030	Hydra_vulgaris_Sc4wPfr_33.g25265.t1 Sc4wPfr_33.g25265.t1, Hydra_vulgaris_Sc4wPfr_328.2.g12067.t1 Sc4wPfr_328.2.g12067.t1, Hydra_vulgaris_Sc4wPfr_328.2.g12098.t1 Sc4wPfr_328.2.g12098.t1, Hydra_vulgaris_Sc4wPfr_536.g2744.t1 Sc4wPfr_536.g2744.t1
OG0000069	Stylophora_pistillata_Spis21849 Spis21849 SpisGene21849, Stylophora_pistillata_Spis24123 Spis24123 SpisGene24123, Stylophora_pistillata_Spis22316 Spis22316 SpisGene22316, Stylophora_pistillata_Spis24705 Spis24705 SpisGene24705, Stylophora_pistillata_Spis24903 Spis24903 SpisGene24903, Stylophora_pistillata_Spis14320 Spis14320 SpisGene14320, Stylophora_pistillata_Spis9519 Spis9519 SpisGene9519, Stylophora_pistillata_Spis24665 Spis24665 SpisGene24665, Stylophora_pistillata_Spis12933 Spis12933 SpisGene12933	Hydra_vulgaris_Sc4wPfr_708.g2577.t1 Sc4wPfr_708.g2577.t1
OG0000073	Stylophora_pistillata_Spis5001 Spis5001 SpisGene5001, Stylophora_pistillata_Spis12509 Spis12509 SpisGene12509, Stylophora_pistillata_Spis12512 Spis12512 SpisGene12512, Stylophora_pistillata_Spis12511 Spis12511 SpisGene12511, Stylophora_pistillata_Spis12510 Spis12510 SpisGene12510, Stylophora_pistillata_Spis4993 Spis4993 SpisGene4993, Stylophora_pistillata_Spis8997 Spis8997 SpisGene8997, Stylophora_pistillata_Spis4992 Spis4992 SpisGene4992	Hydra_vulgaris_Sc4wPfr_446.g12585.t1 Sc4wPfr_446.g12585.t1
OG0000075	Stylophora_pistillata_Spis21246 Spis21246 SpisGene21246	Hydra_vulgaris_Sc4wPfr_200.g3530.t1 Sc4wPfr_200.g3530.t1
OG0000075	Stylophora_pistillata_Spis25413 Spis25413 SpisGene25413	Hydra_vulgaris_Sc4wPfr_654.g18228.t1 Sc4wPfr_654.g18228.t1, Hydra_vulgaris_Sc4wPfr_1163.g25185.t2 Sc4wPfr_1163.g25185.t2, Hydra_vulgaris_Sc4wPfr_1163.g25185.t1 Sc4wPfr_1163.g25185.t1
OG0000081	Stylophora_pistillata_Spis10729 Spis10729 SpisGene10729	Hydra_vulgaris_Sc4wPfr_324.1.g5440.t1 Sc4wPfr_324.1.g5440.t1
OG0000081	Stylophora_pistillata_Spis17434 Spis17434 SpisGene17434	Hydra_vulgaris_Sc4wPfr_196.1.g29669.t1 Sc4wPfr_196.1.g29669.t1
OG0000082	Stylophora_pistillata_Spis15657.t1 Spis15657.t1 SpisGene15657, Stylophora_pistillata_Spis14850 Spis14850 SpisGene14850, Stylophora_pistillata_Spis10840 Spis10840 SpisGene10840, Stylophora_pistillata_Spis3953 Spis3953 SpisGene3953, Stylophora_pistillata_Spis25422 Spis25422 SpisGene25422, Stylophora_pistillata_Spis1961 Spis1961 SpisGene1961	Hydra_vulgaris_Sc4wPfr_396.1.g13876.t6 Sc4wPfr_396.1.g13876.t6, Hydra_vulgaris_Sc4wPfr_396.1.g13876.t1 Sc4wPfr_396.1.g13876.t1, Hydra_vulgaris_Sc4wPfr_396.1.g13876.t5 Sc4wPfr_396.1.g13876.t5, Hydra_vulgaris_Sc4wPfr_396.1.g13876.t3 Sc4wPfr_396.1.g13876.t3, Hydra_vulgaris_Sc4wPfr_396.1.g13876.t4 Sc4wPfr_396.1.g13876.t4, Hydra_vulgaris_Sc4wPfr_396.1.g13876.t2 Sc4wPfr_396.1.g13876.t2
OG0000083	Stylophora_pistillata_Spis24099 Spis24099 SpisGene24099	Hydra_vulgaris_Sc4wPfr_131.1.g19981.t1 Sc4wPfr_131.1.g19981.t1
OG0000087	Stylophora_pistillata_Spis4884 Spis4884 SpisGene4884	Hydra_vulgaris_Sc4wPfr_954.g27082.t1 Sc4wPfr_954.g27082.t1
OG0000089	Stylophora_pistillata_Spis6266 Spis6266 SpisGene6266	Hydra_vulgaris_Sc4wPfr_811.1.g17345.t1 Sc4wPfr_811.1.g17345.t1
OG0000092	Stylophora_pistillata_Spis18097 Spis18097 SpisGene18097, Stylophora_pistillata_Spis3844 Spis3844 SpisGene3844	Hydra_vulgaris_Sc4wPfr_1269.g30737.t1 Sc4wPfr_1269.g30737.t1, Hydra_vulgaris_Sc4wPfr_165.g10030.t1 Sc4wPfr_165.g10030.t1
OG0000093	Stylophora_pistillata_Spis1325 Spis1325 SpisGene1325, Stylophora_pistillata_Spis1324 Spis1324 SpisGene1324	Hydra_vulgaris_Sc4wPfr_313.g17063.t1 Sc4wPfr_313.g17063.t1
OG0000094	Stylophora_pistillata_Spis10117 Spis10117 SpisGene10117	Hydra_vulgaris_Sc4wPfr_242.g27679.t1 Sc4wPfr_242.g27679.t1
OG0000100	Stylophora_pistillata_Spis20501.t1 Spis20501.t1 SpisGene20501	Hydra_vulgaris_Sc4wPfr_950.g24012.t2 Sc4wPfr_950.g24012.t2, Hydra_vulgaris_Sc4wPfr_950.g24012.t1 Sc4wPfr_950.g24012.t1
OG0000100	Stylophora_pistillata_Spis20502.t1 Spis20502.t1 SpisGene20502	Hydra_vulgaris_Sc4wPfr_811.g6452.t1 Sc4wPfr_811.g6452.t1
OG0000100	Stylophora_pistillata_Spis20499 Spis20499 SpisGene20499	Hydra_vulgaris_Sc4wPfr_177.1.g6209.t1 Sc4wPfr_177.1.g6209.t1
OG0000102	Stylophora_pistillata_Spis7810 Spis7810 SpisGene7810	Hydra_vulgaris_Sc4wPfr_769.g16484.t1 Sc4wPfr_769.g16484.t1
OG0000106	Stylophora_pistillata_Spis13266 Spis13266 SpisGene13266	Hydra_vulgaris_Sc4wPfr_780.g810.t1 Sc4wPfr_780.g810.t1, Hydra_vulgaris_Sc4wPfr_2382.g8795.t1 Sc4wPfr_2382.g8795.t1
OG0000109	Stylophora_pistillata_Spis12927 Spis12927 SpisGene12927	Hydra_vulgaris_Sc4wPfr_68.2.g16399.t1 Sc4wPfr_68.2.g16399.t1
OG0000111	Stylophora_pistillata_Spis10022 Spis10022 SpisGene10022, Stylophora_pistillata_Spis17894 Spis17894 SpisGene17894, Stylophora_pistillata_Spis4201 Spis4201 SpisGene4201, Stylophora_pistillata_Spis4199.t1 Spis4199.t1 SpisGene4199	Hydra_vulgaris_Sc4wPfr_938.g21243.t1 Sc4wPfr_938.g21243.t1
OG0000112	Stylophora_pistillata_Spis17656 Spis17656 SpisGene17656, Stylophora_pistillata_Spis8942 Spis8942 SpisGene8942	Hydra_vulgaris_Sc4wPfr_475.1.g23420.t1 Sc4wPfr_475.1.g23420.t1, Hydra_vulgaris_Sc4wPfr_608.1.g30575.t1 Sc4wPfr_608.1.g30575.t1, Hydra_vulgaris_Sc4wPfr_1360.g9388.t1 Sc4wPfr_1360.g9388.t1, Hydra_vulgaris_Sc4wPfr_1360.g9377.t1 Sc4wPfr_1360.g9377.t1
OG0000113	Stylophora_pistillata_Spis1485 Spis1485 SpisGene1485	Hydra_vulgaris_Sc4wPfr_231.1.g21567.t1 Sc4wPfr_231.1.g21567.t1
OG0000116	Stylophora_pistillata_Spis11354.t1 Spis11354.t1 SpisGene11354, Stylophora_pistillata_Spis11352 Spis11352 SpisGene11352	Hydra_vulgaris_Sc4wPfr_875.1.g17139.t1 Sc4wPfr_875.1.g17139.t1
OG0000117	Stylophora_pistillata_Spis19826 Spis19826 SpisGene19826, Stylophora_pistillata_Spis15496 Spis15496 SpisGene15496	Hydra_vulgaris_Sc4wPfr_1505.3.g13301.t1 Sc4wPfr_1505.3.g13301.t1, Hydra_vulgaris_Sc4wPfr_1505.3.g13301.t2 Sc4wPfr_1505.3.g13301.t2
OG0000121	Stylophora_pistillata_Spis16744 Spis16744 SpisGene16744	Hydra_vulgaris_Sc4wPfr_484.g18389.t2 Sc4wPfr_484.g18389.t2, Hydra_vulgaris_Sc4wPfr_484.g18389.t1 Sc4wPfr_484.g18389.t1
OG0000121	Stylophora_pistillata_Spis20265 Spis20265 SpisGene20265	Hydra_vulgaris_Sc4wPfr_724.g25426.t1 Sc4wPfr_724.g25426.t1, Hydra_vulgaris_Sc4wPfr_264.g27424.t1 Sc4wPfr_264.g27424.t1
OG0000121	Stylophora_pistillata_Spis1520 Spis1520 SpisGene1520	Hydra_vulgaris_Sc4wPfr_488.g29951.t1 Sc4wPfr_488.g29951.t1
OG0000122	Stylophora_pistillata_Spis13347 Spis13347 SpisGene13347, Stylophora_pistillata_Spis17783 Spis17783 SpisGene17783	Hydra_vulgaris_Sc4wPfr_1630.g30617.t1 Sc4wPfr_1630.g30617.t1
OG0000122	Stylophora_pistillata_Spis21332 Spis21332 SpisGene21332, Stylophora_pistillata_Spis9409 Spis9409 SpisGene9409, Stylophora_pistillata_Spis9410.t1 Spis9410.t1 SpisGene9410	Hydra_vulgaris_Sc4wPfr_787.g23207.t1 Sc4wPfr_787.g23207.t1
OG0000123	Stylophora_pistillata_Spis10731 Spis10731 SpisGene10731	Hydra_vulgaris_Sc4wPfr_118.g25114.t1 Sc4wPfr_118.g25114.t1
OG0000129	Stylophora_pistillata_Spis6380 Spis6380 SpisGene6380, Stylophora_pistillata_Spis6381 Spis6381 SpisGene6381	Hydra_vulgaris_Sc4wPfr_1761.g20580.t1 Sc4wPfr_1761.g20580.t1
OG0000129	Stylophora_pistillata_Spis15601 Spis15601 SpisGene15601	Hydra_vulgaris_Sc4wPfr_147.g8566.t1 Sc4wPfr_147.g8566.t1
OG0000131	Stylophora_pistillata_Spis6119 Spis6119 SpisGene6119, Stylophora_pistillata_Spis6120 Spis6120 SpisGene6120	Hydra_vulgaris_Sc4wPfr_175.g6378.t1 Sc4wPfr_175.g6378.t1
OG0000133	Stylophora_pistillata_Spis7100 Spis7100 SpisGene7100	Hydra_vulgaris_Sc4wPfr_628.g32869.t1 Sc4wPfr_628.g32869.t1
OG0000134	Stylophora_pistillata_Spis19516 Spis19516 SpisGene19516	Hydra_vulgaris_Sc4wPfr_6.1.g610.t1 Sc4wPfr_6.1.g610.t1
OG0000138	Stylophora_pistillata_Spis23375 Spis23375 SpisGene23375	Hydra_vulgaris_Sc4wPfr_56.g24483.t1 Sc4wPfr_56.g24483.t1
OG0000154	Stylophora_pistillata_Spis18052 Spis18052 SpisGene18052, Stylophora_pistillata_Spis14694 Spis14694 SpisGene14694, Stylophora_pistillata_Spis14691 Spis14691 SpisGene14691, Stylophora_pistillata_Spis14700.t1 Spis14700.t1 SpisGene14700	Hydra_vulgaris_Sc4wPfr_165.g9991.t2 Sc4wPfr_165.g9991.t2
OG0000155	Stylophora_pistillata_Spis13704 Spis13704 SpisGene13704	Hydra_vulgaris_Sc4wPfr_6.g19134.t1 Sc4wPfr_6.g19134.t1
OG0000155	Stylophora_pistillata_Spis3051 Spis3051 SpisGene3051	Hydra_vulgaris_Sc4wPfr_950.g24008.t1 Sc4wPfr_950.g24008.t1, Hydra_vulgaris_Sc4wPfr_950.g24008.t2 Sc4wPfr_950.g24008.t2
OG0000156	Stylophora_pistillata_Spis944 Spis944 SpisGene944	Hydra_vulgaris_Sc4wPfr_292.g13106.t1 Sc4wPfr_292.g13106.t1, Hydra_vulgaris_Sc4wPfr_292.g13097.t1 Sc4wPfr_292.g13097.t1
OG0000158	Stylophora_pistillata_Spis12485 Spis12485 SpisGene12485	Hydra_vulgaris_Sc4wPfr_439.g20792.t1 Sc4wPfr_439.g20792.t1
OG0000160	Stylophora_pistillata_Spis8876 Spis8876 SpisGene8876, Stylophora_pistillata_Spis8465 Spis8465 SpisGene8465, Stylophora_pistillata_Spis8913 Spis8913 SpisGene8913, Stylophora_pistillata_Spis24763 Spis24763 SpisGene24763	Hydra_vulgaris_Sc4wPfr_707.1.g4138.t1 Sc4wPfr_707.1.g4138.t1
OG0000165	Stylophora_pistillata_Spis9482 Spis9482 SpisGene9482, Stylophora_pistillata_Spis19394 Spis19394 SpisGene19394	Hydra_vulgaris_Sc4wPfr_319.g27266.t1 Sc4wPfr_319.g27266.t1
OG0000170	Stylophora_pistillata_Spis4441 Spis4441 SpisGene4441, Stylophora_pistillata_Spis18904 Spis18904 SpisGene18904, Stylophora_pistillata_Spis23641 Spis23641 SpisGene23641	Hydra_vulgaris_Sc4wPfr_326.g15668.t1 Sc4wPfr_326.g15668.t1
OG0000176	Stylophora_pistillata_Spis9429.t1 Spis9429.t1 SpisGene9429	Hydra_vulgaris_Sc4wPfr_1228.g7352.t1 Sc4wPfr_1228.g7352.t1
OG0000177	Stylophora_pistillata_Spis16587 Spis16587 SpisGene16587	Hydra_vulgaris_Sc4wPfr_309.g10792.t1 Sc4wPfr_309.g10792.t1
OG0000179	Stylophora_pistillata_Spis1764 Spis1764 SpisGene1764	Hydra_vulgaris_Sc4wPfr_1335.g31170.t1 Sc4wPfr_1335.g31170.t1, Hydra_vulgaris_Sc4wPfr_1335.g31170.t2 Sc4wPfr_1335.g31170.t2
OG0000188	Stylophora_pistillata_Spis8578 Spis8578 SpisGene8578	Hydra_vulgaris_Sc4wPfr_135.g21804.t1 Sc4wPfr_135.g21804.t1, Hydra_vulgaris_Sc4wPfr_135.g21805.t1 Sc4wPfr_135.g21805.t1
OG0000192	Stylophora_pistillata_Spis3294 Spis3294 SpisGene3294	Hydra_vulgaris_Sc4wPfr_1298.g6413.t1 Sc4wPfr_1298.g6413.t1
OG0000194	Stylophora_pistillata_Spis7867 Spis7867 SpisGene7867	Hydra_vulgaris_Sc4wPfr_975.g7278.t1 Sc4wPfr_975.g7278.t1
OG0000195	Stylophora_pistillata_Spis16217 Spis16217 SpisGene16217	Hydra_vulgaris_Sc4wPfr_650.g22982.t1 Sc4wPfr_650.g22982.t1
OG0000197	Stylophora_pistillata_Spis2309.t2 Spis2309.t2 SpisGene2309, Stylophora_pistillata_Spis20951 Spis20951 SpisGene20951	Hydra_vulgaris_Sc4wPfr_975.g7267.t1 Sc4wPfr_975.g7267.t1, Hydra_vulgaris_Sc4wPfr_975.g7267.t2 Sc4wPfr_975.g7267.t2
OG0000199	Stylophora_pistillata_Spis5428 Spis5428 SpisGene5428	Hydra_vulgaris_Sc4wPfr_289.1.g8519.t1 Sc4wPfr_289.1.g8519.t1
OG0000200	Stylophora_pistillata_Spis3925 Spis3925 SpisGene3925	Hydra_vulgaris_Sc4wPfr_259.g33644.t1 Sc4wPfr_259.g33644.t1
OG0000203	Stylophora_pistillata_Spis10328 Spis10328 SpisGene10328	Hydra_vulgaris_Sc4wPfr_347.g19265.t1 Sc4wPfr_347.g19265.t1
