Orthogroup	Porifera_Demospongiae_Amphimedon_queenslandica	Chordata_Vertebrata_Bos_taurus
OG0000018	Amphimedon_queenslandica_tr_A0A1X7URM7_A0A1X7URM7_AMPQE tr_A0A1X7URM7_A0A1X7URM7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UTD5_A0A1X7UTD5_AMPQE tr_A0A1X7UTD5_A0A1X7UTD5_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T885_A0A1X7T885_AMPQE tr_A0A1X7T885_A0A1X7T885_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UA33_A0A1X7UA33_AMPQE tr_A0A1X7UA33_A0A1X7UA33_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U282_A0A1X7U282_AMPQE tr_A0A1X7U282_A0A1X7U282_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=109585070 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VPG7_A0A1X7VPG7_AMPQE tr_A0A1X7VPG7_A0A1X7VPG7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UF66_A0A1X7UF66_AMPQE tr_A0A1X7UF66_A0A1X7UF66_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VPQ3_A0A1X7VPQ3_AMPQE tr_A0A1X7VPQ3_A0A1X7VPQ3_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VN53_A0A1X7VN53_AMPQE tr_A0A1X7VN53_A0A1X7VN53_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VQS8_A0A1X7VQS8_AMPQE tr_A0A1X7VQS8_A0A1X7VQS8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T6A2_A0A1X7T6A2_AMPQE tr_A0A1X7T6A2_A0A1X7T6A2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7ULL6_A0A1X7ULL6_AMPQE tr_A0A1X7ULL6_A0A1X7ULL6_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T7Q6_A0A1X7T7Q6_AMPQE tr_A0A1X7T7Q6_A0A1X7T7Q6_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V253_A0A1X7V253_AMPQE tr_A0A1X7V253_A0A1X7V253_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U110_A0A1X7U110_AMPQE tr_A0A1X7U110_A0A1X7U110_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U1B7_A0A1X7U1B7_AMPQE tr_A0A1X7U1B7_A0A1X7U1B7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VGH3_A0A1X7VGH3_AMPQE tr_A0A1X7VGH3_A0A1X7VGH3_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100639096 PE=4 SV=1	XP_059738076.1 deleted in malignant brain tumors 1 protein [Bos taurus], NP_001180151.2 neurotrypsin precursor [Bos taurus]
OG0000020	Amphimedon_queenslandica_tr_A0A1X7UHR0_A0A1X7UHR0_AMPQE tr_A0A1X7UHR0_A0A1X7UHR0_AMPQE Fibrillar collagen NC1 domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=100638905 PE=4 SV=1	XP_024839347.1 collagen alpha-2_XI_ chain isoform X1 [Bos taurus], XP_024855495.1 collagen alpha-1_V_ chain isoform X2 [Bos taurus], NP_001159981.2 collagen alpha-1_XI_ chain [Bos taurus], XP_010805112.2 collagen alpha-3_V_ chain isoform X1 [Bos taurus]
OG0000020	Amphimedon_queenslandica_tr_A0A1X7UIM6_A0A1X7UIM6_AMPQE tr_A0A1X7UIM6_A0A1X7UIM6_AMPQE Fibrillar collagen NC1 domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UEW8_A0A1X7UEW8_AMPQE tr_A0A1X7UEW8_A0A1X7UEW8_AMPQE Fibrillar collagen NC1 domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=100642101 PE=4 SV=1	XP_024845867.1 collagen alpha-1_XXIV_ chain [Bos taurus], NP_001193609.1 collagen alpha-1_XXVII_ chain [Bos taurus]
OG0000022	Amphimedon_queenslandica_tr_A0A1X7VQ74_A0A1X7VQ74_AMPQE tr_A0A1X7VQ74_A0A1X7VQ74_AMPQE Annexin OS=Amphimedon queenslandica OX=400682 GN=100638289 PE=3 SV=1	XP_005226473.2 annexin A7 isoform X1 [Bos taurus]
OG0000024	Amphimedon_queenslandica_tr_A0A1X7VFM2_A0A1X7VFM2_AMPQE tr_A0A1X7VFM2_A0A1X7VFM2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100635554 PE=4 SV=1	sp|P01267.1|THYG_BOVIN RecName_ Full=Thyroglobulin; Short=Tg; Flags_ Precursor, sp|P01267.1|THYG_BOVIN RecName_ Full=Thyroglobulin; Short=Tg; Flags_ Precursor, sp|Q08E66.1|WFKN2_BOVIN RecName_ Full=WAP_ Kazal_ immunoglobulin_ Kunitz and NTR domain-containing protein 2; Flags_ Precursor, NP_001192725.1 WAP_ Kazal_ immunoglobulin_ Kunitz and NTR domain-containing protein 1 precursor [Bos taurus], XP_024849863.1 testican-1 isoform X1 [Bos taurus], NP_001094585.1 testican-2 precursor [Bos taurus]
OG0000030	Amphimedon_queenslandica_tr_A0A1X7VBP5_A0A1X7VBP5_AMPQE tr_A0A1X7VBP5_A0A1X7VBP5_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=105311941 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SR42_A0A1X7SR42_AMPQE tr_A0A1X7SR42_A0A1X7SR42_AMPQE Peptidase M12B domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V044_A0A1X7V044_AMPQE tr_A0A1X7V044_A0A1X7V044_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	XP_002691532.1 disintegrin and metalloproteinase domain-containing protein 17 isoform X1 [Bos taurus]
OG0000030	Amphimedon_queenslandica_tr_A0A1X7U7R3_A0A1X7U7R3_AMPQE tr_A0A1X7U7R3_A0A1X7U7R3_AMPQE Disintegrin domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U550_A0A1X7U550_AMPQE tr_A0A1X7U550_A0A1X7U550_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100632085 PE=4 SV=1	sp|Q10741.1|ADA10_BOVIN RecName_ Full=Disintegrin and metalloproteinase domain-containing protein 10; Short=ADAM 10; AltName_ Full=Kuzbanian protein homolog; AltName_ Full=Mammalian disintegrin-metalloprotease; AltName_ Full=Myelin-associated metalloproteinase; AltName_ CD_antigen=CD156c; Flags_ Precursor, sp|Q10741.1|ADA10_BOVIN RecName_ Full=Disintegrin and metalloproteinase domain-containing protein 10; Short=ADAM 10; AltName_ Full=Kuzbanian protein homolog; AltName_ Full=Mammalian disintegrin-metalloprotease; AltName_ Full=Myelin-associated metalloproteinase; AltName_ CD_antigen=CD156c; Flags_ Precursor
OG0000038	Amphimedon_queenslandica_tr_A0A1X7VQI5_A0A1X7VQI5_AMPQE tr_A0A1X7VQI5_A0A1X7VQI5_AMPQE TNF_2 domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=109585650 PE=3 SV=1	sp|Q9BEG5.2|EDA_BOVIN RecName_ Full=Ectodysplasin-A; AltName_ Full=Ectodermal dysplasia protein; AltName_ Full=Ectodysplasin-1; Contains_ RecName_ Full=Ectodysplasin-A_ membrane form; Contains_ RecName_ Full=Ectodysplasin-A_ secreted form, NP_001107978.1 tumor necrosis factor ligand superfamily member 13B [Bos taurus], NP_001029819.1 tumor necrosis factor ligand superfamily member 13 [Bos taurus]
OG0000040	Amphimedon_queenslandica_tr_A0A1X7TVU0_A0A1X7TVU0_AMPQE tr_A0A1X7TVU0_A0A1X7TVU0_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	NP_001091570.1 endothelial cell-specific molecule 1 precursor [Bos taurus], XP_059738009.1 kazal-type serine protease inhibitor domain-containing protein 1 [Bos taurus], XP_024851719.2 insulin-like growth factor-binding protein-like 1 isoform X1 [Bos taurus], NP_001095770.1 insulin-like growth factor-binding protein 7 precursor [Bos taurus]
OG0000041	Amphimedon_queenslandica_tr_A0A1X7VQ95_A0A1X7VQ95_AMPQE tr_A0A1X7VQ95_A0A1X7VQ95_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100636438 PE=4 SV=1	XP_002699146.2 von Willebrand factor A domain-containing protein 5A [Bos taurus]
OG0000041	Amphimedon_queenslandica_tr_A0A1X7VG51_A0A1X7VG51_AMPQE tr_A0A1X7VG51_A0A1X7VG51_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	XP_024838837.1 von Willebrand factor A domain-containing protein 5B1 isoform X1 [Bos taurus]
OG0000041	Amphimedon_queenslandica_tr_A0A1X7V1S2_A0A1X7V1S2_AMPQE tr_A0A1X7V1S2_A0A1X7V1S2_AMPQE Poly [ADP-ribose] polymerase OS=Amphimedon queenslandica OX=400682 GN=100633591 PE=3 SV=1	DAA23896.1 TPA_ poly _ADP-ribose_ polymerase family_ member 4 [Bos taurus]
OG0000044	Amphimedon_queenslandica_tr_A0A1X7UJE9_A0A1X7UJE9_AMPQE tr_A0A1X7UJE9_A0A1X7UJE9_AMPQE TGc domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TBY3_A0A1X7TBY3_AMPQE tr_A0A1X7TBY3_A0A1X7TBY3_AMPQE TGc domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UK01_A0A1X7UK01_AMPQE tr_A0A1X7UK01_A0A1X7UK01_AMPQE TGc domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7VEP3_A0A1X7VEP3_AMPQE tr_A0A1X7VEP3_A0A1X7VEP3_AMPQE TGc domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=105316957 PE=4 SV=1	sp|P51176.1|TGM2_BOVIN RecName_ Full=Protein-glutamine gamma-glutamyltransferase 2; AltName_ Full=Isopeptidase TGM2; AltName_ Full=Protein-glutamine deamidase TGM2; AltName_ Full=Protein-glutamine dopaminyltransferase TGM2; AltName_ Full=Protein-glutamine histaminyltransferase TGM2; AltName_ Full=Protein-glutamine noradrenalinyltransferase TGM2; AltName_ Full=Protein-glutamine serotonyltransferase TGM2; AltName_ Full=Tissue transglutaminase; Short=TG; AltName_ Full=Transglutaminase-2; Short=TGase-2, sp|A6QP57.1|TGM3_BOVIN RecName_ Full=Protein-glutamine gamma-glutamyltransferase E; AltName_ Full=Transglutaminase E; Short=TG_E_; Short=TGE; Short=TGase E; AltName_ Full=Transglutaminase-3; Short=TGase-3; Contains_ RecName_ Full=Protein-glutamine gamma-glutamyltransferase E 50 kDa catalytic chain; Contains_ RecName_ Full=Protein-glutamine gamma-glutamyltransferase E 27 kDa non-catalytic chain; Flags_ Precursor, sp|A6QP57.1|TGM3_BOVIN RecName_ Full=Protein-glutamine gamma-glutamyltransferase E; AltName_ Full=Transglutaminase E; Short=TG_E_; Short=TGE; Short=TGase E; AltName_ Full=Transglutaminase-3; Short=TGase-3; Contains_ RecName_ Full=Protein-glutamine gamma-glutamyltransferase E 50 kDa catalytic chain; Contains_ RecName_ Full=Protein-glutamine gamma-glutamyltransferase E 27 kDa non-catalytic chain; Flags_ Precursor, XP_059748950.1 protein-glutamine gamma-glutamyltransferase 6 [Bos taurus], XP_010815593.1 protein-glutamine gamma-glutamyltransferase Z [Bos taurus], XP_005222254.2 protein-glutamine gamma-glutamyltransferase 5 isoform X1 [Bos taurus]
OG0000049	Amphimedon_queenslandica_tr_A0A1X7VVB6_A0A1X7VVB6_AMPQE tr_A0A1X7VVB6_A0A1X7VVB6_AMPQE Sema domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=100641578 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7SV56_A0A1X7SV56_AMPQE tr_A0A1X7SV56_A0A1X7SV56_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T417_A0A1X7T417_AMPQE tr_A0A1X7T417_A0A1X7T417_AMPQE Sema domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UU11_A0A1X7UU11_AMPQE tr_A0A1X7UU11_A0A1X7UU11_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VVB4_A0A1X7VVB4_AMPQE tr_A0A1X7VVB4_A0A1X7VVB4_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100641705 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7URZ8_A0A1X7URZ8_AMPQE tr_A0A1X7URZ8_A0A1X7URZ8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7URK3_A0A1X7URK3_AMPQE tr_A0A1X7URK3_A0A1X7URK3_AMPQE Sema domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	XP_024838889.2 plexin-A1 isoform X1 [Bos taurus], XP_059739547.1 plexin-A3 isoform X1 [Bos taurus], NP_001193586.1 plexin-A2 precursor [Bos taurus], NP_001178433.1 plexin-A4 precursor [Bos taurus], XP_024839049.1 plexin-B1 isoform X1 [Bos taurus], DAA13207.1 TPA_ plexin B3-like [Bos taurus], XP_059742216.1 plexin-B2 isoform X2 [Bos taurus], DAA16814.1 TPA_ plexin D1-like [Bos taurus], XP_059742393.1 plexin-C1 isoform X1 [Bos taurus]
OG0000054	Amphimedon_queenslandica_tr_A0A1X7TU95_A0A1X7TU95_AMPQE tr_A0A1X7TU95_A0A1X7TU95_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7STD8_A0A1X7STD8_AMPQE tr_A0A1X7STD8_A0A1X7STD8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	XP_024837424.1 pro-interleukin-16 isoform X1 [Bos taurus]
OG0000056	Amphimedon_queenslandica_tr_A0A1X7TYP3_A0A1X7TYP3_AMPQE tr_A0A1X7TYP3_A0A1X7TYP3_AMPQE RING-type E3 ubiquitin transferase OS=Amphimedon queenslandica OX=400682 GN=105314196 PE=4 SV=1	NP_001039926.1 E3 ubiquitin-protein ligase TRIM34 [Bos taurus]
OG0000063	Amphimedon_queenslandica_tr_A0A1X7TB22_A0A1X7TB22_AMPQE tr_A0A1X7TB22_A0A1X7TB22_AMPQE HintN domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UIG2_A0A1X7UIG2_AMPQE tr_A0A1X7UIG2_A0A1X7UIG2_AMPQE HintN domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7TZL0_A0A1X7TZL0_AMPQE tr_A0A1X7TZL0_A0A1X7TZL0_AMPQE HintN domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7UHL0_A0A1X7UHL0_AMPQE tr_A0A1X7UHL0_A0A1X7UHL0_AMPQE HintN domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	DAA30258.1 TPA_ GTPase_ IMAP family member 1-like [Bos taurus]
OG0000065	Amphimedon_queenslandica_tr_A0A1X7UR14_A0A1X7UR14_AMPQE tr_A0A1X7UR14_A0A1X7UR14_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100639280 PE=3 SV=1	NP_001095540.1 glypican-5 precursor [Bos taurus], NP_001030540.1 glypican-3 precursor [Bos taurus]
OG0000068	Amphimedon_queenslandica_tr_A0A1X7ULE1_A0A1X7ULE1_AMPQE tr_A0A1X7ULE1_A0A1X7ULE1_AMPQE Galectin OS=Amphimedon queenslandica OX=400682 GN=109582911 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7ULM3_A0A1X7ULM3_AMPQE tr_A0A1X7ULM3_A0A1X7ULM3_AMPQE Galectin OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UMC5_A0A1X7UMC5_AMPQE tr_A0A1X7UMC5_A0A1X7UMC5_AMPQE Galectin OS=Amphimedon queenslandica OX=400682 GN=105313191 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SYI9_A0A1X7SYI9_AMPQE tr_A0A1X7SYI9_A0A1X7SYI9_AMPQE Galectin OS=Amphimedon queenslandica OX=400682 GN=105315566 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UKR2_A0A1X7UKR2_AMPQE tr_A0A1X7UKR2_A0A1X7UKR2_AMPQE Galectin OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	NP_001244020.1 galectin-2 isoform 1 [Bos taurus]
OG0000081	Amphimedon_queenslandica_tr_A0A1X7VRA4_A0A1X7VRA4_AMPQE tr_A0A1X7VRA4_A0A1X7VRA4_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=105314063 PE=3 SV=1	sp|Q2KIT5.1|CREL2_BOVIN RecName_ Full=Protein disulfide isomerase CRELD2; AltName_ Full=Cysteine-rich with EGF-like domain protein 2; Flags_ Precursor, sp|Q5EA46.1|CREL1_BOVIN RecName_ Full=Protein disulfide isomerase CRELD1; AltName_ Full=Cysteine-rich with EGF-like domain protein 1; Flags_ Precursor
OG0000093	Amphimedon_queenslandica_tr_A0A1X7UAU2_A0A1X7UAU2_AMPQE tr_A0A1X7UAU2_A0A1X7UAU2_AMPQE Cystatin domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=105313691 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7T1T4_A0A1X7T1T4_AMPQE tr_A0A1X7T1T4_A0A1X7T1T4_AMPQE Cystatin domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7TA88_A0A1X7TA88_AMPQE tr_A0A1X7TA88_A0A1X7TA88_AMPQE Cystatin domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=109589080 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7TR84_A0A1X7TR84_AMPQE tr_A0A1X7TR84_A0A1X7TR84_AMPQE Cystatin domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=100636802 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7U0B3_A0A1X7U0B3_AMPQE tr_A0A1X7U0B3_A0A1X7U0B3_AMPQE Cystatin domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=100631414 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7U0L3_A0A1X7U0L3_AMPQE tr_A0A1X7U0L3_A0A1X7U0L3_AMPQE Cystatin domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=105314120 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7U028_A0A1X7U028_AMPQE tr_A0A1X7U028_A0A1X7U028_AMPQE Cystatin domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=100631544 PE=3 SV=1	sp|P80416.1|CYTA_BOVIN RecName_ Full=Cystatin-A; AltName_ Full=Cystatin-AS; AltName_ Full=Stefin-A
OG0000102	Amphimedon_queenslandica_tr_A0A1X7VB36_A0A1X7VB36_AMPQE tr_A0A1X7VB36_A0A1X7VB36_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	XP_005222280.1 fibulin-5 isoform X1 [Bos taurus], NP_001075186.1 EGF-containing fibulin-like extracellular matrix protein 1 precursor [Bos taurus]
OG0000112	Amphimedon_queenslandica_tr_A0A1X7VRL3_A0A1X7VRL3_AMPQE tr_A0A1X7VRL3_A0A1X7VRL3_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100632989 PE=3 SV=1	DAA14878.1 TPA_ heparanase 2 isoform 2 [Bos taurus], sp|Q9MYY0.2|HPSE_BOVIN RecName_ Full=Heparanase; Contains_ RecName_ Full=Heparanase 8 kDa subunit; Contains_ RecName_ Full=Heparanase 50 kDa subunit; Flags_ Precursor
OG0000114	Amphimedon_queenslandica_tr_A0A1X7VKR2_A0A1X7VKR2_AMPQE tr_A0A1X7VKR2_A0A1X7VKR2_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=100639344 PE=4 SV=1	NP_001179877.1 host cell factor 2 [Bos taurus]
OG0000148	Amphimedon_queenslandica_tr_A0A1X7VAP2_A0A1X7VAP2_AMPQE tr_A0A1X7VAP2_A0A1X7VAP2_AMPQE TGF_BETA_2 domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=105312053 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7V271_A0A1X7V271_AMPQE tr_A0A1X7V271_A0A1X7V271_AMPQE TGF_BETA_2 domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=105312496 PE=3 SV=1	NP_001094653.1 transforming growth factor beta-3 proprotein [Bos taurus], sp|P21214.3|TGFB2_BOVIN RecName_ Full=Transforming growth factor beta-2 proprotein; AltName_ Full=Milk growth factor; Short=MGF; Contains_ RecName_ Full=Latency-associated peptide; Short=LAP; Contains_ RecName_ Full=Transforming growth factor beta-2; Short=TGF-beta-2; Flags_ Precursor, XP_005216841.1 transforming growth factor beta-2 proprotein isoform X1 [Bos taurus], sp|P18341.2|TGFB1_BOVIN RecName_ Full=Transforming growth factor beta-1 proprotein; Contains_ RecName_ Full=Latency-associated peptide; Short=LAP; Contains_ RecName_ Full=Transforming growth factor beta-1; Short=TGF-beta-1; Flags_ Precursor, sp|P18341.2|TGFB1_BOVIN RecName_ Full=Transforming growth factor beta-1 proprotein; Contains_ RecName_ Full=Latency-associated peptide; Short=LAP; Contains_ RecName_ Full=Transforming growth factor beta-1; Short=TGF-beta-1; Flags_ Precursor
OG0000156	Amphimedon_queenslandica_tr_A0A1X7V0B9_A0A1X7V0B9_AMPQE tr_A0A1X7V0B9_A0A1X7V0B9_AMPQE MFAP1 domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=105312554 PE=3 SV=1	sp|Q5EA98.1|MFAP1_BOVIN RecName_ Full=Microfibrillar-associated protein 1; AltName_ Full=Spliceosome B complex protein MFAP1
OG0000167	Amphimedon_queenslandica_tr_A0A1X7VMF1_A0A1X7VMF1_AMPQE tr_A0A1X7VMF1_A0A1X7VMF1_AMPQE Integrin beta OS=Amphimedon queenslandica OX=400682 GN=100633624 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7VV54_A0A1X7VV54_AMPQE tr_A0A1X7VV54_A0A1X7VV54_AMPQE Integrin beta OS=Amphimedon queenslandica OX=400682 GN=100639429 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7UB58_A0A1X7UB58_AMPQE tr_A0A1X7UB58_A0A1X7UB58_AMPQE Integrin beta OS=Amphimedon queenslandica OX=400682 GN=100636291 PE=3 SV=1	NP_776793.1 integrin beta-1 precursor [Bos taurus], sp|P53712.3|ITB1_BOVIN RecName_ Full=Integrin beta-1; AltName_ Full=Fibronectin receptor subunit beta; AltName_ Full=VLA-4 subunit beta; AltName_ CD_antigen=CD29; Flags_ Precursor
OG0000177	Amphimedon_queenslandica_tr_A0A1X7UHH8_A0A1X7UHH8_AMPQE tr_A0A1X7UHH8_A0A1X7UHH8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100634571 PE=4 SV=1	XP_010801455.2 oviduct-specific glycoprotein isoform X1 [Bos taurus]
OG0000182	Amphimedon_queenslandica_tr_A0A1X7U8Z7_A0A1X7U8Z7_AMPQE tr_A0A1X7U8Z7_A0A1X7U8Z7_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	NP_001068891.1 2_4-dienoyl-CoA reductase [_3E_-enoyl-CoA-producing]_ mitochondrial [Bos taurus]
OG0000202	Amphimedon_queenslandica_tr_A0A1X7V703_A0A1X7V703_AMPQE tr_A0A1X7V703_A0A1X7V703_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=109581159 PE=4 SV=1	NP_001192227.2 cysteine-rich motor neuron 1 protein precursor [Bos taurus]
OG0000209	Amphimedon_queenslandica_tr_A0A1X7VKV0_A0A1X7VKV0_AMPQE tr_A0A1X7VKV0_A0A1X7VKV0_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	DAA23975.1 TPA_ integrator complex subunit 6 [Bos taurus]
OG0000214	Amphimedon_queenslandica_tr_A0A1X7UUJ6_A0A1X7UUJ6_AMPQE tr_A0A1X7UUJ6_A0A1X7UUJ6_AMPQE Integrator complex subunit 14 OS=Amphimedon queenslandica OX=400682 GN=100639154 PE=3 SV=1	sp|Q5EA76.1|INT14_BOVIN RecName_ Full=Integrator complex subunit 14; AltName_ Full=von Willebrand factor A domain-containing protein 9
OG0000243	Amphimedon_queenslandica_tr_A0A1X7VXB1_A0A1X7VXB1_AMPQE tr_A0A1X7VXB1_A0A1X7VXB1_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=3 SV=1	DAA23895.1 TPA_ interleukin 17D-like [Bos taurus], NP_001179011.1 interleukin-17F precursor [Bos taurus], DAA20250.1 TPA_ interleukin 17C-like [Bos taurus]
