Orthogroup	Porifera_Demospongiae_Amphimedon_queenslandica	Cnidaria_Anthozoa_Exaiptasia_diaphana
OG0000007	Amphimedon_queenslandica_tr_A0A1X7TTF3_A0A1X7TTF3_AMPQE tr_A0A1X7TTF3_A0A1X7TTF3_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_028519601.1 XP_028519601.1 fibulin-1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908530.1 XP_020908530.1 fibrillin-2 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908531.1 XP_020908531.1 fibrillin-2 isoform X2 [Exaiptasia diaphana]
OG0000008	Amphimedon_queenslandica_tr_A0A1X7VB30_A0A1X7VB30_AMPQE tr_A0A1X7VB30_A0A1X7VB30_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_020908364.1 XP_020908364.1 neurogenic locus notch homolog protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516255.1 XP_028516255.1 uromodulin-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516256.1 XP_028516256.1 uncharacterized protein LOC110243828 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905625.1 XP_020905625.1 uncharacterized protein LOC110243830_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516771.1 XP_028516771.1 fibropellin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893910.1 XP_020893910.1 oncoprotein-induced transcript 3 protein isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513086.1 XP_028513086.1 neurogenic locus Notch protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519038.1 XP_028519038.1 uncharacterized protein LOC110252550 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915034.1 XP_020915034.1 uncharacterized protein LOC110252550 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516912.1 XP_028516912.1 uromodulin-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518784.1 XP_028518784.1 cubilin-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513929.1 XP_028513929.1 uromodulin-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904484.1 XP_020904484.1 uromodulin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514431.1 XP_028514431.1 uromodulin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513931.1 XP_028513931.1 uncharacterized protein LOC114574740 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897911.1 XP_020897911.1 uromodulin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513637.1 XP_028513637.1 uncharacterized protein LOC110234972 [Exaiptasia diaphana]
OG0000008	Amphimedon_queenslandica_tr_A0A1X7SH98_A0A1X7SH98_AMPQE tr_A0A1X7SH98_A0A1X7SH98_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_028515036.1 XP_028515036.1 fibrillin-2 [Exaiptasia diaphana]
OG0000008	Amphimedon_queenslandica_tr_A0A1X7V1X2_A0A1X7V1X2_AMPQE tr_A0A1X7V1X2_A0A1X7V1X2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=109581419 PE=4 SV=1	Exaiptasia_diaphana_XP_020916542.1 XP_020916542.1 fibropellin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898504.2 XP_020898504.2 uncharacterized protein LOC110237252 [Exaiptasia diaphana]
OG0000009	Amphimedon_queenslandica_tr_A0A1X7VLX5_A0A1X7VLX5_AMPQE tr_A0A1X7VLX5_A0A1X7VLX5_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=105316580 PE=4 SV=1	Exaiptasia_diaphana_XP_020917130.1 XP_020917130.1 tolloid-like protein 1 [Exaiptasia diaphana]
OG0000010	Amphimedon_queenslandica_tr_A0A1X7V4K3_A0A1X7V4K3_AMPQE tr_A0A1X7V4K3_A0A1X7V4K3_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_028517944.1 XP_028517944.1 hemicentin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911214.1 XP_020911214.1 hemicentin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515088.1 XP_028515088.1 hemicentin-1-like [Exaiptasia diaphana]
OG0000010	Amphimedon_queenslandica_tr_A0A1X7UH87_A0A1X7UH87_AMPQE tr_A0A1X7UH87_A0A1X7UH87_AMPQE Metalloendopeptidase OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_020915443.2 XP_020915443.2 contactin-5-like [Exaiptasia diaphana]
OG0000010	Amphimedon_queenslandica_tr_A0A1X7V0J8_A0A1X7V0J8_AMPQE tr_A0A1X7V0J8_A0A1X7V0J8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=105312484 PE=4 SV=1	Exaiptasia_diaphana_XP_028519700.1 XP_028519700.1 hemicentin-2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020917370.1 XP_020917370.1 hemicentin-2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020917369.1 XP_020917369.1 hemicentin-2 [Exaiptasia diaphana]
OG0000010	Amphimedon_queenslandica_tr_A0A1X7V2G4_A0A1X7V2G4_AMPQE tr_A0A1X7V2G4_A0A1X7V2G4_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=105312485 PE=4 SV=1	Exaiptasia_diaphana_XP_020912327.1 XP_020912327.1 Down syndrome cell adhesion molecule [Exaiptasia diaphana]
OG0000010	Amphimedon_queenslandica_tr_A0A1X7UGX2_A0A1X7UGX2_AMPQE tr_A0A1X7UGX2_A0A1X7UGX2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T1P2_A0A1X7T1P2_AMPQE tr_A0A1X7T1P2_A0A1X7T1P2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_028517264.1 XP_028517264.1 neural cell adhesion molecule 2 [Exaiptasia diaphana]
OG0000010	Amphimedon_queenslandica_tr_A0A1X7UPV7_A0A1X7UPV7_AMPQE tr_A0A1X7UPV7_A0A1X7UPV7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SQ55_A0A1X7SQ55_AMPQE tr_A0A1X7SQ55_A0A1X7SQ55_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_020894828.2 XP_020894828.2 protein eyes shut homolog [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518930.1 XP_028518930.1 basement membrane-specific heparan sulfate proteoglycan core protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518186.1 XP_028518186.1 pikachurin [Exaiptasia diaphana]
OG0000012	Amphimedon_queenslandica_tr_A0A1X7T6U2_A0A1X7T6U2_AMPQE tr_A0A1X7T6U2_A0A1X7T6U2_AMPQE VWFC domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_020911414.1 XP_020911414.1 neuropilin-1a [Exaiptasia diaphana]
OG0000013	Amphimedon_queenslandica_tr_A0A1X7UFS4_A0A1X7UFS4_AMPQE tr_A0A1X7UFS4_A0A1X7UFS4_AMPQE Protein Wnt OS=Amphimedon queenslandica OX=400682 PE=3 SV=1, Amphimedon_queenslandica_tr_A9YRX3_A9YRX3_AMPQE tr_A9YRX3_A9YRX3_AMPQE Protein Wnt OS=Amphimedon queenslandica OX=400682 GN=100641115 PE=3 SV=1	Exaiptasia_diaphana_XP_020904181.2 XP_020904181.2 protein Wnt-7b isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904180.2 XP_020904180.2 protein Wnt-7a isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904179.2 XP_020904179.2 protein Wnt-7a isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904182.1 XP_020904182.1 protein Wnt-7a isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895878.1 XP_020895878.1 protein Wnt-2b-A [Exaiptasia diaphana]
OG0000013	Amphimedon_queenslandica_tr_A0A1X7VSA1_A0A1X7VSA1_AMPQE tr_A0A1X7VSA1_A0A1X7VSA1_AMPQE Protein Wnt OS=Amphimedon queenslandica OX=400682 PE=3 SV=1	Exaiptasia_diaphana_XP_028514332.1 XP_028514332.1 protein Wnt-8a isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898355.1 XP_020898355.1 protein Wnt-8b [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898335.1 XP_020898335.1 protein Wnt-8b isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898370.1 XP_020898370.1 protein Wnt-8b_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913046.1 XP_020913046.1 protein Wnt-10a [Exaiptasia diaphana]
OG0000014	Amphimedon_queenslandica_tr_A0A1X7U0W6_A0A1X7U0W6_AMPQE tr_A0A1X7U0W6_A0A1X7U0W6_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=105314085 PE=4 SV=1	Exaiptasia_diaphana_XP_028519306.1 XP_028519306.1 LOW QUALITY PROTEIN_ thrombospondin type-1 domain-containing protein 4 [Exaiptasia diaphana]
OG0000014	Amphimedon_queenslandica_tr_A0A1X7U5R5_A0A1X7U5R5_AMPQE tr_A0A1X7U5R5_A0A1X7U5R5_AMPQE Peptidase M12B domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=100633222 PE=4 SV=1	Exaiptasia_diaphana_XP_020903155.1 XP_020903155.1 A disintegrin and metalloproteinase with thrombospondin motifs 7 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515635.1 XP_028515635.1 A disintegrin and metalloproteinase with thrombospondin motifs 12 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914481.1 XP_020914481.1 A disintegrin and metalloproteinase with thrombospondin motifs 19 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906187.1 XP_020906187.1 ADAMTS-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517311.1 XP_028517311.1 A disintegrin and metalloproteinase with thrombospondin motifs 9 [Exaiptasia diaphana]
OG0000018	Amphimedon_queenslandica_tr_A0A1X7URD2_A0A1X7URD2_AMPQE tr_A0A1X7URD2_A0A1X7URD2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100636203 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UQY5_A0A1X7UQY5_AMPQE tr_A0A1X7UQY5_A0A1X7UQY5_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_020905082.1 XP_020905082.1 protein-lysine 6-oxidase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910908.1 XP_020910908.1 lysyl oxidase homolog 3A isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910907.1 XP_020910907.1 lysyl oxidase homolog 2A isoform X1 [Exaiptasia diaphana]
OG0000018	Amphimedon_queenslandica_tr_A0A1X7URM7_A0A1X7URM7_AMPQE tr_A0A1X7URM7_A0A1X7URM7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UTD5_A0A1X7UTD5_AMPQE tr_A0A1X7UTD5_A0A1X7UTD5_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T885_A0A1X7T885_AMPQE tr_A0A1X7T885_A0A1X7T885_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UA33_A0A1X7UA33_AMPQE tr_A0A1X7UA33_A0A1X7UA33_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U282_A0A1X7U282_AMPQE tr_A0A1X7U282_A0A1X7U282_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=109585070 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VPG7_A0A1X7VPG7_AMPQE tr_A0A1X7VPG7_A0A1X7VPG7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UF66_A0A1X7UF66_AMPQE tr_A0A1X7UF66_A0A1X7UF66_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VPQ3_A0A1X7VPQ3_AMPQE tr_A0A1X7VPQ3_A0A1X7VPQ3_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VN53_A0A1X7VN53_AMPQE tr_A0A1X7VN53_A0A1X7VN53_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VQS8_A0A1X7VQS8_AMPQE tr_A0A1X7VQS8_A0A1X7VQS8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T6A2_A0A1X7T6A2_AMPQE tr_A0A1X7T6A2_A0A1X7T6A2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7ULL6_A0A1X7ULL6_AMPQE tr_A0A1X7ULL6_A0A1X7ULL6_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T7Q6_A0A1X7T7Q6_AMPQE tr_A0A1X7T7Q6_A0A1X7T7Q6_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V253_A0A1X7V253_AMPQE tr_A0A1X7V253_A0A1X7V253_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U110_A0A1X7U110_AMPQE tr_A0A1X7U110_A0A1X7U110_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U1B7_A0A1X7U1B7_AMPQE tr_A0A1X7U1B7_A0A1X7U1B7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VGH3_A0A1X7VGH3_AMPQE tr_A0A1X7VGH3_A0A1X7VGH3_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100639096 PE=4 SV=1	Exaiptasia_diaphana_XP_020907184.1 XP_020907184.1 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana]
OG0000018	Amphimedon_queenslandica_tr_A0A1X7UHV0_A0A1X7UHV0_AMPQE tr_A0A1X7UHV0_A0A1X7UHV0_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_028518884.1 XP_028518884.1 MAM and LDL-receptor class A domain-containing protein 1 [Exaiptasia diaphana]
OG0000020	Amphimedon_queenslandica_tr_A0A1X7UHR0_A0A1X7UHR0_AMPQE tr_A0A1X7UHR0_A0A1X7UHR0_AMPQE Fibrillar collagen NC1 domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=100638905 PE=4 SV=1	Exaiptasia_diaphana_XP_020906601.1 XP_020906601.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]
OG0000021	Amphimedon_queenslandica_tr_A0A1X7TVZ2_A0A1X7TVZ2_AMPQE tr_A0A1X7TVZ2_A0A1X7TVZ2_AMPQE Thrombomodulin OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_020911424.1 XP_020911424.1 low-density lipoprotein receptor-related protein 4 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911423.1 XP_020911423.1 very low-density lipoprotein receptor isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518014.1 XP_028518014.1 low-density lipoprotein receptor-related protein 4 isoform X3 [Exaiptasia diaphana]
OG0000022	Amphimedon_queenslandica_tr_A0A1X7VQ74_A0A1X7VQ74_AMPQE tr_A0A1X7VQ74_A0A1X7VQ74_AMPQE Annexin OS=Amphimedon queenslandica OX=400682 GN=100638289 PE=3 SV=1	Exaiptasia_diaphana_XP_020904987.1 XP_020904987.1 annexin A5 [Exaiptasia diaphana]
OG0000022	Amphimedon_queenslandica_tr_A0A1X7SGH8_A0A1X7SGH8_AMPQE tr_A0A1X7SGH8_A0A1X7SGH8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100638282 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7V5G7_A0A1X7V5G7_AMPQE tr_A0A1X7V5G7_A0A1X7V5G7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7V673_A0A1X7V673_AMPQE tr_A0A1X7V673_A0A1X7V673_AMPQE Annexin OS=Amphimedon queenslandica OX=400682 GN=100634682 PE=3 SV=1	Exaiptasia_diaphana_XP_020902679.1 XP_020902679.1 annexin A5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902678.1 XP_020902678.1 annexin A5 [Exaiptasia diaphana]
OG0000024	Amphimedon_queenslandica_tr_A0A1X7VFM2_A0A1X7VFM2_AMPQE tr_A0A1X7VFM2_A0A1X7VFM2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100635554 PE=4 SV=1	Exaiptasia_diaphana_XP_028519592.1 XP_028519592.1 zonadhesin-like_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903926.1 XP_020903926.1 equistatin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512983.1 XP_028512983.1 uncharacterized protein LOC110232652 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512982.1 XP_028512982.1 cell death abnormality protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515408.1 XP_028515408.1 uncharacterized protein LOC110240827 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896594.1 XP_020896594.1 equistatin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515409.1 XP_028515409.1 thyroglobulin_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515410.1 XP_028515410.1 thyroglobulin-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902304.1 XP_020902304.1 thyroglobulin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908611.1 XP_020908611.1 WAP_ Kazal_ immunoglobulin_ Kunitz and NTR domain-containing protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517142.1 XP_028517142.1 uncharacterized protein LOC110246567 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902306.1 XP_020902306.1 uncharacterized protein LOC110240830 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909087.1 XP_020909087.1 SPARC-related modular calcium-binding protein 2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901650.1 XP_020901650.1 mucin-2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897812.1 XP_020897812.1 nidogen-2-like_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905524.1 XP_020905524.1 thyroglobulin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905521.1 XP_020905521.1 testican-2 [Exaiptasia diaphana]
OG0000030	Amphimedon_queenslandica_tr_A0A1X7VBP5_A0A1X7VBP5_AMPQE tr_A0A1X7VBP5_A0A1X7VBP5_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=105311941 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SR42_A0A1X7SR42_AMPQE tr_A0A1X7SR42_A0A1X7SR42_AMPQE Peptidase M12B domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V044_A0A1X7V044_AMPQE tr_A0A1X7V044_A0A1X7V044_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_028518433.1 XP_028518433.1 disintegrin and metalloproteinase domain-containing protein 17 [Exaiptasia diaphana]
OG0000030	Amphimedon_queenslandica_tr_A0A1X7U7R3_A0A1X7U7R3_AMPQE tr_A0A1X7U7R3_A0A1X7U7R3_AMPQE Disintegrin domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U550_A0A1X7U550_AMPQE tr_A0A1X7U550_A0A1X7U550_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100632085 PE=4 SV=1	Exaiptasia_diaphana_XP_020898884.1 XP_020898884.1 disintegrin and metalloproteinase domain-containing protein 10 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517814.1 XP_028517814.1 disintegrin and metalloproteinase domain-containing protein 10 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910720.1 XP_020910720.1 disintegrin and metalloproteinase domain-containing protein 10 [Exaiptasia diaphana]
OG0000030	Amphimedon_queenslandica_tr_A0A1X7UAN2_A0A1X7UAN2_AMPQE tr_A0A1X7UAN2_A0A1X7UAN2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=109584186 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7ST77_A0A1X7ST77_AMPQE tr_A0A1X7ST77_A0A1X7ST77_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100641574 PE=4 SV=1	Exaiptasia_diaphana_XP_028519758.1 XP_028519758.1 disintegrin and metalloproteinase domain-containing protein 10_ partial [Exaiptasia diaphana]
OG0000032	Amphimedon_queenslandica_tr_A0A1X7TCP0_A0A1X7TCP0_AMPQE tr_A0A1X7TCP0_A0A1X7TCP0_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T0X2_A0A1X7T0X2_AMPQE tr_A0A1X7T0X2_A0A1X7T0X2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_028518155.1 XP_028518155.1 short-chain collagen C4 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911855.1 XP_020911855.1 short-chain collagen C4 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517847.1 XP_028517847.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916049.1 XP_020916049.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894718.1 XP_020894718.1 uncharacterized protein LOC110233739 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519315.1 XP_028519315.1 short-chain collagen C4-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894719.1 XP_020894719.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913517.1 XP_020913517.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913259.1 XP_020913259.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913293.2 XP_020913293.2 uncharacterized protein LOC110250970 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912364.1 XP_020912364.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913260.1 XP_020913260.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912362.1 XP_020912362.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912360.1 XP_020912360.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913272.1 XP_020913272.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912443.1 XP_020912443.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913304.1 XP_020913304.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912367.2 XP_020912367.2 collagen alpha-5_IV_ chain [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518280.1 XP_028518280.1 short-chain collagen C4 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912358.1 XP_020912358.1 short-chain collagen C4 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518548.1 XP_028518548.1 collagen alpha-1_IV_ chain [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514146.1 XP_028514146.1 short-chain collagen C4-like isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514147.1 XP_028514147.1 short-chain collagen C4-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897699.1 XP_020897699.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897702.1 XP_020897702.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894145.1 XP_020894145.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910589.1 XP_020910589.1 short-chain collagen C4 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910590.1 XP_020910590.1 short-chain collagen C4 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912366.1 XP_020912366.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]
OG0000034	Amphimedon_queenslandica_tr_A0A1X7UWV8_A0A1X7UWV8_AMPQE tr_A0A1X7UWV8_A0A1X7UWV8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=109581856 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VPN4_A0A1X7VPN4_AMPQE tr_A0A1X7VPN4_A0A1X7VPN4_AMPQE Laminin EGF-like domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_020912671.1 XP_020912671.1 attractin-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915954.1 XP_020915954.1 attractin-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916106.1 XP_020916106.1 attractin-like protein 1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916031.1 XP_020916031.1 attractin-like protein 1 isoform X2 [Exaiptasia diaphana]
