Orthogroup	Chordata_Amphioxiformes_Branchiostoma_belcheri	Chordata_Amphioxiformes_Branchiostoma_lanceolatum
OG0000015	Branchiostoma_belcheri_tr_A0A6P4YY88_A0A6P4YY88_BRABE tr|A0A6P4YY88|A0A6P4YY88_BRABE Uncharacterized protein LOC109469670 OS=Branchiostoma belcheri OX=7741 GN=LOC109469670 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0A2I7_A0A8K0A2I7_BRALA tr|A0A8K0A2I7|A0A8K0A2I7_BRALA TECTA protein OS=Branchiostoma lanceolatum OX=7740 GN=TECTA PE=4 SV=1
OG0000015	Branchiostoma_belcheri_tr_A0A6P4ZFP3_A0A6P4ZFP3_BRABE tr|A0A6P4ZFP3|A0A6P4ZFP3_BRABE Uncharacterized protein LOC109476294 OS=Branchiostoma belcheri OX=7741 GN=LOC109476294 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZEQ2_A0A8J9ZEQ2_BRALA tr|A0A8J9ZEQ2|A0A8J9ZEQ2_BRALA OIT3 protein OS=Branchiostoma lanceolatum OX=7740 GN=OIT3 PE=4 SV=1
OG0000015	Branchiostoma_belcheri_tr_A0A6P4ZBF8_A0A6P4ZBF8_BRABE tr|A0A6P4ZBF8|A0A6P4ZBF8_BRABE Uncharacterized protein LOC109477302 OS=Branchiostoma belcheri OX=7741 GN=LOC109477302 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EVP9_A0A8K0EVP9_BRALA tr|A0A8K0EVP9|A0A8K0EVP9_BRALA OIT3 protein OS=Branchiostoma lanceolatum OX=7740 GN=OIT3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EV50_A0A8K0EV50_BRALA tr|A0A8K0EV50|A0A8K0EV50_BRALA OIT3 protein OS=Branchiostoma lanceolatum OX=7740 GN=OIT3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZGY7_A0A8J9ZGY7_BRALA tr|A0A8J9ZGY7|A0A8J9ZGY7_BRALA HSD17B6 protein OS=Branchiostoma lanceolatum OX=7740 GN=HSD17B6 PE=4 SV=1
OG0000015	Branchiostoma_belcheri_tr_A0A6P5A0K8_A0A6P5A0K8_BRABE tr|A0A6P5A0K8|A0A6P5A0K8_BRABE Uncharacterized protein LOC109487337 OS=Branchiostoma belcheri OX=7741 GN=LOC109487337 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9V786_A0A8J9V786_BRALA tr|A0A8J9V786|A0A8J9V786_BRALA CUZD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CUZD1 PE=4 SV=1
OG0000015	Branchiostoma_belcheri_tr_A0A6P4YRQ7_A0A6P4YRQ7_BRABE tr|A0A6P4YRQ7|A0A6P4YRQ7_BRABE Uncharacterized protein LOC109470043 OS=Branchiostoma belcheri OX=7741 GN=LOC109470043 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z5W7_A0A6P4Z5W7_BRABE tr|A0A6P4Z5W7|A0A6P4Z5W7_BRABE Uncharacterized protein LOC109470470 isoform X5 OS=Branchiostoma belcheri OX=7741 GN=LOC109470470 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y7I1_A0A6P4Y7I1_BRABE tr|A0A6P4Y7I1|A0A6P4Y7I1_BRABE Uncharacterized protein LOC109470470 isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109470470 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YTB6_A0A6P4YTB6_BRABE tr|A0A6P4YTB6|A0A6P4YTB6_BRABE Uncharacterized protein LOC109470470 isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109470470 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YKN5_A0A6P4YKN5_BRABE tr|A0A6P4YKN5|A0A6P4YKN5_BRABE Uncharacterized protein LOC109470470 isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109470470 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z1N6_A0A6P4Z1N6_BRABE tr|A0A6P4Z1N6|A0A6P4Z1N6_BRABE Uncharacterized protein LOC109470470 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109470470 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YKN8_A0A6P4YKN8_BRABE tr|A0A6P4YKN8|A0A6P4YKN8_BRABE Uncharacterized protein LOC109470471 OS=Branchiostoma belcheri OX=7741 GN=LOC109470471 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A2A5_A0A6P5A2A5_BRABE tr|A0A6P5A2A5|A0A6P5A2A5_BRABE Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109487763 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9YPJ6_A0A8J9YPJ6_BRALA tr|A0A8J9YPJ6|A0A8J9YPJ6_BRALA CUZD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CUZD1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VSH3_A0A8J9VSH3_BRALA tr|A0A8J9VSH3|A0A8J9VSH3_BRALA OIT3 protein OS=Branchiostoma lanceolatum OX=7740 GN=OIT3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VAL4_A0A8J9VAL4_BRALA tr|A0A8J9VAL4|A0A8J9VAL4_BRALA DMBT1 protein OS=Branchiostoma lanceolatum OX=7740 GN=DMBT1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9WBD5_A0A8J9WBD5_BRALA tr|A0A8J9WBD5|A0A8J9WBD5_BRALA COL14A1 protein OS=Branchiostoma lanceolatum OX=7740 GN=COL14A1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YIZ6_A0A8J9YIZ6_BRALA tr|A0A8J9YIZ6|A0A8J9YIZ6_BRALA OIT3 protein OS=Branchiostoma lanceolatum OX=7740 GN=OIT3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VWU9_A0A8J9VWU9_BRALA tr|A0A8J9VWU9|A0A8J9VWU9_BRALA OIT3 protein OS=Branchiostoma lanceolatum OX=7740 GN=OIT3 PE=4 SV=1
OG0000015	Branchiostoma_belcheri_tr_A0A6P4YGG2_A0A6P4YGG2_BRABE tr|A0A6P4YGG2|A0A6P4YGG2_BRABE Uromodulin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465157 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZEJ2_A0A8J9ZEJ2_BRALA tr|A0A8J9ZEJ2|A0A8J9ZEJ2_BRALA OIT3 protein OS=Branchiostoma lanceolatum OX=7740 GN=OIT3 PE=4 SV=1
OG0000015	Branchiostoma_belcheri_tr_A0A6P4ZWX1_A0A6P4ZWX1_BRABE tr|A0A6P4ZWX1|A0A6P4ZWX1_BRABE Uncharacterized protein LOC109478376 OS=Branchiostoma belcheri OX=7741 GN=LOC109478376 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZG12_A0A8J9ZG12_BRALA tr|A0A8J9ZG12|A0A8J9ZG12_BRALA FBN2 protein OS=Branchiostoma lanceolatum OX=7740 GN=FBN2 PE=4 SV=1
OG0000015	Branchiostoma_belcheri_tr_A0A6P5AKX6_A0A6P5AKX6_BRABE tr|A0A6P5AKX6|A0A6P5AKX6_BRABE Oncoprotein-induced transcript 3 protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109487336 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9VJQ1_A0A8J9VJQ1_BRALA tr|A0A8J9VJQ1|A0A8J9VJQ1_BRALA OIT3 protein OS=Branchiostoma lanceolatum OX=7740 GN=OIT3 PE=4 SV=1
OG0000015	Branchiostoma_belcheri_tr_A0A6P4Z7Q7_A0A6P4Z7Q7_BRABE tr|A0A6P4Z7Q7|A0A6P4Z7Q7_BRABE Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109476236 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A590_A0A6P5A590_BRABE tr|A0A6P5A590|A0A6P5A590_BRABE Uncharacterized protein LOC109479418 OS=Branchiostoma belcheri OX=7741 GN=LOC109479418 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZNT9_A0A6P4ZNT9_BRABE tr|A0A6P4ZNT9|A0A6P4ZNT9_BRABE Uncharacterized protein LOC109476248 OS=Branchiostoma belcheri OX=7741 GN=LOC109476248 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EGU7_A0A8K0EGU7_BRALA tr|A0A8K0EGU7|A0A8K0EGU7_BRALA CUZD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CUZD1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EE67_A0A8K0EE67_BRALA tr|A0A8K0EE67|A0A8K0EE67_BRALA CUZD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CUZD1 PE=4 SV=1
OG0000015	Branchiostoma_belcheri_tr_A0A6P4YUD7_A0A6P4YUD7_BRABE tr|A0A6P4YUD7|A0A6P4YUD7_BRABE Uncharacterized protein LOC109476511 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109476511 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZTW8_A0A6P4ZTW8_BRABE tr|A0A6P4ZTW8|A0A6P4ZTW8_BRABE Uncharacterized protein LOC109476511 isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109476511 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZPZ5_A0A6P4ZPZ5_BRABE tr|A0A6P4ZPZ5|A0A6P4ZPZ5_BRABE ZP domain-containing protein-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109476511 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y8Z5_A0A6P4Y8Z5_BRABE tr|A0A6P4Y8Z5|A0A6P4Y8Z5_BRABE LOW QUALITY PROTEIN_ uncharacterized protein LOC109465776 OS=Branchiostoma belcheri OX=7741 GN=LOC109465776 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EBW5_A0A8K0EBW5_BRALA tr|A0A8K0EBW5|A0A8K0EBW5_BRALA CUZD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CUZD1 PE=4 SV=1
OG0000015	Branchiostoma_belcheri_tr_A0A6P4ZU84_A0A6P4ZU84_BRABE tr|A0A6P4ZU84|A0A6P4ZU84_BRABE Uncharacterized protein LOC109477602 OS=Branchiostoma belcheri OX=7741 GN=LOC109477602 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZDC5_A0A8J9ZDC5_BRALA tr|A0A8J9ZDC5|A0A8J9ZDC5_BRALA CUZD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CUZD1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZCF5_A0A8J9ZCF5_BRALA tr|A0A8J9ZCF5|A0A8J9ZCF5_BRALA MATN2 protein OS=Branchiostoma lanceolatum OX=7740 GN=MATN2 PE=4 SV=1
OG0000015	Branchiostoma_belcheri_tr_A0A6P4XCV1_A0A6P4XCV1_BRABE tr|A0A6P4XCV1|A0A6P4XCV1_BRABE Uncharacterized protein LOC109462269 OS=Branchiostoma belcheri OX=7741 GN=LOC109462269 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9VUQ8_A0A8J9VUQ8_BRALA tr|A0A8J9VUQ8|A0A8J9VUQ8_BRALA OIT3 protein OS=Branchiostoma lanceolatum OX=7740 GN=OIT3 PE=4 SV=1
OG0000015	Branchiostoma_belcheri_tr_A0A6P4XUY1_A0A6P4XUY1_BRABE tr|A0A6P4XUY1|A0A6P4XUY1_BRABE Uncharacterized protein LOC109462332 OS=Branchiostoma belcheri OX=7741 GN=LOC109462332 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0E5P6_A0A8K0E5P6_BRALA tr|A0A8K0E5P6|A0A8K0E5P6_BRALA CUZD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CUZD1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0E3M7_A0A8K0E3M7_BRALA tr|A0A8K0E3M7|A0A8K0E3M7_BRALA CUZD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CUZD1 PE=4 SV=1
OG0000015	Branchiostoma_belcheri_tr_A0A6P4XZJ5_A0A6P4XZJ5_BRABE tr|A0A6P4XZJ5|A0A6P4XZJ5_BRABE CUB and zona pellucida-like domain-containing protein 1 OS=Branchiostoma belcheri OX=7741 GN=LOC109468249 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EKS0_A0A8K0EKS0_BRALA tr|A0A8K0EKS0|A0A8K0EKS0_BRALA CUZD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CUZD1 PE=4 SV=1
OG0000015	Branchiostoma_belcheri_tr_A0A6P4YF61_A0A6P4YF61_BRABE tr|A0A6P4YF61|A0A6P4YF61_BRABE Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109472523 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9VSI0_A0A8J9VSI0_BRALA tr|A0A8J9VSI0|A0A8J9VSI0_BRALA OIT3 protein OS=Branchiostoma lanceolatum OX=7740 GN=OIT3 PE=4 SV=1
OG0000016	Branchiostoma_belcheri_tr_A0A6P4YKL6_A0A6P4YKL6_BRABE tr|A0A6P4YKL6|A0A6P4YKL6_BRABE Stromelysin-3-like OS=Branchiostoma belcheri OX=7741 GN=LOC109468435 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9YPM7_A0A8J9YPM7_BRALA tr|A0A8J9YPM7|A0A8J9YPM7_BRALA MMP16 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP16 PE=3 SV=1
OG0000016	Branchiostoma_belcheri_tr_A0A6P4YKA0_A0A6P4YKA0_BRABE tr|A0A6P4YKA0|A0A6P4YKA0_BRABE Uncharacterized protein LOC109474118 OS=Branchiostoma belcheri OX=7741 GN=LOC109474118 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0E6T1_A0A8K0E6T1_BRALA tr|A0A8K0E6T1|A0A8K0E6T1_BRALA MMP24 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP24 PE=3 SV=1
OG0000016	Branchiostoma_belcheri_tr_A0A6P5AS74_A0A6P5AS74_BRABE tr|A0A6P5AS74|A0A6P5AS74_BRABE Matrix metalloproteinase-24-like OS=Branchiostoma belcheri OX=7741 GN=LOC109485606 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9VW42_A0A8J9VW42_BRALA tr|A0A8J9VW42|A0A8J9VW42_BRALA MMP24 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP24 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VFS6_A0A8J9VFS6_BRALA tr|A0A8J9VFS6|A0A8J9VFS6_BRALA MMP24 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP24 PE=3 SV=1
OG0000016	Branchiostoma_belcheri_tr_A0A6P5AP26_A0A6P5AP26_BRABE tr|A0A6P5AP26|A0A6P5AP26_BRABE 72 kDa type IV collagenase-like OS=Branchiostoma belcheri OX=7741 GN=LOC109485597 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9VBF5_A0A8J9VBF5_BRALA tr|A0A8J9VBF5|A0A8J9VBF5_BRALA MMP24 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP24 PE=3 SV=1
OG0000016	Branchiostoma_belcheri_tr_A0A6P4ZGC8_A0A6P4ZGC8_BRABE tr|A0A6P4ZGC8|A0A6P4ZGC8_BRABE 72 kDa type IV collagenase-like OS=Branchiostoma belcheri OX=7741 GN=LOC109474289 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EAV4_A0A8K0EAV4_BRALA tr|A0A8K0EAV4|A0A8K0EAV4_BRALA MMP14 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP14 PE=3 SV=1
OG0000016	Branchiostoma_belcheri_tr_A0A6P4XC81_A0A6P4XC81_BRABE tr|A0A6P4XC81|A0A6P4XC81_BRABE Matrix metalloproteinase-17-like OS=Branchiostoma belcheri OX=7741 GN=LOC109462072 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9YMB7_A0A8J9YMB7_BRALA tr|A0A8J9YMB7|A0A8J9YMB7_BRALA MMP16 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP16 PE=3 SV=1
OG0000016	Branchiostoma_belcheri_tr_A0A6P4YQH5_A0A6P4YQH5_BRABE tr|A0A6P4YQH5|A0A6P4YQH5_BRABE Matrix metalloproteinase-24-like OS=Branchiostoma belcheri OX=7741 GN=LOC109467406 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9V8Y9_A0A8J9V8Y9_BRALA tr|A0A8J9V8Y9|A0A8J9V8Y9_BRALA MMP24 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP24 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VUB2_A0A8J9VUB2_BRALA tr|A0A8J9VUB2|A0A8J9VUB2_BRALA MMP24 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP24 PE=3 SV=1
OG0000016	Branchiostoma_belcheri_tr_A0A6P4XPD3_A0A6P4XPD3_BRABE tr|A0A6P4XPD3|A0A6P4XPD3_BRABE Matrix metalloproteinase-19-like OS=Branchiostoma belcheri OX=7741 GN=LOC109461895 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZAH3_A0A8J9ZAH3_BRALA tr|A0A8J9ZAH3|A0A8J9ZAH3_BRALA MMP14 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP14 PE=3 SV=1
OG0000016	Branchiostoma_belcheri_tr_A0A6P4XUR8_A0A6P4XUR8_BRABE tr|A0A6P4XUR8|A0A6P4XUR8_BRABE Matrix metalloproteinase-2-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109462286 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9VE48_A0A8J9VE48_BRALA tr|A0A8J9VE48|A0A8J9VE48_BRALA MMP19 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP19 PE=3 SV=1
OG0000016	Branchiostoma_belcheri_tr_A0A6P4Y1C2_A0A6P4Y1C2_BRABE tr|A0A6P4Y1C2|A0A6P4Y1C2_BRABE Matrix metalloproteinase-17-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109465428 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9Z8P3_A0A8J9Z8P3_BRALA tr|A0A8J9Z8P3|A0A8J9Z8P3_BRALA MMP17 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP17 PE=3 SV=1
OG0000016	Branchiostoma_belcheri_tr_A0A6P4XNK9_A0A6P4XNK9_BRABE tr|A0A6P4XNK9|A0A6P4XNK9_BRABE Matrix metalloproteinase-19-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465429 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9Z7A2_A0A8J9Z7A2_BRALA tr|A0A8J9Z7A2|A0A8J9Z7A2_BRALA MMP19 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP19 PE=3 SV=1
OG0000016	Branchiostoma_belcheri_tr_A0A6P4Z3B6_A0A6P4Z3B6_BRABE tr|A0A6P4Z3B6|A0A6P4Z3B6_BRABE Stromelysin-3-like OS=Branchiostoma belcheri OX=7741 GN=LOC109470909 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EQU1_A0A8K0EQU1_BRALA tr|A0A8K0EQU1|A0A8K0EQU1_BRALA MMP19 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP19 PE=3 SV=1
OG0000016	Branchiostoma_belcheri_tr_A0A6P5AI12_A0A6P5AI12_BRABE tr|A0A6P5AI12|A0A6P5AI12_BRABE Stromelysin-1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109486532 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YK11_A0A6P4YK11_BRABE tr|A0A6P4YK11|A0A6P4YK11_BRABE Stromelysin-1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109468271 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9YQR8_A0A8J9YQR8_BRALA tr|A0A8J9YQR8|A0A8J9YQR8_BRALA MMP16 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP16 PE=3 SV=1
OG0000016	Branchiostoma_belcheri_tr_A0A6P4YFY0_A0A6P4YFY0_BRABE tr|A0A6P4YFY0|A0A6P4YFY0_BRABE Matrix metalloproteinase-14-like OS=Branchiostoma belcheri OX=7741 GN=LOC109467376 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9WDS2_A0A8J9WDS2_BRALA tr|A0A8J9WDS2|A0A8J9WDS2_BRALA MMP16 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP16 PE=3 SV=1
OG0000016	Branchiostoma_belcheri_tr_A0A6P5A7P8_A0A6P5A7P8_BRABE tr|A0A6P5A7P8|A0A6P5A7P8_BRABE Matrix metalloproteinase-16-like OS=Branchiostoma belcheri OX=7741 GN=LOC109480028 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9W825_A0A8J9W825_BRALA tr|A0A8J9W825|A0A8J9W825_BRALA MMP16 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP16 PE=3 SV=1
OG0000016	Branchiostoma_belcheri_tr_A0A6P4ZXR3_A0A6P4ZXR3_BRABE tr|A0A6P4ZXR3|A0A6P4ZXR3_BRABE Matrix metalloproteinase-14-like OS=Branchiostoma belcheri OX=7741 GN=LOC109480908 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZF36_A0A8J9ZF36_BRALA tr|A0A8J9ZF36|A0A8J9ZF36_BRALA MMP14 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP14 PE=3 SV=1
OG0000016	Branchiostoma_belcheri_tr_A0A6P4Z5Z2_A0A6P4Z5Z2_BRABE tr|A0A6P4Z5Z2|A0A6P4Z5Z2_BRABE Matrix metalloproteinase-14-like OS=Branchiostoma belcheri OX=7741 GN=LOC109479373 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0A9I5_A0A8K0A9I5_BRALA tr|A0A8K0A9I5|A0A8K0A9I5_BRALA MMP14 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP14 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AB31_A0A8K0AB31_BRALA tr|A0A8K0AB31|A0A8K0AB31_BRALA MMP14 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP14 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0F1P3_A0A8K0F1P3_BRALA tr|A0A8K0F1P3|A0A8K0F1P3_BRALA MMP14 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP14 PE=3 SV=1
OG0000016	Branchiostoma_belcheri_tr_A0A6P4ZKT6_A0A6P4ZKT6_BRABE tr|A0A6P4ZKT6|A0A6P4ZKT6_BRABE Stromelysin-2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109483262 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0AEQ2_A0A8K0AEQ2_BRALA tr|A0A8K0AEQ2|A0A8K0AEQ2_BRALA MMP1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP1 PE=3 SV=1
OG0000016	Branchiostoma_belcheri_tr_A0A6P4Z8R5_A0A6P4Z8R5_BRABE tr|A0A6P4Z8R5|A0A6P4Z8R5_BRABE Matrix metalloproteinase-9-like OS=Branchiostoma belcheri OX=7741 GN=LOC109474420 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9YSC3_A0A8J9YSC3_BRALA tr|A0A8J9YSC3|A0A8J9YSC3_BRALA MMP1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP1 PE=3 SV=1
OG0000016	Branchiostoma_belcheri_tr_A0A6P4Y5L7_A0A6P4Y5L7_BRABE tr|A0A6P4Y5L7|A0A6P4Y5L7_BRABE Uncharacterized protein LOC109461959 OS=Branchiostoma belcheri OX=7741 GN=LOC109461959 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EZV9_A0A8K0EZV9_BRALA tr|A0A8K0EZV9|A0A8K0EZV9_BRALA MMP12 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP12 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AHE5_A0A8K0AHE5_BRALA tr|A0A8K0AHE5|A0A8K0AHE5_BRALA MMP12 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP12 PE=3 SV=1
OG0000016	Branchiostoma_belcheri_tr_A0A6P4XTS6_A0A6P4XTS6_BRABE tr|A0A6P4XTS6|A0A6P4XTS6_BRABE Matrix metalloproteinase-18-like OS=Branchiostoma belcheri OX=7741 GN=LOC109462004 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0ACF2_A0A8K0ACF2_BRALA tr|A0A8K0ACF2|A0A8K0ACF2_BRALA TTC28 protein OS=Branchiostoma lanceolatum OX=7740 GN=TTC28 PE=3 SV=1
OG0000017	Branchiostoma_belcheri_tr_A0A6P5A1I7_A0A6P5A1I7_BRABE tr|A0A6P5A1I7|A0A6P5A1I7_BRABE Leukocyte elastase inhibitor-like OS=Branchiostoma belcheri OX=7741 GN=LOC109484352 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EZS5_A0A8K0EZS5_BRALA tr|A0A8K0EZS5|A0A8K0EZS5_BRALA SERPINB2 protein OS=Branchiostoma lanceolatum OX=7740 GN=SERPINB2 PE=3 SV=1
OG0000017	Branchiostoma_belcheri_tr_A0A6P5A2K2_A0A6P5A2K2_BRABE tr|A0A6P5A2K2|A0A6P5A2K2_BRABE Leukocyte elastase inhibitor-like OS=Branchiostoma belcheri OX=7741 GN=LOC109484661 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0ADT3_A0A8K0ADT3_BRALA tr|A0A8K0ADT3|A0A8K0ADT3_BRALA SERPINC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=SERPINC1 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AH49_A0A8K0AH49_BRALA tr|A0A8K0AH49|A0A8K0AH49_BRALA SERPINC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=SERPINC1 PE=3 SV=1
OG0000017	Branchiostoma_belcheri_tr_A0A6P4XY05_A0A6P4XY05_BRABE tr|A0A6P4XY05|A0A6P4XY05_BRABE Leukocyte elastase inhibitor-like OS=Branchiostoma belcheri OX=7741 GN=LOC109464458 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9YZD2_A0A8J9YZD2_BRALA tr|A0A8J9YZD2|A0A8J9YZD2_BRALA SERPINB9 protein OS=Branchiostoma lanceolatum OX=7740 GN=SERPINB9 PE=3 SV=1
