Orthogroup	Chordata_Amphioxiformes_Branchiostoma_lanceolatum	Chordata_Amphioxiformes_Branchiostoma_floridae
OG0000005	Branchiostoma_lanceolatum_tr_A0A8K0EKE1_A0A8K0EKE1_BRALA tr|A0A8K0EKE1|A0A8K0EKE1_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=ASTL PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7L064_A0A9J7L064_BRAFL tr|A0A9J7L064|A0A9J7L064_BRAFL Metalloendopeptidase OS=Branchiostoma floridae OX=7739 GN=LOC118414064 PE=4 SV=1
OG0000005	Branchiostoma_lanceolatum_tr_A0A8J9ZKZ1_A0A8J9ZKZ1_BRALA tr|A0A8J9ZKZ1|A0A8J9ZKZ1_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=MEP1B PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZL33_A0A8J9ZL33_BRALA tr|A0A8J9ZL33|A0A8J9ZL33_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=MEP1B PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7L082_A0A9J7L082_BRAFL tr|A0A9J7L082|A0A9J7L082_BRAFL Metalloendopeptidase OS=Branchiostoma floridae OX=7739 GN=LOC118414062 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L0G2_A0A9J7L0G2_BRAFL tr|A0A9J7L0G2|A0A9J7L0G2_BRAFL Metalloendopeptidase OS=Branchiostoma floridae OX=7739 GN=LOC118414059 PE=4 SV=1
OG0000005	Branchiostoma_lanceolatum_tr_A0A8J9ZNZ0_A0A8J9ZNZ0_BRALA tr|A0A8J9ZNZ0|A0A8J9ZNZ0_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=ASTL PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7MNW8_A0A9J7MNW8_BRAFL tr|A0A9J7MNW8|A0A9J7MNW8_BRAFL Metalloendopeptidase OS=Branchiostoma floridae OX=7739 GN=LOC118414053 PE=4 SV=1
OG0000005	Branchiostoma_lanceolatum_tr_A0A8K0EMG7_A0A8K0EMG7_BRALA tr|A0A8K0EMG7|A0A8K0EMG7_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=MEP1A PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7MM76_A0A9J7MM76_BRAFL tr|A0A9J7MM76|A0A9J7MM76_BRAFL Metalloendopeptidase OS=Branchiostoma floridae OX=7739 GN=LOC118413603 PE=4 SV=1
OG0000005	Branchiostoma_lanceolatum_tr_A0A8J9ZLZ2_A0A8J9ZLZ2_BRALA tr|A0A8J9ZLZ2|A0A8J9ZLZ2_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=BMP1 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7L1A2_A0A9J7L1A2_BRAFL tr|A0A9J7L1A2|A0A9J7L1A2_BRAFL Metalloendopeptidase OS=Branchiostoma floridae OX=7739 GN=LOC118414260 PE=4 SV=1
OG0000005	Branchiostoma_lanceolatum_tr_A0A8J9ZN37_A0A8J9ZN37_BRALA tr|A0A8J9ZN37|A0A8J9ZN37_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=TLL1 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7LVU0_A0A9J7LVU0_BRAFL tr|A0A9J7LVU0|A0A9J7LVU0_BRAFL Metalloendopeptidase OS=Branchiostoma floridae OX=7739 GN=LOC118425341 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L134_A0A9J7L134_BRAFL tr|A0A9J7L134|A0A9J7L134_BRAFL Metalloendopeptidase OS=Branchiostoma floridae OX=7739 GN=LOC118414199 PE=4 SV=1
OG0000006	Branchiostoma_lanceolatum_tr_A0A8K0ER66_A0A8K0ER66_BRALA tr|A0A8K0ER66|A0A8K0ER66_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ETY5_A0A8K0ETY5_BRALA tr|A0A8K0ETY5|A0A8K0ETY5_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7KNB9_A0A9J7KNB9_BRAFL tr|A0A9J7KNB9|A0A9J7KNB9_BRAFL Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118409907 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MGV2_A0A9J7MGV2_BRAFL tr|A0A9J7MGV2|A0A9J7MGV2_BRAFL Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118409907 PE=4 SV=1
OG0000006	Branchiostoma_lanceolatum_tr_A0A8K0EYB5_A0A8K0EYB5_BRALA tr|A0A8K0EYB5|A0A8K0EYB5_BRALA CSMD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AAR1_A0A8K0AAR1_BRALA tr|A0A8K0AAR1|A0A8K0AAR1_BRALA CSMD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD1 PE=3 SV=1	Branchiostoma_floridae_tr_A0A9J7LK30_A0A9J7LK30_BRAFL tr|A0A9J7LK30|A0A9J7LK30_BRAFL Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118420753 PE=3 SV=1
OG0000006	Branchiostoma_lanceolatum_tr_A0A8K0F1W0_A0A8K0F1W0_BRALA tr|A0A8K0F1W0|A0A8K0F1W0_BRALA CSMD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EW27_A0A8K0EW27_BRALA tr|A0A8K0EW27|A0A8K0EW27_BRALA CSMD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD1 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7MW40_A0A9J7MW40_BRAFL tr|A0A9J7MW40|A0A9J7MW40_BRAFL Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118420751 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LKV5_A0A9J7LKV5_BRAFL tr|A0A9J7LKV5|A0A9J7LKV5_BRAFL Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118420751 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MYR7_A0A9J7MYR7_BRAFL tr|A0A9J7MYR7|A0A9J7MYR7_BRAFL Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118420751 PE=4 SV=1
OG0000006	Branchiostoma_lanceolatum_tr_A0A8J9ZPJ2_A0A8J9ZPJ2_BRALA tr|A0A8J9ZPJ2|A0A8J9ZPJ2_BRALA LRP6 protein OS=Branchiostoma lanceolatum OX=7740 GN=LRP6 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7KZG7_A0A9J7KZG7_BRAFL tr|A0A9J7KZG7|A0A9J7KZG7_BRAFL E-selectin-like OS=Branchiostoma floridae OX=7739 GN=LOC118413628 PE=4 SV=1
OG0000006	Branchiostoma_lanceolatum_tr_A0A8J9ZFZ0_A0A8J9ZFZ0_BRALA tr|A0A8J9ZFZ0|A0A8J9ZFZ0_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZDV2_A0A8J9ZDV2_BRALA tr|A0A8J9ZDV2|A0A8J9ZDV2_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZFM0_A0A8J9ZFM0_BRALA tr|A0A8J9ZFM0|A0A8J9ZFM0_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZF30_A0A8J9ZF30_BRALA tr|A0A8J9ZF30|A0A8J9ZF30_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZE57_A0A8J9ZE57_BRALA tr|A0A8J9ZE57|A0A8J9ZE57_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZDV6_A0A8J9ZDV6_BRALA tr|A0A8J9ZDV6|A0A8J9ZDV6_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7MHE1_A0A9J7MHE1_BRAFL tr|A0A9J7MHE1|A0A9J7MHE1_BRAFL CUB and sushi domain-containing protein 3-like OS=Branchiostoma floridae OX=7739 GN=LOC118410166 PE=4 SV=1
OG0000006	Branchiostoma_lanceolatum_tr_A0A8J9ZGP9_A0A8J9ZGP9_BRALA tr|A0A8J9ZGP9|A0A8J9ZGP9_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7KV98_A0A9J7KV98_BRAFL tr|A0A9J7KV98|A0A9J7KV98_BRAFL P-selectin-like OS=Branchiostoma floridae OX=7739 GN=LOC118412400 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HS91_A0A9J7HS91_BRAFL tr|A0A9J7HS91|A0A9J7HS91_BRAFL Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118408065 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MER0_A0A9J7MER0_BRAFL tr|A0A9J7MER0|A0A9J7MER0_BRAFL Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118431547 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KRY7_A0A9J7KRY7_BRAFL tr|A0A9J7KRY7|A0A9J7KRY7_BRAFL P-selectin-like OS=Branchiostoma floridae OX=7739 GN=LOC118411136 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MIY7_A0A9J7MIY7_BRAFL tr|A0A9J7MIY7|A0A9J7MIY7_BRAFL E-selectin-like OS=Branchiostoma floridae OX=7739 GN=LOC118411127 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HSJ9_A0A9J7HSJ9_BRAFL tr|A0A9J7HSJ9|A0A9J7HSJ9_BRAFL P-selectin-like OS=Branchiostoma floridae OX=7739 GN=LOC118408067 PE=4 SV=1
OG0000006	Branchiostoma_lanceolatum_tr_A0A8J9Z5W7_A0A8J9Z5W7_BRALA tr|A0A8J9Z5W7|A0A8J9Z5W7_BRALA SELP protein OS=Branchiostoma lanceolatum OX=7740 GN=SELP PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EG77_A0A8K0EG77_BRALA tr|A0A8K0EG77|A0A8K0EG77_BRALA SELP protein OS=Branchiostoma lanceolatum OX=7740 GN=SELP PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EDH1_A0A8K0EDH1_BRALA tr|A0A8K0EDH1|A0A8K0EDH1_BRALA SELP protein OS=Branchiostoma lanceolatum OX=7740 GN=SELP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZCP3_A0A8J9ZCP3_BRALA tr|A0A8J9ZCP3|A0A8J9ZCP3_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7KSP2_A0A9J7KSP2_BRAFL tr|A0A9J7KSP2|A0A9J7KSP2_BRAFL P-selectin-like OS=Branchiostoma floridae OX=7739 GN=LOC118411155 PE=3 SV=1
OG0000006	Branchiostoma_lanceolatum_tr_A0A8K0A9U4_A0A8K0A9U4_BRALA tr|A0A8K0A9U4|A0A8K0A9U4_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ABE6_A0A8K0ABE6_BRALA tr|A0A8K0ABE6|A0A8K0ABE6_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0F1M8_A0A8K0F1M8_BRALA tr|A0A8K0F1M8|A0A8K0F1M8_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A979_A0A8K0A979_BRALA tr|A0A8K0A979|A0A8K0A979_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AAY7_A0A8K0AAY7_BRALA tr|A0A8K0AAY7|A0A8K0AAY7_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A8N2_A0A8K0A8N2_BRALA tr|A0A8K0A8N2|A0A8K0A8N2_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ACC6_A0A8K0ACC6_BRALA tr|A0A8K0ACC6|A0A8K0ACC6_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AAP4_A0A8K0AAP4_BRALA tr|A0A8K0AAP4|A0A8K0AAP4_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AER0_A0A8K0AER0_BRALA tr|A0A8K0AER0|A0A8K0AER0_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0F267_A0A8K0F267_BRALA tr|A0A8K0F267|A0A8K0F267_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EZ40_A0A8K0EZ40_BRALA tr|A0A8K0EZ40|A0A8K0EZ40_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7LJZ9_A0A9J7LJZ9_BRAFL tr|A0A9J7LJZ9|A0A9J7LJZ9_BRAFL Macrophage mannose receptor 1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118420464 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MYA5_A0A9J7MYA5_BRAFL tr|A0A9J7MYA5|A0A9J7MYA5_BRAFL Macrophage mannose receptor 1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118420464 PE=4 SV=1
OG0000006	Branchiostoma_lanceolatum_tr_A0A8K0EWE6_A0A8K0EWE6_BRALA tr|A0A8K0EWE6|A0A8K0EWE6_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7HMT6_A0A9J7HMT6_BRAFL tr|A0A9J7HMT6|A0A9J7HMT6_BRAFL CUB and sushi domain-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118406502 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HPM3_A0A9J7HPM3_BRAFL tr|A0A9J7HPM3|A0A9J7HPM3_BRAFL P-selectin-like OS=Branchiostoma floridae OX=7739 GN=LOC118407201 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LY15_A0A9J7LY15_BRAFL tr|A0A9J7LY15|A0A9J7LY15_BRAFL CUB and sushi domain-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118426254 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HPU5_A0A9J7HPU5_BRAFL tr|A0A9J7HPU5|A0A9J7HPU5_BRAFL Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118407202 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HF75_A0A9J7HF75_BRAFL tr|A0A9J7HF75|A0A9J7HF75_BRAFL Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118403519 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LZ28_A0A9J7LZ28_BRAFL tr|A0A9J7LZ28|A0A9J7LZ28_BRAFL P-selectin-like OS=Branchiostoma floridae OX=7739 GN=LOC118426255 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LWV3_A0A9J7LWV3_BRAFL tr|A0A9J7LWV3|A0A9J7LWV3_BRAFL CUB and sushi domain-containing protein 3-like OS=Branchiostoma floridae OX=7739 GN=LOC118425331 PE=4 SV=1
OG0000006	Branchiostoma_lanceolatum_tr_A0A8K0EC61_A0A8K0EC61_BRALA tr|A0A8K0EC61|A0A8K0EC61_BRALA EGF protein OS=Branchiostoma lanceolatum OX=7740 GN=EGF PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZBH7_A0A8J9ZBH7_BRALA tr|A0A8J9ZBH7|A0A8J9ZBH7_BRALA CSMD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD1 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EGF0_A0A8K0EGF0_BRALA tr|A0A8K0EGF0|A0A8K0EGF0_BRALA CSMD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD1 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EAS3_A0A8K0EAS3_BRALA tr|A0A8K0EAS3|A0A8K0EAS3_BRALA FBLN1 protein OS=Branchiostoma lanceolatum OX=7740 GN=FBLN1 PE=3 SV=1	Branchiostoma_floridae_tr_A0A9J7HMS0_A0A9J7HMS0_BRAFL tr|A0A9J7HMS0|A0A9J7HMS0_BRAFL Uncharacterized protein LOC118406514 OS=Branchiostoma floridae OX=7739 GN=LOC118406514 PE=3 SV=1
OG0000006	Branchiostoma_lanceolatum_tr_A0A8K0EFL6_A0A8K0EFL6_BRALA tr|A0A8K0EFL6|A0A8K0EFL6_BRALA CSMD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD1 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7KFR9_A0A9J7KFR9_BRAFL tr|A0A9J7KFR9|A0A9J7KFR9_BRAFL Limulus clotting factor C-like OS=Branchiostoma floridae OX=7739 GN=LOC118405437 PE=4 SV=1
OG0000006	Branchiostoma_lanceolatum_tr_A0A8J9Z8U5_A0A8J9Z8U5_BRALA tr|A0A8J9Z8U5|A0A8J9Z8U5_BRALA SELP protein OS=Branchiostoma lanceolatum OX=7740 GN=SELP PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7KIM8_A0A9J7KIM8_BRAFL tr|A0A9J7KIM8|A0A9J7KIM8_BRAFL P-selectin-like OS=Branchiostoma floridae OX=7739 GN=LOC118405432 PE=4 SV=1
OG0000006	Branchiostoma_lanceolatum_tr_A0A8K0EY55_A0A8K0EY55_BRALA tr|A0A8K0EY55|A0A8K0EY55_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ESW0_A0A8K0ESW0_BRALA tr|A0A8K0ESW0|A0A8K0ESW0_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EVE3_A0A8K0EVE3_BRALA tr|A0A8K0EVE3|A0A8K0EVE3_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=3 SV=1	Branchiostoma_floridae_tr_A0A9J7MV96_A0A9J7MV96_BRAFL tr|A0A9J7MV96|A0A9J7MV96_BRAFL Uncharacterized protein LOC118420010 OS=Branchiostoma floridae OX=7739 GN=LOC118420010 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MXU5_A0A9J7MXU5_BRAFL tr|A0A9J7MXU5|A0A9J7MXU5_BRAFL Polycystic kidney disease protein 1-like 2 OS=Branchiostoma floridae OX=7739 GN=LOC118420012 PE=3 SV=1
OG0000006	Branchiostoma_lanceolatum_tr_A0A8J9ZV24_A0A8J9ZV24_BRALA tr|A0A8J9ZV24|A0A8J9ZV24_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7M7F2_A0A9J7M7F2_BRAFL tr|A0A9J7M7F2|A0A9J7M7F2_BRAFL Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118428780 PE=4 SV=1
OG0000006	Branchiostoma_lanceolatum_tr_A0A8J9ZTF1_A0A8J9ZTF1_BRALA tr|A0A8J9ZTF1|A0A8J9ZTF1_BRALA CSMD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD1 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7KY86_A0A9J7KY86_BRAFL tr|A0A9J7KY86|A0A9J7KY86_BRAFL Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118413316 PE=4 SV=1
OG0000006	Branchiostoma_lanceolatum_tr_A0A8J9ZTW0_A0A8J9ZTW0_BRALA tr|A0A8J9ZTW0|A0A8J9ZTW0_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=3 SV=1	Branchiostoma_floridae_tr_A0A9J7L7J2_A0A9J7L7J2_BRAFL tr|A0A9J7L7J2|A0A9J7L7J2_BRAFL Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118416568 PE=4 SV=1
OG0000006	Branchiostoma_lanceolatum_tr_A0A8J9ZSC9_A0A8J9ZSC9_BRALA tr|A0A8J9ZSC9|A0A8J9ZSC9_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7N696_A0A9J7N696_BRAFL tr|A0A9J7N696|A0A9J7N696_BRAFL Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118428773 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M556_A0A9J7M556_BRAFL tr|A0A9J7M556|A0A9J7M556_BRAFL Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118428805 PE=4 SV=1
OG0000006	Branchiostoma_lanceolatum_tr_A0A8J9VRI2_A0A8J9VRI2_BRALA tr|A0A8J9VRI2|A0A8J9VRI2_BRALA CSMD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VG26_A0A8J9VG26_BRALA tr|A0A8J9VG26|A0A8J9VG26_BRALA CSMD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD1 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7K7P1_A0A9J7K7P1_BRAFL tr|A0A9J7K7P1|A0A9J7K7P1_BRAFL CUB and sushi domain-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118404868 PE=4 SV=1
OG0000006	Branchiostoma_lanceolatum_tr_A0A8J9ZUB7_A0A8J9ZUB7_BRALA tr|A0A8J9ZUB7|A0A8J9ZUB7_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=3 SV=1	Branchiostoma_floridae_tr_A0A9J7L2S6_A0A9J7L2S6_BRAFL tr|A0A9J7L2S6|A0A9J7L2S6_BRAFL CUB and sushi domain-containing protein 3-like OS=Branchiostoma floridae OX=7739 GN=LOC118414871 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L545_A0A9J7L545_BRAFL tr|A0A9J7L545|A0A9J7L545_BRAFL Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118415264 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L3G4_A0A9J7L3G4_BRAFL tr|A0A9J7L3G4|A0A9J7L3G4_BRAFL Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118415113 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L4C7_A0A9J7L4C7_BRAFL tr|A0A9J7L4C7|A0A9J7L4C7_BRAFL CUB and sushi domain-containing protein 3-like OS=Branchiostoma floridae OX=7739 GN=LOC118415013 PE=4 SV=1
OG0000006	Branchiostoma_lanceolatum_tr_A0A8J9VJZ0_A0A8J9VJZ0_BRALA tr|A0A8J9VJZ0|A0A8J9VJZ0_BRALA CSMD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VYR9_A0A8J9VYR9_BRALA tr|A0A8J9VYR9|A0A8J9VYR9_BRALA CSMD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD1 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7MWR3_A0A9J7MWR3_BRAFL tr|A0A9J7MWR3|A0A9J7MWR3_BRAFL Sushi repeat-containing protein SRPX2-like OS=Branchiostoma floridae OX=7739 GN=LOC118420224 PE=4 SV=1
OG0000006	Branchiostoma_lanceolatum_tr_A0A8J9ZEM3_A0A8J9ZEM3_BRALA tr|A0A8J9ZEM3|A0A8J9ZEM3_BRALA CSMD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZEY3_A0A8J9ZEY3_BRALA tr|A0A8J9ZEY3|A0A8J9ZEY3_BRALA CSMD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD1 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7KIJ1_A0A9J7KIJ1_BRAFL tr|A0A9J7KIJ1|A0A9J7KIJ1_BRAFL CUB and sushi domain-containing protein 3-like OS=Branchiostoma floridae OX=7739 GN=LOC118408392 PE=4 SV=1
OG0000006	Branchiostoma_lanceolatum_tr_A0A8K0F0H0_A0A8K0F0H0_BRALA tr|A0A8K0F0H0|A0A8K0F0H0_BRALA CSMD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD1 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7N7W3_A0A9J7N7W3_BRAFL tr|A0A9J7N7W3|A0A9J7N7W3_BRAFL CUB and sushi domain-containing protein 3-like OS=Branchiostoma floridae OX=7739 GN=LOC118428523 PE=4 SV=1
