Orthogroup	Chordata_Vertebrata_Mus_musculus	Insecta_Diptera_Drosophila_melanogaster
OG0000014	Mus_musculus_sp_Q80T21_ATL4_MOUSE sp_Q80T21_ATL4_MOUSE ADAMTS-like protein 4 OS=Mus musculus OX=10090 GN=Adamtsl4 PE=2 SV=1, Mus_musculus_sp_Q3UTY6_THSD4_MOUSE sp_Q3UTY6_THSD4_MOUSE Thrombospondin type-1 domain-containing protein 4 OS=Mus musculus OX=10090 GN=Thsd4 PE=1 SV=2	Drosophila_melanogaster_tr_Q9VKV3_Q9VKV3_DROME tr|Q9VKV3|Q9VKV3_DROME Lonely heart_ isoform A OS=Drosophila melanogaster OX=7227 GN=loh PE=4 SV=3, Drosophila_melanogaster_tr_Q8MSF8_Q8MSF8_DROME tr|Q8MSF8|Q8MSF8_DROME GM15606p OS=Drosophila melanogaster OX=7227 GN=loh PE=2 SV=1, Drosophila_melanogaster_tr_E1JHE3_E1JHE3_DROME tr|E1JHE3|E1JHE3_DROME Lonely heart_ isoform D OS=Drosophila melanogaster OX=7227 GN=loh PE=4 SV=2, Drosophila_melanogaster_tr_M9MRI1_M9MRI1_DROME tr|M9MRI1|M9MRI1_DROME Lonely heart_ isoform C OS=Drosophila melanogaster OX=7227 GN=loh PE=4 SV=1
OG0000014	Mus_musculus_sp_Q8BLI0_ATL1_MOUSE sp_Q8BLI0_ATL1_MOUSE ADAMTS-like protein 1 OS=Mus musculus OX=10090 GN=Adamtsl1 PE=2 SV=2	Drosophila_melanogaster_tr_E1JHP3_E1JHP3_DROME tr|E1JHP3|E1JHP3_DROME No long nerve cord_ isoform D OS=Drosophila melanogaster OX=7227 GN=nolo PE=1 SV=1, Drosophila_melanogaster_tr_Q0E8N3_Q0E8N3_DROME tr|Q0E8N3|Q0E8N3_DROME No long nerve cord_ isoform C OS=Drosophila melanogaster OX=7227 GN=nolo PE=1 SV=1, Drosophila_melanogaster_tr_X2JAM1_X2JAM1_DROME tr|X2JAM1|X2JAM1_DROME No long nerve cord_ isoform G OS=Drosophila melanogaster OX=7227 GN=nolo PE=1 SV=1, Drosophila_melanogaster_tr_Q8MRW9_Q8MRW9_DROME tr|Q8MRW9|Q8MRW9_DROME SD16815p OS=Drosophila melanogaster OX=7227 GN=nolo PE=2 SV=1, Drosophila_melanogaster_tr_Q9V9Q7_Q9V9Q7_DROME tr|Q9V9Q7|Q9V9Q7_DROME No long nerve cord_ isoform A OS=Drosophila melanogaster OX=7227 GN=nolo PE=1 SV=2, Drosophila_melanogaster_tr_X2JEX4_X2JEX4_DROME tr|X2JEX4|X2JEX4_DROME No long nerve cord_ isoform F OS=Drosophila melanogaster OX=7227 GN=nolo PE=1 SV=1, Drosophila_melanogaster_tr_Q9V9Q9_Q9V9Q9_DROME tr|Q9V9Q9|Q9V9Q9_DROME GH19218p OS=Drosophila melanogaster OX=7227 GN=nolo PE=1 SV=2
OG0000014	Mus_musculus_sp_Q9EPX2_PPN_MOUSE sp_Q9EPX2_PPN_MOUSE Papilin OS=Mus musculus OX=10090 GN=Papln PE=2 SV=2	Drosophila_melanogaster_sp_Q868Z9_PPN_DROME sp|Q868Z9|PPN_DROME Papilin OS=Drosophila melanogaster OX=7227 GN=Ppn PE=1 SV=2
OG0000016	Mus_musculus_sp_P34960_MMP12_MOUSE sp_P34960_MMP12_MOUSE Macrophage metalloelastase OS=Mus musculus OX=10090 GN=Mmp12 PE=1 SV=3, Mus_musculus_sp_P28862_MMP3_MOUSE sp_P28862_MMP3_MOUSE Stromelysin-1 OS=Mus musculus OX=10090 GN=Mmp3 PE=2 SV=2, Mus_musculus_sp_O55123_MMP10_MOUSE sp_O55123_MMP10_MOUSE Stromelysin-2 OS=Mus musculus OX=10090 GN=Mmp10 PE=2 SV=1, Mus_musculus_sp_O70138_MMP8_MOUSE sp_O70138_MMP8_MOUSE Neutrophil collagenase OS=Mus musculus OX=10090 GN=Mmp8 PE=2 SV=2, Mus_musculus_sp_Q9EPL6_MMP1B_MOUSE sp_Q9EPL6_MMP1B_MOUSE Interstitial collagenase B OS=Mus musculus OX=10090 GN=Mmp1b PE=2 SV=1, Mus_musculus_sp_Q10738_MMP7_MOUSE sp_Q10738_MMP7_MOUSE Matrilysin OS=Mus musculus OX=10090 GN=Mmp7 PE=2 SV=1, Mus_musculus_sp_Q02853_MMP11_MOUSE sp_Q02853_MMP11_MOUSE Stromelysin-3 OS=Mus musculus OX=10090 GN=Mmp11 PE=1 SV=2, Mus_musculus_sp_P53690_MMP14_MOUSE sp_P53690_MMP14_MOUSE Matrix metalloproteinase-14 OS=Mus musculus OX=10090 GN=Mmp14 PE=2 SV=3, Mus_musculus_sp_Q9R0S2_MMP24_MOUSE sp_Q9R0S2_MMP24_MOUSE Matrix metalloproteinase-24 OS=Mus musculus OX=10090 GN=Mmp24 PE=1 SV=2, Mus_musculus_sp_Q9WTR0_MMP16_MOUSE sp_Q9WTR0_MMP16_MOUSE Matrix metalloproteinase-16 OS=Mus musculus OX=10090 GN=Mmp16 PE=2 SV=3, Mus_musculus_sp_O54732_MMP15_MOUSE sp_O54732_MMP15_MOUSE Matrix metalloproteinase-15 OS=Mus musculus OX=10090 GN=Mmp15 PE=2 SV=1, Mus_musculus_sp_Q3U435_MMP25_MOUSE sp_Q3U435_MMP25_MOUSE Matrix metalloproteinase-25 OS=Mus musculus OX=10090 GN=Mmp25 PE=2 SV=1, Mus_musculus_sp_Q9R0S3_MMP17_MOUSE sp_Q9R0S3_MMP17_MOUSE Matrix metalloproteinase-17 OS=Mus musculus OX=10090 GN=Mmp17 PE=1 SV=3	Drosophila_melanogaster_sp_Q8MPP3_D2MP_DROME sp|Q8MPP3|D2MP_DROME Matrix metalloproteinase-2 OS=Drosophila melanogaster OX=7227 GN=Mmp2 PE=2 SV=1
OG0000017	Mus_musculus_sp_O35684_NEUS_MOUSE sp_O35684_NEUS_MOUSE Neuroserpin OS=Mus musculus OX=10090 GN=Serpini1 PE=1 SV=1, Mus_musculus_sp_Q9JK88_SPI2_MOUSE sp_Q9JK88_SPI2_MOUSE Serpin I2 OS=Mus musculus OX=10090 GN=Serpini2 PE=1 SV=1, Mus_musculus_sp_P22777_PAI1_MOUSE sp_P22777_PAI1_MOUSE Plasminogen activator inhibitor 1 OS=Mus musculus OX=10090 GN=Serpine1 PE=1 SV=1, Mus_musculus_sp_Q07235_GDN_MOUSE sp_Q07235_GDN_MOUSE Glia-derived nexin OS=Mus musculus OX=10090 GN=Serpine2 PE=1 SV=2, Mus_musculus_sp_P32261_ANT3_MOUSE sp_P32261_ANT3_MOUSE Antithrombin-III OS=Mus musculus OX=10090 GN=Serpinc1 PE=1 SV=1, Mus_musculus_sp_Q5SV42_ILEUC_MOUSE sp_Q5SV42_ILEUC_MOUSE Leukocyte elastase inhibitor C OS=Mus musculus OX=10090 GN=Serpinb1c PE=1 SV=1, Mus_musculus_sp_Q8VHP7_ILEUB_MOUSE sp_Q8VHP7_ILEUB_MOUSE Leukocyte elastase inhibitor B OS=Mus musculus OX=10090 GN=Serpinb1b PE=1 SV=1, Mus_musculus_sp_Q9D154_ILEUA_MOUSE sp_Q9D154_ILEUA_MOUSE Leukocyte elastase inhibitor A OS=Mus musculus OX=10090 GN=Serpinb1a PE=1 SV=1, Mus_musculus_sp_O08800_SPB8_MOUSE sp_O08800_SPB8_MOUSE Serpin B8 OS=Mus musculus OX=10090 GN=Serpinb8 PE=1 SV=2, Mus_musculus_sp_P70124_SPB5_MOUSE sp_P70124_SPB5_MOUSE Serpin B5 OS=Mus musculus OX=10090 GN=Serpinb5 PE=1 SV=1, Mus_musculus_sp_P12388_PAI2_MOUSE sp_P12388_PAI2_MOUSE Plasminogen activator inhibitor 2_ macrophage OS=Mus musculus OX=10090 GN=Serpinb2 PE=1 SV=1, Mus_musculus_sp_Q9D7P9_SPB12_MOUSE sp_Q9D7P9_SPB12_MOUSE Serpin B12 OS=Mus musculus OX=10090 GN=Serpinb12 PE=2 SV=1, Mus_musculus_sp_Q8CDC0_SPB13_MOUSE sp_Q8CDC0_SPB13_MOUSE Serpin B13 OS=Mus musculus OX=10090 GN=Serpinb13 PE=2 SV=2, Mus_musculus_sp_Q9CQV3_SPB11_MOUSE sp_Q9CQV3_SPB11_MOUSE Serpin B11 OS=Mus musculus OX=10090 GN=Serpinb11 PE=2 SV=1, Mus_musculus_sp_Q9D695_SPB7_MOUSE sp_Q9D695_SPB7_MOUSE Serpin B7 OS=Mus musculus OX=10090 GN=Serpinb7 PE=2 SV=1	Drosophila_melanogaster_tr_Q8MPN6_Q8MPN6_DROME tr|Q8MPN6|Q8MPN6_DROME Serpin 4 OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q8MPN8_Q8MPN8_DROME tr|Q8MPN8|Q8MPN8_DROME Serpin 4 OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q8MPN7_Q8MPN7_DROME tr|Q8MPN7|Q8MPN7_DROME GH08104p OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q8MPN5_Q8MPN5_DROME tr|Q8MPN5|Q8MPN5_DROME Serpin 4 OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q9U1I5_Q9U1I5_DROME tr|Q9U1I5|Q9U1I5_DROME Serine protease inhibitor _Serpin-4_ OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=2 SV=1, Drosophila_melanogaster_tr_Q7K8Y3_Q7K8Y3_DROME tr|Q7K8Y3|Q7K8Y3_DROME IP16419p OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q7K8Y5_Q7K8Y5_DROME tr|Q7K8Y5|Q7K8Y5_DROME Serpin 4 OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q8MM39_Q8MM39_DROME tr|Q8MM39|Q8MM39_DROME RE31022p OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q8MM49_Q8MM49_DROME tr|Q8MM49|Q8MM49_DROME Serpin 4 OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q8T0M5_Q8T0M5_DROME tr|Q8T0M5|Q8T0M5_DROME GH21896p OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=2 SV=1, Drosophila_melanogaster_tr_Q7JV69_Q7JV69_DROME tr|Q7JV69|Q7JV69_DROME SD11922p OS=Drosophila melanogaster OX=7227 GN=Spn55B PE=1 SV=1, Drosophila_melanogaster_tr_A1Z6R4_A1Z6R4_DROME tr|A1Z6R4|A1Z6R4_DROME Serpin 42Dc_ isoform A OS=Drosophila melanogaster OX=7227 GN=Spn42Dc PE=1 SV=1, Drosophila_melanogaster_tr_Q8T3Z2_Q8T3Z2_DROME tr|Q8T3Z2|Q8T3Z2_DROME AT24862p OS=Drosophila melanogaster OX=7227 GN=Spn42Dc PE=2 SV=1, Drosophila_melanogaster_tr_Q8SZF4_Q8SZF4_DROME tr|Q8SZF4|Q8SZF4_DROME RE02548p OS=Drosophila melanogaster OX=7227 GN=Spn42De PE=2 SV=1, Drosophila_melanogaster_tr_A0A0B4K6Q4_A0A0B4K6Q4_DROME tr|A0A0B4K6Q4|A0A0B4K6Q4_DROME Serpin 42De_ isoform B OS=Drosophila melanogaster OX=7227 GN=Spn42De PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U3_Q6V6U3_DROME tr|Q6V6U3|Q6V6U3_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U5_Q6V6U5_DROME tr|Q6V6U5|Q6V6U5_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U7_Q6V6U7_DROME tr|Q6V6U7|Q6V6U7_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6V0_Q6V6V0_DROME tr|Q6V6V0|Q6V6V0_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U8_Q6V6U8_DROME tr|Q6V6U8|Q6V6U8_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U4_Q6V6U4_DROME tr|Q6V6U4|Q6V6U4_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U2_Q6V6U2_DROME tr|Q6V6U2|Q6V6U2_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U1_Q6V6U1_DROME tr|Q6V6U1|Q6V6U1_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U9_Q6V6U9_DROME tr|Q6V6U9|Q6V6U9_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U6_Q6V6U6_DROME tr|Q6V6U6|Q6V6U6_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q7JWX3_Q7JWX3_DROME tr|Q7JWX3|Q7JWX3_DROME GH10112p OS=Drosophila melanogaster OX=7227 GN=nec PE=1 SV=1, Drosophila_melanogaster_tr_Q9U5W7_Q9U5W7_DROME tr|Q9U5W7|Q9U5W7_DROME Serpin_ putative OS=Drosophila melanogaster OX=7227 GN=nec PE=2 SV=1, Drosophila_melanogaster_tr_Q7KA66_Q7KA66_DROME tr|Q7KA66|Q7KA66_DROME Serpin 43Aa OS=Drosophila melanogaster OX=7227 GN=Spn43Aa PE=1 SV=1, Drosophila_melanogaster_tr_Q8MQZ7_Q8MQZ7_DROME tr|Q8MQZ7|Q8MQZ7_DROME LP08647p _Fragment_ OS=Drosophila melanogaster OX=7227 GN=Spn43Aa PE=2 SV=1, Drosophila_melanogaster_tr_Q0E8V6_Q0E8V6_DROME tr|Q0E8V6|Q0E8V6_DROME Serpin 28Da OS=Drosophila melanogaster OX=7227 GN=Spn28Da PE=3 SV=1, Drosophila_melanogaster_tr_X2JAJ8_X2JAJ8_DROME tr|X2JAJ8|X2JAJ8_DROME Serpin 38F_ isoform B OS=Drosophila melanogaster OX=7227 GN=Spn38F PE=3 SV=1, Drosophila_melanogaster_tr_Q8MSJ3_Q8MSJ3_DROME tr|Q8MSJ3|Q8MSJ3_DROME GH09216p OS=Drosophila melanogaster OX=7227 GN=Spn38F PE=2 SV=1, Drosophila_melanogaster_tr_Q9VII7_Q9VII7_DROME tr|Q9VII7|Q9VII7_DROME Serpin 38F_ isoform A OS=Drosophila melanogaster OX=7227 GN=Spn38F PE=3 SV=3, Drosophila_melanogaster_tr_Q9U1I6_Q9U1I6_DROME tr|Q9U1I6|Q9U1I6_DROME Serine protease inhibitor _Serpin-3_ OS=Drosophila melanogaster OX=7227 GN=Spn38F PE=2 SV=1, Drosophila_melanogaster_tr_Q9VLQ7_Q9VLQ7_DROME tr|Q9VLQ7|Q9VLQ7_DROME Serpin 28F OS=Drosophila melanogaster OX=7227 GN=Spn28F PE=3 SV=2, Drosophila_melanogaster_tr_Q8MSJ4_Q8MSJ4_DROME tr|Q8MSJ4|Q8MSJ4_DROME GH08778p OS=Drosophila melanogaster OX=7227 GN=Spn28F PE=2 SV=1, Drosophila_melanogaster_tr_Q9U1I7_Q9U1I7_DROME tr|Q9U1I7|Q9U1I7_DROME Serine protease inhibitor _Serpin-2_ OS=Drosophila melanogaster OX=7227 GN=Spn28F PE=2 SV=1, Drosophila_melanogaster_tr_Q9VLZ8_Q9VLZ8_DROME tr|Q9VLZ8|Q9VLZ8_DROME Serpin 28B_ isoform A OS=Drosophila melanogaster OX=7227 GN=Spn28B PE=3 SV=2, Drosophila_melanogaster_sp_Q7YTY6_SP42D_DROME sp|Q7YTY6|SP42D_DROME Serine protease inhibitor 42Dd OS=Drosophila melanogaster OX=7227 GN=Spn42Dd PE=2 SV=1
OG0000017	Mus_musculus_sp_Q8R121_ZPI_MOUSE sp_Q8R121_ZPI_MOUSE Protein Z-dependent protease inhibitor OS=Mus musculus OX=10090 GN=Serpina10 PE=1 SV=1, Mus_musculus_sp_Q00898_A1AT5_MOUSE sp_Q00898_A1AT5_MOUSE Alpha-1-antitrypsin 1-5 OS=Mus musculus OX=10090 GN=Serpina1e PE=1 SV=1, Mus_musculus_sp_Q00897_A1AT4_MOUSE sp_Q00897_A1AT4_MOUSE Alpha-1-antitrypsin 1-4 OS=Mus musculus OX=10090 GN=Serpina1d PE=1 SV=1, Mus_musculus_sp_Q00896_A1AT3_MOUSE sp_Q00896_A1AT3_MOUSE Alpha-1-antitrypsin 1-3 OS=Mus musculus OX=10090 GN=Serpina1c PE=1 SV=2, Mus_musculus_sp_P07758_A1AT1_MOUSE sp_P07758_A1AT1_MOUSE Alpha-1-antitrypsin 1-1 OS=Mus musculus OX=10090 GN=Serpina1a PE=1 SV=4, Mus_musculus_sp_P22599_A1AT2_MOUSE sp_P22599_A1AT2_MOUSE Alpha-1-antitrypsin 1-2 OS=Mus musculus OX=10090 GN=Serpina1b PE=1 SV=2, Mus_musculus_sp_Q8CIE0_SPA11_MOUSE sp_Q8CIE0_SPA11_MOUSE Serpin A11 OS=Mus musculus OX=10090 GN=Serpina11 PE=2 SV=1, Mus_musculus_sp_Q9D7D2_SPA9_MOUSE sp_Q9D7D2_SPA9_MOUSE Serpin A9 OS=Mus musculus OX=10090 GN=Serpina9 PE=2 SV=1, Mus_musculus_sp_P61939_THBG_MOUSE sp_P61939_THBG_MOUSE Thyroxine-binding globulin OS=Mus musculus OX=10090 GN=Serpina7 PE=2 SV=1, Mus_musculus_sp_Q03734_SPA3M_MOUSE sp_Q03734_SPA3M_MOUSE Serine protease inhibitor A3M OS=Mus musculus OX=10090 GN=Serpina3m PE=1 SV=2, Mus_musculus_sp_P07759_SPA3K_MOUSE sp_P07759_SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus OX=10090 GN=Serpina3k PE=1 SV=2, Mus_musculus_sp_P29621_SPA3C_MOUSE sp_P29621_SPA3C_MOUSE Serine protease inhibitor A3C OS=Mus musculus OX=10090 GN=Serpina3c PE=2 SV=1, Mus_musculus_sp_Q91WP6_SPA3N_MOUSE sp_Q91WP6_SPA3N_MOUSE Serine protease inhibitor A3N OS=Mus musculus OX=10090 GN=Serpina3n PE=1 SV=1, Mus_musculus_sp_Q5I2A0_SPA3G_MOUSE sp_Q5I2A0_SPA3G_MOUSE Serine protease inhibitor A3G OS=Mus musculus OX=10090 GN=Serpina3g PE=1 SV=2, Mus_musculus_sp_Q80X76_SPA3F_MOUSE sp_Q80X76_SPA3F_MOUSE Serine protease inhibitor A3F OS=Mus musculus OX=10090 GN=Serpina3f PE=1 SV=3, Mus_musculus_sp_Q6P4P1_SPA3A_MOUSE sp_Q6P4P1_SPA3A_MOUSE Serine protease inhibitor A3A OS=Mus musculus OX=10090 GN=Serpina3a PE=1 SV=2, Mus_musculus_sp_Q8BYY9_SPA3B_MOUSE sp_Q8BYY9_SPA3B_MOUSE Serine protease inhibitor A3B OS=Mus musculus OX=10090 GN=Serpina3b PE=2 SV=1, Mus_musculus_sp_Q06770_CBG_MOUSE sp_Q06770_CBG_MOUSE Corticosteroid-binding globulin OS=Mus musculus OX=10090 GN=Serpina6 PE=1 SV=1, Mus_musculus_sp_P49182_HEP2_MOUSE sp_P49182_HEP2_MOUSE Heparin cofactor 2 OS=Mus musculus OX=10090 GN=Serpind1 PE=1 SV=1, Mus_musculus_sp_P97290_IC1_MOUSE sp_P97290_IC1_MOUSE Plasma protease C1 inhibitor OS=Mus musculus OX=10090 GN=Serping1 PE=1 SV=3, Mus_musculus_sp_Q61247_A2AP_MOUSE sp_Q61247_A2AP_MOUSE Alpha-2-antiplasmin OS=Mus musculus OX=10090 GN=Serpinf2 PE=1 SV=1	Drosophila_melanogaster_sp_Q9V3N1_SP27A_DROME sp|Q9V3N1|SP27A_DROME Serine protease inhibitor 27A OS=Drosophila melanogaster OX=7227 GN=Spn27A PE=1 SV=1, Drosophila_melanogaster_sp_Q0E8C8_SP77B_DROME sp|Q0E8C8|SP77B_DROME Serine protease inhibitor 77Ba OS=Drosophila melanogaster OX=7227 GN=Spn77Ba PE=2 SV=1
OG0000019	Mus_musculus_sp_O08689_GDF8_MOUSE sp_O08689_GDF8_MOUSE Growth_differentiation factor 8 OS=Mus musculus OX=10090 GN=Mstn PE=1 SV=1	Drosophila_melanogaster_tr_Q9XZ62_Q9XZ62_DROME tr|Q9XZ62|Q9XZ62_DROME Myoglianin OS=Drosophila melanogaster OX=7227 GN=myo PE=2 SV=1, Drosophila_melanogaster_tr_Q9V4F4_Q9V4F4_DROME tr|Q9V4F4|Q9V4F4_DROME LD29161p OS=Drosophila melanogaster OX=7227 GN=myo PE=2 SV=1
OG0000019	Mus_musculus_sp_P55104_INHBC_MOUSE sp_P55104_INHBC_MOUSE Inhibin beta C chain OS=Mus musculus OX=10090 GN=Inhbc PE=2 SV=2, Mus_musculus_sp_O08717_INHBE_MOUSE sp_O08717_INHBE_MOUSE Inhibin beta E chain OS=Mus musculus OX=10090 GN=Inhbe PE=2 SV=2, Mus_musculus_sp_Q04998_INHBA_MOUSE sp_Q04998_INHBA_MOUSE Inhibin beta A chain OS=Mus musculus OX=10090 GN=Inhba PE=1 SV=1	Drosophila_melanogaster_sp_O61643_INHB_DROME sp|O61643|INHB_DROME Inhibin beta chain OS=Drosophila melanogaster OX=7227 GN=Actbeta PE=1 SV=2
OG0000019	Mus_musculus_sp_P34821_BMP8A_MOUSE sp_P34821_BMP8A_MOUSE Bone morphogenetic protein 8A OS=Mus musculus OX=10090 GN=Bmp8a PE=2 SV=1, Mus_musculus_sp_P49003_BMP5_MOUSE sp_P49003_BMP5_MOUSE Bone morphogenetic protein 5 OS=Mus musculus OX=10090 GN=Bmp5 PE=2 SV=1, Mus_musculus_sp_P49003_BMP5_MOUSE sp_P49003_BMP5_MOUSE Bone morphogenetic protein 5 OS=Mus musculus OX=10090 GN=Bmp5 PE=2 SV=1, Mus_musculus_sp_P20722_BMP6_MOUSE sp_P20722_BMP6_MOUSE Bone morphogenetic protein 6 OS=Mus musculus OX=10090 GN=Bmp6 PE=1 SV=2, Mus_musculus_sp_P23359_BMP7_MOUSE sp_P23359_BMP7_MOUSE Bone morphogenetic protein 7 OS=Mus musculus OX=10090 GN=Bmp7 PE=1 SV=2	Drosophila_melanogaster_tr_X2JB15_X2JB15_DROME tr|X2JB15|X2JB15_DROME Screw_ isoform B OS=Drosophila melanogaster OX=7227 GN=scw PE=3 SV=1, Drosophila_melanogaster_sp_P54631_SCW_DROME sp|P54631|SCW_DROME Protein screw OS=Drosophila melanogaster OX=7227 GN=scw PE=2 SV=2, Drosophila_melanogaster_sp_P27091_60A_DROME sp|P27091|60A_DROME Protein 60A OS=Drosophila melanogaster OX=7227 GN=gbb PE=1 SV=1, Drosophila_melanogaster_tr_A0A0B4LGA7_A0A0B4LGA7_DROME tr|A0A0B4LGA7|A0A0B4LGA7_DROME Glass bottom boat_ isoform B OS=Drosophila melanogaster OX=7227 GN=gbb PE=3 SV=1
OG0000019	Mus_musculus_sp_P21274_BMP2_MOUSE sp_P21274_BMP2_MOUSE Bone morphogenetic protein 2 OS=Mus musculus OX=10090 GN=Bmp2 PE=1 SV=3	Drosophila_melanogaster_sp_P07713_DECA_DROME sp|P07713|DECA_DROME Protein decapentaplegic OS=Drosophila melanogaster OX=7227 GN=dpp PE=1 SV=2
OG0000021	Mus_musculus_sp_O88322_NID2_MOUSE sp_O88322_NID2_MOUSE Nidogen-2 OS=Mus musculus OX=10090 GN=Nid2 PE=1 SV=2, Mus_musculus_sp_P10493_NID1_MOUSE sp_P10493_NID1_MOUSE Nidogen-1 OS=Mus musculus OX=10090 GN=Nid1 PE=1 SV=2	Drosophila_melanogaster_sp_A1Z877_NDG_DROME sp|A1Z877|NDG_DROME Nidogen OS=Drosophila melanogaster OX=7227 GN=Ndg PE=1 SV=1
OG0000022	Mus_musculus_sp_P48036_ANXA5_MOUSE sp_P48036_ANXA5_MOUSE Annexin A5 OS=Mus musculus OX=10090 GN=Anxa5 PE=1 SV=1, Mus_musculus_sp_P14824_ANXA6_MOUSE sp_P14824_ANXA6_MOUSE Annexin A6 OS=Mus musculus OX=10090 GN=Anxa6 PE=1 SV=3, Mus_musculus_sp_O35640_ANXA8_MOUSE sp_O35640_ANXA8_MOUSE Annexin A8 OS=Mus musculus OX=10090 GN=Anxa8 PE=1 SV=2, Mus_musculus_sp_P07356_ANXA2_MOUSE sp_P07356_ANXA2_MOUSE Annexin A2 OS=Mus musculus OX=10090 GN=Anxa2 PE=1 SV=2, Mus_musculus_sp_Q9JHQ0_ANXA9_MOUSE sp_Q9JHQ0_ANXA9_MOUSE Annexin A9 OS=Mus musculus OX=10090 GN=Anxa9 PE=2 SV=2, Mus_musculus_sp_P10107_ANXA1_MOUSE sp_P10107_ANXA1_MOUSE Annexin A1 OS=Mus musculus OX=10090 GN=Anxa1 PE=1 SV=2, Mus_musculus_sp_P97429_ANXA4_MOUSE sp_P97429_ANXA4_MOUSE Annexin A4 OS=Mus musculus OX=10090 GN=Anxa4 PE=1 SV=4, Mus_musculus_sp_P97384_ANX11_MOUSE sp_P97384_ANX11_MOUSE Annexin A11 OS=Mus musculus OX=10090 GN=Anxa11 PE=1 SV=2, Mus_musculus_sp_O35639_ANXA3_MOUSE sp_O35639_ANXA3_MOUSE Annexin A3 OS=Mus musculus OX=10090 GN=Anxa3 PE=1 SV=4	Drosophila_melanogaster_sp_Q9VXG4_ANX11_DROME sp|Q9VXG4|ANX11_DROME Annexin B11 OS=Drosophila melanogaster OX=7227 GN=AnxB11 PE=2 SV=2, Drosophila_melanogaster_tr_A0A0B4KH34_A0A0B4KH34_DROME tr|A0A0B4KH34|A0A0B4KH34_DROME Annexin OS=Drosophila melanogaster OX=7227 GN=AnxB9 PE=1 SV=1, Drosophila_melanogaster_sp_P22464_ANXB9_DROME sp|P22464|ANXB9_DROME Annexin B9 OS=Drosophila melanogaster OX=7227 GN=AnxB9 PE=1 SV=2, Drosophila_melanogaster_sp_P22465_ANX10_DROME sp|P22465|ANX10_DROME Annexin B10 OS=Drosophila melanogaster OX=7227 GN=AnxB10 PE=2 SV=3
