Orthogroup	Chordata_Vertebrata_Mus_musculus	Chordata_Vertebrata_Danio_rerio
OG0000002	Mus_musculus_sp_D3YXG0_HMCN1_MOUSE sp_D3YXG0_HMCN1_MOUSE Hemicentin-1 OS=Mus musculus OX=10090 GN=Hmcn1 PE=1 SV=1, Mus_musculus_sp_D3YXG0_HMCN1_MOUSE sp_D3YXG0_HMCN1_MOUSE Hemicentin-1 OS=Mus musculus OX=10090 GN=Hmcn1 PE=1 SV=1	Danio_rerio_tr_D7PS96_D7PS96_DANRE tr|D7PS96|D7PS96_DANRE Hemicentin-1 precursor OS=Danio rerio OX=7955 GN=hmcn1 PE=2 SV=1
OG0000003	Mus_musculus_sp_Q61361_PGCB_MOUSE sp_Q61361_PGCB_MOUSE Brevican core protein OS=Mus musculus OX=10090 GN=Bcan PE=1 SV=2	Danio_rerio_tr_A4JYN2_A4JYN2_DANRE tr|A4JYN2|A4JYN2_DANRE Bcan OS=Danio rerio OX=7955 GN=fi32a12 PE=2 SV=1
OG0000003	Mus_musculus_sp_P55066_NCAN_MOUSE sp_P55066_NCAN_MOUSE Neurocan core protein OS=Mus musculus OX=10090 GN=Ncan PE=1 SV=1	Danio_rerio_tr_F1QEZ8_F1QEZ8_DANRE tr|F1QEZ8|F1QEZ8_DANRE Neurocan b OS=Danio rerio OX=7955 GN=ncanb PE=4 SV=3
OG0000003	Mus_musculus_sp_Q61282_PGCA_MOUSE sp_Q61282_PGCA_MOUSE Aggrecan core protein OS=Mus musculus OX=10090 GN=Acan PE=1 SV=2	Danio_rerio_tr_E7F537_E7F537_DANRE tr|E7F537|E7F537_DANRE Aggrecan a OS=Danio rerio OX=7955 GN=acana PE=4 SV=3, Danio_rerio_tr_F1QDA1_F1QDA1_DANRE tr|F1QDA1|F1QDA1_DANRE Aggrecan a OS=Danio rerio OX=7955 GN=acana PE=4 SV=2
OG0000003	Mus_musculus_sp_Q3SXB8_COL11_MOUSE sp_Q3SXB8_COL11_MOUSE Collectin-11 OS=Mus musculus OX=10090 GN=Colec11 PE=2 SV=2	Danio_rerio_sp_Q5U3G1_COL11_DANRE sp|Q5U3G1|COL11_DANRE Collectin-11 OS=Danio rerio OX=7955 GN=colec11 PE=2 SV=1
OG0000003	Mus_musculus_sp_Q8K4Q8_COL12_MOUSE sp_Q8K4Q8_COL12_MOUSE Collectin-12 OS=Mus musculus OX=10090 GN=Colec12 PE=1 SV=1	Danio_rerio_sp_A5PMY6_COL12_DANRE sp|A5PMY6|COL12_DANRE Collectin-12 OS=Danio rerio OX=7955 GN=colec12 PE=2 SV=1
OG0000003	Mus_musculus_sp_P49300_CLC10_MOUSE sp_P49300_CLC10_MOUSE C-type lectin domain family 10 member A OS=Mus musculus OX=10090 GN=Clec10a PE=1 SV=1, Mus_musculus_sp_P70194_CLC4F_MOUSE sp_P70194_CLC4F_MOUSE C-type lectin domain family 4 member F OS=Mus musculus OX=10090 GN=Clec4f PE=1 SV=1, Mus_musculus_sp_Q91ZW8_C209D_MOUSE sp_Q91ZW8_C209D_MOUSE CD209 antigen-like protein D OS=Mus musculus OX=10090 GN=Cd209d PE=2 SV=1, Mus_musculus_sp_Q8CJ91_C209B_MOUSE sp_Q8CJ91_C209B_MOUSE CD209 antigen-like protein B OS=Mus musculus OX=10090 GN=Cd209b PE=1 SV=2	Danio_rerio_tr_F1QW96_F1QW96_DANRE tr|F1QW96|F1QW96_DANRE CD209 molecule OS=Danio rerio OX=7955 GN=DC-SIGN PE=4 SV=1
OG0000004	Mus_musculus_sp_Q8R2Z5_VWA1_MOUSE sp_Q8R2Z5_VWA1_MOUSE von Willebrand factor A domain-containing protein 1 OS=Mus musculus OX=10090 GN=Vwa1 PE=1 SV=1	Danio_rerio_sp_E7FF10_VWA1_DANRE sp|E7FF10|VWA1_DANRE von Willebrand factor A domain-containing protein 1 OS=Danio rerio OX=7955 GN=vwa1 PE=3 SV=1
OG0000004	Mus_musculus_sp_Q63870_CO7A1_MOUSE sp_Q63870_CO7A1_MOUSE Collagen alpha-1_VII_ chain OS=Mus musculus OX=10090 GN=Col7a1 PE=1 SV=3, Mus_musculus_sp_Q923P0_COKA1_MOUSE sp_Q923P0_COKA1_MOUSE Collagen alpha-1_XX_ chain OS=Mus musculus OX=10090 GN=Col20a1 PE=2 SV=3, Mus_musculus_sp_Q60847_COCA1_MOUSE sp_Q60847_COCA1_MOUSE Collagen alpha-1_XII_ chain OS=Mus musculus OX=10090 GN=Col12a1 PE=2 SV=3, Mus_musculus_sp_Q60847_COCA1_MOUSE sp_Q60847_COCA1_MOUSE Collagen alpha-1_XII_ chain OS=Mus musculus OX=10090 GN=Col12a1 PE=2 SV=3, Mus_musculus_sp_Q80X19_COEA1_MOUSE sp_Q80X19_COEA1_MOUSE Collagen alpha-1_XIV_ chain OS=Mus musculus OX=10090 GN=Col14a1 PE=1 SV=2	Danio_rerio_tr_F1R9Y1_F1R9Y1_DANRE tr|F1R9Y1|F1R9Y1_DANRE Collagen alpha-1_XIV_ chain isoform X2 OS=Danio rerio OX=7955 GN=col14a1a PE=1 SV=1
OG0000004	Mus_musculus_sp_Q70UZ7_VWA2_MOUSE sp_Q70UZ7_VWA2_MOUSE von Willebrand factor A domain-containing protein 2 OS=Mus musculus OX=10090 GN=Vwa2 PE=1 SV=1	Danio_rerio_tr_U3JA51_U3JA51_DANRE tr|U3JA51|U3JA51_DANRE von Willebrand factor A domain-containing 2 OS=Danio rerio OX=7955 GN=vwa2 PE=1 SV=1
OG0000004	Mus_musculus_sp_A6H584_CO6A5_MOUSE sp_A6H584_CO6A5_MOUSE Collagen alpha-5_VI_ chain OS=Mus musculus OX=10090 GN=Col6a5 PE=1 SV=4, Mus_musculus_sp_Q8C6K9_CO6A6_MOUSE sp_Q8C6K9_CO6A6_MOUSE Collagen alpha-6_VI_ chain OS=Mus musculus OX=10090 GN=Col6a6 PE=1 SV=2, Mus_musculus_sp_Q8C6K9_CO6A6_MOUSE sp_Q8C6K9_CO6A6_MOUSE Collagen alpha-6_VI_ chain OS=Mus musculus OX=10090 GN=Col6a6 PE=1 SV=2, Mus_musculus_sp_A2AX52_CO6A4_MOUSE sp_A2AX52_CO6A4_MOUSE Collagen alpha-4_VI_ chain OS=Mus musculus OX=10090 GN=Col6a4 PE=1 SV=2, Mus_musculus_sp_Q8VHI5_VITRN_MOUSE sp_Q8VHI5_VITRN_MOUSE Vitrin OS=Mus musculus OX=10090 GN=Vit PE=1 SV=2, Mus_musculus_sp_Q62507_COCH_MOUSE sp_Q62507_COCH_MOUSE Cochlin OS=Mus musculus OX=10090 GN=Coch PE=1 SV=2	Danio_rerio_tr_Q8AW56_Q8AW56_DANRE tr|Q8AW56|Q8AW56_DANRE Cochlin precursor OS=Danio rerio OX=7955 GN=OTTDARP00000001491 PE=1 SV=1
OG0000004	Mus_musculus_sp_O35701_MATN3_MOUSE sp_O35701_MATN3_MOUSE Matrilin-3 OS=Mus musculus OX=10090 GN=Matn3 PE=1 SV=2	Danio_rerio_tr_F1QH94_F1QH94_DANRE tr|F1QH94|F1QH94_DANRE Matrilin 3a OS=Danio rerio OX=7955 GN=ns_zf-e359 PE=1 SV=1, Danio_rerio_tr_Q68EK6_Q68EK6_DANRE tr|Q68EK6|Q68EK6_DANRE Matn3a protein OS=Danio rerio OX=7955 GN=ns_zf-e359 PE=1 SV=1, Danio_rerio_tr_B7ZD91_B7ZD91_DANRE tr|B7ZD91|B7ZD91_DANRE Matrilin 3b OS=Danio rerio OX=7955 GN=zgc_123028 PE=4 SV=1, Danio_rerio_tr_Q5NIW0_Q5NIW0_DANRE tr|Q5NIW0|Q5NIW0_DANRE Matrilin-3 precursor OS=Danio rerio OX=7955 GN=zgc_123028 PE=2 SV=1, Danio_rerio_tr_Q5NJJ7_Q5NJJ7_DANRE tr|Q5NJJ7|Q5NJJ7_DANRE Matrilin-3 isoform X3 OS=Danio rerio OX=7955 GN=zgc_123028 PE=2 SV=1, Danio_rerio_tr_Q5NJJ6_Q5NJJ6_DANRE tr|Q5NJJ6|Q5NJJ6_DANRE Matrilin-3 isoform X2 OS=Danio rerio OX=7955 GN=zgc_123028 PE=2 SV=1
OG0000004	Mus_musculus_sp_P51942_MATN1_MOUSE sp_P51942_MATN1_MOUSE Cartilage matrix protein OS=Mus musculus OX=10090 GN=Matn1 PE=2 SV=2	Danio_rerio_tr_A5WWJ4_A5WWJ4_DANRE tr|A5WWJ4|A5WWJ4_DANRE Cartilage matrix protein precursor OS=Danio rerio OX=7955 GN=matn1 PE=1 SV=1
OG0000004	Mus_musculus_sp_O89029_MATN4_MOUSE sp_O89029_MATN4_MOUSE Matrilin-4 OS=Mus musculus OX=10090 GN=Matn4 PE=1 SV=1	Danio_rerio_tr_Q6PYX2_Q6PYX2_DANRE tr|Q6PYX2|Q6PYX2_DANRE Matrilin 4 OS=Danio rerio OX=7955 GN=im_7137546 PE=1 SV=1, Danio_rerio_tr_Q5NJJ5_Q5NJJ5_DANRE tr|Q5NJJ5|Q5NJJ5_DANRE Matrilin-4 OS=Danio rerio OX=7955 GN=im_7137546 PE=1 SV=1
OG0000004	Mus_musculus_sp_Q2UY11_COSA1_MOUSE sp_Q2UY11_COSA1_MOUSE Collagen alpha-1_XXVIII_ chain OS=Mus musculus OX=10090 GN=Col28a1 PE=2 SV=1	Danio_rerio_tr_F1QAB3_F1QAB3_DANRE tr|F1QAB3|F1QAB3_DANRE Collagen type XXVIII alpha 1 a precursor OS=Danio rerio OX=7955 GN=si_dkey-211m23.2 PE=1 SV=1, Danio_rerio_tr_C0H5W1_C0H5W1_DANRE tr|C0H5W1|C0H5W1_DANRE Collagen alpha-1_XXVIII_ chain isoform X1 _Fragment_ OS=Danio rerio OX=7955 GN=col28a1 PE=1 SV=1, Danio_rerio_tr_A0A060Q6E4_A0A060Q6E4_DANRE tr|A0A060Q6E4|A0A060Q6E4_DANRE Collagen type XXVIII alpha 1 b OS=Danio rerio OX=7955 GN=col28a1d PE=2 SV=1
OG0000005	Mus_musculus_sp_P28825_MEP1A_MOUSE sp_P28825_MEP1A_MOUSE Meprin A subunit alpha OS=Mus musculus OX=10090 GN=Mep1a PE=1 SV=4	Danio_rerio_tr_Q5RHM1_Q5RHM1_DANRE tr|Q5RHM1|Q5RHM1_DANRE Metalloendopeptidase OS=Danio rerio OX=7955 GN=MEP1A PE=2 SV=1, Danio_rerio_tr_B3DKP9_B3DKP9_DANRE tr|B3DKP9|B3DKP9_DANRE Meprin A subunit OS=Danio rerio OX=7955 GN=si_dkey-30j22.6 PE=2 SV=1
OG0000005	Mus_musculus_sp_Q6HA09_ASTL_MOUSE sp_Q6HA09_ASTL_MOUSE Astacin-like metalloendopeptidase OS=Mus musculus OX=10090 GN=Astl PE=1 SV=3	Danio_rerio_tr_Q1LW00_Q1LW00_DANRE tr|Q1LW00|Q1LW00_DANRE Metalloendopeptidase OS=Danio rerio OX=7955 GN=cb284 PE=1 SV=1, Danio_rerio_tr_Q4G0A2_Q4G0A2_DANRE tr|Q4G0A2|Q4G0A2_DANRE Metalloendopeptidase OS=Danio rerio OX=7955 GN=he1 PE=2 SV=1, Danio_rerio_sp_Q1LW01_HE12_DANRE sp|Q1LW01|HE12_DANRE Hatching enzyme 1.2 OS=Danio rerio OX=7955 GN=he1.2 PE=1 SV=1, Danio_rerio_tr_A4VCG4_A4VCG4_DANRE tr|A4VCG4|A4VCG4_DANRE Metalloendopeptidase OS=Danio rerio OX=7955 GN=he2 PE=2 SV=1
OG0000006	Mus_musculus_sp_Q8R054_SRPX2_MOUSE sp_Q8R054_SRPX2_MOUSE Sushi repeat-containing protein SRPX2 OS=Mus musculus OX=10090 GN=Srpx2 PE=1 SV=2	Danio_rerio_tr_E7F8X0_E7F8X0_DANRE tr|E7F8X0|E7F8X0_DANRE Sushi repeat-containing protein SRPX2 isoform X1 OS=Danio rerio OX=7955 GN=srpx2 PE=4 SV=1
OG0000006	Mus_musculus_sp_Q9R0M3_SRPX_MOUSE sp_Q9R0M3_SRPX_MOUSE Sushi-repeat-containing protein SRPX OS=Mus musculus OX=10090 GN=Srpx PE=2 SV=1	Danio_rerio_tr_Q58ED3_Q58ED3_DANRE tr|Q58ED3|Q58ED3_DANRE Sushi repeat-containing protein SRPX precursor OS=Danio rerio OX=7955 GN=sprx PE=1 SV=1
OG0000007	Mus_musculus_sp_Q61592_GAS6_MOUSE sp_Q61592_GAS6_MOUSE Growth arrest-specific protein 6 OS=Mus musculus OX=10090 GN=Gas6 PE=2 SV=2	Danio_rerio_tr_Q7T3H4_Q7T3H4_DANRE tr|Q7T3H4|Q7T3H4_DANRE Growth arrest-specific 6 OS=Danio rerio OX=7955 GN=fj34a12 PE=2 SV=1
OG0000007	Mus_musculus_sp_Q501P1_FBLN7_MOUSE sp_Q501P1_FBLN7_MOUSE Fibulin-7 OS=Mus musculus OX=10090 GN=Fbln7 PE=1 SV=1	Danio_rerio_tr_E7FFU9_E7FFU9_DANRE tr|E7FFU9|E7FFU9_DANRE Fibulin 7 OS=Danio rerio OX=7955 GN=fbln7 PE=4 SV=1
OG0000007	Mus_musculus_sp_Q70E20_SNED1_MOUSE sp_Q70E20_SNED1_MOUSE Sushi_ nidogen and EGF-like domain-containing protein 1 OS=Mus musculus OX=10090 GN=Sned1 PE=2 SV=2	Danio_rerio_tr_E7F2S5_E7F2S5_DANRE tr|E7F2S5|E7F2S5_DANRE Sushi_ nidogen and EGF-like domain-containing protein 1 isoform X1 OS=Danio rerio OX=7955 GN=sned1 PE=4 SV=1
OG0000009	Mus_musculus_sp_P98063_BMP1_MOUSE sp_P98063_BMP1_MOUSE Bone morphogenetic protein 1 OS=Mus musculus OX=10090 GN=Bmp1 PE=1 SV=2	Danio_rerio_tr_F1REM3_F1REM3_DANRE tr|F1REM3|F1REM3_DANRE Metalloendopeptidase OS=Danio rerio OX=7955 GN=bmp1a PE=4 SV=2, Danio_rerio_tr_Q2ABP1_Q2ABP1_DANRE tr|Q2ABP1|Q2ABP1_DANRE Metalloendopeptidase OS=Danio rerio OX=7955 GN=bmp1a PE=2 SV=1, Danio_rerio_tr_Q2ABP0_Q2ABP0_DANRE tr|Q2ABP0|Q2ABP0_DANRE Metalloendopeptidase OS=Danio rerio OX=7955 GN=bmp1b PE=2 SV=1
OG0000009	Mus_musculus_sp_Q9WVM6_TLL2_MOUSE sp_Q9WVM6_TLL2_MOUSE Tolloid-like protein 2 OS=Mus musculus OX=10090 GN=Tll2 PE=1 SV=1, Mus_musculus_sp_Q62381_TLL1_MOUSE sp_Q62381_TLL1_MOUSE Tolloid-like protein 1 OS=Mus musculus OX=10090 GN=Tll1 PE=1 SV=1	Danio_rerio_sp_O57460_TLL1_DANRE sp|O57460|TLL1_DANRE Dorsal-ventral patterning tolloid-like protein 1 OS=Danio rerio OX=7955 GN=tll1 PE=2 SV=1, Danio_rerio_tr_B3DJN6_B3DJN6_DANRE tr|B3DJN6|B3DJN6_DANRE Metalloendopeptidase OS=Danio rerio OX=7955 GN=tll1 PE=2 SV=1
OG0000009	Mus_musculus_sp_O08859_TSG6_MOUSE sp_O08859_TSG6_MOUSE Tumor necrosis factor-inducible gene 6 protein OS=Mus musculus OX=10090 GN=Tnfaip6 PE=1 SV=1	Danio_rerio_tr_Q1RLU5_Q1RLU5_DANRE tr|Q1RLU5|Q1RLU5_DANRE Tumor necrosis factor_ alpha-induced protein 6 OS=Danio rerio OX=7955 GN=tnfaip6 PE=2 SV=1, Danio_rerio_tr_B0UY56_B0UY56_DANRE tr|B0UY56|B0UY56_DANRE Tumor necrosis factor_ alpha-induced protein 6 OS=Danio rerio OX=7955 GN=si_dkey-89p3.1 PE=4 SV=1
OG0000009	Mus_musculus_sp_Q8R4W6_PCOC2_MOUSE sp_Q8R4W6_PCOC2_MOUSE Procollagen C-endopeptidase enhancer 2 OS=Mus musculus OX=10090 GN=Pcolce2 PE=2 SV=2	Danio_rerio_tr_X1WD58_X1WD58_DANRE tr|X1WD58|X1WD58_DANRE Procollagen C-endopeptidase enhancer 2 OS=Danio rerio OX=7955 GN=pcolce2a PE=4 SV=2, Danio_rerio_tr_Q7SY25_Q7SY25_DANRE tr|Q7SY25|Q7SY25_DANRE Procollagen C-endopeptidase enhancer 2 precursor OS=Danio rerio OX=7955 GN=zgc_63590 PE=2 SV=1
OG0000009	Mus_musculus_sp_Q61398_PCOC1_MOUSE sp_Q61398_PCOC1_MOUSE Procollagen C-endopeptidase enhancer 1 OS=Mus musculus OX=10090 GN=Pcolce PE=1 SV=2	Danio_rerio_tr_B3DJG2_B3DJG2_DANRE tr|B3DJG2|B3DJG2_DANRE Procollagen C-endopeptidase enhancer b OS=Danio rerio OX=7955 GN=LOC794872 PE=2 SV=1, Danio_rerio_tr_Q1ECX8_Q1ECX8_DANRE tr|Q1ECX8|Q1ECX8_DANRE Procollagen C-endopeptidase enhancer a OS=Danio rerio OX=7955 GN=si_ch211-237l4.5 PE=2 SV=1
OG0000010	Mus_musculus_sp_A2AJ76_HMCN2_MOUSE sp_A2AJ76_HMCN2_MOUSE Hemicentin-2 OS=Mus musculus OX=10090 GN=Hmcn2 PE=1 SV=1	Danio_rerio_tr_E7F3V2_E7F3V2_DANRE tr|E7F3V2|E7F3V2_DANRE Hemicentin 2 OS=Danio rerio OX=7955 GN=hmcn2 PE=1 SV=2
OG0000010	Mus_musculus_sp_Q3V1M1_IGS10_MOUSE sp_Q3V1M1_IGS10_MOUSE Immunoglobulin superfamily member 10 OS=Mus musculus OX=10090 GN=Igsf10 PE=2 SV=2	Danio_rerio_tr_E7F5U2_E7F5U2_DANRE tr|E7F5U2|E7F5U2_DANRE Immunoglobulin superfamily member 10 OS=Danio rerio OX=7955 GN=igsf10 PE=4 SV=1
OG0000010	Mus_musculus_sp_A2ASQ1_AGRIN_MOUSE sp_A2ASQ1_AGRIN_MOUSE Agrin OS=Mus musculus OX=10090 GN=Agrn PE=1 SV=1, Mus_musculus_sp_A2ASQ1_AGRIN_MOUSE sp_A2ASQ1_AGRIN_MOUSE Agrin OS=Mus musculus OX=10090 GN=Agrn PE=1 SV=1	Danio_rerio_tr_A0A0R4IJ40_A0A0R4IJ40_DANRE tr|A0A0R4IJ40|A0A0R4IJ40_DANRE Agrin OS=Danio rerio OX=7955 GN=hm_gc12 PE=1 SV=1, Danio_rerio_tr_B3GQ72_B3GQ72_DANRE tr|B3GQ72|B3GQ72_DANRE Agrin OS=Danio rerio OX=7955 GN=wu_fb57e07 PE=1 SV=1
OG0000010	Mus_musculus_sp_P47931_FST_MOUSE sp_P47931_FST_MOUSE Follistatin OS=Mus musculus OX=10090 GN=Fst PE=2 SV=1	Danio_rerio_tr_A7MBP8_A7MBP8_DANRE tr|A7MBP8|A7MBP8_DANRE Follistatin b isoform 2 precursor OS=Danio rerio OX=7955 GN=fst2 PE=2 SV=1, Danio_rerio_tr_Q2PMI4_Q2PMI4_DANRE tr|Q2PMI4|Q2PMI4_DANRE Follistatin 2 OS=Danio rerio OX=7955 GN=fst2 PE=2 SV=1, Danio_rerio_sp_Q9YHV4_FSTA_DANRE sp|Q9YHV4|FSTA_DANRE Follistatin-A OS=Danio rerio OX=7955 GN=fsta PE=2 SV=2
OG0000011	Mus_musculus_sp_P26928_HGFL_MOUSE sp_P26928_HGFL_MOUSE Hepatocyte growth factor-like protein OS=Mus musculus OX=10090 GN=Mst1 PE=2 SV=2	Danio_rerio_tr_Q90ZN6_Q90ZN6_DANRE tr|Q90ZN6|Q90ZN6_DANRE Hepatocyte growth factor-like 1 OS=Danio rerio OX=7955 GN=hgfl1 PE=2 SV=1
OG0000011	Mus_musculus_sp_Q08048_HGF_MOUSE sp_Q08048_HGF_MOUSE Hepatocyte growth factor OS=Mus musculus OX=10090 GN=Hgf PE=1 SV=1, Mus_musculus_sp_Q08048_HGF_MOUSE sp_Q08048_HGF_MOUSE Hepatocyte growth factor OS=Mus musculus OX=10090 GN=Hgf PE=1 SV=1	Danio_rerio_tr_Q5RGG3_Q5RGG3_DANRE tr|Q5RGG3|Q5RGG3_DANRE Hepatocyte growth factor OS=Danio rerio OX=7955 GN=hgf1 PE=3 SV=1, Danio_rerio_tr_F1REK1_F1REK1_DANRE tr|F1REK1|F1REK1_DANRE Hepatocyte growth factor OS=Danio rerio OX=7955 GN=hgf1 PE=3 SV=1
OG0000011	Mus_musculus_sp_P19221_THRB_MOUSE sp_P19221_THRB_MOUSE Prothrombin OS=Mus musculus OX=10090 GN=F2 PE=1 SV=1	Danio_rerio_tr_E7FAN5_E7FAN5_DANRE tr|E7FAN5|E7FAN5_DANRE Prothrombin OS=Danio rerio OX=7955 GN=wu_fb57c10 PE=1 SV=1, Danio_rerio_tr_Q7SXH8_Q7SXH8_DANRE tr|Q7SXH8|Q7SXH8_DANRE Prothrombin OS=Danio rerio OX=7955 GN=zgc_66319 PE=1 SV=1
OG0000011	Mus_musculus_sp_Q8K0D2_HABP2_MOUSE sp_Q8K0D2_HABP2_MOUSE Hyaluronan-binding protein 2 OS=Mus musculus OX=10090 GN=Habp2 PE=1 SV=2	Danio_rerio_tr_F1QW52_F1QW52_DANRE tr|F1QW52|F1QW52_DANRE Hyaluronan-binding protein 2 OS=Danio rerio OX=7955 GN=fd56a04 PE=1 SV=2
OG0000011	Mus_musculus_sp_P06869_UROK_MOUSE sp_P06869_UROK_MOUSE Urokinase-type plasminogen activator OS=Mus musculus OX=10090 GN=Plau PE=1 SV=1	Danio_rerio_tr_D3GE88_D3GE88_DANRE tr|D3GE88|D3GE88_DANRE Plasminogen activator_ urokinase a OS=Danio rerio OX=7955 GN=si_dkey-252g6.1 PE=2 SV=1, Danio_rerio_tr_G8CXX6_G8CXX6_DANRE tr|G8CXX6|G8CXX6_DANRE Plasminogen activator_ urokinase b OS=Danio rerio OX=7955 GN=wu_fk07g01 PE=2 SV=1
OG0000011	Mus_musculus_sp_P11214_TPA_MOUSE sp_P11214_TPA_MOUSE Tissue-type plasminogen activator OS=Mus musculus OX=10090 GN=Plat PE=1 SV=3	Danio_rerio_tr_F1QB78_F1QB78_DANRE tr|F1QB78|F1QB78_DANRE Plasminogen activator OS=Danio rerio OX=7955 GN=plat PE=3 SV=1
OG0000011	Mus_musculus_sp_P20918_PLMN_MOUSE sp_P20918_PLMN_MOUSE Plasminogen OS=Mus musculus OX=10090 GN=Plg PE=1 SV=3	Danio_rerio_tr_F1Q890_F1Q890_DANRE tr|F1Q890|F1Q890_DANRE Plasminogen OS=Danio rerio OX=7955 GN=wu_fb70e09 PE=1 SV=1
OG0000012	Mus_musculus_sp_Q6PZE0_MUC19_MOUSE sp_Q6PZE0_MUC19_MOUSE Mucin-19 OS=Mus musculus OX=10090 GN=Muc19 PE=2 SV=2, Mus_musculus_sp_Q80T03_MUC6_MOUSE sp_Q80T03_MUC6_MOUSE Mucin-6 OS=Mus musculus OX=10090 GN=Muc6 PE=2 SV=1, Mus_musculus_sp_Q80Z19_MUC2_MOUSE sp_Q80Z19_MUC2_MOUSE Mucin-2 _Fragment_ OS=Mus musculus OX=10090 GN=Muc2 PE=1 SV=2	Danio_rerio_tr_X1WBL9_X1WBL9_DANRE tr|X1WBL9|X1WBL9_DANRE Mucin 5.1_ oligomeric mucus/gel-forming OS=Danio rerio OX=7955 GN=muc5.1 PE=1 SV=1
OG0000012	Mus_musculus_sp_Q8CG65_SSPO_MOUSE sp_Q8CG65_SSPO_MOUSE SCO-spondin OS=Mus musculus OX=10090 GN=Sspo PE=2 SV=2, Mus_musculus_sp_Q8CIZ8_VWF_MOUSE sp_Q8CIZ8_VWF_MOUSE von Willebrand factor OS=Mus musculus OX=10090 GN=Vwf PE=1 SV=2, Mus_musculus_sp_F7A4A7_OTOGL_MOUSE sp_F7A4A7_OTOGL_MOUSE Otogelin-like protein OS=Mus musculus OX=10090 GN=Otogl PE=1 SV=1, Mus_musculus_sp_O55225_OTOG_MOUSE sp_O55225_OTOG_MOUSE Otogelin OS=Mus musculus OX=10090 GN=Otog PE=1 SV=3, Mus_musculus_sp_O55225_OTOG_MOUSE sp_O55225_OTOG_MOUSE Otogelin OS=Mus musculus OX=10090 GN=Otog PE=1 SV=3	Danio_rerio_tr_E7F9Z1_E7F9Z1_DANRE tr|E7F9Z1|E7F9Z1_DANRE von Willebrand factor OS=Danio rerio OX=7955 GN=VWF PE=1 SV=3
OG0000012	Mus_musculus_sp_O08523_TECTA_MOUSE sp_O08523_TECTA_MOUSE Alpha-tectorin OS=Mus musculus OX=10090 GN=Tecta PE=1 SV=2	Danio_rerio_tr_A0A8M3ASW3_A0A8M3ASW3_DANRE tr|A0A8M3ASW3|A0A8M3ASW3_DANRE Alpha-tectorin isoform X1 OS=Danio rerio OX=7955 GN=tecta PE=1 SV=1
OG0000012	Mus_musculus_sp_Q8CJ69_BMPER_MOUSE sp_Q8CJ69_BMPER_MOUSE BMP-binding endothelial regulator protein OS=Mus musculus OX=10090 GN=Bmper PE=1 SV=1	Danio_rerio_tr_A6H8K2_A6H8K2_DANRE tr|A6H8K2|A6H8K2_DANRE BMP-binding endothelial regulator protein precursor OS=Danio rerio OX=7955 GN=cvl2 PE=2 SV=1, Danio_rerio_tr_Q5D734_Q5D734_DANRE tr|Q5D734|Q5D734_DANRE Crossveinless 2 OS=Danio rerio OX=7955 GN=cvl2 PE=1 SV=1
OG0000012	Mus_musculus_sp_Q3U492_KCP_MOUSE sp_Q3U492_KCP_MOUSE Kielin_chordin-like protein OS=Mus musculus OX=10090 GN=Kcp PE=1 SV=2	Danio_rerio_tr_F1Q752_F1Q752_DANRE tr|F1Q752|F1Q752_DANRE Kielin/chordin-like protein OS=Danio rerio OX=7955 GN=si_dkey-266m15.6 PE=4 SV=3
OG0000013	Mus_musculus_sp_Q9QYS1_WNT16_MOUSE sp_Q9QYS1_WNT16_MOUSE Protein Wnt-16 OS=Mus musculus OX=10090 GN=Wnt16 PE=2 SV=2	Danio_rerio_tr_A5WVL3_A5WVL3_DANRE tr|A5WVL3|A5WVL3_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=zgc_77293 PE=3 SV=1
OG0000013	Mus_musculus_sp_P04426_WNT1_MOUSE sp_P04426_WNT1_MOUSE Proto-oncogene Wnt-1 OS=Mus musculus OX=10090 GN=Wnt1 PE=1 SV=1	Danio_rerio_tr_B3DI55_B3DI55_DANRE tr|B3DI55|B3DI55_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=wnt1 PE=2 SV=1, Danio_rerio_sp_P24257_WNT1_DANRE sp|P24257|WNT1_DANRE Protein Wnt-1 OS=Danio rerio OX=7955 GN=wnt1 PE=2 SV=1
OG0000013	Mus_musculus_sp_P17553_WNT3_MOUSE sp_P17553_WNT3_MOUSE Proto-oncogene Wnt-3 OS=Mus musculus OX=10090 GN=Wnt3 PE=1 SV=1	Danio_rerio_tr_B0LK22_B0LK22_DANRE tr|B0LK22|B0LK22_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=wnt3 PE=2 SV=1
OG0000013	Mus_musculus_sp_P27467_WNT3A_MOUSE sp_P27467_WNT3A_MOUSE Protein Wnt-3a OS=Mus musculus OX=10090 GN=Wnt3a PE=1 SV=1	Danio_rerio_tr_Q6IYD9_Q6IYD9_DANRE tr|Q6IYD9|Q6IYD9_DANRE Protein Wnt OS=Danio rerio OX=7955 GN=Zwnt[a] PE=2 SV=1
